cell_id,Lanius schach,Lanius schach erythronotus/caniceps,Lanius schach schach,Lanius schach tricolor/longicaudatus,Lanius schach bentet,Lanius schach [nasutus Group],Lanius schach schach x tricolor
8420e05ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e07ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8420e0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e61ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84214bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8421981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8421983ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84219c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84219c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84219e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8424de3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430115ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843016dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84302b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843032dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430815ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8430827ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430833ffffffff,173.0,0.0,1.0,0.0,0.0,0.0,0.0
8430839ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843083bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843084bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8430855ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8430905ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430911ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8430913ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430915ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8430919ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843091bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843091dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8430921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430923ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430929ffffffff,8.0,0.0,5.0,0.0,0.0,0.0,0.0
843093bffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
8430963ffffffff,9.0,0.0,1.0,0.0,0.0,0.0,0.0
8430981ffffffff,32.0,0.0,1.0,0.0,0.0,0.0,0.0
8430983ffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0
8430985ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8430987ffffffff,45.0,0.0,13.0,0.0,0.0,0.0,0.0
8430989ffffffff,159.0,0.0,0.0,0.0,0.0,0.0,0.0
843098bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843098dffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
8430991ffffffff,136.0,0.0,4.0,0.0,0.0,0.0,0.0
8430995ffffffff,303.0,0.0,84.0,0.0,0.0,0.0,0.0
8430997ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
843099dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84309a1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84309a3ffffffff,45.0,0.0,1.0,0.0,0.0,0.0,0.0
84309a5ffffffff,185.0,0.0,0.0,0.0,0.0,0.0,0.0
84309a7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84309a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84309abffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84309adffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b1ffffffff,28.0,0.0,12.0,0.0,0.0,0.0,0.0
84309b3ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b5ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b9ffffffff,150.0,0.0,59.0,0.0,0.0,0.0,0.0
84309bbffffffff,79.0,0.0,7.0,0.0,0.0,0.0,0.0
84309bdffffffff,38.0,0.0,2.0,0.0,0.0,0.0,0.0
84309d1ffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
84309d3ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
84309d5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84309d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84309d9ffffffff,208.0,0.0,2.0,0.0,0.0,0.0,0.0
84309dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84309ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84309e1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84309e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84309e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84309e7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8430a13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430a27ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8430a31ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8430a3bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430ac5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430acdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430b1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430b5dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e01ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e25ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8431819ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
8431823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8431851ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8431857ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8431859ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843185bffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
8431889ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84318c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84318c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84318c7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d1ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431923ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8431927ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84319c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84319ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431a85ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa1ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aabffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aadffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
843c021ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
843c023ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c025ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,1389.0,0.0,0.0,641.0,0.0,0.0,0.0
843c02bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c02dffffffff,374.0,0.0,0.0,47.0,0.0,0.0,0.0
843c061ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c063ffffffff,20.0,0.0,0.0,4.0,0.0,0.0,0.0
843c065ffffffff,34.0,0.0,0.0,9.0,0.0,0.0,0.0
843c067ffffffff,121.0,0.0,0.0,6.0,0.0,0.0,0.0
843c069ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c06bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c06dffffffff,9.0,0.0,0.0,4.0,0.0,0.0,0.0
843c0a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a3ffffffff,24.0,0.0,0.0,3.0,0.0,0.0,0.0
843c0a5ffffffff,241.0,3.0,0.0,44.0,0.0,0.0,0.0
843c0a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0adffffffff,52.0,0.0,0.0,6.0,0.0,0.0,0.0
843c0b5ffffffff,138.0,0.0,0.0,11.0,0.0,0.0,0.0
843c0b7ffffffff,65.0,0.0,0.0,8.0,0.0,0.0,0.0
843c0bdffffffff,35.0,0.0,0.0,5.0,0.0,0.0,0.0
843c0e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c151ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c153ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c159ffffffff,321.0,2.0,0.0,29.0,0.0,0.0,0.0
843c15bffffffff,13.0,0.0,0.0,3.0,0.0,0.0,0.0
843c181ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c189ffffffff,10.0,0.0,0.0,2.0,0.0,0.0,0.0
843c191ffffffff,77.0,3.0,0.0,17.0,0.0,0.0,0.0
843c193ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c197ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c199ffffffff,563.0,11.0,0.0,72.0,0.0,0.0,0.0
843c19bffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
843c19dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b5ffffffff,148.0,0.0,0.0,48.0,0.0,0.0,0.0
843c1bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,236.0,0.0,0.0,28.0,0.0,0.0,0.0
843c1c7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
843c1d3ffffffff,89.0,3.0,0.0,8.0,0.0,0.0,0.0
843c1d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,16.0,0.0,0.0,4.0,0.0,0.0,0.0
843c1dbffffffff,26.0,0.0,0.0,5.0,0.0,0.0,0.0
843c307ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843c311ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c315ffffffff,46.0,3.0,0.0,8.0,0.0,0.0,0.0
843c317ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c31bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c329ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843c32bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
843c331ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c333ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
843c335ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
843c337ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843c33bffffffff,191.0,0.0,0.0,40.0,0.0,0.0,0.0
843c33dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
843c341ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
843c345ffffffff,10.0,8.0,0.0,0.0,0.0,0.0,0.0
843c361ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c363ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843c369ffffffff,62.0,9.0,0.0,9.0,0.0,0.0,0.0
843c36bffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
843c521ffffffff,302.0,0.0,0.0,62.0,0.0,0.0,0.0
843c525ffffffff,77.0,0.0,0.0,10.0,0.0,0.0,0.0
843c527ffffffff,50.0,0.0,0.0,2.0,0.0,0.0,0.0
843c52dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c533ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c537ffffffff,19.0,0.0,0.0,2.0,0.0,0.0,0.0
843c567ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,53.0,0.0,0.0,1.0,0.0,0.0,0.0
843c585ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
843c587ffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0
843c58dffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
843c595ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,73.0,0.0,0.0,11.0,0.0,0.0,0.0
843c5a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a9ffffffff,308.0,0.0,0.0,109.0,0.0,0.0,0.0
843c5abffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5adffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b7ffffffff,67.0,0.0,0.0,43.0,0.0,0.0,0.0
843c5b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e3ffffffff,33.0,0.0,0.0,3.0,0.0,0.0,0.0
843c5e7ffffffff,24.0,0.0,0.0,4.0,0.0,0.0,0.0
843c5ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c801ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c805ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
843c807ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843c80dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
843c823ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c839ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
843c83bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c84dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c867ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c86dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c885ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c899ffffffff,27.0,0.0,0.0,2.0,0.0,0.0,0.0
843c89bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8cbffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8d9ffffffff,57.0,0.0,0.0,10.0,0.0,0.0,0.0
843c8dbffffffff,42.0,0.0,0.0,4.0,0.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e5ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8edffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
843c907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c909ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
843c90bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843c90dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c925ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c927ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c929ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92dffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
843c931ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843c93bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c941ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c943ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
843c945ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c947ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c94bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c951ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c953ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c957ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c959ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
843c95bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843c965ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c967ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9d9ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9ddffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca25ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca45ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca51ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca87ffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca8bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca8dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca93ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca97ffffffff,54.0,0.0,0.0,4.0,0.0,0.0,0.0
843ca9dffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab1ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab9ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
843cabbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cabdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cac3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cac7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cacbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cad3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843caddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843cae3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843caebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb01ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb03ffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb07ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb09ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb0bffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb11ffffffff,123.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb13ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb15ffffffff,194.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb19ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb1dffffffff,491.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb29ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb35ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
