cell_id,Amandava amandava,Amandava amandava amandava/punicea,Amandava amandava flavidiventris
843d10dffffffff,28.0,0.0,0.0
843d123ffffffff,9.0,0.0,0.0
843d12dffffffff,2.0,0.0,0.0
843d135ffffffff,131.0,0.0,0.0
843d137ffffffff,90.0,0.0,0.0
843d139ffffffff,10.0,0.0,0.0
843d13dffffffff,80.0,0.0,0.0
843d141ffffffff,2.0,0.0,0.0
843d147ffffffff,31.0,0.0,0.0
843d149ffffffff,2.0,0.0,0.0
843d16bffffffff,35.0,0.0,0.0
843d305ffffffff,2.0,0.0,0.0
843d321ffffffff,2.0,0.0,0.0
843d32bffffffff,4.0,0.0,0.0
843d361ffffffff,2.0,0.0,0.0
843d363ffffffff,61.0,0.0,0.0
843d36bffffffff,61.0,0.0,0.0
843d805ffffffff,2.0,0.0,0.0
843d80bffffffff,2.0,0.0,0.0
843d80dffffffff,3.0,0.0,0.0
843d827ffffffff,2.0,0.0,0.0
843d847ffffffff,9.0,0.0,0.0
843d851ffffffff,8.0,0.0,0.0
843d853ffffffff,27.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0
843d859ffffffff,101.0,0.0,0.0
843d85bffffffff,2.0,0.0,0.0
843d86bffffffff,7.0,0.0,0.0
843d899ffffffff,11.0,0.0,0.0
843d8b1ffffffff,5.0,0.0,0.0
843d8b7ffffffff,3.0,0.0,0.0
843d8b9ffffffff,2.0,0.0,0.0
843d8bdffffffff,1.0,0.0,0.0
843d8c1ffffffff,31.0,0.0,0.0
843d8d1ffffffff,18.0,0.0,0.0
843d8d5ffffffff,91.0,0.0,0.0
843d8ddffffffff,13.0,0.0,0.0
843d907ffffffff,5.0,0.0,0.0
843d915ffffffff,49.0,0.0,0.0
843d929ffffffff,44.0,0.0,0.0
843d93bffffffff,11.0,0.0,0.0
843d963ffffffff,16.0,0.0,0.0
843d967ffffffff,46.0,0.0,0.0
843d96bffffffff,4.0,0.0,0.0
843d96dffffffff,4.0,0.0,0.0
843d983ffffffff,3.0,0.0,0.0
843d987ffffffff,35.0,0.0,0.0
843d98dffffffff,4.0,0.0,0.0
843d993ffffffff,1.0,0.0,0.0
843d9a5ffffffff,12.0,0.0,0.0
843d9b1ffffffff,5.0,0.0,0.0
843d9b7ffffffff,41.0,0.0,0.0
843d9b9ffffffff,42.0,0.0,0.0
843d9bbffffffff,4.0,0.0,0.0
843d9bdffffffff,4.0,0.0,0.0
843d9d1ffffffff,13.0,0.0,0.0
843d9d3ffffffff,11.0,0.0,0.0
843d9dbffffffff,13.0,0.0,0.0
843d9e5ffffffff,35.0,0.0,0.0
843d9e7ffffffff,4.0,0.0,0.0
843da0bffffffff,6.0,0.0,0.0
843da11ffffffff,609.0,0.0,0.0
843da13ffffffff,185.0,0.0,0.0
843da15ffffffff,4.0,0.0,0.0
843da17ffffffff,4.0,0.0,0.0
843da19ffffffff,87.0,0.0,0.0
843da1bffffffff,220.0,0.0,0.0
843da1dffffffff,855.0,0.0,0.0
843da21ffffffff,3.0,0.0,0.0
843da25ffffffff,3.0,0.0,0.0
843da33ffffffff,35.0,0.0,0.0
843da37ffffffff,436.0,0.0,0.0
843da3bffffffff,3.0,0.0,0.0
843da57ffffffff,31.0,0.0,0.0
843da81ffffffff,10.0,0.0,0.0
843da89ffffffff,3.0,0.0,0.0
843da8bffffffff,4.0,0.0,0.0
843da91ffffffff,10.0,0.0,0.0
843da95ffffffff,6.0,0.0,0.0
843da97ffffffff,15.0,0.0,0.0
843da9dffffffff,8.0,0.0,0.0
843daa1ffffffff,2.0,0.0,0.0
843daa5ffffffff,19.0,0.0,0.0
843dac5ffffffff,3.0,0.0,0.0
843dac9ffffffff,368.0,0.0,0.0
843dacbffffffff,2.0,0.0,0.0
843dad5ffffffff,20.0,0.0,0.0
843dad7ffffffff,2.0,0.0,0.0
843dad9ffffffff,2.0,0.0,0.0
843daddffffffff,77.0,0.0,0.0
843dae1ffffffff,15.0,0.0,0.0
843daebffffffff,7.0,0.0,0.0
843daedffffffff,1.0,0.0,0.0
843db23ffffffff,2.0,0.0,0.0
843db25ffffffff,10.0,0.0,0.0
843db29ffffffff,14.0,0.0,0.0
843db2dffffffff,7.0,0.0,0.0
843db33ffffffff,2.0,0.0,0.0
843db3bffffffff,12.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0
843db43ffffffff,2.0,0.0,0.0
843db57ffffffff,2.0,0.0,0.0
843db61ffffffff,2.0,0.0,0.0
843db67ffffffff,61.0,0.0,0.0
843e583ffffffff,13.0,0.0,0.0
843e5b9ffffffff,2.0,0.0,0.0
843e5cbffffffff,5.0,0.0,0.0
843e605ffffffff,3.0,0.0,0.0
843e625ffffffff,5.0,0.0,0.0
843e629ffffffff,23.0,0.0,0.0
843e66bffffffff,2.0,0.0,0.0
8440499ffffffff,1.0,0.0,0.0
844049dffffffff,2.0,0.0,0.0
84404cbffffffff,9.0,0.0,0.0
84404cdffffffff,1.0,0.0,0.0
844159bffffffff,2.0,0.0,0.0
844169bffffffff,2.0,0.0,0.0
84416dbffffffff,2.0,0.0,0.0
8442493ffffffff,10.0,0.0,0.0
8442499ffffffff,46.0,0.0,0.0
844249dffffffff,2.0,0.0,0.0
8442697ffffffff,3.0,0.0,0.0
844269bffffffff,4.0,0.0,0.0
8442c01ffffffff,31.0,0.0,0.0
8442c05ffffffff,10.0,0.0,0.0
8442c07ffffffff,159.0,0.0,0.0
8442c0dffffffff,1.0,0.0,0.0
8442c13ffffffff,7.0,0.0,0.0
8442c17ffffffff,1.0,0.0,0.0
8442c25ffffffff,4.0,0.0,0.0
8442c27ffffffff,19.0,0.0,0.0
8442c2dffffffff,2.0,0.0,0.0
8442c33ffffffff,2.0,0.0,0.0
8442c35ffffffff,3.0,0.0,0.0
8442c39ffffffff,5.0,0.0,0.0
8442c3dffffffff,5.0,0.0,0.0
8442c63ffffffff,1.0,0.0,0.0
8442c67ffffffff,1.0,0.0,0.0
8442c83ffffffff,3.0,0.0,0.0
8442c85ffffffff,5.0,0.0,0.0
8442c8bffffffff,3.0,0.0,0.0
8442c93ffffffff,2.0,0.0,0.0
8442c95ffffffff,2.0,0.0,0.0
8442ca1ffffffff,1.0,0.0,0.0
8442ca5ffffffff,5.0,0.0,0.0
8442ca9ffffffff,2.0,0.0,0.0
8442cabffffffff,196.0,0.0,0.0
8442cb9ffffffff,23.0,0.0,0.0
8442cc5ffffffff,68.0,0.0,0.0
8442cc7ffffffff,6.0,0.0,0.0
8442cdbffffffff,11.0,0.0,0.0
8442ce1ffffffff,28.0,0.0,0.0
8442ce3ffffffff,236.0,0.0,0.0
8442ce5ffffffff,6.0,0.0,0.0
8442ce7ffffffff,66.0,0.0,0.0
8442ce9ffffffff,269.0,0.0,0.0
8442cebffffffff,58.0,0.0,0.0
8442d1bffffffff,2.0,0.0,0.0
8442d93ffffffff,9.0,0.0,0.0
8442d95ffffffff,14.0,0.0,0.0
8442d99ffffffff,4.0,0.0,0.0
8442d9dffffffff,7.0,0.0,0.0
8442db5ffffffff,621.0,0.0,0.0
8442db7ffffffff,4.0,0.0,0.0
8442dbbffffffff,11.0,0.0,0.0
8442dbdffffffff,5.0,0.0,0.0
8442dc3ffffffff,6.0,0.0,0.0
8442dcbffffffff,1.0,0.0,0.0
8442dcdffffffff,1.0,0.0,0.0
8442dd1ffffffff,30.0,0.0,0.0
8442dd3ffffffff,8.0,0.0,0.0
8442dd5ffffffff,3.0,0.0,0.0
8442dd7ffffffff,8.0,0.0,0.0
8442dd9ffffffff,51.0,0.0,0.0
8442dddffffffff,1.0,0.0,0.0
8442e45ffffffff,1.0,0.0,0.0
8442ea5ffffffff,3.0,0.0,0.0
84438c3ffffffff,2.0,0.0,0.0
8443a03ffffffff,6.0,0.0,0.0
8443a13ffffffff,2.0,0.0,0.0
8443acdffffffff,1.0,0.0,0.0
8446483ffffffff,186.0,0.0,0.0
8446487ffffffff,12.0,0.0,0.0
8446495ffffffff,74.0,0.0,0.0
84464b9ffffffff,155.0,0.0,0.0
84464e1ffffffff,127.0,0.0,0.0
84464e3ffffffff,104.0,0.0,0.0
84464e5ffffffff,170.0,0.0,0.0
84464e7ffffffff,250.0,0.0,0.0
84524d3ffffffff,1.0,0.0,0.0
8453451ffffffff,3.0,0.0,0.0
8453551ffffffff,8.0,0.0,0.0
845355dffffffff,2.0,0.0,0.0
84536e1ffffffff,2.0,0.0,0.0
84536e7ffffffff,2.0,0.0,0.0
845d101ffffffff,291.0,0.0,0.0
845d103ffffffff,4.0,0.0,0.0
845d107ffffffff,154.0,0.0,0.0
845d11dffffffff,36.0,0.0,0.0
845d131ffffffff,13.0,0.0,0.0
845d139ffffffff,2.0,0.0,0.0
845d13dffffffff,1.0,0.0,0.0
845e437ffffffff,2.0,0.0,0.0
845e467ffffffff,1.0,0.0,0.0
845e5cbffffffff,8.0,0.0,0.0
845e5ddffffffff,115.0,0.0,0.0
8460021ffffffff,7.0,0.0,0.0
8460025ffffffff,2.0,0.0,0.0
846002dffffffff,1.0,0.0,0.0
8460045ffffffff,2.0,0.0,0.0
846004dffffffff,1.0,0.0,0.0
8460061ffffffff,2.0,0.0,0.0
8460069ffffffff,127.0,0.0,0.0
8460101ffffffff,9.0,0.0,0.0
8460103ffffffff,4.0,0.0,0.0
8460105ffffffff,8.0,0.0,0.0
8460109ffffffff,10.0,0.0,0.0
846010bffffffff,5.0,0.0,0.0
846010dffffffff,2.0,0.0,0.0
8460113ffffffff,80.0,0.0,0.0
8460121ffffffff,1.0,0.0,0.0
8460125ffffffff,3.0,0.0,0.0
846012bffffffff,5.0,0.0,0.0
8460135ffffffff,2.0,0.0,0.0
8460141ffffffff,33.0,0.0,0.0
8460143ffffffff,111.0,0.0,0.0
8460145ffffffff,564.0,0.0,0.0
8460147ffffffff,71.0,0.0,0.0
8460149ffffffff,33.0,0.0,0.0
846014bffffffff,305.0,0.0,0.0
846014dffffffff,645.0,0.0,0.0
8460151ffffffff,6.0,0.0,0.0
8460155ffffffff,50.0,0.0,0.0
846015bffffffff,9.0,0.0,0.0
846015dffffffff,728.0,0.0,0.0
8460161ffffffff,48.0,0.0,0.0
8460163ffffffff,8.0,0.0,0.0
8460165ffffffff,6.0,0.0,0.0
8460167ffffffff,8.0,0.0,0.0
8460169ffffffff,446.0,0.0,0.0
846016bffffffff,21.0,0.0,0.0
846016dffffffff,105.0,0.0,0.0
84601e9ffffffff,168.0,0.0,0.0
8460221ffffffff,35.0,0.0,0.0
8460225ffffffff,29.0,0.0,0.0
8460227ffffffff,5.0,0.0,0.0
8460263ffffffff,26.0,0.0,0.0
8460269ffffffff,5.0,0.0,0.0
8460303ffffffff,6.0,0.0,0.0
8460305ffffffff,5.0,0.0,0.0
8460307ffffffff,1.0,0.0,0.0
846030bffffffff,4.0,0.0,0.0
8460313ffffffff,251.0,0.0,0.0
8460317ffffffff,16.0,0.0,0.0
846031bffffffff,29.0,0.0,0.0
8460321ffffffff,41.0,0.0,0.0
8460327ffffffff,4.0,0.0,0.0
8460329ffffffff,2.0,0.0,0.0
846032dffffffff,2.0,0.0,0.0
8460331ffffffff,33.0,0.0,0.0
8460333ffffffff,10.0,0.0,0.0
8460335ffffffff,37.0,0.0,0.0
8460337ffffffff,27.0,0.0,0.0
8460339ffffffff,11.0,0.0,0.0
846033bffffffff,22.0,0.0,0.0
846033dffffffff,2.0,0.0,0.0
8460343ffffffff,2.0,0.0,0.0
8460351ffffffff,6.0,0.0,0.0
8460361ffffffff,3.0,0.0,0.0
8460365ffffffff,1.0,0.0,0.0
8460367ffffffff,3.0,0.0,0.0
8460369ffffffff,4.0,0.0,0.0
846036bffffffff,3.0,0.0,0.0
846036dffffffff,9.0,0.0,0.0
8460805ffffffff,21.0,0.0,0.0
8460807ffffffff,14.0,0.0,0.0
8460809ffffffff,4.0,0.0,0.0
846080bffffffff,2.0,0.0,0.0
8460813ffffffff,10.0,0.0,0.0
8460817ffffffff,9.0,0.0,0.0
846081bffffffff,3.0,0.0,0.0
846081dffffffff,9.0,0.0,0.0
846082bffffffff,8.0,0.0,0.0
846083dffffffff,2.0,0.0,0.0
8460841ffffffff,38.0,0.0,0.0
8460843ffffffff,4.0,0.0,0.0
8460845ffffffff,30.0,0.0,0.0
8460847ffffffff,1.0,0.0,0.0
846084bffffffff,2.0,0.0,0.0
846084dffffffff,35.0,0.0,0.0
8460857ffffffff,9.0,0.0,0.0
846085bffffffff,2.0,0.0,0.0
846085dffffffff,2.0,0.0,0.0
846086dffffffff,8.0,0.0,0.0
8460881ffffffff,10.0,0.0,0.0
8460885ffffffff,343.0,0.0,0.0
8460887ffffffff,4.0,0.0,0.0
8460889ffffffff,3.0,0.0,0.0
846088dffffffff,138.0,0.0,0.0
84608a1ffffffff,2.0,0.0,0.0
84608a3ffffffff,27.0,0.0,0.0
84608a5ffffffff,4.0,0.0,0.0
84608a7ffffffff,4.0,0.0,0.0
84608a9ffffffff,4.0,0.0,0.0
84608abffffffff,2.0,0.0,0.0
84608b1ffffffff,98.0,0.0,0.0
84608b5ffffffff,1132.0,0.0,0.0
84608b7ffffffff,4.0,0.0,0.0
84608bdffffffff,542.0,0.0,0.0
84608c1ffffffff,12.0,0.0,0.0
84608c3ffffffff,10.0,0.0,0.0
84608c5ffffffff,1.0,0.0,0.0
84608c9ffffffff,6.0,0.0,0.0
84608cdffffffff,12.0,0.0,0.0
84608ddffffffff,5.0,0.0,0.0
84608e1ffffffff,8.0,0.0,0.0
84608e3ffffffff,66.0,0.0,0.0
84608e5ffffffff,707.0,0.0,0.0
84608e9ffffffff,313.0,0.0,0.0
84608ebffffffff,30.0,0.0,0.0
84608edffffffff,1.0,0.0,0.0
8460901ffffffff,97.0,0.0,0.0
8460903ffffffff,2.0,0.0,0.0
8460905ffffffff,4.0,0.0,0.0
8460907ffffffff,2.0,0.0,0.0
846090bffffffff,3.0,0.0,0.0
846090dffffffff,9.0,0.0,0.0
8460911ffffffff,2.0,0.0,0.0
8460915ffffffff,34.0,0.0,0.0
8460919ffffffff,7.0,0.0,0.0
846091dffffffff,19.0,0.0,0.0
8460927ffffffff,3.0,0.0,0.0
8460931ffffffff,3.0,0.0,0.0
8460939ffffffff,10.0,0.0,0.0
846093bffffffff,4.0,0.0,0.0
8460943ffffffff,2.0,0.0,0.0
8460945ffffffff,1.0,0.0,0.0
8460947ffffffff,14.0,0.0,0.0
8460949ffffffff,2.0,0.0,0.0
846094dffffffff,33.0,0.0,0.0
8460955ffffffff,10.0,0.0,0.0
8460957ffffffff,4.0,0.0,0.0
8460961ffffffff,265.0,0.0,0.0
8460965ffffffff,20.0,0.0,0.0
8460969ffffffff,67.0,0.0,0.0
846096bffffffff,25.0,0.0,0.0
846096dffffffff,6.0,0.0,0.0
8460981ffffffff,2.0,0.0,0.0
8460983ffffffff,5.0,0.0,0.0
8460985ffffffff,2.0,0.0,0.0
8460987ffffffff,11.0,0.0,0.0
846098bffffffff,4.0,0.0,0.0
846098dffffffff,1.0,0.0,0.0
8460991ffffffff,3.0,0.0,0.0
8460999ffffffff,104.0,0.0,0.0
846099bffffffff,21.0,0.0,0.0
84609d3ffffffff,4.0,0.0,0.0
84609d7ffffffff,2.0,0.0,0.0
84609dbffffffff,1.0,0.0,0.0
84609ddffffffff,10.0,0.0,0.0
84609e1ffffffff,100.0,0.0,0.0
84609e3ffffffff,12.0,0.0,0.0
84609e5ffffffff,3.0,0.0,0.0
84609ebffffffff,231.0,0.0,0.0
8460a05ffffffff,2.0,0.0,0.0
8460a0dffffffff,44.0,0.0,0.0
8460a13ffffffff,40.0,0.0,0.0
8460a15ffffffff,4.0,0.0,0.0
8460a1bffffffff,39.0,0.0,0.0
8460a21ffffffff,4.0,0.0,0.0
8460a25ffffffff,853.0,0.0,0.0
8460a27ffffffff,61.0,0.0,0.0
8460a33ffffffff,4.0,0.0,0.0
8460a39ffffffff,44.0,0.0,0.0
8460a3bffffffff,2.0,0.0,0.0
8460a3dffffffff,5.0,0.0,0.0
8460a41ffffffff,2.0,0.0,0.0
8460a47ffffffff,3.0,0.0,0.0
8460a49ffffffff,2.0,0.0,0.0
8460a4bffffffff,5.0,0.0,0.0
8460a51ffffffff,1.0,0.0,0.0
8460a59ffffffff,10.0,0.0,0.0
8460a5bffffffff,7.0,0.0,0.0
8460a5dffffffff,1.0,0.0,0.0
8460a61ffffffff,16.0,0.0,0.0
8460a63ffffffff,2.0,0.0,0.0
8460a67ffffffff,10.0,0.0,0.0
8460a6bffffffff,4.0,0.0,0.0
8460a81ffffffff,1.0,0.0,0.0
8460a83ffffffff,5.0,0.0,0.0
8460a89ffffffff,117.0,0.0,0.0
8460a91ffffffff,16.0,0.0,0.0
8460a97ffffffff,3.0,0.0,0.0
8460aa3ffffffff,167.0,0.0,0.0
8460aa9ffffffff,3.0,0.0,0.0
8460aadffffffff,2.0,0.0,0.0
8460ab1ffffffff,12.0,0.0,0.0
8460ab5ffffffff,18.0,0.0,0.0
8460ac1ffffffff,1.0,0.0,0.0
8460ac3ffffffff,4.0,0.0,0.0
8460acdffffffff,22.0,0.0,0.0
8460ae1ffffffff,9.0,0.0,0.0
8460ae3ffffffff,21.0,0.0,0.0
8460ae9ffffffff,1.0,0.0,0.0
8460aebffffffff,2.0,0.0,0.0
8460b09ffffffff,4.0,0.0,0.0
8460b11ffffffff,25.0,0.0,0.0
8460b13ffffffff,3.0,0.0,0.0
8460b15ffffffff,1.0,0.0,0.0
8460b17ffffffff,20.0,0.0,0.0
8460b19ffffffff,159.0,0.0,0.0
8460b1bffffffff,581.0,0.0,0.0
8460b27ffffffff,16.0,0.0,0.0
8460b29ffffffff,17.0,0.0,0.0
8460b39ffffffff,1.0,0.0,0.0
8460b3bffffffff,3.0,0.0,0.0
8460b3dffffffff,9.0,0.0,0.0
8460b41ffffffff,2.0,0.0,0.0
8460b47ffffffff,17.0,0.0,0.0
8460b49ffffffff,4.0,0.0,0.0
8460b53ffffffff,44.0,0.0,0.0
8460b61ffffffff,4.0,0.0,0.0
8460b69ffffffff,8.0,0.0,0.0
8460b6dffffffff,6.0,0.0,0.0
8461885ffffffff,159.0,0.0,0.0
846188bffffffff,12.0,0.0,0.0
8461891ffffffff,18.0,0.0,0.0
8461893ffffffff,1191.0,0.0,0.0
8461897ffffffff,16.0,0.0,0.0
846189bffffffff,16.0,0.0,0.0
84618abffffffff,3.0,0.0,0.0
84618b1ffffffff,52.0,0.0,0.0
84618b3ffffffff,2.0,0.0,0.0
84618b9ffffffff,30.0,0.0,0.0
84618c1ffffffff,82.0,0.0,0.0
84618c3ffffffff,7.0,0.0,0.0
84618c5ffffffff,63.0,0.0,0.0
84618c7ffffffff,152.0,0.0,0.0
84618cbffffffff,9.0,0.0,0.0
84618d1ffffffff,7.0,0.0,0.0
84618d3ffffffff,2.0,0.0,0.0
84618dbffffffff,2.0,0.0,0.0
84618ddffffffff,10.0,0.0,0.0
84618e3ffffffff,6.0,0.0,0.0
84618ebffffffff,19.0,0.0,0.0
8461987ffffffff,9.0,0.0,0.0
84619a9ffffffff,2.0,0.0,0.0
84619abffffffff,21.0,0.0,0.0
84619bdffffffff,4.0,0.0,0.0
8461a97ffffffff,5.0,0.0,0.0
8461ab7ffffffff,33.0,0.0,0.0
8464821ffffffff,7.0,0.0,0.0
8464825ffffffff,62.0,7.0,0.0
8464829ffffffff,177.0,53.0,0.0
846482dffffffff,56.0,25.0,0.0
8464841ffffffff,4.0,2.0,0.0
8464847ffffffff,2.0,0.0,0.0
8464849ffffffff,10.0,10.0,0.0
846484bffffffff,4.0,4.0,0.0
846484dffffffff,34.0,10.0,0.0
8464867ffffffff,1.0,0.0,0.0
8464869ffffffff,11.0,0.0,0.0
84648ddffffffff,17.0,0.0,0.0
8464901ffffffff,67.0,0.0,5.0
8464903ffffffff,4.0,0.0,0.0
846490bffffffff,6.0,0.0,1.0
8464911ffffffff,1.0,0.0,0.0
846491dffffffff,9.0,2.0,1.0
8464921ffffffff,5.0,0.0,0.0
8464927ffffffff,1.0,0.0,0.0
8464955ffffffff,2.0,0.0,0.0
8464981ffffffff,4.0,0.0,0.0
84649b7ffffffff,2.0,0.0,0.0
8464a01ffffffff,5.0,4.0,0.0
8464a05ffffffff,20.0,18.0,0.0
8464a09ffffffff,8.0,8.0,0.0
8464a0dffffffff,18.0,18.0,0.0
8464a21ffffffff,5.0,5.0,0.0
8464a23ffffffff,13.0,13.0,0.0
8464a25ffffffff,30.0,24.0,0.0
8464a27ffffffff,18.0,16.0,0.0
8464a29ffffffff,60.0,35.0,0.0
8464a2bffffffff,12.0,8.0,0.0
8464a2dffffffff,27.0,21.0,0.0
8464a3dffffffff,1.0,1.0,0.0
8464a41ffffffff,104.0,43.0,0.0
8464a43ffffffff,29.0,25.0,0.0
8464a45ffffffff,11.0,10.0,0.0
8464a47ffffffff,25.0,22.0,0.0
8464a49ffffffff,182.0,65.0,0.0
8464a4bffffffff,14.0,4.0,0.0
8464a4dffffffff,93.0,68.0,0.0
8464a51ffffffff,1.0,0.0,0.0
8464a55ffffffff,6.0,6.0,0.0
8464a59ffffffff,9.0,9.0,0.0
8464a5dffffffff,12.0,8.0,0.0
8464a63ffffffff,3.0,3.0,0.0
8464a67ffffffff,4.0,4.0,0.0
