cell_id,Gygis alba,Gygis alba alba,Gygis alba candida/leucopes,Gygis alba microrhyncha
829b8ffffffffff,5.0,0.0,0.0,0.0
829baffffffffff,2.0,0.0,0.0,0.0
829e0ffffffffff,2.0,0.0,2.0,0.0
829e2ffffffffff,1.0,0.0,1.0,0.0
829f47fffffffff,1.0,0.0,1.0,0.0
829f57fffffffff,25.0,0.0,0.0,0.0
829f67fffffffff,2.0,0.0,0.0,0.0
82a027fffffffff,9.0,0.0,0.0,0.0
82a04ffffffffff,67.0,0.0,0.0,0.0
82a05ffffffffff,1.0,0.0,1.0,0.0
82a06ffffffffff,2.0,0.0,0.0,0.0
82a0cffffffffff,1.0,0.0,0.0,0.0
82a0dffffffffff,46.0,0.0,0.0,19.0
82a0effffffffff,3.0,0.0,0.0,0.0
82a117fffffffff,19.0,0.0,9.0,0.0
82a11ffffffffff,6.0,0.0,0.0,0.0
82a16ffffffffff,5.0,0.0,0.0,0.0
82a1a7fffffffff,14.0,0.0,7.0,0.0
82a367fffffffff,8.0,0.0,0.0,0.0
82ab17fffffffff,2.0,0.0,0.0,0.0
82b02ffffffffff,2.0,0.0,0.0,0.0
82b14ffffffffff,3.0,0.0,0.0,0.0
82b15ffffffffff,2.0,0.0,2.0,0.0
82b4affffffffff,2.0,0.0,0.0,0.0
82b4b7fffffffff,3.0,0.0,0.0,0.0
82b4c7fffffffff,64.0,0.0,0.0,0.0
82b4cffffffffff,8.0,0.0,0.0,0.0
82b4d7fffffffff,1.0,0.0,0.0,0.0
82b4e7fffffffff,4.0,0.0,0.0,0.0
82b4effffffffff,3.0,0.0,0.0,0.0
82ba67fffffffff,1.0,0.0,0.0,0.0
82ba6ffffffffff,582.0,0.0,22.0,0.0
82be0ffffffffff,8.0,0.0,0.0,0.0
82be8ffffffffff,1.0,0.0,0.0,0.0
82bea7fffffffff,1.0,0.0,0.0,0.0
82beaffffffffff,2.0,0.0,1.0,0.0
82bf8ffffffffff,188.0,0.0,3.0,0.0
82bfb7fffffffff,1.0,0.0,0.0,0.0
