cell_id,Thalasseus sandvicensis,Thalasseus sandvicensis sandvicensis,Thalasseus sandvicensis acuflavidus,Thalasseus sandvicensis eurygnathus,Thalasseus sandvicensis acuflavidus x eurygnathus
831973fffffffff,4.0,0.0,0.0,0.0,0.0
831976fffffffff,10.0,0.0,0.0,0.0,0.0
831aa2fffffffff,5.0,0.0,0.0,0.0,0.0
831aa3fffffffff,6.0,0.0,0.0,0.0,0.0
831e02fffffffff,4.0,0.0,0.0,0.0,0.0
831e10fffffffff,3.0,0.0,0.0,0.0,0.0
831e12fffffffff,7.0,0.0,0.0,0.0,0.0
831e1cfffffffff,2.0,0.0,0.0,0.0,0.0
831e22fffffffff,11.0,0.0,0.0,0.0,0.0
831e23fffffffff,1.0,0.0,0.0,0.0,0.0
831e34fffffffff,3.0,0.0,0.0,0.0,0.0
831e58fffffffff,2.0,0.0,0.0,0.0,0.0
831e5afffffffff,1.0,0.0,0.0,0.0,0.0
831e5cfffffffff,1.0,0.0,0.0,0.0,0.0
831ea0fffffffff,6.0,2.0,0.0,0.0,0.0
831ea1fffffffff,1.0,0.0,0.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0,0.0,0.0
831eabfffffffff,1.0,0.0,0.0,0.0,0.0
831eb0fffffffff,4.0,2.0,0.0,0.0,0.0
831ec3fffffffff,2.0,0.0,0.0,0.0,0.0
831ec9fffffffff,12.0,0.0,0.0,0.0,0.0
831ecbfffffffff,2.0,2.0,0.0,0.0,0.0
831ed0fffffffff,1.0,0.0,0.0,0.0,0.0
831ed9fffffffff,23.0,4.0,0.0,0.0,0.0
831edafffffffff,19.0,0.0,0.0,0.0,0.0
831edcfffffffff,1.0,0.0,0.0,0.0,0.0
831eebfffffffff,6.0,0.0,0.0,0.0,0.0
831f01fffffffff,8.0,0.0,0.0,0.0,0.0
831f05fffffffff,1.0,0.0,0.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0,0.0,0.0
831f14fffffffff,1.0,0.0,0.0,0.0,0.0
831f15fffffffff,1.0,0.0,0.0,0.0,0.0
831f28fffffffff,4.0,4.0,0.0,0.0,0.0
831f33fffffffff,11.0,0.0,0.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0,0.0,0.0
831f64fffffffff,1.0,0.0,0.0,0.0,0.0
831f70fffffffff,2.0,0.0,0.0,0.0,0.0
831f71fffffffff,3.0,0.0,0.0,0.0,0.0
831f72fffffffff,21.0,2.0,0.0,0.0,0.0
831f80fffffffff,2.0,0.0,0.0,0.0,0.0
831f8efffffffff,4.0,0.0,0.0,0.0,0.0
831fb2fffffffff,1.0,0.0,0.0,0.0,0.0
83264bfffffffff,8.0,0.0,0.0,0.0,0.0
832664fffffffff,4.0,0.0,0.0,0.0,0.0
83268cfffffffff,14.0,1.0,0.0,0.0,0.0
832a06fffffffff,3.0,0.0,0.0,0.0,0.0
832a10fffffffff,37.0,0.0,0.0,0.0,0.0
832a13fffffffff,35.0,0.0,0.0,0.0,0.0
832a14fffffffff,2.0,0.0,0.0,0.0,0.0
832a15fffffffff,37.0,0.0,0.0,2.0,0.0
832a1afffffffff,12.0,0.0,5.0,0.0,0.0
832a30fffffffff,10.0,0.0,0.0,0.0,0.0
832a31fffffffff,23.0,1.0,2.0,0.0,0.0
832a33fffffffff,2.0,0.0,0.0,0.0,0.0
832a34fffffffff,2.0,0.0,0.0,0.0,0.0
832a4cfffffffff,13.0,0.0,2.0,0.0,0.0
832a89fffffffff,7.0,0.0,0.0,0.0,0.0
832aa8fffffffff,7.0,0.0,0.0,0.0,0.0
832aa9fffffffff,118.0,0.0,12.0,0.0,0.0
832aaafffffffff,2.0,0.0,0.0,0.0,0.0
832aadfffffffff,100.0,0.0,5.0,0.0,0.0
832ac6fffffffff,110.0,0.0,7.0,0.0,0.0
832ad0fffffffff,2.0,0.0,0.0,0.0,0.0
832ad1fffffffff,6.0,0.0,0.0,0.0,0.0
832ad2fffffffff,2.0,0.0,0.0,0.0,0.0
832ad3fffffffff,56.0,0.0,4.0,0.0,0.0
832ad4fffffffff,4.0,0.0,0.0,0.0,0.0
832ad5fffffffff,28.0,0.0,2.0,0.0,0.0
832ad6fffffffff,14.0,0.0,0.0,0.0,0.0
832af0fffffffff,24.0,0.0,0.0,0.0,0.0
832af1fffffffff,29.0,0.0,0.0,0.0,0.0
832af3fffffffff,2.0,0.0,0.0,0.0,0.0
832af6fffffffff,63.0,0.0,3.0,0.0,0.0
832b0afffffffff,7.0,0.0,0.0,0.0,0.0
832b0cfffffffff,22.0,0.0,0.0,0.0,0.0
832b0efffffffff,1.0,0.0,0.0,0.0,0.0
832b16fffffffff,2.0,2.0,0.0,0.0,0.0
832b1bfffffffff,3.0,0.0,1.0,0.0,0.0
832b23fffffffff,8.0,1.0,0.0,0.0,0.0
832b24fffffffff,7.0,0.0,0.0,0.0,0.0
832b25fffffffff,17.0,0.0,0.0,0.0,0.0
832b8afffffffff,7.0,0.0,0.0,0.0,0.0
832c20fffffffff,13.0,13.0,0.0,0.0,0.0
832c21fffffffff,28.0,28.0,0.0,0.0,0.0
832c93fffffffff,20.0,0.0,0.0,0.0,0.0
832cf3fffffffff,4.0,0.0,0.0,0.0,0.0
832d0efffffffff,1.0,1.0,0.0,0.0,0.0
832d5cfffffffff,1.0,0.0,0.0,0.0,0.0
832da2fffffffff,4.0,0.0,0.0,0.0,0.0
832db0fffffffff,5.0,3.0,0.0,0.0,0.0
832db1fffffffff,2.0,0.0,0.0,0.0,0.0
832db6fffffffff,1.0,0.0,0.0,0.0,0.0
833469fffffffff,4.0,0.0,0.0,0.0,0.0
83351bfffffffff,85.0,0.0,3.0,0.0,0.0
833820fffffffff,2.0,0.0,0.0,0.0,0.0
83386afffffffff,4.0,4.0,0.0,0.0,0.0
833875fffffffff,1.0,0.0,0.0,0.0,0.0
833900fffffffff,5.0,0.0,0.0,0.0,0.0
833910fffffffff,73.0,0.0,0.0,0.0,0.0
833911fffffffff,15.0,0.0,0.0,0.0,0.0
833915fffffffff,10.0,0.0,0.0,0.0,0.0
833919fffffffff,26.0,3.0,0.0,0.0,0.0
83391afffffffff,31.0,0.0,0.0,0.0,0.0
83391bfffffffff,19.0,0.0,0.0,0.0,0.0
83391efffffffff,14.0,10.0,0.0,0.0,0.0
833920fffffffff,4.0,0.0,0.0,0.0,0.0
833921fffffffff,2.0,0.0,0.0,0.0,0.0
833922fffffffff,44.0,1.0,0.0,0.0,0.0
833923fffffffff,1.0,0.0,0.0,0.0,0.0
833925fffffffff,35.0,0.0,0.0,0.0,0.0
83392dfffffffff,2.0,0.0,0.0,0.0,0.0
83392efffffffff,2.0,0.0,0.0,0.0,0.0
833931fffffffff,100.0,3.0,0.0,0.0,0.0
833933fffffffff,31.0,4.0,0.0,0.0,0.0
833942fffffffff,5.0,1.0,0.0,0.0,0.0
833943fffffffff,7.0,2.0,0.0,0.0,0.0
833944fffffffff,11.0,11.0,0.0,0.0,0.0
833945fffffffff,3.0,3.0,0.0,0.0,0.0
833946fffffffff,44.0,42.0,0.0,0.0,0.0
833951fffffffff,4.0,0.0,0.0,0.0,0.0
833954fffffffff,45.0,27.0,0.0,0.0,0.0
833955fffffffff,5.0,0.0,0.0,0.0,0.0
83395cfffffffff,2.0,2.0,0.0,0.0,0.0
833968fffffffff,11.0,2.0,0.0,0.0,0.0
83396cfffffffff,1.0,0.0,0.0,0.0,0.0
833971fffffffff,17.0,0.0,0.0,0.0,0.0
833973fffffffff,84.0,82.0,0.0,0.0,0.0
833974fffffffff,1.0,0.0,0.0,0.0,0.0
833975fffffffff,4.0,0.0,0.0,0.0,0.0
833976fffffffff,2.0,0.0,0.0,0.0,0.0
833982fffffffff,2.0,2.0,0.0,0.0,0.0
8339a9fffffffff,4.0,2.0,0.0,0.0,0.0
833c92fffffffff,4.0,0.0,0.0,0.0,0.0
833c9dfffffffff,1.0,0.0,0.0,0.0,0.0
833e60fffffffff,1.0,0.0,0.0,0.0,0.0
833e68fffffffff,5.0,0.0,0.0,0.0,0.0
833f66fffffffff,5.0,0.0,0.0,0.0,0.0
833f75fffffffff,2.0,0.0,0.0,0.0,0.0
834109fffffffff,17.0,2.0,0.0,0.0,0.0
8342c2fffffffff,4.0,0.0,0.0,0.0,0.0
8342c4fffffffff,2.0,0.0,0.0,0.0,0.0
8342c6fffffffff,2.0,0.0,0.0,0.0,0.0
8342d1fffffffff,2.0,0.0,0.0,0.0,0.0
8343a8fffffffff,3.0,1.0,0.0,0.0,0.0
834409fffffffff,4.0,0.0,2.0,0.0,0.0
834412fffffffff,3.0,0.0,0.0,0.0,0.0
834413fffffffff,18.0,0.0,0.0,0.0,0.0
834414fffffffff,29.0,0.0,2.0,0.0,0.0
83441afffffffff,126.0,0.0,33.0,0.0,0.0
83441bfffffffff,10.0,0.0,1.0,0.0,0.0
83441efffffffff,141.0,0.0,9.0,35.0,0.0
834424fffffffff,1.0,0.0,0.0,0.0,0.0
834432fffffffff,23.0,0.0,0.0,0.0,0.0
834436fffffffff,1.0,0.0,0.0,0.0,0.0
834440fffffffff,27.0,0.0,0.0,0.0,0.0
834444fffffffff,6.0,0.0,0.0,0.0,0.0
834445fffffffff,1.0,0.0,0.0,0.0,0.0
834446fffffffff,57.0,0.0,0.0,0.0,0.0
834450fffffffff,137.0,0.0,4.0,0.0,0.0
834454fffffffff,5.0,0.0,0.0,0.0,0.0
834455fffffffff,87.0,0.0,0.0,0.0,0.0
834456fffffffff,45.0,0.0,4.0,0.0,0.0
83445cfffffffff,4.0,0.0,0.0,0.0,0.0
834463fffffffff,8.0,0.0,0.0,0.0,0.0
83446afffffffff,3.0,0.0,0.0,0.0,0.0
83446cfffffffff,123.0,0.0,12.0,0.0,0.0
83446efffffffff,63.0,0.0,0.0,2.0,0.0
834471fffffffff,27.0,0.0,0.0,0.0,0.0
834473fffffffff,79.0,0.0,0.0,0.0,0.0
834484fffffffff,3.0,0.0,0.0,0.0,0.0
834486fffffffff,6.0,0.0,0.0,0.0,0.0
8344a1fffffffff,1.0,0.0,0.0,0.0,0.0
8344a2fffffffff,2.0,0.0,0.0,0.0,0.0
8344a3fffffffff,5.0,0.0,0.0,0.0,0.0
8344a8fffffffff,4.0,0.0,0.0,0.0,0.0
8344a9fffffffff,8.0,0.0,1.0,0.0,0.0
8344abfffffffff,2.0,0.0,0.0,0.0,0.0
8344adfffffffff,9.0,0.0,0.0,0.0,0.0
8344aefffffffff,2.0,0.0,0.0,2.0,0.0
8344b0fffffffff,8.0,0.0,0.0,0.0,0.0
8344b1fffffffff,1.0,0.0,1.0,0.0,0.0
8344b5fffffffff,3.0,0.0,0.0,0.0,0.0
8344ccfffffffff,2.0,0.0,0.0,0.0,0.0
8344d0fffffffff,150.0,0.0,0.0,0.0,0.0
8344d2fffffffff,45.0,0.0,0.0,0.0,0.0
8344d4fffffffff,26.0,0.0,0.0,0.0,0.0
8344d5fffffffff,56.0,0.0,6.0,0.0,0.0
8344e2fffffffff,2.0,0.0,0.0,0.0,0.0
8344e4fffffffff,14.0,0.0,4.0,0.0,0.0
8344e5fffffffff,33.0,0.0,1.0,0.0,0.0
8344e6fffffffff,2.0,0.0,2.0,0.0,0.0
8344eafffffffff,12.0,0.0,0.0,0.0,0.0
8344f0fffffffff,66.0,0.0,2.0,0.0,0.0
8344f2fffffffff,5.0,0.0,0.0,0.0,0.0
8344f3fffffffff,41.0,0.0,0.0,0.0,0.0
8344f4fffffffff,49.0,0.0,0.0,0.0,0.0
8344f6fffffffff,13.0,0.0,7.0,0.0,0.0
834505fffffffff,57.0,0.0,1.0,0.0,0.0
834509fffffffff,1.0,0.0,0.0,0.0,0.0
83450afffffffff,2.0,0.0,0.0,0.0,0.0
834520fffffffff,6.0,0.0,0.0,0.0,0.0
834521fffffffff,4.0,0.0,0.0,0.0,0.0
834523fffffffff,13.0,0.0,0.0,0.0,0.0
83452afffffffff,44.0,0.0,5.0,0.0,0.0
83452cfffffffff,20.0,0.0,0.0,0.0,0.0
83452efffffffff,2.0,0.0,0.0,0.0,0.0
834531fffffffff,11.0,0.0,0.0,0.0,0.0
834549fffffffff,1.0,0.0,0.0,0.0,0.0
834550fffffffff,43.0,0.0,28.0,0.0,0.0
834569fffffffff,5.0,0.0,0.0,0.0,0.0
83456dfffffffff,3.0,0.0,0.0,0.0,0.0
834584fffffffff,3.0,0.0,0.0,0.0,0.0
834588fffffffff,2.0,0.0,0.0,0.0,0.0
83458cfffffffff,4.0,0.0,0.0,0.0,0.0
834590fffffffff,3.0,0.0,0.0,0.0,0.0
834595fffffffff,2.0,0.0,0.0,0.0,0.0
834598fffffffff,6.0,0.0,0.0,0.0,0.0
8345a3fffffffff,16.0,0.0,0.0,0.0,0.0
8345aefffffffff,4.0,0.0,0.0,0.0,0.0
8345b2fffffffff,2.0,0.0,0.0,0.0,0.0
83480efffffffff,2.0,0.0,0.0,0.0,0.0
834890fffffffff,75.0,0.0,4.0,0.0,0.0
834892fffffffff,15.0,0.0,0.0,0.0,0.0
834893fffffffff,12.0,0.0,0.0,0.0,0.0
834895fffffffff,28.0,0.0,0.0,0.0,0.0
83489efffffffff,5.0,0.0,0.0,0.0,0.0
8348b2fffffffff,12.0,0.0,0.0,0.0,0.0
8348b3fffffffff,5.0,0.0,0.0,0.0,0.0
8348b4fffffffff,2.0,0.0,0.0,0.0,0.0
834992fffffffff,4.0,0.0,0.0,0.0,0.0
834993fffffffff,2.0,0.0,0.0,0.0,0.0
834996fffffffff,58.0,0.0,22.0,0.0,0.0
8349a8fffffffff,1.0,0.0,0.0,0.0,0.0
8349a9fffffffff,12.0,0.0,1.0,0.0,0.0
8349acfffffffff,2.0,0.0,0.0,0.0,0.0
8349b4fffffffff,2.0,0.0,0.0,0.0,0.0
8349b5fffffffff,33.0,0.0,4.0,0.0,0.0
834bb5fffffffff,11.0,1.0,0.0,0.0,0.0
834c88fffffffff,4.0,0.0,0.0,0.0,0.0
834c89fffffffff,2.0,0.0,0.0,0.0,0.0
834c9afffffffff,2.0,0.0,0.0,0.0,0.0
834cabfffffffff,3.0,0.0,0.0,0.0,0.0
834cc0fffffffff,3.0,0.0,0.0,0.0,0.0
834cc5fffffffff,159.0,0.0,0.0,11.0,0.0
834cd0fffffffff,19.0,0.0,3.0,0.0,0.0
834cd2fffffffff,2.0,0.0,0.0,0.0,0.0
834ce8fffffffff,18.0,0.0,3.0,0.0,0.0
834ceafffffffff,13.0,0.0,0.0,1.0,0.0
834cebfffffffff,3.0,0.0,0.0,0.0,0.0
834ceefffffffff,21.0,0.0,0.0,0.0,0.0
834cf3fffffffff,5.0,0.0,0.0,0.0,0.0
835534fffffffff,2.0,0.0,0.0,0.0,0.0
835e43fffffffff,2.0,0.0,0.0,0.0,0.0
835e46fffffffff,1.0,0.0,1.0,0.0,0.0
835e4afffffffff,2.0,0.0,0.0,0.0,0.0
835e4bfffffffff,1.0,0.0,0.0,0.0,0.0
835e5dfffffffff,7.0,0.0,0.0,0.0,0.0
835e62fffffffff,20.0,0.0,0.0,0.0,0.0
835e66fffffffff,25.0,0.0,0.0,0.0,0.0
835e71fffffffff,4.0,0.0,0.0,0.0,0.0
835e75fffffffff,33.0,0.0,0.0,0.0,0.0
835f12fffffffff,9.0,0.0,9.0,0.0,0.0
835f13fffffffff,1.0,0.0,1.0,0.0,0.0
835f1efffffffff,1.0,0.0,1.0,0.0,0.0
835f49fffffffff,1.0,0.0,0.0,0.0,0.0
835f5bfffffffff,26.0,0.0,2.0,5.0,2.0
836002fffffffff,25.0,0.0,0.0,0.0,0.0
836004fffffffff,2.0,0.0,0.0,0.0,0.0
836006fffffffff,3.0,0.0,0.0,0.0,0.0
836011fffffffff,5.0,0.0,0.0,0.0,0.0
83601afffffffff,6.0,0.0,0.0,0.0,0.0
83601cfffffffff,8.0,0.0,0.0,0.0,0.0
836022fffffffff,20.0,0.0,0.0,0.0,0.0
83608bfffffffff,4.0,0.0,0.0,0.0,0.0
8360a9fffffffff,52.0,5.0,0.0,0.0,0.0
8360adfffffffff,2.0,0.0,0.0,0.0,0.0
83611afffffffff,4.0,0.0,0.0,0.0,0.0
83611bfffffffff,4.0,0.0,0.0,0.0,0.0
83618efffffffff,7.0,0.0,0.0,0.0,0.0
8361a9fffffffff,10.0,0.0,0.0,0.0,0.0
836616fffffffff,1.0,0.0,0.0,0.0,0.0
836620fffffffff,14.0,0.0,4.0,2.0,2.0
836622fffffffff,4.0,0.0,1.0,0.0,0.0
836625fffffffff,11.0,0.0,2.0,2.0,2.0
836628fffffffff,1.0,0.0,0.0,1.0,0.0
8366a1fffffffff,6.0,0.0,0.0,0.0,1.0
8366a3fffffffff,10.0,0.0,0.0,0.0,0.0
8366a5fffffffff,119.0,0.0,9.0,2.0,0.0
8366b0fffffffff,11.0,0.0,0.0,0.0,0.0
8366b4fffffffff,3.0,0.0,0.0,0.0,0.0
836732fffffffff,7.0,0.0,6.0,0.0,0.0
836736fffffffff,2.0,0.0,0.0,0.0,0.0
836740fffffffff,6.0,0.0,0.0,0.0,2.0
836741fffffffff,1.0,0.0,0.0,0.0,0.0
836743fffffffff,2.0,0.0,2.0,0.0,0.0
836744fffffffff,25.0,0.0,0.0,6.0,0.0
836745fffffffff,2.0,0.0,0.0,0.0,0.0
836746fffffffff,91.0,0.0,0.0,2.0,0.0
83674cfffffffff,2.0,0.0,0.0,0.0,0.0
83674dfffffffff,2.0,0.0,0.0,2.0,0.0
836752fffffffff,70.0,0.0,0.0,0.0,0.0
836755fffffffff,57.0,0.0,21.0,12.0,0.0
83676bfffffffff,7.0,0.0,0.0,0.0,0.0
836773fffffffff,56.0,0.0,26.0,28.0,2.0
83679afffffffff,5.0,0.0,2.0,0.0,0.0
836d04fffffffff,25.0,0.0,0.0,0.0,0.0
836d06fffffffff,2.0,0.0,0.0,0.0,0.0
836d14fffffffff,2.0,0.0,0.0,0.0,0.0
836d29fffffffff,4.0,0.0,0.0,0.0,0.0
836d2bfffffffff,3.0,0.0,0.0,0.0,0.0
836d31fffffffff,4.0,0.0,4.0,0.0,0.0
836d34fffffffff,7.0,0.0,0.0,0.0,0.0
836d35fffffffff,4.0,0.0,0.0,0.0,0.0
836d60fffffffff,6.0,0.0,0.0,0.0,0.0
836d63fffffffff,1.0,0.0,0.0,0.0,0.0
836d66fffffffff,8.0,0.0,0.0,0.0,0.0
836d69fffffffff,38.0,0.0,35.0,0.0,0.0
836d74fffffffff,1.0,0.0,0.0,0.0,0.0
836d75fffffffff,4.0,0.0,0.0,0.0,0.0
836d76fffffffff,12.0,0.0,0.0,0.0,0.0
837b4afffffffff,1.0,0.0,0.0,0.0,0.0
837b4cfffffffff,2.0,0.0,0.0,0.0,0.0
837b4efffffffff,2.0,0.0,0.0,0.0,0.0
837b59fffffffff,11.0,4.0,0.0,0.0,0.0
838008fffffffff,5.0,0.0,3.0,0.0,0.0
838009fffffffff,2.0,0.0,2.0,0.0,0.0
838054fffffffff,15.0,0.0,1.0,14.0,0.0
838055fffffffff,1.0,0.0,1.0,0.0,0.0
83818bfffffffff,3.0,0.0,0.0,3.0,0.0
8382d0fffffffff,3.0,0.0,0.0,0.0,0.0
8382f2fffffffff,2.0,0.0,0.0,0.0,0.0
838e45fffffffff,16.0,0.0,0.0,0.0,0.0
838e62fffffffff,37.0,0.0,9.0,0.0,0.0
838e75fffffffff,2.0,0.0,0.0,0.0,0.0
838f50fffffffff,5.0,0.0,0.0,0.0,0.0
83a810fffffffff,17.0,0.0,5.0,12.0,0.0
83a812fffffffff,14.0,0.0,1.0,13.0,0.0
83a814fffffffff,10.0,0.0,6.0,4.0,0.0
83a831fffffffff,13.0,0.0,0.0,13.0,0.0
83a835fffffffff,7.0,0.0,1.0,5.0,0.0
83a891fffffffff,2.0,0.0,0.0,2.0,0.0
83a895fffffffff,12.0,0.0,0.0,12.0,0.0
83a8a0fffffffff,3.0,0.0,0.0,3.0,0.0
83a8a1fffffffff,2.0,0.0,0.0,2.0,0.0
83a8a2fffffffff,5.0,0.0,0.0,5.0,0.0
83a8a5fffffffff,3.0,0.0,0.0,3.0,0.0
83a900fffffffff,2.0,0.0,0.0,2.0,0.0
83a903fffffffff,2.0,0.0,0.0,2.0,0.0
83a905fffffffff,14.0,0.0,1.0,13.0,0.0
83a918fffffffff,5.0,0.0,0.0,5.0,0.0
83a91bfffffffff,11.0,0.0,0.0,8.0,0.0
83ad32fffffffff,7.0,3.0,0.0,0.0,0.0
83ad36fffffffff,28.0,23.0,0.0,0.0,0.0
83ada8fffffffff,2.0,0.0,0.0,0.0,0.0
83b219fffffffff,11.0,0.0,0.0,0.0,0.0
83b226fffffffff,3.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,219.0,0.0,4.0,0.0,0.0
83b2c4fffffffff,2.0,0.0,0.0,0.0,0.0
83b2dcfffffffff,6.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,3.0,0.0,0.0,0.0,0.0
83b304fffffffff,6.0,0.0,0.0,0.0,0.0
83bc49fffffffff,2.0,0.0,0.0,0.0,0.0
83bc68fffffffff,2.0,2.0,0.0,0.0,0.0
83bc69fffffffff,11.0,5.0,0.0,0.0,0.0
83c203fffffffff,2.0,0.0,0.0,2.0,0.0
83c205fffffffff,2.0,0.0,0.0,2.0,0.0
83c21bfffffffff,6.0,0.0,1.0,5.0,0.0
83c21cfffffffff,3.0,0.0,0.0,3.0,0.0
83c21dfffffffff,12.0,0.0,2.0,10.0,0.0
83c221fffffffff,4.0,0.0,0.0,4.0,0.0
83c2f1fffffffff,31.0,0.0,3.0,22.0,0.0
83c2f2fffffffff,4.0,0.0,0.0,3.0,0.0
83c2f3fffffffff,3.0,0.0,2.0,1.0,0.0
83c301fffffffff,7.0,0.0,0.0,7.0,0.0
83c320fffffffff,3.0,0.0,0.0,3.0,0.0
83c324fffffffff,7.0,0.0,0.0,4.0,0.0
83c329fffffffff,2.0,0.0,2.0,0.0,0.0
83c32afffffffff,24.0,0.0,0.0,19.0,0.0
83c32efffffffff,8.0,0.0,0.0,8.0,0.0
83cfb1fffffffff,5.0,0.0,0.0,0.0,0.0
