cell_id,Muscicapa dauurica,Muscicapa dauurica dauurica,Muscicapa dauurica poonensis/siamensis
844bb59ffffffff,1.0,0.0,0.0
8460021ffffffff,2.0,0.0,0.0
846004dffffffff,6.0,0.0,0.0
8460065ffffffff,4.0,0.0,0.0
8460067ffffffff,3.0,0.0,0.0
846006dffffffff,4.0,0.0,0.0
84600e3ffffffff,1.0,0.0,0.0
8460111ffffffff,2.0,0.0,0.0
846011bffffffff,3.0,0.0,0.0
8460145ffffffff,3.0,0.0,0.0
8460147ffffffff,4.0,0.0,0.0
8460149ffffffff,2.0,0.0,0.0
846014bffffffff,7.0,0.0,0.0
846014dffffffff,12.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460159ffffffff,17.0,0.0,0.0
846015bffffffff,4.0,0.0,0.0
846015dffffffff,27.0,0.0,0.0
8460169ffffffff,6.0,0.0,0.0
846016bffffffff,4.0,0.0,0.0
84601e9ffffffff,5.0,0.0,0.0
84601edffffffff,3.0,0.0,0.0
8460225ffffffff,10.0,0.0,0.0
8460227ffffffff,38.0,0.0,0.0
846022dffffffff,2.0,0.0,0.0
846026bffffffff,2.0,0.0,0.0
8460309ffffffff,5.0,0.0,0.0
846030bffffffff,1.0,0.0,0.0
8460311ffffffff,9.0,0.0,0.0
8460313ffffffff,4.0,0.0,0.0
8460315ffffffff,5.0,0.0,0.0
846031bffffffff,7.0,0.0,0.0
846031dffffffff,7.0,0.0,0.0
8460323ffffffff,4.0,0.0,0.0
8460327ffffffff,4.0,0.0,0.0
846032dffffffff,4.0,0.0,0.0
8460331ffffffff,14.0,0.0,0.0
8460333ffffffff,10.0,0.0,0.0
8460335ffffffff,4.0,0.0,0.0
8460337ffffffff,2.0,0.0,0.0
8460339ffffffff,2.0,0.0,0.0
846033bffffffff,35.0,0.0,0.0
8460353ffffffff,3.0,0.0,0.0
846035bffffffff,2.0,0.0,0.0
846084dffffffff,4.0,0.0,0.0
846088dffffffff,5.0,0.0,0.0
84608b5ffffffff,1.0,0.0,0.0
84608bdffffffff,5.0,0.0,0.0
8460947ffffffff,1.0,0.0,0.0
846096bffffffff,2.0,0.0,0.0
84609b7ffffffff,3.0,0.0,0.0
8460a1bffffffff,2.0,0.0,0.0
8460a25ffffffff,74.0,0.0,0.0
8460a27ffffffff,190.0,0.0,0.0
8460a2dffffffff,4.0,0.0,0.0
8460a39ffffffff,3.0,0.0,0.0
8460a61ffffffff,115.0,0.0,0.0
8460a63ffffffff,16.0,0.0,0.0
8460a91ffffffff,2.0,0.0,0.0
8460a9dffffffff,6.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
8460ad7ffffffff,2.0,0.0,0.0
8460ae3ffffffff,2.0,0.0,0.0
8460b11ffffffff,8.0,0.0,0.0
8460b17ffffffff,2.0,0.0,0.0
8460b19ffffffff,40.0,0.0,0.0
8460b1bffffffff,22.0,0.0,0.0
8460b29ffffffff,6.0,0.0,0.0
8460b2bffffffff,7.0,0.0,0.0
8460b3bffffffff,2.0,0.0,0.0
8460b3dffffffff,9.0,0.0,0.0
8460b47ffffffff,14.0,0.0,0.0
8460b53ffffffff,22.0,0.0,0.0
8461893ffffffff,16.0,0.0,0.0
84618b9ffffffff,13.0,0.0,0.0
84619a5ffffffff,59.0,0.0,0.0
846416dffffffff,6.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464b63ffffffff,1.0,0.0,0.0
8465005ffffffff,25.0,0.0,0.0
8465009ffffffff,15.0,0.0,0.0
846500bffffffff,65.0,0.0,0.0
8465015ffffffff,13.0,0.0,0.0
8465029ffffffff,3.0,0.0,0.0
846502bffffffff,15.0,0.0,0.0
8465033ffffffff,65.0,0.0,0.0
8465037ffffffff,25.0,0.0,0.0
8465039ffffffff,10.0,0.0,0.0
8465055ffffffff,40.0,0.0,0.0
846505dffffffff,2.0,0.0,0.0
8465063ffffffff,5.0,0.0,0.0
8465069ffffffff,2.0,0.0,0.0
84650e5ffffffff,2.0,0.0,0.0
8465183ffffffff,9.0,0.0,0.0
8465189ffffffff,37.0,0.0,0.0
846518bffffffff,41.0,0.0,0.0
8465191ffffffff,3.0,0.0,0.0
8465199ffffffff,4.0,0.0,0.0
846519dffffffff,14.0,0.0,0.0
84651c3ffffffff,2.0,0.0,0.0
84651c9ffffffff,9.0,0.0,0.0
84651d1ffffffff,13.0,0.0,0.0
84651d7ffffffff,7.0,0.0,0.0
84651d9ffffffff,32.0,0.0,0.0
84651dbffffffff,42.0,0.0,0.0
84651ddffffffff,2.0,0.0,0.0
846520dffffffff,101.0,0.0,0.0
8465229ffffffff,3.0,0.0,0.0
8465231ffffffff,2.0,0.0,0.0
8465263ffffffff,19.0,0.0,0.0
846526bffffffff,7.0,0.0,0.0
846586bffffffff,4.0,0.0,0.0
8465887ffffffff,11.0,0.0,0.0
84659c9ffffffff,4.0,0.0,0.0
8465b2bffffffff,1.0,0.0,0.0
8465b61ffffffff,2.0,0.0,0.0
8468055ffffffff,1.0,0.0,0.0
84680d9ffffffff,3.0,0.0,0.0
84681d5ffffffff,1.0,0.0,0.0
8468281ffffffff,4.0,0.0,0.0
8468285ffffffff,18.0,0.0,0.0
8468469ffffffff,1.0,0.0,0.0
846846dffffffff,1.0,0.0,0.0
846856bffffffff,2.0,2.0,0.0
84685e9ffffffff,1.0,0.0,0.0
84694e1ffffffff,20.0,0.0,0.0
84694e5ffffffff,1.0,0.0,0.0
84694edffffffff,2.0,0.0,0.0
8473b61ffffffff,1.0,0.0,0.0
848c45bffffffff,5.0,0.0,0.0
848c6adffffffff,8.0,0.0,0.0
8494159ffffffff,7.0,0.0,0.0
