cell_id,Upupa epops,Upupa epops [epops Group],Upupa epops senegalensis/waibeli,Upupa epops africana
831972fffffffff,2.0,0.0,0.0,0.0
831973fffffffff,1.0,0.0,0.0,0.0
831e02fffffffff,2.0,0.0,0.0,0.0
831e08fffffffff,3.0,0.0,0.0,0.0
831e0afffffffff,8.0,0.0,0.0,0.0
831e0efffffffff,1.0,0.0,0.0,0.0
831e10fffffffff,3.0,0.0,0.0,0.0
831e12fffffffff,3.0,0.0,0.0,0.0
831e1bfffffffff,2.0,0.0,0.0,0.0
831e1cfffffffff,1.0,1.0,0.0,0.0
831e22fffffffff,1.0,0.0,0.0,0.0
831e2efffffffff,1.0,0.0,0.0,0.0
831e34fffffffff,3.0,0.0,0.0,0.0
831e35fffffffff,2.0,0.0,0.0,0.0
831e5afffffffff,6.0,0.0,0.0,0.0
831e5cfffffffff,2.0,0.0,0.0,0.0
831e5efffffffff,9.0,0.0,0.0,0.0
831e69fffffffff,2.0,0.0,0.0,0.0
831e6bfffffffff,2.0,0.0,0.0,0.0
831ea0fffffffff,5.0,4.0,0.0,0.0
831ea5fffffffff,2.0,2.0,0.0,0.0
831ec0fffffffff,2.0,0.0,0.0,0.0
831ec1fffffffff,5.0,0.0,0.0,0.0
831ec6fffffffff,2.0,0.0,0.0,0.0
831ec9fffffffff,9.0,0.0,0.0,0.0
831ecafffffffff,3.0,0.0,0.0,0.0
831ecefffffffff,1.0,0.0,0.0,0.0
831ee0fffffffff,1.0,1.0,0.0,0.0
831ee2fffffffff,2.0,0.0,0.0,0.0
831ee9fffffffff,1.0,0.0,0.0,0.0
831eeafffffffff,2.0,0.0,0.0,0.0
831eebfffffffff,1.0,0.0,0.0,0.0
831ef0fffffffff,2.0,0.0,0.0,0.0
831ef2fffffffff,7.0,2.0,0.0,0.0
831f00fffffffff,1.0,1.0,0.0,0.0
831f04fffffffff,2.0,1.0,0.0,0.0
831f05fffffffff,5.0,1.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0,0.0
831f21fffffffff,4.0,0.0,0.0,0.0
831f29fffffffff,6.0,0.0,0.0,0.0
831f2afffffffff,6.0,5.0,0.0,0.0
831f2efffffffff,2.0,0.0,0.0,0.0
831f33fffffffff,6.0,0.0,0.0,0.0
831f53fffffffff,2.0,2.0,0.0,0.0
831f71fffffffff,1.0,0.0,0.0,0.0
831f8efffffffff,1.0,0.0,0.0,0.0
831f9cfffffffff,5.0,0.0,0.0,0.0
831fa1fffffffff,2.0,0.0,0.0,0.0
831fa4fffffffff,3.0,2.0,0.0,0.0
831fa5fffffffff,1.0,0.0,0.0,0.0
831fabfffffffff,7.0,0.0,0.0,0.0
832033fffffffff,2.0,0.0,0.0,0.0
8320e3fffffffff,1.0,0.0,0.0,0.0
83240cfffffffff,2.0,0.0,0.0,0.0
83244bfffffffff,3.0,3.0,0.0,0.0
832453fffffffff,3.0,0.0,0.0,0.0
832510fffffffff,2.0,2.0,0.0,0.0
832550fffffffff,1.0,0.0,0.0,0.0
83255afffffffff,3.0,3.0,0.0,0.0
8325acfffffffff,4.0,4.0,0.0,0.0
832c00fffffffff,2.0,2.0,0.0,0.0
832c04fffffffff,1.0,0.0,0.0,0.0
832c08fffffffff,2.0,0.0,0.0,0.0
832c0bfffffffff,2.0,0.0,0.0,0.0
832c0cfffffffff,5.0,5.0,0.0,0.0
832c19fffffffff,5.0,0.0,0.0,0.0
832c1cfffffffff,2.0,2.0,0.0,0.0
832c20fffffffff,9.0,7.0,0.0,0.0
832c21fffffffff,12.0,12.0,0.0,0.0
832c28fffffffff,2.0,2.0,0.0,0.0
832c2afffffffff,11.0,11.0,0.0,0.0
832c2efffffffff,6.0,6.0,0.0,0.0
832c4cfffffffff,5.0,3.0,0.0,0.0
832c51fffffffff,92.0,0.0,0.0,0.0
832c5cfffffffff,2.0,0.0,0.0,0.0
832c5efffffffff,2.0,0.0,0.0,0.0
832c90fffffffff,1.0,0.0,0.0,0.0
832ce4fffffffff,2.0,0.0,0.0,0.0
832d14fffffffff,1.0,0.0,0.0,0.0
832d33fffffffff,2.0,0.0,0.0,0.0
832d64fffffffff,2.0,0.0,0.0,0.0
832da1fffffffff,6.0,0.0,0.0,0.0
832da8fffffffff,3.0,0.0,0.0,0.0
832db0fffffffff,2.0,1.0,0.0,0.0
832db1fffffffff,2.0,2.0,0.0,0.0
832db2fffffffff,1.0,0.0,0.0,0.0
832e68fffffffff,2.0,0.0,0.0,0.0
833083fffffffff,2.0,0.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0,0.0
833099fffffffff,4.0,3.0,0.0,0.0
83309bfffffffff,16.0,11.0,0.0,0.0
83309dfffffffff,10.0,2.0,0.0,0.0
8330c1fffffffff,2.0,0.0,0.0,0.0
8330e1fffffffff,11.0,7.0,0.0,0.0
8330e2fffffffff,2.0,0.0,0.0,0.0
83344cfffffffff,2.0,2.0,0.0,0.0
833469fffffffff,2.0,2.0,0.0,0.0
83346bfffffffff,4.0,4.0,0.0,0.0
833862fffffffff,21.0,0.0,0.0,0.0
833870fffffffff,3.0,0.0,0.0,0.0
833874fffffffff,2.0,0.0,0.0,0.0
833875fffffffff,5.0,1.0,0.0,0.0
833900fffffffff,191.0,132.0,0.0,0.0
833901fffffffff,146.0,124.0,0.0,0.0
833902fffffffff,34.0,6.0,0.0,0.0
833903fffffffff,67.0,44.0,0.0,0.0
833904fffffffff,58.0,0.0,0.0,0.0
833905fffffffff,21.0,4.0,0.0,0.0
833906fffffffff,25.0,7.0,0.0,0.0
833908fffffffff,9.0,7.0,0.0,0.0
83390cfffffffff,5.0,5.0,0.0,0.0
83390dfffffffff,2.0,2.0,0.0,0.0
83390efffffffff,1.0,1.0,0.0,0.0
833910fffffffff,8.0,0.0,0.0,0.0
833911fffffffff,23.0,0.0,0.0,0.0
833915fffffffff,16.0,1.0,0.0,0.0
833918fffffffff,4.0,4.0,0.0,0.0
833919fffffffff,2.0,2.0,0.0,0.0
83391afffffffff,2.0,0.0,0.0,0.0
83391cfffffffff,2.0,0.0,0.0,0.0
83391dfffffffff,3.0,0.0,0.0,0.0
833921fffffffff,1.0,0.0,0.0,0.0
833922fffffffff,20.0,0.0,0.0,0.0
833923fffffffff,13.0,0.0,0.0,0.0
833925fffffffff,4.0,0.0,0.0,0.0
833928fffffffff,26.0,0.0,0.0,0.0
83392afffffffff,15.0,4.0,0.0,0.0
83392bfffffffff,7.0,3.0,0.0,0.0
83392cfffffffff,6.0,4.0,0.0,0.0
83392dfffffffff,3.0,0.0,0.0,0.0
83392efffffffff,9.0,0.0,0.0,0.0
833931fffffffff,16.0,0.0,0.0,0.0
833933fffffffff,13.0,8.0,0.0,0.0
833943fffffffff,15.0,15.0,0.0,0.0
833944fffffffff,34.0,34.0,0.0,0.0
833945fffffffff,4.0,4.0,0.0,0.0
833946fffffffff,17.0,17.0,0.0,0.0
833954fffffffff,5.0,3.0,0.0,0.0
833956fffffffff,11.0,10.0,0.0,0.0
83395cfffffffff,4.0,4.0,0.0,0.0
833962fffffffff,1.0,1.0,0.0,0.0
833970fffffffff,27.0,23.0,0.0,0.0
833971fffffffff,68.0,66.0,0.0,0.0
833972fffffffff,61.0,0.0,0.0,0.0
833973fffffffff,78.0,22.0,0.0,0.0
833974fffffffff,10.0,8.0,0.0,0.0
833976fffffffff,14.0,12.0,0.0,0.0
833c11fffffffff,2.0,0.0,0.0,0.0
833c15fffffffff,16.0,16.0,0.0,0.0
833c19fffffffff,6.0,0.0,0.0,0.0
833c1bfffffffff,8.0,0.0,0.0,0.0
833c1dfffffffff,2.0,0.0,0.0,0.0
833c36fffffffff,2.0,2.0,0.0,0.0
833c58fffffffff,5.0,2.0,0.0,0.0
833c5afffffffff,1.0,1.0,0.0,0.0
833c89fffffffff,7.0,0.0,0.0,0.0
833c8dfffffffff,5.0,0.0,0.0,0.0
833c8efffffffff,7.0,0.0,0.0,0.0
833c9dfffffffff,2.0,0.0,0.0,0.0
833ca2fffffffff,2.0,0.0,0.0,0.0
833ca8fffffffff,1.0,0.0,0.0,0.0
833ca9fffffffff,5.0,0.0,0.0,0.0
833cabfffffffff,8.0,0.0,0.0,0.0
833cb1fffffffff,4.0,0.0,0.0,0.0
833cc4fffffffff,1.0,0.0,0.0,0.0
833ceafffffffff,1.0,1.0,0.0,0.0
833cf0fffffffff,4.0,0.0,0.0,0.0
833cf2fffffffff,36.0,0.0,0.0,0.0
833cf4fffffffff,4.0,0.0,0.0,0.0
833cf6fffffffff,10.0,0.0,0.0,0.0
833d00fffffffff,9.0,1.0,0.0,0.0
833d04fffffffff,5.0,0.0,0.0,0.0
833d06fffffffff,3.0,0.0,0.0,0.0
833d10fffffffff,5.0,5.0,0.0,0.0
833d11fffffffff,3.0,3.0,0.0,0.0
833d13fffffffff,15.0,15.0,0.0,0.0
833d15fffffffff,10.0,10.0,0.0,0.0
833d33fffffffff,8.0,8.0,0.0,0.0
833d34fffffffff,1.0,1.0,0.0,0.0
833d35fffffffff,4.0,2.0,0.0,0.0
833d84fffffffff,7.0,3.0,0.0,0.0
833d85fffffffff,9.0,4.0,0.0,0.0
833d86fffffffff,1.0,1.0,0.0,0.0
833d88fffffffff,1.0,1.0,0.0,0.0
833d8cfffffffff,3.0,0.0,0.0,0.0
833d8dfffffffff,4.0,4.0,0.0,0.0
833da1fffffffff,21.0,19.0,0.0,0.0
833da2fffffffff,4.0,0.0,0.0,0.0
833da3fffffffff,22.0,11.0,0.0,0.0
833da6fffffffff,10.0,0.0,0.0,0.0
833dacfffffffff,7.0,0.0,0.0,0.0
833dadfffffffff,31.0,31.0,0.0,0.0
833db0fffffffff,2.0,0.0,0.0,0.0
833db3fffffffff,6.0,0.0,0.0,0.0
833db5fffffffff,7.0,0.0,0.0,0.0
833e68fffffffff,5.0,3.0,0.0,0.0
833e6cfffffffff,12.0,8.0,0.0,0.0
833f4dfffffffff,2.0,2.0,0.0,0.0
833f68fffffffff,3.0,0.0,0.0,0.0
833f73fffffffff,4.0,0.0,0.0,0.0
834103fffffffff,11.0,0.0,0.0,0.0
83416dfffffffff,2.0,0.0,0.0,0.0
8341a4fffffffff,5.0,0.0,0.0,0.0
8341a5fffffffff,3.0,0.0,0.0,0.0
8341b4fffffffff,2.0,1.0,0.0,0.0
834251fffffffff,2.0,0.0,0.0,0.0
834253fffffffff,8.0,4.0,0.0,0.0
834259fffffffff,2.0,0.0,0.0,0.0
83425afffffffff,4.0,4.0,0.0,0.0
83425efffffffff,2.0,0.0,0.0,0.0
8342c1fffffffff,3.0,1.0,0.0,0.0
8342c4fffffffff,7.0,3.0,0.0,0.0
8342cafffffffff,3.0,3.0,0.0,0.0
8342ccfffffffff,7.0,0.0,0.0,0.0
8342cefffffffff,2.0,0.0,0.0,0.0
8342d9fffffffff,2.0,2.0,0.0,0.0
8343a3fffffffff,1.0,0.0,0.0,0.0
8343acfffffffff,1.0,1.0,0.0,0.0
834b91fffffffff,2.0,0.0,0.0,0.0
834b9cfffffffff,4.0,0.0,0.0,0.0
834ba1fffffffff,6.0,0.0,0.0,0.0
834ba5fffffffff,3.0,2.0,0.0,0.0
834ba8fffffffff,2.0,1.0,0.0,0.0
835534fffffffff,1.0,0.0,0.0,0.0
8358a4fffffffff,2.0,0.0,2.0,0.0
835901fffffffff,3.0,0.0,0.0,0.0
83590efffffffff,6.0,0.0,0.0,0.0
835929fffffffff,8.0,2.0,0.0,0.0
835965fffffffff,1.0,0.0,0.0,0.0
835974fffffffff,12.0,0.0,0.0,0.0
836002fffffffff,97.0,2.0,0.0,0.0
836004fffffffff,35.0,0.0,0.0,0.0
836006fffffffff,58.0,6.0,0.0,0.0
836010fffffffff,2.0,0.0,0.0,0.0
836011fffffffff,21.0,0.0,0.0,0.0
836014fffffffff,5.0,5.0,0.0,0.0
836015fffffffff,18.0,2.0,0.0,0.0
836016fffffffff,6.0,2.0,0.0,0.0
836022fffffffff,19.0,0.0,0.0,0.0
836026fffffffff,1.0,0.0,0.0,0.0
836030fffffffff,2.0,0.0,0.0,0.0
836031fffffffff,191.0,11.0,0.0,0.0
836033fffffffff,65.0,31.0,0.0,0.0
836035fffffffff,2.0,0.0,0.0,0.0
83608bfffffffff,1.0,1.0,0.0,0.0
83608efffffffff,5.0,0.0,0.0,0.0
836092fffffffff,2.0,0.0,0.0,0.0
836094fffffffff,2.0,2.0,0.0,0.0
836096fffffffff,1.0,0.0,0.0,0.0
8360a2fffffffff,2.0,2.0,0.0,0.0
8360a8fffffffff,1.0,0.0,0.0,0.0
8360a9fffffffff,58.0,3.0,0.0,0.0
8360abfffffffff,1.0,1.0,0.0,0.0
8360adfffffffff,4.0,0.0,0.0,0.0
8360b1fffffffff,1.0,0.0,0.0,0.0
836189fffffffff,2.0,0.0,0.0,0.0
83618bfffffffff,41.0,0.0,0.0,0.0
83618cfffffffff,20.0,20.0,0.0,0.0
83618efffffffff,6.0,6.0,0.0,0.0
8361a9fffffffff,1.0,1.0,0.0,0.0
8364a4fffffffff,2.0,0.0,0.0,0.0
836503fffffffff,10.0,0.0,0.0,0.0
83650efffffffff,2.0,0.0,0.0,0.0
83651dfffffffff,1.0,0.0,0.0,0.0
837a40fffffffff,4.0,2.0,2.0,0.0
837a41fffffffff,1.0,0.0,0.0,0.0
837a5cfffffffff,2.0,2.0,0.0,0.0
837a6afffffffff,4.0,0.0,2.0,2.0
837a6efffffffff,3.0,3.0,0.0,0.0
837ad9fffffffff,1.0,0.0,1.0,0.0
83845afffffffff,2.0,0.0,0.0,0.0
839481fffffffff,3.0,0.0,0.0,0.0
83972cfffffffff,2.0,0.0,0.0,2.0
83bcd0fffffffff,1.0,0.0,0.0,1.0
83bcd2fffffffff,5.0,0.0,0.0,5.0
83bcddfffffffff,1.0,0.0,0.0,1.0
