cell_id,Phylloscopus collybita,Phylloscopus collybita [collybita Group],Phylloscopus collybita tristis
832cc2fffffffff,3.0,0.0,3.0
832cd5fffffffff,2.0,0.0,2.0
832ce4fffffffff,8.0,0.0,4.0
832cf3fffffffff,14.0,0.0,6.0
832d14fffffffff,2.0,0.0,0.0
832d22fffffffff,2.0,0.0,0.0
832d33fffffffff,1.0,0.0,0.0
832d5cfffffffff,4.0,0.0,4.0
832d64fffffffff,2.0,0.0,0.0
832da6fffffffff,2.0,2.0,0.0
832db0fffffffff,16.0,1.0,9.0
832db1fffffffff,11.0,2.0,0.0
832db2fffffffff,11.0,1.0,7.0
832db6fffffffff,1.0,0.0,0.0
8330e2fffffffff,5.0,0.0,4.0
8331aafffffffff,8.0,0.0,0.0
833426fffffffff,4.0,0.0,0.0
83344cfffffffff,1.0,0.0,0.0
833469fffffffff,4.0,2.0,0.0
83346bfffffffff,19.0,2.0,0.0
83351bfffffffff,4.0,0.0,0.0
833810fffffffff,2.0,0.0,0.0
833819fffffffff,1.0,0.0,0.0
833825fffffffff,2.0,0.0,0.0
833862fffffffff,36.0,9.0,0.0
833870fffffffff,1.0,0.0,0.0
833871fffffffff,5.0,0.0,0.0
833873fffffffff,2.0,0.0,0.0
833874fffffffff,6.0,4.0,0.0
833875fffffffff,10.0,5.0,0.0
8338abfffffffff,2.0,0.0,0.0
8338c8fffffffff,2.0,0.0,0.0
8338e4fffffffff,1.0,0.0,0.0
8338ebfffffffff,2.0,0.0,0.0
833900fffffffff,31.0,1.0,0.0
833901fffffffff,56.0,6.0,4.0
833902fffffffff,8.0,0.0,0.0
833903fffffffff,21.0,2.0,0.0
833904fffffffff,19.0,0.0,0.0
833905fffffffff,36.0,3.0,4.0
833906fffffffff,36.0,23.0,2.0
833908fffffffff,15.0,8.0,0.0
83390cfffffffff,12.0,3.0,0.0
83390efffffffff,9.0,0.0,0.0
833910fffffffff,40.0,2.0,0.0
833911fffffffff,13.0,0.0,0.0
833915fffffffff,11.0,1.0,0.0
833918fffffffff,23.0,13.0,0.0
833919fffffffff,3.0,1.0,0.0
83391cfffffffff,27.0,0.0,0.0
83391dfffffffff,3.0,2.0,0.0
83391efffffffff,10.0,0.0,0.0
833920fffffffff,29.0,20.0,0.0
833921fffffffff,12.0,0.0,0.0
833922fffffffff,78.0,3.0,0.0
833923fffffffff,26.0,0.0,0.0
833924fffffffff,3.0,0.0,0.0
833925fffffffff,56.0,0.0,6.0
833928fffffffff,11.0,0.0,2.0
833929fffffffff,15.0,4.0,4.0
83392afffffffff,22.0,0.0,0.0
83392cfffffffff,28.0,0.0,0.0
83392dfffffffff,7.0,2.0,5.0
83392efffffffff,11.0,0.0,0.0
833931fffffffff,29.0,0.0,6.0
833933fffffffff,25.0,0.0,0.0
833942fffffffff,4.0,2.0,0.0
833943fffffffff,16.0,11.0,0.0
833944fffffffff,50.0,46.0,4.0
833945fffffffff,22.0,22.0,0.0
833946fffffffff,29.0,24.0,5.0
833954fffffffff,11.0,0.0,6.0
833956fffffffff,11.0,0.0,0.0
83395cfffffffff,62.0,33.0,12.0
833962fffffffff,6.0,1.0,0.0
833963fffffffff,1.0,1.0,0.0
833968fffffffff,1.0,0.0,0.0
83396cfffffffff,2.0,0.0,2.0
83396efffffffff,3.0,0.0,3.0
833970fffffffff,5.0,2.0,0.0
833971fffffffff,9.0,5.0,1.0
833972fffffffff,102.0,0.0,0.0
833973fffffffff,83.0,56.0,1.0
833974fffffffff,2.0,2.0,0.0
833975fffffffff,2.0,2.0,0.0
833976fffffffff,3.0,3.0,0.0
83399afffffffff,4.0,0.0,0.0
833c0afffffffff,6.0,0.0,0.0
833c0bfffffffff,2.0,0.0,0.0
833c19fffffffff,11.0,0.0,6.0
833c1dfffffffff,4.0,0.0,0.0
833c33fffffffff,2.0,0.0,0.0
833c59fffffffff,1.0,0.0,0.0
833c8dfffffffff,2.0,0.0,0.0
833c8efffffffff,9.0,1.0,0.0
833ca8fffffffff,5.0,0.0,1.0
833ca9fffffffff,2.0,0.0,0.0
833cabfffffffff,3.0,0.0,0.0
833cb1fffffffff,5.0,0.0,0.0
833cb3fffffffff,3.0,0.0,3.0
833cc0fffffffff,2.0,0.0,0.0
833cc4fffffffff,2.0,0.0,0.0
833ce1fffffffff,2.0,0.0,0.0
833ce5fffffffff,7.0,0.0,0.0
833cf0fffffffff,3.0,0.0,0.0
833cf2fffffffff,33.0,0.0,4.0
833cf4fffffffff,8.0,0.0,0.0
833d00fffffffff,2.0,0.0,1.0
833d04fffffffff,13.0,0.0,4.0
833d1efffffffff,5.0,0.0,0.0
833d22fffffffff,2.0,0.0,0.0
833d26fffffffff,2.0,0.0,0.0
833d35fffffffff,12.0,0.0,0.0
833d36fffffffff,2.0,0.0,2.0
833d85fffffffff,2.0,0.0,2.0
833d8dfffffffff,10.0,0.0,0.0
833d96fffffffff,2.0,0.0,0.0
833da1fffffffff,43.0,0.0,34.0
833da2fffffffff,4.0,0.0,4.0
833da3fffffffff,18.0,0.0,8.0
833da5fffffffff,2.0,0.0,2.0
833da6fffffffff,4.0,0.0,4.0
833da8fffffffff,2.0,2.0,0.0
833dacfffffffff,4.0,0.0,0.0
833dadfffffffff,17.0,0.0,4.0
833db5fffffffff,2.0,0.0,0.0
833db6fffffffff,2.0,2.0,0.0
833e62fffffffff,4.0,0.0,0.0
833e65fffffffff,4.0,0.0,0.0
833e68fffffffff,18.0,5.0,9.0
833e6cfffffffff,12.0,8.0,4.0
833f36fffffffff,17.0,0.0,17.0
833f4dfffffffff,3.0,0.0,0.0
833f66fffffffff,9.0,0.0,0.0
833f68fffffffff,2.0,0.0,0.0
833f69fffffffff,2.0,0.0,0.0
833f6efffffffff,2.0,0.0,0.0
833f75fffffffff,1.0,0.0,1.0
833f76fffffffff,1.0,0.0,1.0
83404cfffffffff,3.0,0.0,3.0
834103fffffffff,5.0,0.0,4.0
83411cfffffffff,23.0,0.0,11.0
8341b4fffffffff,2.0,0.0,0.0
834249fffffffff,3.0,0.0,0.0
834253fffffffff,4.0,1.0,3.0
834259fffffffff,3.0,0.0,3.0
8342c1fffffffff,21.0,0.0,21.0
8342c2fffffffff,5.0,0.0,1.0
8342c4fffffffff,16.0,0.0,14.0
8342c5fffffffff,2.0,0.0,0.0
8342c8fffffffff,3.0,0.0,0.0
8342cafffffffff,6.0,0.0,0.0
8342ccfffffffff,15.0,0.0,5.0
8342cefffffffff,9.0,0.0,8.0
8342e3fffffffff,1.0,0.0,1.0
8342ebfffffffff,10.0,0.0,7.0
83431efffffffff,3.0,0.0,3.0
834360fffffffff,1.0,0.0,1.0
834381fffffffff,2.0,0.0,2.0
834392fffffffff,2.0,0.0,2.0
834396fffffffff,4.0,0.0,4.0
834398fffffffff,1.0,0.0,1.0
8343a1fffffffff,2.0,2.0,0.0
8343a3fffffffff,1.0,1.0,0.0
8343a8fffffffff,3.0,0.0,1.0
8343acfffffffff,2.0,1.0,1.0
8343aefffffffff,3.0,2.0,1.0
834b30fffffffff,1.0,0.0,1.0
834b75fffffffff,2.0,0.0,2.0
834ba1fffffffff,11.0,0.0,0.0
835202fffffffff,2.0,0.0,2.0
83524dfffffffff,6.0,0.0,6.0
835269fffffffff,10.0,0.0,10.0
835345fffffffff,1.0,1.0,0.0
83534dfffffffff,4.0,0.0,0.0
835355fffffffff,3.0,0.0,0.0
8353a4fffffffff,1.0,0.0,1.0
835414fffffffff,3.0,0.0,0.0
8354f5fffffffff,2.0,0.0,0.0
8355aafffffffff,2.0,0.0,0.0
835900fffffffff,5.0,0.0,0.0
835901fffffffff,6.0,0.0,0.0
835909fffffffff,2.0,0.0,0.0
83590efffffffff,2.0,0.0,0.0
835929fffffffff,2.0,0.0,0.0
835964fffffffff,1.0,0.0,0.0
835965fffffffff,2.0,0.0,0.0
835974fffffffff,9.0,0.0,0.0
836006fffffffff,2.0,0.0,0.0
836015fffffffff,1.0,0.0,0.0
836088fffffffff,12.0,0.0,4.0
83608bfffffffff,11.0,1.0,4.0
83608efffffffff,2.0,0.0,0.0
836099fffffffff,28.0,0.0,24.0
83609dfffffffff,2.0,0.0,0.0
8360a1fffffffff,2.0,0.0,0.0
8360a2fffffffff,33.0,3.0,0.0
8360a3fffffffff,5.0,0.0,0.0
8360a6fffffffff,3.0,0.0,0.0
8360a9fffffffff,13.0,0.0,2.0
8360abfffffffff,4.0,0.0,4.0
8360acfffffffff,5.0,0.0,0.0
8360b1fffffffff,31.0,0.0,0.0
8360b5fffffffff,3.0,0.0,0.0
83619afffffffff,9.0,0.0,0.0
836326fffffffff,2.0,0.0,2.0
836332fffffffff,6.0,0.0,6.0
836482fffffffff,4.0,0.0,0.0
836490fffffffff,2.0,0.0,0.0
836588fffffffff,2.0,0.0,2.0
837a4dfffffffff,1.0,0.0,0.0
837accfffffffff,7.0,0.0,0.0
