cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
826c5ffffffffff,14.0,0.0,11.0
826d6ffffffffff,48.0,2.0,0.0
828057fffffffff,21.0,0.0,0.0
828137fffffffff,2.0,2.0,0.0
828b27fffffffff,6.0,2.0,0.0
828b67fffffffff,20.0,0.0,0.0
828e47fffffffff,2.0,2.0,0.0
828e67fffffffff,4.0,3.0,0.0
828e77fffffffff,13.0,0.0,0.0
828f0ffffffffff,6.0,0.0,0.0
828f2ffffffffff,13.0,0.0,0.0
828f57fffffffff,13.0,1.0,0.0
828f5ffffffffff,12.0,0.0,0.0
828f77fffffffff,57.0,12.0,0.0
82a817fffffffff,1.0,0.0,0.0
82a837fffffffff,27.0,2.0,0.0
82a887fffffffff,1.0,0.0,0.0
82a897fffffffff,1.0,0.0,0.0
82a8a7fffffffff,20.0,0.0,0.0
82a8c7fffffffff,2.0,0.0,0.0
82a8d7fffffffff,12.0,1.0,0.0
82a91ffffffffff,7.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0
82a947fffffffff,4.0,0.0,0.0
82a94ffffffffff,6.0,0.0,0.0
82a967fffffffff,3.0,0.0,0.0
82a96ffffffffff,25.0,0.0,0.0
82b207fffffffff,49.0,0.0,0.0
82b20ffffffffff,2.0,0.0,0.0
82b21ffffffffff,6.0,0.0,0.0
82b227fffffffff,5.0,0.0,0.0
82b247fffffffff,8.0,0.0,0.0
82b24ffffffffff,125.0,0.0,0.0
82b257fffffffff,2.0,0.0,0.0
82b267fffffffff,6.0,0.0,0.0
82b26ffffffffff,50.0,0.0,0.0
82b277fffffffff,3.0,0.0,0.0
82b2c7fffffffff,119.0,7.0,0.0
82b2cffffffffff,4.0,0.0,0.0
82b2dffffffffff,37.0,0.0,0.0
82b2e7fffffffff,5.0,0.0,0.0
82b2effffffffff,10.0,3.0,0.0
82b307fffffffff,163.0,0.0,0.0
82b30ffffffffff,21.0,0.0,0.0
82b31ffffffffff,4.0,0.0,0.0
82b32ffffffffff,8.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0
82b357fffffffff,5.0,0.0,0.0
82b35ffffffffff,19.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0
82b36ffffffffff,43.0,0.0,0.0
82c21ffffffffff,5.0,2.0,0.0
82c2c7fffffffff,21.0,0.0,0.0
82c2cffffffffff,78.0,0.0,0.0
82c2d7fffffffff,6.0,0.0,0.0
82c2e7fffffffff,14.0,0.0,0.0
82c2effffffffff,51.0,0.0,0.0
82c2f7fffffffff,35.0,0.0,0.0
82c327fffffffff,13.0,3.0,0.0
82c32ffffffffff,6.0,0.0,0.0
82c34ffffffffff,46.0,0.0,0.0
82c357fffffffff,1.0,0.0,0.0
82c367fffffffff,2.0,0.0,0.0
82c377fffffffff,3.0,0.0,0.0
82ce87fffffffff,2.0,0.0,0.0
82ce9ffffffffff,11.0,0.0,0.0
82ceaffffffffff,61.0,0.0,0.0
82cf17fffffffff,4.0,0.0,0.0
82cf8ffffffffff,6.0,0.0,0.0
82cf9ffffffffff,2.0,0.0,0.0
82cfa7fffffffff,66.0,0.0,0.0
82cfaffffffffff,8.0,0.0,0.0
82df47fffffffff,24.0,0.0,0.0
82df6ffffffffff,33.0,0.0,0.0
