cell_id,Centropus sinensis,Centropus sinensis [sinensis Group],Centropus sinensis parroti
843da97ffffffff,4.0,4.0,0.0
843dac9ffffffff,2.0,2.0,0.0
843dad1ffffffff,21.0,0.0,0.0
843db13ffffffff,18.0,0.0,18.0
843db2dffffffff,3.0,0.0,3.0
843db35ffffffff,2.0,0.0,2.0
843db51ffffffff,5.0,0.0,5.0
843db53ffffffff,4.0,0.0,4.0
843db57ffffffff,3.0,0.0,3.0
843db5bffffffff,1.0,0.0,1.0
843db67ffffffff,9.0,0.0,9.0
84400a5ffffffff,2.0,0.0,0.0
84411adffffffff,2.0,0.0,0.0
84411cbffffffff,6.0,6.0,0.0
8441949ffffffff,2.0,0.0,0.0
8441a43ffffffff,4.0,0.0,0.0
8441a55ffffffff,4.0,3.0,0.0
8441b0bffffffff,1.0,1.0,0.0
8441b53ffffffff,1.0,1.0,0.0
8441b55ffffffff,2.0,0.0,0.0
84425a5ffffffff,1.0,0.0,1.0
84425a7ffffffff,1.0,0.0,1.0
8442c01ffffffff,10.0,0.0,10.0
8442c05ffffffff,2.0,0.0,2.0
8442c09ffffffff,1.0,0.0,1.0
8442c13ffffffff,28.0,0.0,28.0
8442c17ffffffff,1.0,0.0,0.0
8442c1bffffffff,2.0,0.0,2.0
8442c21ffffffff,2.0,0.0,2.0
8442c23ffffffff,16.0,0.0,16.0
8442c27ffffffff,20.0,0.0,20.0
8442c2dffffffff,4.0,0.0,4.0
8442c31ffffffff,4.0,0.0,4.0
8442c39ffffffff,5.0,0.0,5.0
8442c41ffffffff,11.0,0.0,11.0
8442c4bffffffff,6.0,0.0,6.0
8442c5dffffffff,4.0,0.0,4.0
8442ca9ffffffff,4.0,0.0,4.0
8442cabffffffff,35.0,0.0,35.0
8442cb9ffffffff,4.0,0.0,4.0
8442cc5ffffffff,28.0,0.0,28.0
8442cc7ffffffff,78.0,0.0,78.0
8442cd1ffffffff,4.0,0.0,4.0
8442cdbffffffff,5.0,0.0,5.0
8442ce1ffffffff,2.0,0.0,2.0
8442ce3ffffffff,17.0,0.0,17.0
8442ce7ffffffff,1.0,0.0,1.0
8442ce9ffffffff,11.0,0.0,11.0
8442cebffffffff,21.0,0.0,21.0
8442d93ffffffff,4.0,0.0,4.0
8442d97ffffffff,19.0,0.0,19.0
8442d9bffffffff,10.0,0.0,10.0
8442d9dffffffff,6.0,0.0,6.0
8442db3ffffffff,69.0,0.0,69.0
8442db7ffffffff,2.0,0.0,2.0
8442dbbffffffff,1.0,0.0,1.0
8442dcdffffffff,7.0,0.0,7.0
8442dd1ffffffff,8.0,0.0,8.0
8442dd9ffffffff,11.0,0.0,11.0
8442dddffffffff,2.0,0.0,2.0
8442e27ffffffff,6.0,0.0,6.0
8442eb3ffffffff,6.0,0.0,6.0
8442eb5ffffffff,2.0,0.0,2.0
8460021ffffffff,2.0,0.0,0.0
8460025ffffffff,84.0,0.0,79.0
8460027ffffffff,2.0,0.0,0.0
846002dffffffff,103.0,0.0,102.0
8460045ffffffff,22.0,0.0,22.0
846004dffffffff,49.0,0.0,36.0
8460061ffffffff,22.0,0.0,20.0
8460065ffffffff,32.0,0.0,32.0
8460067ffffffff,29.0,0.0,27.0
8460069ffffffff,46.0,0.0,46.0
846006dffffffff,62.0,0.0,51.0
8460103ffffffff,2.0,0.0,2.0
8460113ffffffff,5.0,0.0,5.0
8460117ffffffff,6.0,0.0,6.0
8460119ffffffff,4.0,0.0,4.0
846011bffffffff,3.0,0.0,3.0
846011dffffffff,20.0,0.0,20.0
8460121ffffffff,2.0,0.0,2.0
8460139ffffffff,2.0,0.0,2.0
8460141ffffffff,2.0,0.0,2.0
8460143ffffffff,8.0,0.0,8.0
8460145ffffffff,60.0,0.0,55.0
8460147ffffffff,2.0,0.0,2.0
8460149ffffffff,10.0,0.0,10.0
846014bffffffff,13.0,0.0,13.0
846014dffffffff,32.0,0.0,32.0
8460151ffffffff,12.0,0.0,9.0
8460153ffffffff,35.0,0.0,35.0
8460155ffffffff,9.0,0.0,9.0
8460157ffffffff,10.0,0.0,10.0
8460159ffffffff,8.0,0.0,8.0
846015bffffffff,39.0,0.0,39.0
846015dffffffff,256.0,0.0,256.0
8460161ffffffff,6.0,0.0,6.0
8460167ffffffff,1.0,0.0,1.0
8460169ffffffff,60.0,0.0,56.0
846016bffffffff,2.0,0.0,2.0
846016dffffffff,3.0,0.0,3.0
84601e1ffffffff,6.0,0.0,6.0
84601e5ffffffff,2.0,0.0,2.0
84601e7ffffffff,3.0,0.0,3.0
84601e9ffffffff,72.0,0.0,70.0
84601edffffffff,2.0,0.0,2.0
8460221ffffffff,27.0,0.0,6.0
8460225ffffffff,8.0,0.0,6.0
8460227ffffffff,256.0,0.0,236.0
8460229ffffffff,15.0,0.0,6.0
846022dffffffff,12.0,0.0,2.0
8460261ffffffff,14.0,0.0,12.0
8460263ffffffff,111.0,0.0,55.0
8460267ffffffff,33.0,0.0,33.0
8460311ffffffff,34.0,0.0,32.0
8460313ffffffff,246.0,0.0,206.0
8460315ffffffff,32.0,0.0,32.0
8460317ffffffff,12.0,0.0,12.0
8460319ffffffff,51.0,0.0,49.0
846031bffffffff,391.0,0.0,372.0
846031dffffffff,19.0,0.0,19.0
8460327ffffffff,2.0,0.0,2.0
8460329ffffffff,2.0,0.0,0.0
8460333ffffffff,3.0,0.0,3.0
8460335ffffffff,17.0,0.0,14.0
8460337ffffffff,4.0,0.0,4.0
8460339ffffffff,1.0,0.0,1.0
846033bffffffff,24.0,0.0,17.0
8460353ffffffff,19.0,0.0,8.0
846035bffffffff,10.0,0.0,5.0
8460803ffffffff,2.0,0.0,2.0
846080bffffffff,8.0,0.0,8.0
8460813ffffffff,1.0,0.0,1.0
8460817ffffffff,1.0,0.0,1.0
8460819ffffffff,1.0,0.0,1.0
846081dffffffff,4.0,0.0,4.0
8460857ffffffff,2.0,0.0,2.0
8460881ffffffff,54.0,0.0,54.0
8460883ffffffff,6.0,0.0,6.0
8460885ffffffff,576.0,0.0,576.0
8460887ffffffff,86.0,0.0,86.0
8460889ffffffff,14.0,0.0,14.0
846088dffffffff,135.0,0.0,135.0
84608a1ffffffff,3.0,0.0,3.0
84608a3ffffffff,3.0,0.0,3.0
84608a5ffffffff,5.0,0.0,5.0
84608a7ffffffff,1.0,0.0,1.0
84608a9ffffffff,2.0,0.0,2.0
84608abffffffff,18.0,0.0,18.0
84608b1ffffffff,60.0,0.0,60.0
84608b5ffffffff,8.0,0.0,2.0
84608b9ffffffff,85.0,0.0,85.0
84608bdffffffff,314.0,0.0,314.0
84608c1ffffffff,4.0,0.0,4.0
84608c3ffffffff,4.0,0.0,4.0
84608d1ffffffff,13.0,0.0,13.0
84608d5ffffffff,14.0,0.0,14.0
84608d7ffffffff,8.0,0.0,8.0
84608dbffffffff,2.0,0.0,2.0
84608ddffffffff,13.0,0.0,13.0
84608e3ffffffff,48.0,0.0,48.0
84608e5ffffffff,8.0,0.0,8.0
84608e9ffffffff,80.0,0.0,80.0
84608ebffffffff,24.0,0.0,24.0
84608edffffffff,4.0,0.0,4.0
8460901ffffffff,64.0,0.0,64.0
8460903ffffffff,2.0,0.0,2.0
8460905ffffffff,6.0,0.0,6.0
846090dffffffff,11.0,0.0,11.0
846091dffffffff,2.0,0.0,2.0
8460925ffffffff,7.0,0.0,7.0
8460931ffffffff,2.0,0.0,2.0
8460935ffffffff,2.0,0.0,2.0
8460937ffffffff,1.0,0.0,1.0
8460939ffffffff,8.0,0.0,7.0
846093bffffffff,1.0,0.0,1.0
8460945ffffffff,3.0,0.0,3.0
8460947ffffffff,18.0,0.0,18.0
846094dffffffff,18.0,0.0,18.0
8460955ffffffff,2.0,0.0,2.0
8460961ffffffff,15.0,0.0,15.0
8460965ffffffff,9.0,0.0,9.0
8460969ffffffff,2.0,0.0,2.0
846096bffffffff,15.0,0.0,15.0
846096dffffffff,1.0,0.0,1.0
8460983ffffffff,2.0,0.0,2.0
8460985ffffffff,9.0,0.0,9.0
8460987ffffffff,4.0,0.0,4.0
8460989ffffffff,4.0,0.0,4.0
846098bffffffff,2.0,0.0,2.0
846098dffffffff,5.0,0.0,5.0
8460991ffffffff,3.0,0.0,3.0
8460993ffffffff,4.0,0.0,4.0
8460997ffffffff,3.0,0.0,3.0
8460999ffffffff,44.0,0.0,44.0
846099bffffffff,210.0,0.0,210.0
84609a9ffffffff,3.0,0.0,3.0
84609b1ffffffff,2.0,0.0,2.0
84609b5ffffffff,5.0,0.0,5.0
84609b7ffffffff,2.0,0.0,2.0
84609d5ffffffff,2.0,0.0,2.0
84609d7ffffffff,2.0,0.0,2.0
84609ddffffffff,2.0,0.0,2.0
84609e1ffffffff,696.0,0.0,696.0
84609e3ffffffff,55.0,0.0,55.0
84609e9ffffffff,22.0,0.0,22.0
84609ebffffffff,876.0,0.0,876.0
8460a0dffffffff,15.0,0.0,14.0
8460a13ffffffff,6.0,0.0,6.0
8460a17ffffffff,4.0,0.0,4.0
8460a1bffffffff,3.0,0.0,3.0
8460a25ffffffff,13.0,0.0,2.0
8460a49ffffffff,12.0,0.0,12.0
8460a59ffffffff,5.0,0.0,5.0
8460a83ffffffff,2.0,0.0,2.0
8460a89ffffffff,16.0,0.0,16.0
8460a8bffffffff,3.0,0.0,3.0
8460a95ffffffff,11.0,0.0,11.0
8460a97ffffffff,29.0,0.0,28.0
8460a9dffffffff,5.0,0.0,5.0
8460aa3ffffffff,158.0,0.0,158.0
8460aa7ffffffff,2.0,0.0,2.0
8460aadffffffff,4.0,0.0,4.0
8460ab1ffffffff,5.0,0.0,5.0
8460ab3ffffffff,1.0,0.0,1.0
8460ab5ffffffff,21.0,0.0,21.0
8460ab7ffffffff,4.0,0.0,4.0
8460abbffffffff,5.0,0.0,5.0
8460ad3ffffffff,11.0,0.0,11.0
8460ad7ffffffff,17.0,0.0,17.0
8460b19ffffffff,1.0,0.0,0.0
8460b1bffffffff,2.0,0.0,0.0
8460b27ffffffff,3.0,0.0,3.0
8460b53ffffffff,6.0,0.0,2.0
8460f6dffffffff,4.0,0.0,4.0
8461005ffffffff,2.0,0.0,2.0
8461881ffffffff,3.0,0.0,3.0
8461883ffffffff,2.0,0.0,2.0
8461885ffffffff,323.0,0.0,322.0
8461891ffffffff,2.0,0.0,0.0
8461893ffffffff,75.0,0.0,75.0
8461895ffffffff,10.0,0.0,10.0
8461897ffffffff,1.0,0.0,1.0
84618a3ffffffff,2.0,0.0,2.0
84618a7ffffffff,1.0,0.0,1.0
84618b1ffffffff,2.0,0.0,2.0
84618b3ffffffff,6.0,0.0,6.0
84618b9ffffffff,43.0,0.0,7.0
84618c5ffffffff,4.0,0.0,0.0
84618c7ffffffff,4.0,0.0,0.0
84618e1ffffffff,6.0,0.0,6.0
84618e3ffffffff,20.0,0.0,20.0
8461981ffffffff,2.0,0.0,2.0
84619a9ffffffff,7.0,0.0,7.0
84619abffffffff,6.0,0.0,0.0
84619e3ffffffff,2.0,0.0,2.0
84619e7ffffffff,16.0,0.0,16.0
8461ab7ffffffff,3.0,0.0,0.0
8464323ffffffff,1.0,1.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464a49ffffffff,1.0,0.0,0.0
8465005ffffffff,80.0,0.0,0.0
8465009ffffffff,6.0,0.0,0.0
846500dffffffff,5.0,0.0,0.0
8465015ffffffff,20.0,0.0,0.0
8465017ffffffff,1.0,0.0,0.0
8465029ffffffff,23.0,0.0,0.0
846502bffffffff,14.0,0.0,0.0
8465031ffffffff,2.0,0.0,0.0
8465033ffffffff,28.0,0.0,0.0
8465035ffffffff,3.0,0.0,0.0
8465037ffffffff,4.0,0.0,0.0
846503bffffffff,6.0,0.0,0.0
8465055ffffffff,2.0,0.0,0.0
8465057ffffffff,1.0,0.0,0.0
8465059ffffffff,2.0,0.0,0.0
846505dffffffff,2.0,0.0,0.0
8465063ffffffff,3.0,0.0,0.0
8465189ffffffff,34.0,0.0,0.0
846518bffffffff,55.0,0.0,0.0
8465199ffffffff,6.0,0.0,0.0
846519dffffffff,10.0,0.0,0.0
84651c3ffffffff,9.0,0.0,0.0
84651cbffffffff,4.0,0.0,0.0
84651d1ffffffff,51.0,0.0,0.0
84651d5ffffffff,2.0,0.0,0.0
84651d7ffffffff,11.0,0.0,0.0
84651d9ffffffff,104.0,0.0,0.0
84651dbffffffff,17.0,0.0,0.0
84651ddffffffff,5.0,0.0,0.0
846520dffffffff,10.0,0.0,0.0
8465231ffffffff,1.0,0.0,0.0
8465233ffffffff,2.0,0.0,0.0
8465263ffffffff,7.0,0.0,0.0
8465887ffffffff,4.0,4.0,0.0
84658b5ffffffff,1.0,1.0,0.0
8465991ffffffff,1.0,1.0,0.0
848db01ffffffff,1.0,0.0,0.0
