cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
8440011ffffffff,2.0,0.0,2.0
8440439ffffffff,2.0,0.0,2.0
844049dffffffff,2.0,0.0,0.0
8440717ffffffff,8.0,0.0,8.0
8441035ffffffff,2.0,0.0,2.0
8441037ffffffff,2.0,0.0,2.0
84411c9ffffffff,3.0,0.0,3.0
84411cbffffffff,22.0,0.0,22.0
8441659ffffffff,2.0,0.0,0.0
8441921ffffffff,5.0,0.0,0.0
8441a43ffffffff,1.0,0.0,0.0
8441a55ffffffff,1.0,0.0,0.0
8441b55ffffffff,4.0,0.0,0.0
8441b5dffffffff,5.0,0.0,2.0
844269bffffffff,4.0,0.0,0.0
8442c29ffffffff,3.0,0.0,0.0
8442c31ffffffff,14.0,0.0,0.0
8442c5dffffffff,3.0,0.0,0.0
8442c67ffffffff,2.0,0.0,0.0
8442cb9ffffffff,5.0,0.0,0.0
8442cd5ffffffff,4.0,0.0,0.0
8442cebffffffff,50.0,0.0,0.0
8442d89ffffffff,10.0,0.0,0.0
8442d97ffffffff,2.0,0.0,0.0
8442d9bffffffff,1.0,0.0,0.0
8442d9dffffffff,2.0,0.0,0.0
8442db7ffffffff,4.0,4.0,0.0
8442dbbffffffff,2.0,0.0,0.0
8442dc1ffffffff,12.0,0.0,0.0
8442dc3ffffffff,15.0,0.0,0.0
8442dcdffffffff,5.0,0.0,0.0
8442dd1ffffffff,4.0,0.0,0.0
84464e1ffffffff,1.0,0.0,0.0
84464e5ffffffff,2.0,0.0,0.0
84484a7ffffffff,1.0,0.0,0.0
844b26dffffffff,58.0,0.0,0.0
844b845ffffffff,14.0,0.0,0.0
844b861ffffffff,2.0,0.0,0.0
844b869ffffffff,2.0,0.0,0.0
844b86dffffffff,4.0,0.0,0.0
844ba03ffffffff,2.0,0.0,0.0
844ba05ffffffff,4.0,0.0,0.0
844ba0bffffffff,20.0,0.0,2.0
844ba11ffffffff,1.0,0.0,0.0
844ba15ffffffff,6.0,0.0,0.0
844ba1dffffffff,6.0,0.0,0.0
844ba21ffffffff,5.0,0.0,0.0
844ba25ffffffff,45.0,0.0,0.0
844ba29ffffffff,5.0,0.0,0.0
844ba2bffffffff,67.0,0.0,0.0
844ba2dffffffff,6.0,0.0,0.0
844ba39ffffffff,5.0,0.0,0.0
844ba3dffffffff,3.0,0.0,0.0
844ba57ffffffff,25.0,0.0,0.0
844ba67ffffffff,5.0,0.0,0.0
844bb11ffffffff,13.0,0.0,0.0
844bb13ffffffff,3.0,0.0,0.0
844bb17ffffffff,2.0,0.0,0.0
844bb19ffffffff,45.0,0.0,5.0
844bb51ffffffff,2.0,0.0,0.0
844bb53ffffffff,88.0,0.0,0.0
845d101ffffffff,6.0,0.0,0.0
845d103ffffffff,2.0,0.0,0.0
845d115ffffffff,1.0,0.0,0.0
8460025ffffffff,66.0,0.0,0.0
8460027ffffffff,55.0,0.0,0.0
846002dffffffff,17.0,0.0,0.0
8460061ffffffff,2.0,2.0,0.0
8460065ffffffff,2.0,0.0,0.0
8460067ffffffff,8.0,0.0,0.0
8460069ffffffff,6.0,0.0,0.0
846006dffffffff,30.0,0.0,0.0
8460113ffffffff,6.0,0.0,0.0
846011bffffffff,46.0,0.0,0.0
8460141ffffffff,7.0,0.0,0.0
8460145ffffffff,5.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460159ffffffff,5.0,0.0,0.0
846015bffffffff,3.0,0.0,2.0
846015dffffffff,5.0,0.0,0.0
8460161ffffffff,11.0,0.0,0.0
8460165ffffffff,1.0,0.0,0.0
8460169ffffffff,14.0,0.0,0.0
84601e9ffffffff,4.0,0.0,0.0
8460221ffffffff,70.0,0.0,0.0
8460229ffffffff,8.0,0.0,0.0
846022dffffffff,5.0,0.0,0.0
8460261ffffffff,2.0,0.0,0.0
846026bffffffff,1.0,0.0,0.0
8460311ffffffff,28.0,0.0,0.0
8460313ffffffff,170.0,0.0,0.0
8460317ffffffff,6.0,0.0,0.0
8460319ffffffff,5.0,0.0,0.0
846031bffffffff,39.0,2.0,0.0
846031dffffffff,26.0,0.0,0.0
8460333ffffffff,20.0,4.0,0.0
8460335ffffffff,17.0,0.0,0.0
846033bffffffff,13.0,0.0,0.0
8460353ffffffff,21.0,2.0,0.0
846035bffffffff,4.0,2.0,0.0
8460841ffffffff,5.0,0.0,0.0
8460849ffffffff,25.0,0.0,0.0
846084bffffffff,5.0,0.0,0.0
846084dffffffff,19.0,0.0,0.0
8460881ffffffff,5.0,5.0,0.0
846088dffffffff,17.0,0.0,0.0
84608abffffffff,2.0,0.0,0.0
84608b5ffffffff,2.0,0.0,0.0
8460939ffffffff,1.0,0.0,0.0
8460987ffffffff,1.0,0.0,0.0
846098dffffffff,3.0,0.0,0.0
84609a9ffffffff,4.0,0.0,0.0
84609b5ffffffff,2.0,0.0,0.0
84609e1ffffffff,50.0,0.0,0.0
84609e3ffffffff,20.0,0.0,0.0
84609e7ffffffff,2.0,0.0,0.0
84609e9ffffffff,22.0,0.0,0.0
84609ebffffffff,20.0,0.0,0.0
8460a13ffffffff,1.0,0.0,0.0
8460a1bffffffff,6.0,0.0,0.0
8460a25ffffffff,11.0,0.0,0.0
8460a41ffffffff,5.0,0.0,0.0
8460a45ffffffff,2.0,0.0,0.0
8460a49ffffffff,12.0,0.0,0.0
8460a59ffffffff,3.0,0.0,0.0
8460a6bffffffff,5.0,0.0,0.0
8460a89ffffffff,1.0,0.0,0.0
8460a91ffffffff,36.0,1.0,0.0
8460a97ffffffff,2.0,2.0,0.0
8460a9dffffffff,5.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
8460ad7ffffffff,1.0,0.0,0.0
8460aebffffffff,4.0,0.0,0.0
8460b19ffffffff,1.0,0.0,0.0
8460b1bffffffff,2.0,0.0,0.0
8460b53ffffffff,4.0,0.0,0.0
8461067ffffffff,2.0,0.0,0.0
8461885ffffffff,5.0,0.0,0.0
8461891ffffffff,4.0,0.0,0.0
8461893ffffffff,4.0,0.0,0.0
84618a3ffffffff,2.0,0.0,0.0
84618a7ffffffff,3.0,0.0,0.0
84618abffffffff,11.0,0.0,0.0
84618b3ffffffff,12.0,0.0,0.0
84618b5ffffffff,1.0,0.0,0.0
84618b9ffffffff,39.0,0.0,0.0
84618c1ffffffff,1.0,0.0,0.0
846199dffffffff,1.0,0.0,0.0
84619a9ffffffff,1.0,0.0,0.0
84619abffffffff,2.0,0.0,0.0
84619bdffffffff,4.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8465005ffffffff,32.0,0.0,0.0
8465009ffffffff,8.0,0.0,0.0
846500bffffffff,7.0,0.0,0.0
846500dffffffff,2.0,0.0,0.0
8465015ffffffff,56.0,0.0,0.0
8465017ffffffff,4.0,0.0,0.0
8465029ffffffff,4.0,0.0,0.0
846502bffffffff,28.0,0.0,0.0
8465031ffffffff,2.0,0.0,0.0
8465033ffffffff,61.0,0.0,0.0
8465037ffffffff,20.0,0.0,0.0
8465039ffffffff,20.0,0.0,0.0
846503bffffffff,9.0,0.0,0.0
8465055ffffffff,33.0,0.0,0.0
8465057ffffffff,4.0,0.0,0.0
8465059ffffffff,5.0,0.0,0.0
846505dffffffff,2.0,0.0,0.0
8465063ffffffff,2.0,0.0,0.0
84650e5ffffffff,6.0,0.0,0.0
8465183ffffffff,10.0,0.0,0.0
8465189ffffffff,40.0,0.0,0.0
846518bffffffff,97.0,0.0,0.0
8465191ffffffff,2.0,0.0,0.0
8465199ffffffff,20.0,0.0,0.0
846519dffffffff,17.0,0.0,0.0
84651c3ffffffff,5.0,0.0,0.0
84651c9ffffffff,3.0,0.0,0.0
84651cbffffffff,4.0,0.0,0.0
84651d1ffffffff,129.0,0.0,0.0
84651d5ffffffff,4.0,0.0,0.0
84651d7ffffffff,26.0,0.0,0.0
84651d9ffffffff,199.0,0.0,0.0
84651dbffffffff,121.0,0.0,0.0
84651ddffffffff,13.0,0.0,0.0
846520dffffffff,84.0,0.0,0.0
8465225ffffffff,2.0,0.0,0.0
8465227ffffffff,14.0,0.0,0.0
8465231ffffffff,15.0,0.0,0.0
8465233ffffffff,9.0,0.0,0.0
8465237ffffffff,3.0,0.0,0.0
846523dffffffff,7.0,0.0,0.0
8465263ffffffff,14.0,0.0,0.0
846526bffffffff,10.0,0.0,0.0
8465313ffffffff,10.0,0.0,0.0
8465909ffffffff,2.0,0.0,2.0
8468025ffffffff,2.0,0.0,2.0
8468101ffffffff,2.0,0.0,2.0
8468119ffffffff,3.0,0.0,3.0
846811bffffffff,2.0,0.0,2.0
8468157ffffffff,6.0,0.0,6.0
8468189ffffffff,2.0,0.0,2.0
84681a9ffffffff,2.0,0.0,2.0
84681c5ffffffff,2.0,0.0,2.0
846870dffffffff,2.0,0.0,2.0
84694edffffffff,5.0,0.0,0.0
84696adffffffff,2.0,0.0,2.0
8472ae7ffffffff,2.0,0.0,0.0
848c965ffffffff,1.0,0.0,1.0
8495613ffffffff,2.0,0.0,0.0
8495a4dffffffff,1.0,0.0,0.0
849b41bffffffff,2.0,0.0,0.0
849c231ffffffff,8.0,0.0,8.0
849d74dffffffff,1.0,0.0,0.0
84a6a61ffffffff,3.0,0.0,0.0
84a726dffffffff,1.0,0.0,1.0
84bb091ffffffff,2.0,0.0,0.0
84bb507ffffffff,2.0,0.0,0.0
84bb529ffffffff,1.0,0.0,0.0
84bb545ffffffff,2.0,0.0,0.0
84be085ffffffff,2.0,0.0,0.0
84be089ffffffff,8.0,0.0,1.0
84be0e3ffffffff,8.0,0.0,5.0
84be1a1ffffffff,1.0,0.0,0.0
84be293ffffffff,3.0,0.0,3.0
84be439ffffffff,2.0,0.0,0.0
84be447ffffffff,1.0,0.0,0.0
84be453ffffffff,2.0,0.0,0.0
84be4a1ffffffff,4.0,0.0,4.0
84be5d3ffffffff,2.0,0.0,0.0
84be631ffffffff,6.0,0.0,0.0
84be635ffffffff,3.0,0.0,0.0
84be639ffffffff,1.0,0.0,0.0
84be6a7ffffffff,2.0,0.0,0.0
84be6e1ffffffff,2.0,0.0,0.0
84be6e5ffffffff,3.0,0.0,0.0
84be723ffffffff,4.0,0.0,0.0
84be72dffffffff,51.0,0.0,0.0
84be8d1ffffffff,2.0,0.0,0.0
84be8d9ffffffff,3.0,0.0,0.0
84da95dffffffff,2.0,0.0,0.0
