cell_id,Anarhynchus alexandrinus,Anarhynchus alexandrinus alexandrinus/nihonensis,Anarhynchus alexandrinus seebohmi
84309d9ffffffff,12.0,0.0,0.0
8430c4dffffffff,4.0,0.0,0.0
8430d97ffffffff,4.0,0.0,0.0
8434229ffffffff,11.0,0.0,0.0
8434415ffffffff,2.0,0.0,0.0
84344c5ffffffff,1.0,0.0,0.0
8434695ffffffff,2.0,2.0,0.0
84346bbffffffff,5.0,0.0,0.0
84351b5ffffffff,25.0,0.0,0.0
8438269ffffffff,68.0,0.0,0.0
843826bffffffff,1.0,0.0,0.0
84384e7ffffffff,1.0,0.0,0.0
8438529ffffffff,1.0,0.0,0.0
8438625ffffffff,2.0,0.0,0.0
8438629ffffffff,1.0,0.0,0.0
843865bffffffff,3.0,0.0,0.0
84386e3ffffffff,2.0,0.0,0.0
8438719ffffffff,2.0,0.0,0.0
8438757ffffffff,3.0,0.0,0.0
843875bffffffff,1.0,0.0,0.0
8439003ffffffff,2.0,2.0,0.0
843900bffffffff,4.0,4.0,0.0
8439011ffffffff,15.0,0.0,0.0
8439025ffffffff,4.0,0.0,0.0
8439029ffffffff,13.0,0.0,0.0
843902dffffffff,19.0,0.0,0.0
8439039ffffffff,2.0,2.0,0.0
843903dffffffff,6.0,4.0,0.0
8439051ffffffff,2.0,0.0,0.0
8439053ffffffff,3.0,0.0,0.0
8439061ffffffff,1.0,0.0,0.0
8439067ffffffff,4.0,0.0,0.0
8439089ffffffff,13.0,4.0,0.0
843908dffffffff,1.0,1.0,0.0
84390c7ffffffff,2.0,0.0,0.0
84390e3ffffffff,3.0,3.0,0.0
8439101ffffffff,12.0,0.0,0.0
8439111ffffffff,6.0,0.0,0.0
8439115ffffffff,7.0,2.0,0.0
8439151ffffffff,2.0,0.0,0.0
8439153ffffffff,9.0,0.0,0.0
8439159ffffffff,5.0,4.0,0.0
843915bffffffff,15.0,0.0,0.0
843918bffffffff,2.0,0.0,0.0
8439197ffffffff,2.0,0.0,0.0
84391a3ffffffff,1.0,0.0,0.0
84391a9ffffffff,1.0,0.0,0.0
84391c7ffffffff,6.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0
84391ebffffffff,1.0,0.0,0.0
843920dffffffff,12.0,0.0,0.0
8439213ffffffff,4.0,0.0,0.0
8439227ffffffff,6.0,0.0,0.0
8439247ffffffff,5.0,0.0,0.0
8439253ffffffff,8.0,0.0,0.0
843929dffffffff,1.0,0.0,0.0
84392a3ffffffff,18.0,0.0,0.0
84392a7ffffffff,1.0,0.0,0.0
84392abffffffff,2.0,0.0,0.0
84392adffffffff,28.0,0.0,0.0
84392b5ffffffff,8.0,0.0,0.0
84392c5ffffffff,2.0,0.0,0.0
84392c7ffffffff,7.0,0.0,0.0
84392d1ffffffff,24.0,0.0,0.0
84392d5ffffffff,1.0,0.0,0.0
84392d9ffffffff,4.0,0.0,0.0
84392dbffffffff,3.0,0.0,0.0
84392e1ffffffff,15.0,0.0,0.0
8439311ffffffff,6.0,0.0,0.0
8439317ffffffff,11.0,0.0,0.0
843931bffffffff,34.0,0.0,0.0
8439333ffffffff,3.0,3.0,0.0
8439337ffffffff,6.0,0.0,0.0
8439435ffffffff,17.0,13.0,0.0
8439459ffffffff,2.0,2.0,0.0
8439469ffffffff,2.0,2.0,0.0
843946dffffffff,32.0,31.0,0.0
8439541ffffffff,26.0,18.0,0.0
8439547ffffffff,12.0,8.0,0.0
8439567ffffffff,12.0,0.0,0.0
84395c9ffffffff,26.0,11.0,0.0
843968dffffffff,3.0,0.0,0.0
84396c7ffffffff,1.0,0.0,0.0
84396ebffffffff,3.0,0.0,0.0
8439703ffffffff,11.0,3.0,0.0
843971dffffffff,1.0,0.0,0.0
8439729ffffffff,27.0,2.0,0.0
8439733ffffffff,42.0,40.0,0.0
8439737ffffffff,2.0,2.0,0.0
8439739ffffffff,91.0,0.0,0.0
8439741ffffffff,18.0,0.0,0.0
8439743ffffffff,2.0,0.0,0.0
843974bffffffff,1.0,0.0,0.0
843974dffffffff,1.0,0.0,0.0
8439761ffffffff,4.0,0.0,0.0
843c029ffffffff,10.0,0.0,0.0
843c0b5ffffffff,12.0,3.0,0.0
843c159ffffffff,3.0,3.0,0.0
843c191ffffffff,2.0,0.0,0.0
843c199ffffffff,77.0,1.0,0.0
843c1a3ffffffff,2.0,0.0,0.0
843c1a9ffffffff,3.0,0.0,0.0
843c1b5ffffffff,27.0,0.0,0.0
843c333ffffffff,1.0,0.0,0.0
843c337ffffffff,1.0,0.0,0.0
843c33bffffffff,2.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0
843c585ffffffff,1.0,1.0,0.0
843c805ffffffff,1.0,0.0,0.0
843c80dffffffff,3.0,0.0,0.0
843c885ffffffff,20.0,0.0,0.0
843c88bffffffff,1.0,0.0,0.0
843c899ffffffff,99.0,0.0,3.0
843c8adffffffff,2.0,0.0,0.0
843c8cbffffffff,2.0,0.0,0.0
843c8d3ffffffff,2.0,0.0,0.0
843c8d7ffffffff,3.0,0.0,0.0
843c8d9ffffffff,2.0,0.0,0.0
843c8dbffffffff,9.0,0.0,0.0
843c8e5ffffffff,9.0,2.0,0.0
843c8edffffffff,2.0,0.0,0.0
843c931ffffffff,2.0,2.0,0.0
843c93bffffffff,2.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0
843c9d9ffffffff,6.0,0.0,0.0
843c9ddffffffff,13.0,0.0,0.0
843ca87ffffffff,2.0,0.0,0.0
843ca93ffffffff,1.0,0.0,0.0
843ca97ffffffff,10.0,0.0,0.0
843cab9ffffffff,2.0,0.0,0.0
843cb11ffffffff,4.0,0.0,0.0
843cb39ffffffff,2.0,0.0,0.0
843cc67ffffffff,2.0,0.0,0.0
843cdbbffffffff,2.0,0.0,0.0
843ce03ffffffff,2.0,0.0,0.0
843ce15ffffffff,9.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0
843ce4dffffffff,4.0,0.0,0.0
843cf0dffffffff,4.0,0.0,0.0
843cf17ffffffff,2.0,0.0,0.0
843cf27ffffffff,14.0,0.0,0.0
843cf29ffffffff,14.0,0.0,0.0
843cf41ffffffff,2.0,0.0,0.0
843cf43ffffffff,2.0,0.0,0.0
843cf47ffffffff,4.0,0.0,0.0
843cf61ffffffff,1.0,0.0,0.0
843cf63ffffffff,2.0,0.0,0.0
843cf69ffffffff,3.0,0.0,0.0
843cf6bffffffff,10.0,0.0,0.0
843d049ffffffff,2.0,0.0,0.0
843d06bffffffff,8.0,0.0,0.0
843d307ffffffff,2.0,0.0,0.0
843d323ffffffff,12.0,2.0,0.0
843d335ffffffff,2.0,0.0,0.0
843d34bffffffff,4.0,0.0,0.0
843d363ffffffff,2.0,0.0,0.0
843d81bffffffff,10.0,0.0,0.0
843d845ffffffff,1.0,0.0,0.0
843d851ffffffff,2.0,2.0,0.0
843d853ffffffff,5.0,1.0,0.0
843d859ffffffff,1.0,1.0,0.0
843d85dffffffff,2.0,0.0,0.0
843d8b1ffffffff,2.0,0.0,0.0
843d8b9ffffffff,2.0,0.0,0.0
843d8c1ffffffff,9.0,0.0,0.0
843d8d1ffffffff,10.0,0.0,0.0
843d911ffffffff,2.0,0.0,0.0
843d915ffffffff,1.0,0.0,0.0
843d987ffffffff,1.0,0.0,0.0
843d9d1ffffffff,4.0,0.0,0.0
843d9e5ffffffff,15.0,0.0,0.0
843da11ffffffff,15.0,0.0,0.0
843da13ffffffff,2.0,0.0,0.0
843da1bffffffff,8.0,0.0,0.0
843da1dffffffff,3.0,0.0,0.0
843da21ffffffff,1.0,0.0,0.0
843da99ffffffff,2.0,0.0,0.0
843daa5ffffffff,11.0,0.0,0.0
843daddffffffff,2.0,0.0,0.0
843db13ffffffff,4.0,1.0,0.0
843db2dffffffff,3.0,0.0,0.0
843e58bffffffff,1.0,1.0,0.0
843e631ffffffff,1.0,1.0,0.0
843e655ffffffff,6.0,6.0,0.0
843e665ffffffff,2.0,2.0,0.0
843e685ffffffff,2.0,2.0,0.0
843e689ffffffff,18.0,6.0,0.0
843e68dffffffff,1.0,1.0,0.0
843e6c9ffffffff,1.0,1.0,0.0
843e719ffffffff,3.0,3.0,0.0
843ee93ffffffff,2.0,2.0,0.0
843f2ddffffffff,2.0,0.0,0.0
843f64dffffffff,5.0,0.0,0.0
843f66bffffffff,4.0,0.0,0.0
843f729ffffffff,2.0,0.0,0.0
843f755ffffffff,4.0,0.0,0.0
8440e23ffffffff,3.0,0.0,0.0
844142bffffffff,1.0,0.0,0.0
8441509ffffffff,2.0,0.0,0.0
8441545ffffffff,2.0,2.0,0.0
8441547ffffffff,5.0,2.0,0.0
8441681ffffffff,1.0,0.0,0.0
84416b7ffffffff,1.0,1.0,0.0
8441a09ffffffff,1.0,1.0,0.0
8441a55ffffffff,11.0,7.0,0.0
8441b51ffffffff,4.0,0.0,0.0
8441b5dffffffff,1.0,1.0,0.0
8442599ffffffff,2.0,0.0,0.0
8442c01ffffffff,2.0,2.0,0.0
8442c07ffffffff,2.0,0.0,0.0
8442c09ffffffff,2.0,0.0,0.0
8442c0dffffffff,1.0,1.0,0.0
8442c19ffffffff,2.0,0.0,0.0
8442c25ffffffff,10.0,0.0,0.0
8442c2dffffffff,8.0,0.0,0.0
8442c5bffffffff,1.0,0.0,0.0
8442c5dffffffff,4.0,0.0,0.0
8442c61ffffffff,3.0,0.0,0.0
8442c69ffffffff,2.0,0.0,0.0
8442c6dffffffff,2.0,0.0,0.0
8442cddffffffff,17.0,0.0,0.0
8442ce3ffffffff,2.0,0.0,0.0
8442ce9ffffffff,4.0,0.0,0.0
8442cebffffffff,5.0,0.0,0.0
8442d95ffffffff,2.0,0.0,0.0
8442d9dffffffff,2.0,0.0,0.0
8442db5ffffffff,42.0,0.0,0.0
8442db9ffffffff,2.0,0.0,0.0
8442dd1ffffffff,2.0,0.0,0.0
8442dd3ffffffff,4.0,0.0,0.0
8442e37ffffffff,4.0,0.0,0.0
8442e45ffffffff,4.0,4.0,0.0
8442ea5ffffffff,1.0,0.0,0.0
8442eb5ffffffff,1.0,0.0,0.0
844313bffffffff,1.0,0.0,0.0
84431e3ffffffff,2.0,0.0,0.0
8443981ffffffff,1.0,0.0,0.0
8443a01ffffffff,1.0,0.0,0.0
8443a03ffffffff,6.0,0.0,0.0
8443a13ffffffff,10.0,0.0,0.0
8443a15ffffffff,1.0,0.0,0.0
8443a1dffffffff,1.0,0.0,0.0
8443a33ffffffff,35.0,0.0,0.0
8443a39ffffffff,5.0,0.0,0.0
8443a69ffffffff,1.0,0.0,0.0
8443a8dffffffff,8.0,0.0,0.0
8443ac1ffffffff,10.0,0.0,0.0
8443ac3ffffffff,10.0,0.0,0.0
8443ac7ffffffff,6.0,0.0,0.0
8443acbffffffff,4.0,0.0,0.0
8443acdffffffff,8.0,0.0,0.0
8443ae5ffffffff,24.0,0.0,0.0
844b26dffffffff,47.0,0.0,0.0
844b349ffffffff,1.0,0.0,0.0
844b845ffffffff,6.0,0.0,0.0
844ba0bffffffff,2.0,2.0,0.0
844ba0dffffffff,2.0,0.0,0.0
844ba15ffffffff,8.0,0.0,0.0
844ba25ffffffff,6.0,0.0,0.0
844ba29ffffffff,20.0,3.0,0.0
844ba2dffffffff,2.0,0.0,0.0
844ba39ffffffff,4.0,0.0,0.0
844ba63ffffffff,3.0,0.0,0.0
844ba67ffffffff,66.0,19.0,0.0
844bb11ffffffff,2.0,0.0,0.0
844bb17ffffffff,6.0,0.0,0.0
844bb19ffffffff,21.0,0.0,0.0
844bb53ffffffff,87.0,9.0,0.0
844bb59ffffffff,2.0,0.0,0.0
84521e9ffffffff,1.0,1.0,0.0
8453451ffffffff,11.0,0.0,0.0
84534d9ffffffff,3.0,0.0,0.0
84534dbffffffff,1.0,0.0,0.0
8453a4bffffffff,2.0,2.0,0.0
8454103ffffffff,6.0,6.0,0.0
8454addffffffff,2.0,0.0,0.0
8454b05ffffffff,2.0,0.0,0.0
8454b07ffffffff,2.0,0.0,0.0
8454c51ffffffff,3.0,0.0,0.0
8454c53ffffffff,3.0,0.0,0.0
845929bffffffff,2.0,0.0,0.0
8460027ffffffff,7.0,0.0,0.0
846004dffffffff,2.0,0.0,0.0
8460067ffffffff,6.0,0.0,0.0
8460069ffffffff,3.0,0.0,0.0
84600e3ffffffff,1.0,0.0,0.0
8460101ffffffff,4.0,0.0,0.0
8460105ffffffff,6.0,0.0,0.0
8460113ffffffff,14.0,0.0,0.0
846011bffffffff,1.0,0.0,0.0
846012bffffffff,1.0,0.0,0.0
8460133ffffffff,1.0,0.0,0.0
846013bffffffff,1.0,0.0,0.0
8460141ffffffff,4.0,0.0,0.0
846014bffffffff,1.0,0.0,0.0
8460151ffffffff,2.0,0.0,0.0
8460155ffffffff,12.0,0.0,0.0
8460157ffffffff,6.0,0.0,0.0
8460159ffffffff,5.0,0.0,0.0
846015dffffffff,22.0,0.0,0.0
8460163ffffffff,3.0,0.0,0.0
8460169ffffffff,63.0,0.0,0.0
846016dffffffff,1.0,0.0,0.0
84601a5ffffffff,3.0,0.0,0.0
84601cdffffffff,1.0,0.0,0.0
84601e1ffffffff,10.0,0.0,0.0
84601e7ffffffff,2.0,0.0,0.0
84601e9ffffffff,8.0,0.0,0.0
8460221ffffffff,14.0,0.0,0.0
8460227ffffffff,5.0,0.0,0.0
8460229ffffffff,2.0,0.0,0.0
8460263ffffffff,4.0,0.0,0.0
846026dffffffff,2.0,0.0,0.0
8460303ffffffff,2.0,0.0,0.0
8460307ffffffff,7.0,0.0,0.0
8460313ffffffff,2.0,0.0,0.0
8460315ffffffff,13.0,0.0,0.0
8460317ffffffff,5.0,0.0,0.0
8460339ffffffff,15.0,0.0,15.0
846036dffffffff,2.0,0.0,0.0
846081bffffffff,3.0,0.0,0.0
8460841ffffffff,9.0,0.0,0.0
846084dffffffff,3.0,0.0,0.0
846088dffffffff,2.0,0.0,0.0
84608b5ffffffff,4.0,0.0,0.0
84608b7ffffffff,2.0,0.0,0.0
84608b9ffffffff,7.0,0.0,0.0
84608bdffffffff,2.0,0.0,0.0
84608e3ffffffff,3.0,0.0,0.0
84608e9ffffffff,43.0,0.0,2.0
8460901ffffffff,4.0,0.0,0.0
8460905ffffffff,7.0,0.0,2.0
846094bffffffff,2.0,0.0,0.0
8460987ffffffff,3.0,0.0,0.0
8460993ffffffff,4.0,0.0,0.0
84609e1ffffffff,8.0,0.0,0.0
84609e3ffffffff,1.0,0.0,0.0
8460a0dffffffff,2.0,0.0,0.0
8460a21ffffffff,4.0,0.0,0.0
8460a25ffffffff,298.0,0.0,0.0
8460a39ffffffff,4.0,0.0,0.0
8460a59ffffffff,4.0,0.0,0.0
8460a5bffffffff,2.0,0.0,0.0
8460a65ffffffff,3.0,0.0,0.0
8460a67ffffffff,2.0,0.0,0.0
8460a8bffffffff,4.0,0.0,0.0
8460a91ffffffff,45.0,0.0,0.0
8460a97ffffffff,3.0,0.0,0.0
8460aadffffffff,2.0,0.0,0.0
8460acdffffffff,9.0,0.0,0.0
8460ad3ffffffff,7.0,0.0,0.0
8460ad5ffffffff,2.0,0.0,0.0
8460adbffffffff,3.0,0.0,0.0
8460ae3ffffffff,19.0,0.0,0.0
8460aedffffffff,1.0,0.0,0.0
8460b11ffffffff,6.0,0.0,0.0
8460b17ffffffff,16.0,0.0,0.0
8460b19ffffffff,10.0,0.0,0.0
8460b1bffffffff,13.0,0.0,0.0
8460b29ffffffff,4.0,0.0,0.0
8460b3bffffffff,5.0,0.0,0.0
8460b47ffffffff,4.0,0.0,0.0
8460b4dffffffff,7.0,0.0,0.0
8460b53ffffffff,6.0,0.0,0.0
8460b5dffffffff,2.0,0.0,0.0
8461067ffffffff,5.0,0.0,0.0
84611b1ffffffff,1.0,0.0,0.0
84611e1ffffffff,4.0,0.0,2.0
84611e7ffffffff,7.0,3.0,0.0
8461885ffffffff,2.0,0.0,0.0
8461891ffffffff,4.0,0.0,0.0
8461893ffffffff,4.0,0.0,0.0
84618a7ffffffff,3.0,0.0,0.0
84618bbffffffff,1.0,0.0,0.0
84618c1ffffffff,13.0,0.0,2.0
84618c5ffffffff,14.0,0.0,7.0
84618cbffffffff,1.0,0.0,1.0
84618e1ffffffff,50.0,0.0,8.0
84618e3ffffffff,2.0,0.0,0.0
84618e9ffffffff,4.0,0.0,4.0
84618ebffffffff,17.0,0.0,1.0
8461999ffffffff,1.0,0.0,0.0
84619e1ffffffff,2.0,0.0,0.0
84619e3ffffffff,1.0,0.0,0.0
8461a9bffffffff,2.0,0.0,0.0
8461a9dffffffff,12.0,0.0,8.0
8461ab7ffffffff,6.0,0.0,0.0
8463265ffffffff,6.0,0.0,0.0
8463325ffffffff,2.0,0.0,0.0
84640b9ffffffff,14.0,0.0,0.0
8464a05ffffffff,2.0,2.0,0.0
8464a29ffffffff,3.0,0.0,0.0
8464a5dffffffff,1.0,0.0,0.0
8464a69ffffffff,1.0,0.0,0.0
8464b61ffffffff,4.0,0.0,0.0
8464e49ffffffff,47.0,7.0,0.0
8464e61ffffffff,8.0,0.0,0.0
8464e65ffffffff,6.0,0.0,0.0
8465053ffffffff,2.0,0.0,0.0
846519dffffffff,4.0,0.0,0.0
84651d1ffffffff,15.0,0.0,0.0
84651d9ffffffff,1.0,1.0,0.0
846520dffffffff,10.0,0.0,0.0
8465225ffffffff,1.0,0.0,0.0
8465227ffffffff,4.0,0.0,0.0
8465263ffffffff,4.0,0.0,0.0
846526bffffffff,98.0,0.0,0.0
8465313ffffffff,4.0,0.0,0.0
84658b1ffffffff,4.0,4.0,0.0
84658b3ffffffff,6.0,0.0,0.0
84658b7ffffffff,2.0,0.0,0.0
8465981ffffffff,2.0,0.0,0.0
8468285ffffffff,1.0,1.0,0.0
846829dffffffff,2.0,0.0,0.0
8468a59ffffffff,6.0,0.0,0.0
8469417ffffffff,3.0,0.0,0.0
846943bffffffff,28.0,0.0,0.0
84694edffffffff,11.0,0.0,0.0
84699a5ffffffff,8.0,0.0,0.0
846ae85ffffffff,3.0,0.0,0.0
847a43bffffffff,2.0,0.0,0.0
84845e5ffffffff,4.0,0.0,0.0
848c45bffffffff,1.0,0.0,0.0
848c965ffffffff,2.0,0.0,0.0
848db53ffffffff,2.0,2.0,0.0
8494235ffffffff,2.0,0.0,0.0
84942d1ffffffff,2.0,0.0,0.0
8495009ffffffff,1.0,0.0,0.0
84be08dffffffff,40.0,0.0,0.0
84be189ffffffff,4.0,0.0,0.0
84be88bffffffff,50.0,0.0,0.0
