cell_id,Cinnyris ornatus,Cinnyris ornatus [ornatus Group],Cinnyris ornatus rhizophorae
84416abffffffff,2.0,0.0,0.0
84416b1ffffffff,5.0,0.0,0.0
84416b7ffffffff,3.0,0.0,0.0
84416b9ffffffff,7.0,0.0,0.0
84416bdffffffff,2.0,0.0,0.0
84416c1ffffffff,7.0,0.0,0.0
84416c3ffffffff,12.0,0.0,0.0
84416cbffffffff,2.0,0.0,0.0
84416cdffffffff,2.0,0.0,0.0
84416d1ffffffff,1.0,0.0,0.0
84416d3ffffffff,2.0,0.0,0.0
84416d5ffffffff,13.0,0.0,0.0
84416d7ffffffff,13.0,0.0,0.0
84416d9ffffffff,6.0,0.0,0.0
84416dbffffffff,17.0,0.0,0.0
84416ddffffffff,16.0,0.0,0.0
84416e1ffffffff,2.0,0.0,0.0
84416e5ffffffff,3.0,0.0,0.0
84416edffffffff,1.0,0.0,0.0
8441701ffffffff,3.0,0.0,1.0
8441705ffffffff,6.0,0.0,6.0
8441715ffffffff,24.0,0.0,4.0
8441717ffffffff,6.0,0.0,0.0
8441719ffffffff,53.0,0.0,9.0
8441721ffffffff,8.0,0.0,2.0
8441729ffffffff,4.0,0.0,0.0
8441739ffffffff,11.0,0.0,1.0
844173dffffffff,10.0,0.0,0.0
8441743ffffffff,3.0,0.0,0.0
8441751ffffffff,11.0,0.0,1.0
8441755ffffffff,3.0,0.0,0.0
8441757ffffffff,1.0,0.0,0.0
8441765ffffffff,1.0,0.0,0.0
8441767ffffffff,2.0,0.0,0.0
846406dffffffff,2.0,0.0,0.0
8464087ffffffff,2.0,0.0,0.0
84640a7ffffffff,32.0,0.0,0.0
84640b1ffffffff,1.0,0.0,0.0
84640b9ffffffff,134.0,0.0,0.0
84640bdffffffff,61.0,0.0,0.0
84640d5ffffffff,3.0,0.0,0.0
846410dffffffff,1.0,0.0,0.0
8464121ffffffff,6.0,0.0,0.0
8464125ffffffff,2.0,0.0,0.0
8464127ffffffff,4.0,0.0,0.0
8464129ffffffff,2.0,0.0,0.0
846414dffffffff,1.0,0.0,0.0
8464161ffffffff,6.0,0.0,0.0
8464165ffffffff,58.0,0.0,0.0
8464169ffffffff,3.0,0.0,0.0
846416dffffffff,1409.0,19.0,0.0
8464193ffffffff,21.0,0.0,0.0
84641bdffffffff,164.0,0.0,0.0
8464225ffffffff,47.0,0.0,0.0
8464227ffffffff,6.0,1.0,0.0
846422dffffffff,42.0,1.0,0.0
8464265ffffffff,53.0,1.0,0.0
8464267ffffffff,29.0,4.0,0.0
846426dffffffff,20.0,0.0,0.0
846428bffffffff,194.0,0.0,0.0
846429dffffffff,95.0,0.0,0.0
84642b1ffffffff,36.0,0.0,0.0
84642b5ffffffff,2.0,0.0,0.0
84642bbffffffff,3.0,0.0,0.0
84642d7ffffffff,20.0,0.0,0.0
8464307ffffffff,5.0,2.0,0.0
8464309ffffffff,20.0,0.0,0.0
846430bffffffff,5.0,0.0,0.0
846430dffffffff,1.0,0.0,0.0
8464311ffffffff,2.0,0.0,0.0
8464313ffffffff,2.0,0.0,0.0
8464315ffffffff,1.0,1.0,0.0
8464319ffffffff,173.0,2.0,0.0
846431dffffffff,19.0,1.0,0.0
8464323ffffffff,192.0,5.0,0.0
8464327ffffffff,35.0,1.0,0.0
846432bffffffff,48.0,3.0,0.0
8464331ffffffff,1.0,0.0,0.0
8464339ffffffff,2.0,0.0,0.0
846433bffffffff,2.0,0.0,0.0
846433dffffffff,13.0,0.0,0.0
8464343ffffffff,11.0,1.0,0.0
8464347ffffffff,40.0,0.0,0.0
8464349ffffffff,5.0,0.0,0.0
846434bffffffff,19.0,0.0,0.0
8464353ffffffff,40.0,0.0,0.0
8464355ffffffff,6.0,0.0,0.0
8464357ffffffff,5.0,0.0,0.0
8464359ffffffff,32.0,0.0,0.0
846435bffffffff,87.0,1.0,0.0
8464363ffffffff,22.0,0.0,0.0
846436bffffffff,7.0,0.0,0.0
8464805ffffffff,11.0,0.0,0.0
846480bffffffff,3.0,0.0,0.0
846480dffffffff,81.0,0.0,0.0
8464811ffffffff,1.0,0.0,0.0
846481dffffffff,3.0,0.0,0.0
8464821ffffffff,59.0,0.0,0.0
8464825ffffffff,187.0,6.0,0.0
8464827ffffffff,4.0,0.0,0.0
8464829ffffffff,398.0,4.0,0.0
846482bffffffff,225.0,2.0,0.0
846482dffffffff,280.0,2.0,0.0
846483dffffffff,1.0,0.0,0.0
8464841ffffffff,31.0,0.0,0.0
8464843ffffffff,2.0,0.0,0.0
8464845ffffffff,13.0,0.0,0.0
8464847ffffffff,9.0,0.0,0.0
8464849ffffffff,22.0,0.0,0.0
846484bffffffff,10.0,0.0,0.0
846484dffffffff,53.0,0.0,0.0
8464851ffffffff,4.0,0.0,0.0
8464853ffffffff,4.0,0.0,0.0
846485dffffffff,9.0,0.0,0.0
8464861ffffffff,4.0,0.0,0.0
8464867ffffffff,4.0,0.0,0.0
8464869ffffffff,3.0,0.0,0.0
846486bffffffff,3.0,0.0,0.0
846486dffffffff,5.0,0.0,0.0
84648a5ffffffff,1.0,0.0,0.0
84648a9ffffffff,2.0,0.0,0.0
84648b5ffffffff,4.0,0.0,0.0
84648b9ffffffff,2.0,0.0,0.0
84648c1ffffffff,34.0,0.0,0.0
84648c9ffffffff,74.0,0.0,0.0
84648cbffffffff,2.0,0.0,0.0
84648d1ffffffff,3.0,0.0,0.0
84648d3ffffffff,4.0,0.0,0.0
84648ddffffffff,10.0,0.0,0.0
84648ebffffffff,2.0,0.0,0.0
8464901ffffffff,66.0,0.0,0.0
8464903ffffffff,10.0,0.0,0.0
846490bffffffff,19.0,0.0,0.0
8464911ffffffff,21.0,0.0,0.0
846491bffffffff,2.0,0.0,0.0
846491dffffffff,3.0,0.0,0.0
846494bffffffff,5.0,0.0,0.0
8464951ffffffff,40.0,0.0,0.0
8464953ffffffff,9.0,0.0,0.0
8464955ffffffff,22.0,0.0,0.0
8464957ffffffff,14.0,0.0,0.0
8464959ffffffff,26.0,0.0,0.0
8464983ffffffff,2.0,0.0,0.0
8464999ffffffff,2.0,0.0,0.0
84649b7ffffffff,2.0,0.0,0.0
84649bbffffffff,1.0,0.0,0.0
84649c9ffffffff,2.0,0.0,0.0
8464a01ffffffff,17.0,0.0,0.0
8464a03ffffffff,5.0,0.0,0.0
8464a05ffffffff,39.0,2.0,0.0
8464a07ffffffff,40.0,2.0,0.0
8464a09ffffffff,42.0,0.0,0.0
8464a0dffffffff,64.0,0.0,0.0
8464a11ffffffff,3.0,0.0,0.0
8464a15ffffffff,11.0,0.0,0.0
8464a17ffffffff,9.0,4.0,0.0
8464a19ffffffff,12.0,3.0,0.0
8464a1bffffffff,3.0,0.0,0.0
8464a1dffffffff,10.0,0.0,0.0
8464a21ffffffff,24.0,0.0,0.0
8464a23ffffffff,20.0,0.0,0.0
8464a25ffffffff,44.0,0.0,0.0
8464a27ffffffff,30.0,0.0,0.0
8464a29ffffffff,149.0,0.0,0.0
8464a2bffffffff,45.0,1.0,0.0
8464a2dffffffff,48.0,0.0,0.0
8464a31ffffffff,4.0,0.0,0.0
8464a35ffffffff,34.0,2.0,0.0
8464a3dffffffff,49.0,0.0,0.0
8464a41ffffffff,154.0,4.0,0.0
8464a43ffffffff,61.0,0.0,0.0
8464a45ffffffff,136.0,3.0,0.0
8464a47ffffffff,37.0,0.0,0.0
8464a49ffffffff,380.0,4.0,0.0
8464a4bffffffff,1483.0,29.0,0.0
8464a4dffffffff,112.0,0.0,0.0
8464a51ffffffff,38.0,0.0,0.0
8464a53ffffffff,5.0,0.0,0.0
8464a55ffffffff,17.0,0.0,0.0
8464a57ffffffff,488.0,2.0,0.0
8464a59ffffffff,96.0,1.0,0.0
8464a5bffffffff,46.0,0.0,0.0
8464a5dffffffff,112.0,0.0,0.0
8464a61ffffffff,3.0,0.0,0.0
8464a63ffffffff,18.0,0.0,0.0
8464a67ffffffff,12.0,0.0,0.0
8464a69ffffffff,14.0,0.0,0.0
8464a6bffffffff,20.0,0.0,0.0
8464a6dffffffff,12.0,0.0,0.0
8464ab5ffffffff,4.0,0.0,0.0
8464b03ffffffff,8.0,0.0,0.0
8464b05ffffffff,4.0,0.0,0.0
8464b0bffffffff,2.0,0.0,0.0
8464b0dffffffff,3.0,0.0,0.0
8464b13ffffffff,20.0,0.0,0.0
8464b15ffffffff,1.0,0.0,0.0
8464b17ffffffff,16.0,0.0,0.0
8464b19ffffffff,2.0,0.0,0.0
8464b1bffffffff,45.0,0.0,0.0
8464b1dffffffff,2.0,0.0,0.0
8464b21ffffffff,5.0,0.0,0.0
8464b25ffffffff,2.0,0.0,0.0
8464b29ffffffff,18.0,0.0,0.0
8464b2dffffffff,11.0,0.0,0.0
8464b31ffffffff,44.0,3.0,0.0
8464b33ffffffff,2.0,0.0,0.0
8464b37ffffffff,24.0,0.0,0.0
8464b41ffffffff,4.0,0.0,0.0
8464b43ffffffff,6.0,0.0,0.0
8464b45ffffffff,2.0,0.0,0.0
8464b47ffffffff,11.0,0.0,0.0
8464b49ffffffff,32.0,0.0,0.0
8464b4bffffffff,1.0,0.0,0.0
8464b4dffffffff,94.0,0.0,0.0
8464b51ffffffff,7.0,0.0,0.0
8464b53ffffffff,15.0,0.0,0.0
8464b55ffffffff,104.0,0.0,0.0
8464b57ffffffff,7.0,1.0,0.0
8464b59ffffffff,35.0,0.0,0.0
8464b5dffffffff,23.0,0.0,0.0
8464b61ffffffff,48.0,0.0,0.0
8464b63ffffffff,59.0,0.0,0.0
8464b65ffffffff,6.0,0.0,0.0
8464b67ffffffff,26.0,0.0,0.0
8464b69ffffffff,2.0,0.0,0.0
8464b6dffffffff,4.0,0.0,0.0
8464e45ffffffff,23.0,0.0,0.0
8464e49ffffffff,2895.0,0.0,0.0
8464e4dffffffff,209.0,0.0,0.0
8464e61ffffffff,25.0,0.0,0.0
8464e65ffffffff,15.0,0.0,0.0
8464e69ffffffff,97.0,0.0,0.0
8464e6bffffffff,5.0,0.0,0.0
8464e6dffffffff,90.0,0.0,0.0
8465005ffffffff,17.0,0.0,0.0
8465009ffffffff,2.0,0.0,0.0
846500bffffffff,10.0,0.0,0.0
8465015ffffffff,6.0,0.0,0.0
8465019ffffffff,9.0,0.0,0.0
846501dffffffff,1.0,0.0,0.0
8465021ffffffff,3.0,0.0,0.0
846502bffffffff,3.0,0.0,0.0
846502dffffffff,4.0,0.0,0.0
8465033ffffffff,3.0,0.0,0.0
8465039ffffffff,3.0,0.0,0.0
846503bffffffff,4.0,0.0,0.0
8465051ffffffff,103.0,0.0,0.0
8465053ffffffff,20.0,0.0,0.0
8465055ffffffff,40.0,0.0,0.0
8465057ffffffff,136.0,1.0,0.0
8465059ffffffff,11.0,0.0,0.0
846505dffffffff,13.0,0.0,0.0
8465093ffffffff,1.0,0.0,0.0
8465099ffffffff,2.0,0.0,0.0
846509bffffffff,1.0,0.0,0.0
84650c1ffffffff,2.0,0.0,0.0
84650d1ffffffff,6.0,0.0,0.0
84650d5ffffffff,6.0,0.0,0.0
84650d9ffffffff,8.0,0.0,0.0
84650e5ffffffff,4.0,0.0,0.0
8465113ffffffff,7.0,0.0,0.0
8465119ffffffff,2.0,0.0,0.0
8465181ffffffff,18.0,0.0,0.0
8465183ffffffff,12.0,0.0,0.0
8465187ffffffff,24.0,1.0,0.0
8465189ffffffff,8.0,0.0,0.0
846518bffffffff,5.0,0.0,0.0
846518dffffffff,80.0,0.0,0.0
8465191ffffffff,2.0,0.0,0.0
8465195ffffffff,15.0,0.0,0.0
8465199ffffffff,1.0,0.0,0.0
846519dffffffff,21.0,0.0,0.0
84651b1ffffffff,9.0,0.0,0.0
84651b3ffffffff,13.0,0.0,0.0
84651b7ffffffff,4.0,0.0,0.0
84651b9ffffffff,6.0,0.0,0.0
84651bbffffffff,9.0,0.0,0.0
84651bdffffffff,42.0,0.0,0.0
84651c1ffffffff,1.0,0.0,0.0
84651c3ffffffff,8.0,1.0,0.0
84651c7ffffffff,1.0,0.0,0.0
84651cbffffffff,3.0,0.0,0.0
84651cdffffffff,6.0,0.0,0.0
84651d1ffffffff,33.0,0.0,0.0
84651d9ffffffff,31.0,0.0,0.0
84651dbffffffff,54.0,0.0,0.0
84651ddffffffff,2.0,0.0,0.0
84651ebffffffff,14.0,0.0,0.0
8465201ffffffff,2.0,0.0,0.0
8465205ffffffff,15.0,0.0,0.0
846520dffffffff,2799.0,0.0,0.0
8465211ffffffff,2.0,0.0,0.0
846521bffffffff,5.0,0.0,0.0
8465221ffffffff,6.0,0.0,0.0
8465225ffffffff,3.0,0.0,0.0
8465227ffffffff,5.0,0.0,0.0
8465229ffffffff,12.0,0.0,0.0
846522dffffffff,8.0,0.0,0.0
8465231ffffffff,14.0,0.0,0.0
8465233ffffffff,15.0,0.0,0.0
846523dffffffff,5.0,0.0,0.0
8465247ffffffff,1.0,0.0,0.0
8465257ffffffff,10.0,0.0,0.0
8465263ffffffff,913.0,0.0,0.0
8465267ffffffff,1.0,0.0,0.0
846526bffffffff,282.0,0.0,0.0
84652b7ffffffff,1.0,0.0,0.0
84652e5ffffffff,1.0,0.0,0.0
8465353ffffffff,1.0,0.0,0.0
8465501ffffffff,2.0,0.0,0.0
8465509ffffffff,1.0,0.0,0.0
8465535ffffffff,3.0,0.0,0.0
8465561ffffffff,10.0,0.0,0.0
8465569ffffffff,2.0,0.0,0.0
846556bffffffff,3.0,0.0,0.0
8465731ffffffff,4.0,0.0,0.0
8465801ffffffff,4.0,0.0,0.0
8465803ffffffff,9.0,0.0,0.0
8465805ffffffff,11.0,0.0,0.0
8465807ffffffff,13.0,0.0,0.0
846580dffffffff,17.0,0.0,0.0
8465813ffffffff,8.0,0.0,0.0
8465817ffffffff,4.0,0.0,0.0
8465819ffffffff,12.0,0.0,0.0
8465821ffffffff,15.0,0.0,0.0
8465825ffffffff,1.0,0.0,0.0
8465827ffffffff,14.0,0.0,0.0
8465829ffffffff,3.0,0.0,0.0
846582bffffffff,2.0,0.0,0.0
8465833ffffffff,2.0,0.0,0.0
8465835ffffffff,394.0,0.0,0.0
8465837ffffffff,2.0,0.0,0.0
846583dffffffff,26.0,0.0,0.0
8465841ffffffff,2.0,0.0,0.0
8465843ffffffff,3.0,0.0,0.0
8465847ffffffff,320.0,0.0,0.0
8465851ffffffff,7.0,0.0,0.0
8465853ffffffff,2.0,0.0,0.0
8465855ffffffff,12.0,0.0,0.0
8465857ffffffff,2.0,0.0,0.0
8465859ffffffff,20.0,0.0,0.0
846585bffffffff,2.0,0.0,0.0
846585dffffffff,14.0,0.0,0.0
8465861ffffffff,8.0,0.0,0.0
8465863ffffffff,6.0,0.0,0.0
8465867ffffffff,4.0,0.0,0.0
846586bffffffff,166.0,0.0,0.0
846586dffffffff,3.0,0.0,0.0
8465885ffffffff,33.0,1.0,0.0
8465887ffffffff,142.0,2.0,0.0
8465891ffffffff,14.0,0.0,0.0
8465893ffffffff,8.0,0.0,0.0
8465897ffffffff,58.0,0.0,0.0
846589bffffffff,47.0,0.0,0.0
84658a1ffffffff,26.0,0.0,0.0
84658a3ffffffff,235.0,1.0,0.0
84658a5ffffffff,12.0,0.0,0.0
84658a7ffffffff,19.0,0.0,0.0
84658a9ffffffff,133.0,3.0,0.0
84658abffffffff,41.0,0.0,0.0
84658adffffffff,6.0,0.0,0.0
84658b1ffffffff,67.0,0.0,0.0
84658b3ffffffff,307.0,1.0,0.0
84658b5ffffffff,1005.0,20.0,0.0
84658b7ffffffff,116.0,2.0,0.0
84658bbffffffff,66.0,1.0,0.0
84658bdffffffff,13.0,0.0,0.0
84658e1ffffffff,23.0,0.0,0.0
84658e3ffffffff,541.0,0.0,0.0
84658e7ffffffff,19.0,0.0,0.0
84658e9ffffffff,13.0,0.0,0.0
8465907ffffffff,7.0,0.0,0.0
8465909ffffffff,2.0,0.0,0.0
846590bffffffff,18.0,0.0,0.0
8465911ffffffff,175.0,1.0,0.0
8465915ffffffff,15.0,0.0,0.0
8465917ffffffff,11.0,0.0,0.0
8465919ffffffff,4.0,0.0,0.0
846591bffffffff,192.0,0.0,0.0
846591dffffffff,27.0,0.0,0.0
8465921ffffffff,2.0,0.0,0.0
8465929ffffffff,2.0,0.0,0.0
846592bffffffff,2.0,0.0,0.0
8465933ffffffff,4.0,0.0,0.0
8465935ffffffff,6.0,0.0,0.0
846593dffffffff,3.0,0.0,0.0
8465941ffffffff,2.0,0.0,0.0
8465947ffffffff,3.0,0.0,0.0
8465959ffffffff,8.0,0.0,0.0
846595dffffffff,31.0,0.0,0.0
8465969ffffffff,3.0,0.0,0.0
8465981ffffffff,93.0,3.0,0.0
8465983ffffffff,2.0,0.0,0.0
8465985ffffffff,3.0,0.0,0.0
846598bffffffff,23.0,1.0,0.0
8465991ffffffff,82.0,0.0,0.0
8465993ffffffff,584.0,6.0,0.0
8465995ffffffff,14.0,0.0,0.0
8465997ffffffff,10.0,1.0,0.0
8465999ffffffff,5.0,0.0,0.0
846599bffffffff,58.0,0.0,0.0
846599dffffffff,30.0,0.0,0.0
84659a1ffffffff,2.0,0.0,0.0
84659a3ffffffff,5.0,0.0,0.0
84659a5ffffffff,2.0,0.0,0.0
84659a7ffffffff,25.0,0.0,0.0
84659b1ffffffff,8.0,0.0,0.0
84659b3ffffffff,17.0,0.0,0.0
84659b5ffffffff,5.0,0.0,0.0
84659b7ffffffff,5.0,0.0,0.0
84659b9ffffffff,7.0,0.0,0.0
84659bbffffffff,4.0,0.0,0.0
84659c1ffffffff,34.0,0.0,0.0
84659c3ffffffff,155.0,0.0,0.0
84659c9ffffffff,403.0,0.0,0.0
84659cbffffffff,6.0,0.0,0.0
84659cdffffffff,3.0,0.0,0.0
84659d1ffffffff,7.0,0.0,0.0
84659d7ffffffff,4.0,1.0,0.0
84659dbffffffff,6.0,0.0,0.0
84659e1ffffffff,1.0,0.0,0.0
84659e5ffffffff,6.0,0.0,0.0
84659e9ffffffff,27.0,0.0,0.0
8465a21ffffffff,11.0,0.0,0.0
8465a27ffffffff,14.0,0.0,0.0
8465a2dffffffff,5.0,0.0,0.0
8465aa5ffffffff,2.0,0.0,0.0
8465aadffffffff,2.0,0.0,0.0
8465ae5ffffffff,1.0,0.0,0.0
8465b01ffffffff,313.0,0.0,0.0
8465b09ffffffff,23.0,0.0,0.0
8465b0bffffffff,10.0,0.0,0.0
8465b0dffffffff,4.0,0.0,0.0
8465b1dffffffff,3.0,0.0,0.0
8465b21ffffffff,15.0,0.0,0.0
8465b23ffffffff,7.0,0.0,0.0
8465b25ffffffff,6.0,0.0,0.0
8465b27ffffffff,8.0,0.0,0.0
8465b2bffffffff,16.0,0.0,0.0
8465b33ffffffff,68.0,0.0,0.0
8465b39ffffffff,17.0,0.0,0.0
8465b3bffffffff,2.0,0.0,0.0
8465b3dffffffff,77.0,0.0,0.0
8465b41ffffffff,2.0,0.0,0.0
8465b43ffffffff,11.0,0.0,0.0
8465b45ffffffff,9.0,0.0,0.0
8465b51ffffffff,13.0,0.0,0.0
8465b55ffffffff,5.0,0.0,0.0
8465b57ffffffff,60.0,0.0,0.0
8465b5bffffffff,7.0,0.0,0.0
8465b5dffffffff,2.0,0.0,0.0
8465b61ffffffff,6.0,0.0,0.0
8465b65ffffffff,2.0,0.0,0.0
8465b6bffffffff,8.0,0.0,0.0
8468025ffffffff,56.0,0.0,0.0
8468029ffffffff,10.0,0.0,0.0
846802dffffffff,80.0,0.0,0.0
8468101ffffffff,18.0,0.0,0.0
8468103ffffffff,5.0,0.0,0.0
846810bffffffff,2.0,0.0,0.0
846810dffffffff,1.0,0.0,0.0
8468111ffffffff,7.0,0.0,0.0
8468113ffffffff,3.0,0.0,0.0
8468115ffffffff,4.0,0.0,0.0
8468119ffffffff,284.0,1.0,0.0
846811bffffffff,116.0,1.0,0.0
846811dffffffff,3.0,0.0,0.0
8468123ffffffff,5.0,0.0,0.0
8468129ffffffff,6.0,0.0,0.0
846812bffffffff,7.0,0.0,0.0
8468139ffffffff,1.0,0.0,0.0
8468153ffffffff,42.0,0.0,0.0
8468157ffffffff,331.0,0.0,0.0
8468163ffffffff,4.0,0.0,0.0
8468167ffffffff,2.0,0.0,0.0
8468181ffffffff,2.0,0.0,0.0
8468183ffffffff,3.0,0.0,0.0
8468185ffffffff,1.0,0.0,0.0
8468189ffffffff,56.0,0.0,0.0
846818bffffffff,8.0,0.0,0.0
846818dffffffff,4.0,0.0,0.0
846819dffffffff,11.0,0.0,0.0
84681a9ffffffff,3.0,0.0,0.0
84681b1ffffffff,2.0,0.0,0.0
84681bdffffffff,8.0,0.0,0.0
84681c1ffffffff,2.0,0.0,0.0
84681c3ffffffff,320.0,2.0,0.0
84681c5ffffffff,4.0,0.0,0.0
84681c7ffffffff,5.0,0.0,0.0
84681d5ffffffff,77.0,0.0,0.0
84681ddffffffff,2.0,0.0,0.0
84681e3ffffffff,3.0,0.0,0.0
8468923ffffffff,2.0,0.0,0.0
8468a59ffffffff,19.0,1.0,0.0
8468a6bffffffff,2.0,0.0,0.0
8468ac9ffffffff,30.0,0.0,0.0
8469149ffffffff,1.0,0.0,0.0
846914dffffffff,6.0,0.0,0.0
846930dffffffff,1.0,0.0,0.0
8469345ffffffff,11.0,0.0,0.0
8469349ffffffff,3.0,1.0,0.0
84699a5ffffffff,28.0,0.0,0.0
848c101ffffffff,67.0,0.0,0.0
848c107ffffffff,153.0,4.0,0.0
848c10dffffffff,2.0,0.0,0.0
848c12bffffffff,5.0,0.0,0.0
848c131ffffffff,8.0,0.0,0.0
848c13bffffffff,6.0,0.0,0.0
848c13dffffffff,20.0,0.0,0.0
848c147ffffffff,1.0,0.0,0.0
848c163ffffffff,2.0,0.0,0.0
848c16bffffffff,2.0,0.0,0.0
848c1a7ffffffff,3.0,0.0,0.0
848c881ffffffff,4.0,0.0,0.0
848c8a3ffffffff,2.0,0.0,0.0
848c8b9ffffffff,2.0,0.0,0.0
848c8c3ffffffff,1.0,0.0,0.0
848c965ffffffff,23.0,0.0,0.0
848c967ffffffff,3.0,0.0,0.0
848c993ffffffff,2.0,0.0,0.0
848cad5ffffffff,23.0,0.0,0.0
848caddffffffff,41.0,2.0,0.0
848cd33ffffffff,2.0,0.0,0.0
848cd55ffffffff,3.0,0.0,0.0
848cdc1ffffffff,2.0,0.0,0.0
848cde5ffffffff,1.0,0.0,0.0
848cf5bffffffff,13.0,0.0,0.0
848d809ffffffff,20.0,0.0,0.0
848d851ffffffff,2.0,0.0,0.0
848d85dffffffff,8.0,0.0,0.0
848d8c1ffffffff,9.0,0.0,0.0
848d8c7ffffffff,6.0,0.0,0.0
848d8c9ffffffff,4.0,0.0,0.0
848d8cbffffffff,56.0,0.0,0.0
848d8cdffffffff,1.0,0.0,0.0
848d8ddffffffff,2.0,0.0,0.0
848d921ffffffff,2.0,0.0,0.0
848d927ffffffff,2.0,0.0,0.0
848da25ffffffff,2.0,0.0,0.0
848da27ffffffff,1.0,0.0,0.0
848da2dffffffff,75.0,0.0,0.0
848da37ffffffff,3.0,0.0,0.0
848da65ffffffff,5.0,0.0,0.0
848da67ffffffff,10.0,0.0,0.0
848da6dffffffff,9.0,0.0,0.0
848daa3ffffffff,3.0,0.0,0.0
848db01ffffffff,5.0,0.0,0.0
848db19ffffffff,3.0,0.0,0.0
848db49ffffffff,15.0,0.0,0.0
848db4bffffffff,16.0,0.0,0.0
848db53ffffffff,296.0,1.0,0.0
848db59ffffffff,168.0,4.0,0.0
848db5bffffffff,41.0,4.0,0.0
8494269ffffffff,4.0,0.0,0.0
849426dffffffff,4.0,0.0,0.0
8495121ffffffff,1.0,0.0,0.0
8495129ffffffff,3.0,0.0,0.0
849512dffffffff,1.0,0.0,0.0
8495185ffffffff,30.0,0.0,0.0
84951a9ffffffff,7.0,0.0,0.0
84951abffffffff,31.0,0.0,0.0
84951e3ffffffff,77.0,0.0,0.0
84951e5ffffffff,35.0,0.0,0.0
84951e7ffffffff,28.0,0.0,0.0
8495a41ffffffff,42.0,0.0,0.0
8495a49ffffffff,77.0,0.0,0.0
8495a4dffffffff,445.0,3.0,0.0
8495a55ffffffff,7.0,1.0,0.0
8495a57ffffffff,1.0,0.0,0.0
8495a59ffffffff,2.0,0.0,0.0
8495a5bffffffff,2.0,0.0,0.0
8495a5dffffffff,27.0,0.0,0.0
8495a91ffffffff,1.0,0.0,0.0
8495a99ffffffff,5.0,0.0,0.0
8495a9bffffffff,4.0,0.0,0.0
