cell_id,Pericrocotus speciosus,Pericrocotus speciosus [speciosus Group],Pericrocotus speciosus leytensis/novus,Pericrocotus speciosus [marchesae Group],Pericrocotus speciosus exul/siebersi
8464e49ffffffff,4.0,4.0,0.0,0.0,0.0
8464e6dffffffff,1.0,1.0,0.0,0.0,0.0
8465005ffffffff,13.0,4.0,0.0,0.0,0.0
846500bffffffff,18.0,0.0,0.0,0.0,0.0
8465029ffffffff,8.0,0.0,0.0,0.0,0.0
846502bffffffff,16.0,0.0,0.0,0.0,0.0
8465033ffffffff,16.0,0.0,0.0,0.0,0.0
8465037ffffffff,27.0,3.0,0.0,0.0,0.0
8465039ffffffff,1.0,0.0,0.0,0.0,0.0
8465043ffffffff,1.0,0.0,0.0,0.0,0.0
8465055ffffffff,14.0,0.0,0.0,0.0,0.0
8465057ffffffff,2.0,0.0,0.0,0.0,0.0
8465059ffffffff,6.0,0.0,0.0,0.0,0.0
846505dffffffff,6.0,0.0,0.0,0.0,0.0
8465063ffffffff,2.0,0.0,0.0,0.0,0.0
8465183ffffffff,3.0,0.0,0.0,0.0,0.0
8465189ffffffff,29.0,0.0,0.0,0.0,0.0
846518bffffffff,11.0,0.0,0.0,0.0,0.0
84651c1ffffffff,2.0,2.0,0.0,0.0,0.0
84651c3ffffffff,1.0,0.0,0.0,0.0,0.0
84651c9ffffffff,4.0,0.0,0.0,0.0,0.0
84651d9ffffffff,7.0,0.0,0.0,0.0,0.0
8465237ffffffff,1.0,0.0,0.0,0.0,0.0
8465993ffffffff,3.0,0.0,0.0,0.0,0.0
84684e5ffffffff,1.0,0.0,0.0,0.0,0.0
848db59ffffffff,2.0,0.0,0.0,0.0,2.0
