cell_id,Saxicola maurus,Saxicola maurus hemprichii,Saxicola maurus [maurus Group],Saxicola maurus przewalskii
8420a15ffffffff,2.0,0.0,0.0,0.0
8420a19ffffffff,2.0,0.0,0.0,0.0
8420a23ffffffff,2.0,0.0,0.0,0.0
8420a43ffffffff,6.0,0.0,0.0,0.0
8420a61ffffffff,4.0,0.0,0.0,0.0
8420a65ffffffff,4.0,0.0,0.0,0.0
8420a8bffffffff,1.0,0.0,0.0,0.0
8420b13ffffffff,1.0,0.0,0.0,0.0
8420b1bffffffff,1.0,0.0,0.0,0.0
8420b2bffffffff,1.0,0.0,1.0,0.0
8420b3bffffffff,6.0,0.0,0.0,0.0
8420e05ffffffff,4.0,0.0,4.0,0.0
8420e07ffffffff,5.0,0.0,3.0,0.0
8420e11ffffffff,5.0,0.0,5.0,0.0
8420e21ffffffff,1.0,0.0,0.0,0.0
8420e23ffffffff,9.0,0.0,0.0,0.0
8420e2bffffffff,23.0,0.0,21.0,0.0
8420e31ffffffff,1.0,0.0,1.0,0.0
8420e39ffffffff,2.0,0.0,0.0,0.0
8420e3dffffffff,20.0,0.0,9.0,0.0
8420e45ffffffff,4.0,0.0,0.0,0.0
8420e61ffffffff,3.0,0.0,0.0,0.0
8420e63ffffffff,2.0,0.0,2.0,0.0
8420e65ffffffff,40.0,0.0,16.0,0.0
8420e69ffffffff,5.0,0.0,0.0,0.0
8420e6bffffffff,2.0,0.0,0.0,0.0
8420e83ffffffff,2.0,0.0,0.0,0.0
8420e85ffffffff,2.0,0.0,0.0,0.0
8420ea9ffffffff,2.0,0.0,0.0,0.0
8420f19ffffffff,1.0,0.0,0.0,0.0
8420f41ffffffff,2.0,0.0,0.0,0.0
8420f4dffffffff,2.0,0.0,0.0,0.0
8420f59ffffffff,5.0,0.0,0.0,0.0
8420f5dffffffff,1.0,0.0,0.0,0.0
8421235ffffffff,11.0,0.0,0.0,0.0
842123dffffffff,16.0,0.0,0.0,0.0
8421267ffffffff,3.0,0.0,0.0,0.0
84212b9ffffffff,2.0,0.0,0.0,0.0
84212cbffffffff,2.0,0.0,0.0,0.0
84212d9ffffffff,2.0,0.0,0.0,0.0
8421505ffffffff,7.0,0.0,0.0,0.0
8421507ffffffff,5.0,0.0,3.0,0.0
842151dffffffff,2.0,0.0,0.0,0.0
8421529ffffffff,35.0,0.0,19.0,0.0
842152bffffffff,2.0,0.0,1.0,0.0
8421539ffffffff,21.0,0.0,10.0,0.0
8421567ffffffff,1.0,0.0,1.0,0.0
8421711ffffffff,1.0,0.0,0.0,0.0
84218b3ffffffff,1.0,0.0,0.0,0.0
8421981ffffffff,6.0,0.0,0.0,0.0
8421983ffffffff,13.0,0.0,0.0,0.0
842199dffffffff,2.0,0.0,0.0,0.0
84219e5ffffffff,2.0,0.0,0.0,0.0
84240adffffffff,1.0,0.0,0.0,0.0
8424233ffffffff,2.0,0.0,0.0,0.0
8424247ffffffff,2.0,0.0,0.0,0.0
8424251ffffffff,7.0,0.0,0.0,0.0
8424265ffffffff,10.0,0.0,0.0,0.0
8424267ffffffff,5.0,0.0,0.0,0.0
8424299ffffffff,2.0,0.0,0.0,0.0
84242b3ffffffff,2.0,0.0,0.0,0.0
84242e1ffffffff,2.0,0.0,0.0,0.0
8424463ffffffff,2.0,0.0,0.0,0.0
8424467ffffffff,2.0,0.0,0.0,0.0
842451dffffffff,2.0,0.0,0.0,0.0
8424529ffffffff,4.0,0.0,0.0,0.0
842452dffffffff,2.0,0.0,0.0,0.0
8424567ffffffff,13.0,0.0,0.0,0.0
842460dffffffff,16.0,0.0,0.0,0.0
8424613ffffffff,2.0,0.0,0.0,0.0
842462bffffffff,1.0,0.0,0.0,0.0
8424647ffffffff,5.0,0.0,0.0,0.0
8424661ffffffff,5.0,0.0,0.0,0.0
8424667ffffffff,2.0,0.0,0.0,0.0
84246ddffffffff,2.0,0.0,0.0,0.0
8424761ffffffff,2.0,0.0,0.0,0.0
8424883ffffffff,6.0,0.0,0.0,6.0
842488bffffffff,4.0,0.0,0.0,4.0
84248b9ffffffff,4.0,0.0,0.0,4.0
84248bbffffffff,2.0,0.0,0.0,0.0
84248e7ffffffff,29.0,0.0,0.0,19.0
8424941ffffffff,2.0,0.0,0.0,2.0
84249d9ffffffff,2.0,0.0,0.0,2.0
8424aa7ffffffff,2.0,0.0,0.0,2.0
8424d23ffffffff,2.0,0.0,0.0,0.0
8424e5bffffffff,4.0,0.0,0.0,0.0
8425009ffffffff,1.0,0.0,0.0,0.0
8425105ffffffff,4.0,0.0,0.0,0.0
8425123ffffffff,3.0,0.0,0.0,0.0
842512bffffffff,9.0,0.0,0.0,0.0
8425131ffffffff,2.0,0.0,0.0,0.0
8425135ffffffff,11.0,0.0,0.0,0.0
8425137ffffffff,2.0,0.0,0.0,0.0
8425139ffffffff,2.0,0.0,0.0,0.0
842513bffffffff,2.0,0.0,0.0,0.0
8425145ffffffff,6.0,0.0,0.0,0.0
84251bdffffffff,1.0,0.0,0.0,0.0
8425505ffffffff,4.0,0.0,0.0,0.0
8425523ffffffff,1.0,0.0,0.0,0.0
84255a3ffffffff,6.0,0.0,0.0,0.0
84255a5ffffffff,2.0,0.0,0.0,0.0
84255b5ffffffff,5.0,0.0,0.0,0.0
84255b7ffffffff,2.0,0.0,0.0,0.0
84255bdffffffff,8.0,0.0,0.0,0.0
8425a1dffffffff,1.0,0.0,0.0,0.0
8425a33ffffffff,2.0,0.0,0.0,0.0
8425a49ffffffff,3.0,0.0,0.0,0.0
8425a4dffffffff,1.0,0.0,0.0,0.0
8425ac9ffffffff,33.0,0.0,0.0,0.0
8425b07ffffffff,21.0,0.0,0.0,0.0
8425b0dffffffff,1.0,0.0,0.0,0.0
8425b47ffffffff,2.0,0.0,0.0,0.0
8425b6bffffffff,1.0,0.0,0.0,0.0
842c003ffffffff,6.0,0.0,0.0,0.0
842c00bffffffff,4.0,0.0,0.0,0.0
842c015ffffffff,12.0,0.0,0.0,0.0
842c043ffffffff,442.0,0.0,0.0,0.0
842c057ffffffff,2.0,0.0,0.0,0.0
842c059ffffffff,6.0,0.0,0.0,0.0
842c05bffffffff,2.0,0.0,0.0,0.0
842c065ffffffff,1.0,0.0,0.0,0.0
842c09dffffffff,2.0,0.0,0.0,0.0
842c0a9ffffffff,2.0,0.0,0.0,0.0
842c0c1ffffffff,7.0,2.0,0.0,0.0
842c0c3ffffffff,1.0,0.0,0.0,0.0
842c0c9ffffffff,9.0,2.0,0.0,0.0
842c0cbffffffff,7.0,0.0,0.0,0.0
842c103ffffffff,5.0,0.0,0.0,0.0
842c10bffffffff,6.0,0.0,0.0,0.0
842c11dffffffff,3.0,0.0,0.0,0.0
842c139ffffffff,1.0,0.0,0.0,0.0
842c13bffffffff,7.0,0.0,0.0,0.0
842c157ffffffff,9.0,0.0,0.0,0.0
842c18dffffffff,8.0,0.0,0.0,0.0
842c191ffffffff,11.0,0.0,0.0,0.0
842c193ffffffff,6.0,0.0,0.0,0.0
842c197ffffffff,7.0,0.0,0.0,0.0
842c19dffffffff,3.0,0.0,0.0,0.0
842c1b3ffffffff,3.0,0.0,0.0,0.0
842c1bbffffffff,2.0,0.0,0.0,0.0
842c1d9ffffffff,2.0,0.0,0.0,0.0
842c1ddffffffff,6.0,0.0,0.0,0.0
842c1edffffffff,9.0,0.0,0.0,0.0
842c203ffffffff,121.0,20.0,10.0,0.0
842c219ffffffff,17.0,0.0,0.0,0.0
842c21dffffffff,11.0,0.0,0.0,0.0
842c22dffffffff,2.0,0.0,0.0,0.0
842c237ffffffff,10.0,0.0,0.0,0.0
842c283ffffffff,29.0,6.0,0.0,0.0
842c285ffffffff,2.0,0.0,0.0,0.0
842c2a1ffffffff,34.0,2.0,3.0,0.0
842c2a3ffffffff,31.0,0.0,0.0,0.0
842c2a5ffffffff,1.0,0.0,0.0,0.0
842c2abffffffff,16.0,2.0,2.0,0.0
842c2b1ffffffff,2.0,0.0,0.0,0.0
842c2bdffffffff,2.0,0.0,0.0,0.0
842c2c1ffffffff,2.0,0.0,0.0,0.0
842c2c9ffffffff,16.0,0.0,4.0,0.0
842c2cbffffffff,9.0,4.0,0.0,0.0
842c2e5ffffffff,30.0,2.0,0.0,0.0
842c2e7ffffffff,4.0,0.0,0.0,0.0
842c2e9ffffffff,2.0,0.0,0.0,0.0
842c2edffffffff,2.0,0.0,0.0,0.0
842c313ffffffff,7.0,0.0,0.0,0.0
842c317ffffffff,2.0,0.0,0.0,0.0
842c333ffffffff,12.0,0.0,0.0,0.0
842c33bffffffff,13.0,0.0,0.0,0.0
842c365ffffffff,1.0,0.0,0.0,0.0
842c42dffffffff,2.0,0.0,0.0,0.0
842c4cdffffffff,3.0,0.0,0.0,0.0
842c56dffffffff,37.0,0.0,0.0,0.0
842c629ffffffff,1.0,0.0,0.0,0.0
842c663ffffffff,1.0,0.0,0.0,0.0
842c729ffffffff,1.0,0.0,0.0,0.0
842c763ffffffff,8.0,0.0,0.0,0.0
842c767ffffffff,4.0,0.0,0.0,0.0
842c823ffffffff,2.0,0.0,0.0,0.0
842c831ffffffff,2.0,0.0,0.0,0.0
842c833ffffffff,12.0,0.0,0.0,0.0
842c835ffffffff,3.0,0.0,0.0,0.0
842c853ffffffff,2.0,0.0,0.0,0.0
842c887ffffffff,2.0,0.0,0.0,0.0
842c89bffffffff,2.0,0.0,0.0,0.0
842c8d7ffffffff,8.0,0.0,0.0,0.0
842c903ffffffff,105.0,14.0,4.0,0.0
842c915ffffffff,4.0,1.0,0.0,0.0
842c917ffffffff,5.0,0.0,0.0,0.0
842c931ffffffff,19.0,2.0,0.0,0.0
842c933ffffffff,7.0,4.0,0.0,0.0
842c935ffffffff,8.0,0.0,0.0,0.0
842c937ffffffff,18.0,0.0,0.0,0.0
842c93bffffffff,434.0,113.0,7.0,0.0
842c9bbffffffff,1.0,0.0,0.0,0.0
842c9c5ffffffff,2.0,0.0,0.0,0.0
842c9c7ffffffff,4.0,0.0,0.0,0.0
842c9c9ffffffff,6.0,0.0,0.0,0.0
842c9d7ffffffff,2.0,0.0,0.0,0.0
842ca4dffffffff,4.0,0.0,0.0,0.0
842ca85ffffffff,2.0,0.0,0.0,0.0
842cab1ffffffff,3.0,0.0,0.0,0.0
842cac3ffffffff,12.0,0.0,0.0,0.0
842cadbffffffff,4.0,0.0,0.0,0.0
842cc05ffffffff,5.0,0.0,0.0,0.0
842cc07ffffffff,14.0,0.0,0.0,0.0
842cc15ffffffff,2.0,0.0,0.0,0.0
842cc21ffffffff,2.0,0.0,0.0,0.0
842cc2bffffffff,4.0,0.0,0.0,0.0
842cc2dffffffff,4.0,0.0,0.0,0.0
842cc33ffffffff,12.0,0.0,0.0,0.0
842cc35ffffffff,2.0,0.0,0.0,0.0
842cc3dffffffff,9.0,0.0,0.0,0.0
842ccb1ffffffff,17.0,0.0,0.0,0.0
842ccb7ffffffff,9.0,0.0,0.0,0.0
842cce3ffffffff,1.0,0.0,0.0,0.0
842cd59ffffffff,7.0,0.0,0.0,0.0
842cd5bffffffff,35.0,0.0,0.0,0.0
842cd5dffffffff,1.0,0.0,0.0,0.0
842cda1ffffffff,2.0,0.0,0.0,0.0
842cdc3ffffffff,2.0,0.0,0.0,0.0
842cdd5ffffffff,2.0,0.0,0.0,0.0
842ce45ffffffff,4.0,0.0,0.0,0.0
842ce4bffffffff,9.0,0.0,0.0,0.0
842cf03ffffffff,3.0,0.0,0.0,0.0
842cf07ffffffff,20.0,0.0,0.0,0.0
842cf15ffffffff,4.0,0.0,0.0,0.0
842cf1dffffffff,1.0,0.0,0.0,0.0
842cf27ffffffff,2.0,0.0,0.0,0.0
842cf31ffffffff,14.0,0.0,0.0,0.0
842cf33ffffffff,6.0,0.0,0.0,0.0
842cf35ffffffff,13.0,0.0,0.0,0.0
842cf37ffffffff,4.0,0.0,0.0,0.0
842cf3dffffffff,2.0,0.0,0.0,0.0
842cf55ffffffff,2.0,0.0,0.0,0.0
842cf57ffffffff,2.0,0.0,0.0,0.0
842cf5bffffffff,4.0,0.0,0.0,0.0
842cf63ffffffff,2.0,0.0,0.0,0.0
842d03bffffffff,1.0,0.0,0.0,0.0
842d03dffffffff,2.0,0.0,0.0,0.0
842d06bffffffff,2.0,0.0,0.0,0.0
842d125ffffffff,9.0,0.0,0.0,0.0
842d12bffffffff,3.0,0.0,0.0,0.0
842d227ffffffff,4.0,0.0,0.0,0.0
842d311ffffffff,2.0,0.0,0.0,0.0
842d51bffffffff,2.0,0.0,0.0,0.0
842d535ffffffff,1.0,0.0,0.0,0.0
842d5c3ffffffff,2.0,0.0,0.0,0.0
842d663ffffffff,4.0,0.0,0.0,0.0
842d753ffffffff,6.0,0.0,0.0,0.0
842d75bffffffff,2.0,0.0,0.0,0.0
842d959ffffffff,1.0,0.0,0.0,0.0
842da17ffffffff,38.0,0.0,0.0,0.0
842da19ffffffff,2.0,0.0,0.0,0.0
842da1bffffffff,1.0,0.0,0.0,0.0
842da5dffffffff,7.0,0.0,0.0,0.0
842da6bffffffff,2.0,2.0,0.0,0.0
842da81ffffffff,15.0,0.0,0.0,0.0
842da83ffffffff,3.0,0.0,0.0,0.0
842da89ffffffff,1.0,0.0,0.0,0.0
842da8dffffffff,5.0,0.0,0.0,0.0
842dab9ffffffff,2.0,0.0,0.0,0.0
842dac7ffffffff,3.0,0.0,0.0,0.0
842dae9ffffffff,8.0,0.0,0.0,0.0
842db01ffffffff,92.0,11.0,2.0,0.0
842db03ffffffff,248.0,77.0,11.0,0.0
842db05ffffffff,85.0,32.0,1.0,0.0
842db0bffffffff,56.0,10.0,5.0,0.0
842db0dffffffff,45.0,4.0,11.0,0.0
842db11ffffffff,20.0,0.0,0.0,0.0
842db15ffffffff,3.0,0.0,0.0,0.0
842db1dffffffff,109.0,36.0,0.0,0.0
842db21ffffffff,1.0,0.0,0.0,0.0
842db25ffffffff,7.0,0.0,0.0,0.0
842db29ffffffff,6.0,2.0,0.0,0.0
842db2bffffffff,2.0,0.0,0.0,0.0
842db2dffffffff,7.0,0.0,0.0,0.0
842db37ffffffff,4.0,0.0,0.0,0.0
842db63ffffffff,9.0,0.0,0.0,0.0
842db65ffffffff,2.0,0.0,0.0,0.0
842db67ffffffff,22.0,0.0,3.0,0.0
84316c1ffffffff,1.0,0.0,0.0,0.0
843c00dffffffff,4.0,0.0,0.0,1.0
843c013ffffffff,2.0,0.0,0.0,0.0
843c021ffffffff,5.0,0.0,0.0,0.0
843c023ffffffff,2.0,0.0,0.0,0.0
843c029ffffffff,557.0,0.0,38.0,0.0
843c02bffffffff,4.0,0.0,0.0,0.0
843c02dffffffff,216.0,0.0,7.0,0.0
843c063ffffffff,26.0,0.0,2.0,0.0
843c065ffffffff,6.0,0.0,0.0,0.0
843c067ffffffff,33.0,0.0,0.0,0.0
843c06bffffffff,1.0,0.0,0.0,1.0
843c06dffffffff,1.0,0.0,0.0,0.0
843c087ffffffff,3.0,0.0,0.0,0.0
843c099ffffffff,2.0,0.0,0.0,2.0
843c0a1ffffffff,1.0,0.0,0.0,0.0
843c0a3ffffffff,54.0,0.0,0.0,0.0
843c0a5ffffffff,54.0,0.0,7.0,0.0
843c0a9ffffffff,1.0,0.0,0.0,0.0
843c0adffffffff,14.0,0.0,0.0,0.0
843c0b5ffffffff,115.0,0.0,0.0,0.0
843c0b7ffffffff,7.0,0.0,0.0,0.0
843c0bdffffffff,9.0,0.0,0.0,0.0
843c0d5ffffffff,2.0,0.0,0.0,2.0
843c11bffffffff,1.0,0.0,0.0,0.0
843c133ffffffff,1.0,0.0,0.0,0.0
843c135ffffffff,14.0,0.0,0.0,0.0
843c149ffffffff,1.0,0.0,0.0,0.0
843c155ffffffff,6.0,0.0,0.0,0.0
843c159ffffffff,199.0,0.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0,0.0
843c165ffffffff,1.0,0.0,0.0,0.0
843c189ffffffff,16.0,0.0,1.0,0.0
843c18bffffffff,2.0,0.0,0.0,0.0
843c191ffffffff,74.0,0.0,10.0,0.0
843c193ffffffff,3.0,0.0,0.0,0.0
843c195ffffffff,1.0,0.0,0.0,0.0
843c197ffffffff,1.0,0.0,0.0,0.0
843c199ffffffff,362.0,0.0,35.0,0.0
843c19bffffffff,6.0,0.0,0.0,0.0
843c19dffffffff,1.0,0.0,0.0,0.0
843c1a1ffffffff,1.0,0.0,0.0,0.0
843c1a3ffffffff,2.0,0.0,0.0,0.0
843c1abffffffff,2.0,0.0,0.0,0.0
843c1b5ffffffff,95.0,0.0,2.0,0.0
843c1bdffffffff,4.0,0.0,1.0,0.0
843c1c3ffffffff,179.0,0.0,8.0,0.0
843c1c5ffffffff,1.0,0.0,0.0,0.0
843c1c7ffffffff,11.0,0.0,0.0,0.0
843c1c9ffffffff,17.0,0.0,0.0,0.0
843c1cdffffffff,1.0,0.0,0.0,0.0
843c1d1ffffffff,20.0,0.0,2.0,0.0
843c1d3ffffffff,23.0,0.0,0.0,0.0
843c1d7ffffffff,19.0,0.0,0.0,0.0
843c1dbffffffff,8.0,0.0,0.0,0.0
843c1ddffffffff,2.0,0.0,0.0,0.0
843c1e9ffffffff,18.0,0.0,16.0,0.0
843c303ffffffff,5.0,0.0,0.0,0.0
843c307ffffffff,12.0,0.0,0.0,0.0
843c30bffffffff,1.0,0.0,0.0,0.0
843c311ffffffff,11.0,0.0,0.0,0.0
843c315ffffffff,17.0,0.0,2.0,0.0
843c317ffffffff,5.0,0.0,0.0,0.0
843c319ffffffff,2.0,0.0,0.0,0.0
843c31bffffffff,2.0,0.0,0.0,0.0
843c31dffffffff,6.0,0.0,0.0,0.0
843c329ffffffff,6.0,0.0,3.0,0.0
843c32bffffffff,5.0,0.0,0.0,0.0
843c333ffffffff,31.0,0.0,2.0,0.0
843c335ffffffff,30.0,0.0,3.0,0.0
843c337ffffffff,10.0,0.0,2.0,0.0
843c33bffffffff,90.0,0.0,8.0,0.0
843c33dffffffff,14.0,0.0,2.0,0.0
843c341ffffffff,6.0,0.0,0.0,0.0
843c345ffffffff,6.0,0.0,2.0,0.0
843c357ffffffff,1.0,0.0,0.0,0.0
843c361ffffffff,5.0,0.0,0.0,0.0
843c365ffffffff,2.0,0.0,0.0,0.0
843c369ffffffff,58.0,0.0,0.0,0.0
843c36bffffffff,13.0,0.0,0.0,0.0
843c431ffffffff,2.0,0.0,0.0,2.0
843c521ffffffff,67.0,0.0,0.0,0.0
843c523ffffffff,2.0,0.0,0.0,0.0
843c525ffffffff,44.0,0.0,0.0,0.0
843c527ffffffff,64.0,0.0,0.0,0.0
843c535ffffffff,1.0,0.0,0.0,0.0
843c537ffffffff,19.0,0.0,0.0,0.0
843c567ffffffff,1.0,0.0,0.0,1.0
843c569ffffffff,2.0,0.0,0.0,2.0
843c56dffffffff,2.0,0.0,0.0,2.0
843c581ffffffff,91.0,0.0,0.0,0.0
843c583ffffffff,14.0,0.0,0.0,0.0
843c585ffffffff,182.0,0.0,0.0,0.0
843c587ffffffff,37.0,0.0,0.0,0.0
843c58dffffffff,33.0,0.0,0.0,0.0
843c595ffffffff,60.0,0.0,0.0,0.0
843c5a1ffffffff,35.0,0.0,0.0,0.0
843c5a9ffffffff,904.0,0.0,0.0,0.0
843c5abffffffff,27.0,0.0,0.0,0.0
843c5adffffffff,18.0,0.0,0.0,0.0
843c5b7ffffffff,25.0,0.0,0.0,0.0
843c5b9ffffffff,2.0,0.0,0.0,0.0
843c5bdffffffff,153.0,0.0,0.0,0.0
843c5c1ffffffff,22.0,0.0,0.0,0.0
843c5c5ffffffff,3.0,0.0,0.0,0.0
843c5cbffffffff,2.0,0.0,0.0,1.0
843c5e3ffffffff,51.0,0.0,0.0,0.0
843c5e5ffffffff,6.0,0.0,0.0,0.0
843c5e7ffffffff,10.0,0.0,0.0,0.0
843c5ebffffffff,5.0,0.0,0.0,0.0
843c683ffffffff,3.0,0.0,0.0,0.0
843c693ffffffff,1.0,0.0,0.0,0.0
843c727ffffffff,5.0,0.0,0.0,2.0
843c801ffffffff,3.0,0.0,0.0,0.0
843c805ffffffff,10.0,0.0,0.0,0.0
843c80dffffffff,3.0,0.0,0.0,0.0
843c8c1ffffffff,3.0,0.0,0.0,0.0
843c8d3ffffffff,6.0,0.0,6.0,0.0
843c8d9ffffffff,2.0,0.0,0.0,0.0
843c8dbffffffff,33.0,0.0,0.0,0.0
843c90dffffffff,1.0,0.0,0.0,0.0
843c925ffffffff,3.0,0.0,0.0,0.0
843c929ffffffff,5.0,0.0,0.0,0.0
843c943ffffffff,10.0,0.0,0.0,0.0
843c94bffffffff,2.0,0.0,0.0,0.0
843c967ffffffff,4.0,0.0,0.0,0.0
843c9d9ffffffff,5.0,0.0,0.0,0.0
843ca25ffffffff,5.0,0.0,0.0,0.0
843ca2dffffffff,4.0,0.0,0.0,0.0
843ca45ffffffff,8.0,0.0,0.0,0.0
843ca47ffffffff,3.0,0.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0,0.0
843ca4bffffffff,1.0,0.0,0.0,0.0
843ca51ffffffff,2.0,0.0,0.0,0.0
843ca5dffffffff,8.0,0.0,0.0,0.0
843ca61ffffffff,2.0,0.0,0.0,0.0
843ca65ffffffff,2.0,0.0,0.0,0.0
843ca69ffffffff,4.0,0.0,0.0,0.0
843ca6dffffffff,2.0,0.0,0.0,0.0
843ca8dffffffff,6.0,0.0,0.0,0.0
843ca93ffffffff,8.0,0.0,1.0,0.0
843ca97ffffffff,26.0,0.0,1.0,0.0
843ca9dffffffff,2.0,0.0,0.0,0.0
843cab9ffffffff,8.0,0.0,0.0,0.0
843cabbffffffff,2.0,0.0,0.0,0.0
843cad5ffffffff,3.0,0.0,0.0,0.0
843cae3ffffffff,7.0,0.0,0.0,0.0
843cb01ffffffff,1.0,0.0,0.0,0.0
843cb03ffffffff,17.0,0.0,0.0,0.0
843cb0bffffffff,8.0,0.0,0.0,0.0
843cb11ffffffff,39.0,0.0,0.0,0.0
843cb15ffffffff,56.0,0.0,0.0,0.0
843cb19ffffffff,10.0,0.0,0.0,0.0
843cb1dffffffff,87.0,0.0,0.0,0.0
843cb39ffffffff,2.0,0.0,0.0,0.0
843cb3bffffffff,2.0,0.0,0.0,0.0
843cb41ffffffff,6.0,0.0,0.0,0.0
843cb45ffffffff,3.0,0.0,0.0,0.0
843cb47ffffffff,14.0,0.0,0.0,0.0
843cb4dffffffff,2.0,0.0,0.0,0.0
843cb51ffffffff,11.0,0.0,0.0,0.0
843cb59ffffffff,14.0,0.0,0.0,0.0
843cb5bffffffff,2.0,0.0,0.0,0.0
843cb5dffffffff,333.0,0.0,0.0,0.0
843cb61ffffffff,4.0,0.0,0.0,0.0
843cb65ffffffff,20.0,0.0,0.0,0.0
843cb69ffffffff,9.0,0.0,0.0,0.0
843cb6bffffffff,15.0,0.0,0.0,0.0
843cb6dffffffff,19.0,0.0,0.0,0.0
843cc03ffffffff,4.0,0.0,0.0,0.0
843cc05ffffffff,3.0,0.0,0.0,0.0
843cc0bffffffff,2.0,0.0,0.0,0.0
843cc0dffffffff,10.0,0.0,0.0,0.0
843cc21ffffffff,10.0,0.0,0.0,0.0
843cc43ffffffff,21.0,0.0,0.0,0.0
843cc45ffffffff,10.0,0.0,0.0,0.0
