cell_id,Butorides striata,Butorides striata striata,Butorides striata sundevalli,Butorides striata [atricapilla Group]
8442c8bffffffff,5.0,0.0,0.0,0.0
8442cabffffffff,3.0,0.0,0.0,0.0
8442cc7ffffffff,3.0,0.0,0.0,0.0
8442ce3ffffffff,2.0,0.0,0.0,0.0
8442cebffffffff,4.0,0.0,0.0,0.0
8442d97ffffffff,3.0,0.0,0.0,0.0
8442db3ffffffff,2.0,0.0,0.0,0.0
8442e23ffffffff,1.0,0.0,0.0,0.0
8443145ffffffff,2.0,0.0,0.0,0.0
8443a03ffffffff,6.0,0.0,0.0,0.0
8443a13ffffffff,1.0,0.0,0.0,0.0
8443a33ffffffff,1.0,0.0,0.0,0.0
8443a69ffffffff,2.0,0.0,0.0,0.0
8443a89ffffffff,1.0,0.0,0.0,0.0
8443a8dffffffff,1.0,0.0,0.0,0.0
8443a93ffffffff,1.0,0.0,0.0,0.0
8443acdffffffff,1.0,0.0,0.0,0.0
8443ae5ffffffff,2.0,0.0,0.0,0.0
844b751ffffffff,10.0,0.0,0.0,10.0
844ba05ffffffff,1.0,0.0,0.0,0.0
844ba0bffffffff,2.0,0.0,0.0,0.0
844ba15ffffffff,2.0,0.0,0.0,0.0
844ba2bffffffff,10.0,0.0,0.0,0.0
844bb19ffffffff,8.0,0.0,0.0,0.0
844cc0bffffffff,12.0,0.0,0.0,0.0
844cc53ffffffff,11.0,0.0,0.0,0.0
84541b9ffffffff,2.0,0.0,0.0,2.0
8454ea5ffffffff,1.0,0.0,0.0,1.0
8454f4dffffffff,1.0,0.0,0.0,1.0
845e667ffffffff,2.0,0.0,0.0,0.0
845e705ffffffff,4.0,0.0,0.0,0.0
845e72bffffffff,20.0,0.0,0.0,0.0
845f083ffffffff,3.0,3.0,0.0,0.0
845f129ffffffff,2.0,2.0,0.0,0.0
845f13bffffffff,2.0,2.0,0.0,0.0
845f1c3ffffffff,1.0,1.0,0.0,0.0
845f581ffffffff,1.0,1.0,0.0,0.0
845f583ffffffff,10.0,10.0,0.0,0.0
845f587ffffffff,2.0,2.0,0.0,0.0
8460027ffffffff,2.0,0.0,0.0,0.0
846004dffffffff,3.0,0.0,0.0,0.0
8460061ffffffff,10.0,0.0,0.0,0.0
8460067ffffffff,1.0,0.0,0.0,0.0
846011dffffffff,2.0,0.0,0.0,0.0
8460145ffffffff,1.0,0.0,0.0,0.0
8460155ffffffff,2.0,0.0,0.0,0.0
84601e9ffffffff,1.0,0.0,0.0,0.0
8460227ffffffff,13.0,0.0,0.0,0.0
8460261ffffffff,11.0,0.0,0.0,0.0
8460263ffffffff,1.0,0.0,0.0,0.0
8460311ffffffff,12.0,0.0,0.0,0.0
8460313ffffffff,5.0,0.0,0.0,0.0
8460317ffffffff,2.0,0.0,0.0,0.0
846031bffffffff,1.0,0.0,0.0,0.0
846031dffffffff,9.0,0.0,0.0,0.0
8460331ffffffff,9.0,0.0,0.0,0.0
846033bffffffff,2.0,0.0,0.0,0.0
8460351ffffffff,5.0,0.0,0.0,0.0
8460353ffffffff,1.0,0.0,0.0,0.0
8460355ffffffff,1.0,0.0,0.0,0.0
8460367ffffffff,2.0,0.0,0.0,0.0
8460881ffffffff,4.0,0.0,0.0,0.0
8460885ffffffff,1.0,0.0,0.0,0.0
84608a1ffffffff,1.0,0.0,0.0,0.0
84608b1ffffffff,4.0,0.0,0.0,0.0
84608bdffffffff,5.0,0.0,0.0,0.0
84608e3ffffffff,5.0,0.0,0.0,0.0
84608e5ffffffff,6.0,0.0,0.0,0.0
84609abffffffff,1.0,0.0,0.0,0.0
84609e3ffffffff,2.0,0.0,0.0,0.0
8460a91ffffffff,37.0,0.0,0.0,2.0
8460a95ffffffff,3.0,0.0,0.0,0.0
8460a9dffffffff,6.0,0.0,0.0,0.0
8460aa3ffffffff,2.0,0.0,0.0,0.0
8460aadffffffff,2.0,0.0,0.0,0.0
8460ab1ffffffff,1.0,0.0,0.0,0.0
8460ac3ffffffff,1.0,0.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0,0.0
8460b53ffffffff,1.0,0.0,0.0,0.0
84611b3ffffffff,1.0,0.0,0.0,0.0
846142bffffffff,2.0,0.0,0.0,2.0
84618c1ffffffff,4.0,0.0,0.0,0.0
84618c5ffffffff,3.0,0.0,0.0,0.0
8461a91ffffffff,3.0,0.0,0.0,0.0
846435bffffffff,1.0,0.0,0.0,1.0
8464821ffffffff,4.0,0.0,0.0,0.0
8464a4dffffffff,3.0,0.0,0.0,0.0
8464a57ffffffff,4.0,0.0,0.0,0.0
8464a59ffffffff,2.0,0.0,0.0,2.0
8464b1bffffffff,4.0,0.0,0.0,0.0
8464e49ffffffff,4.0,0.0,0.0,4.0
8465005ffffffff,19.0,0.0,0.0,3.0
8465015ffffffff,50.0,0.0,0.0,2.0
8465017ffffffff,5.0,0.0,0.0,0.0
8465033ffffffff,40.0,0.0,0.0,4.0
8465037ffffffff,2.0,0.0,0.0,0.0
8465039ffffffff,10.0,0.0,0.0,0.0
8465057ffffffff,3.0,0.0,0.0,0.0
8465059ffffffff,1.0,0.0,0.0,0.0
846505dffffffff,1.0,0.0,0.0,0.0
8465063ffffffff,2.0,0.0,0.0,0.0
84650e5ffffffff,7.0,0.0,0.0,0.0
84650edffffffff,2.0,0.0,0.0,0.0
8465189ffffffff,3.0,0.0,0.0,0.0
846518bffffffff,32.0,0.0,0.0,0.0
8465191ffffffff,2.0,0.0,0.0,0.0
8465199ffffffff,3.0,0.0,0.0,0.0
846519dffffffff,10.0,0.0,0.0,0.0
84651c3ffffffff,11.0,0.0,0.0,2.0
84651d1ffffffff,103.0,0.0,0.0,0.0
84651d9ffffffff,137.0,0.0,0.0,8.0
84651dbffffffff,82.0,0.0,0.0,0.0
84651ddffffffff,3.0,0.0,0.0,0.0
846520dffffffff,90.0,0.0,0.0,4.0
8465227ffffffff,4.0,0.0,0.0,0.0
8465231ffffffff,1.0,0.0,0.0,0.0
8465233ffffffff,11.0,0.0,0.0,0.0
8465237ffffffff,1.0,0.0,0.0,0.0
846523dffffffff,6.0,0.0,0.0,0.0
8465263ffffffff,19.0,0.0,0.0,0.0
846526bffffffff,16.0,0.0,0.0,2.0
8465819ffffffff,4.0,0.0,0.0,4.0
8465835ffffffff,17.0,0.0,0.0,15.0
846586bffffffff,2.0,0.0,0.0,2.0
84658b5ffffffff,2.0,0.0,0.0,2.0
84659c9ffffffff,3.0,0.0,0.0,3.0
8465b33ffffffff,2.0,0.0,0.0,2.0
8465b57ffffffff,3.0,0.0,0.0,0.0
84660b9ffffffff,4.0,0.0,0.0,0.0
84660c7ffffffff,1.0,0.0,0.0,0.0
8466107ffffffff,2.0,0.0,0.0,0.0
8466139ffffffff,5.0,0.0,0.0,0.0
8466231ffffffff,2.0,0.0,0.0,0.0
8466a03ffffffff,4.0,0.0,0.0,0.0
8466a0bffffffff,6.0,0.0,0.0,0.0
8466a15ffffffff,3.0,0.0,0.0,0.0
8466a1dffffffff,13.0,0.0,0.0,0.0
8466a39ffffffff,11.0,0.0,0.0,0.0
8466a51ffffffff,4.0,4.0,0.0,0.0
8466b57ffffffff,17.0,0.0,0.0,0.0
8466c27ffffffff,1.0,0.0,0.0,0.0
8466d31ffffffff,2.0,0.0,0.0,0.0
8466d33ffffffff,72.0,7.0,0.0,0.0
8466dc3ffffffff,1.0,0.0,0.0,0.0
8466dcbffffffff,1.0,0.0,0.0,0.0
8466de5ffffffff,2.0,0.0,0.0,0.0
8466e63ffffffff,1.0,1.0,0.0,0.0
8466f1dffffffff,3.0,2.0,0.0,0.0
8466f57ffffffff,15.0,5.0,0.0,0.0
8467413ffffffff,18.0,5.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
8467447ffffffff,17.0,0.0,0.0,0.0
8467461ffffffff,17.0,0.0,0.0,0.0
846746bffffffff,2.0,0.0,0.0,0.0
84674c5ffffffff,1.0,0.0,0.0,0.0
84674c9ffffffff,1.0,0.0,0.0,0.0
84674cdffffffff,6.0,0.0,0.0,0.0
84674edffffffff,1.0,0.0,0.0,0.0
84675c1ffffffff,2.0,0.0,0.0,0.0
84675cbffffffff,7.0,0.0,0.0,0.0
846769bffffffff,2.0,0.0,0.0,0.0
8467737ffffffff,1.0,0.0,0.0,0.0
84679a3ffffffff,4.0,0.0,0.0,0.0
84681d5ffffffff,1.0,0.0,0.0,0.0
846858dffffffff,2.0,0.0,0.0,0.0
8468c8bffffffff,3.0,0.0,0.0,3.0
846943bffffffff,2.0,0.0,0.0,0.0
8469451ffffffff,3.0,0.0,0.0,0.0
846c587ffffffff,2.0,0.0,0.0,0.0
846c593ffffffff,2.0,0.0,0.0,0.0
846c597ffffffff,1.0,0.0,1.0,0.0
846c5b3ffffffff,2.0,0.0,0.0,0.0
846c5bbffffffff,1.0,1.0,0.0,0.0
846c619ffffffff,1.0,0.0,0.0,0.0
846d683ffffffff,5.0,0.0,0.0,0.0
846d68bffffffff,5.0,0.0,0.0,0.0
846d697ffffffff,41.0,0.0,0.0,0.0
846d6d5ffffffff,26.0,0.0,0.0,0.0
84739a9ffffffff,3.0,0.0,0.0,3.0
847683bffffffff,2.0,0.0,0.0,0.0
847a409ffffffff,1.0,0.0,0.0,0.0
847a413ffffffff,7.0,0.0,0.0,4.0
847a683ffffffff,1.0,0.0,0.0,1.0
847a68bffffffff,1.0,0.0,0.0,1.0
847a6adffffffff,4.0,0.0,0.0,4.0
847b48dffffffff,2.0,0.0,0.0,0.0
847b4adffffffff,27.0,0.0,0.0,0.0
847b4c1ffffffff,6.0,0.0,0.0,3.0
847b4c7ffffffff,40.0,0.0,0.0,2.0
847b4c9ffffffff,5.0,0.0,0.0,0.0
847b4cbffffffff,7.0,0.0,0.0,0.0
847b4e1ffffffff,2.0,0.0,0.0,0.0
847b4e7ffffffff,12.0,0.0,0.0,0.0
8480105ffffffff,2.0,2.0,0.0,0.0
8480147ffffffff,1.0,1.0,0.0,0.0
8480237ffffffff,2.0,0.0,0.0,0.0
8481109ffffffff,1.0,1.0,0.0,0.0
8481143ffffffff,1.0,1.0,0.0,0.0
848115dffffffff,1.0,1.0,0.0,0.0
848124bffffffff,1.0,1.0,0.0,0.0
8481337ffffffff,1.0,1.0,0.0,0.0
8482c0dffffffff,2.0,0.0,0.0,0.0
8482f05ffffffff,3.0,0.0,0.0,3.0
84845a1ffffffff,15.0,0.0,0.0,0.0
84845c1ffffffff,16.0,0.0,0.0,0.0
84845e5ffffffff,3.0,0.0,0.0,0.0
848ae5bffffffff,1.0,0.0,0.0,0.0
848b093ffffffff,1.0,1.0,0.0,0.0
848b0d1ffffffff,8.0,8.0,0.0,0.0
848b205ffffffff,1.0,1.0,0.0,0.0
848b22dffffffff,7.0,7.0,0.0,0.0
848b23bffffffff,3.0,3.0,0.0,0.0
848b269ffffffff,2.0,2.0,0.0,0.0
848b2a7ffffffff,2.0,2.0,0.0,0.0
848b2c9ffffffff,2.0,2.0,0.0,0.0
848b315ffffffff,2.0,2.0,0.0,0.0
848b31bffffffff,1.0,1.0,0.0,0.0
848b345ffffffff,2.0,2.0,0.0,0.0
848b529ffffffff,2.0,2.0,0.0,0.0
848b563ffffffff,6.0,6.0,0.0,0.0
848b637ffffffff,7.0,7.0,0.0,0.0
848b6e5ffffffff,2.0,2.0,0.0,0.0
848b849ffffffff,4.0,4.0,0.0,0.0
848c965ffffffff,2.0,0.0,0.0,0.0
848e45dffffffff,1.0,0.0,0.0,0.0
848e621ffffffff,1.0,1.0,0.0,0.0
848e62dffffffff,3.0,0.0,0.0,0.0
848f0d9ffffffff,1.0,0.0,0.0,0.0
848f2ebffffffff,2.0,0.0,0.0,0.0
848f461ffffffff,6.0,6.0,0.0,0.0
848f463ffffffff,3.0,3.0,0.0,0.0
848f559ffffffff,6.0,6.0,0.0,0.0
848f737ffffffff,1.0,1.0,0.0,0.0
8494187ffffffff,2.0,0.0,0.0,2.0
849450bffffffff,2.0,0.0,0.0,2.0
8494803ffffffff,2.0,0.0,0.0,2.0
8494aa7ffffffff,2.0,0.0,0.0,2.0
8495009ffffffff,4.0,0.0,0.0,4.0
849caadffffffff,2.0,0.0,0.0,0.0
849cd31ffffffff,3.0,0.0,0.0,0.0
849d21dffffffff,1.0,0.0,0.0,0.0
849ed8dffffffff,2.0,0.0,0.0,0.0
849ede9ffffffff,2.0,0.0,0.0,0.0
849edebffffffff,2.0,0.0,0.0,0.0
84a2421ffffffff,2.0,0.0,0.0,2.0
84a2423ffffffff,2.0,0.0,0.0,2.0
84a242bffffffff,2.0,0.0,0.0,0.0
84a319dffffffff,1.0,0.0,0.0,0.0
84a31d5ffffffff,4.0,0.0,0.0,0.0
84a38cbffffffff,2.0,0.0,0.0,0.0
84a8113ffffffff,5.0,0.0,0.0,0.0
84a82dbffffffff,1.0,0.0,0.0,0.0
84a845bffffffff,1.0,0.0,0.0,0.0
84a8599ffffffff,3.0,3.0,0.0,0.0
84a86c3ffffffff,3.0,0.0,0.0,0.0
84a88cdffffffff,2.0,2.0,0.0,0.0
84a88ebffffffff,1.0,1.0,0.0,0.0
84a8a23ffffffff,1.0,1.0,0.0,0.0
84a8c27ffffffff,2.0,2.0,0.0,0.0
84a8d19ffffffff,1.0,1.0,0.0,0.0
84a9417ffffffff,2.0,0.0,0.0,0.0
84a9425ffffffff,2.0,0.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0,0.0
84a94e5ffffffff,23.0,0.0,0.0,0.0
84a94e7ffffffff,2.0,0.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0,0.0
84a9533ffffffff,4.0,0.0,0.0,0.0
84a953bffffffff,4.0,2.0,0.0,0.0
84a9551ffffffff,2.0,0.0,0.0,0.0
84a95c5ffffffff,1.0,0.0,0.0,0.0
84a95dbffffffff,2.0,0.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0,0.0
84a9611ffffffff,6.0,0.0,0.0,0.0
84a9613ffffffff,33.0,0.0,0.0,0.0
84a9617ffffffff,26.0,0.0,0.0,0.0
84a9619ffffffff,10.0,0.0,0.0,0.0
84a9623ffffffff,2.0,2.0,0.0,0.0
84a9627ffffffff,4.0,4.0,0.0,0.0
84a9649ffffffff,1.0,0.0,0.0,0.0
84a9653ffffffff,12.0,0.0,0.0,0.0
84a965bffffffff,2.0,0.0,0.0,0.0
84a96c9ffffffff,2.0,0.0,0.0,0.0
84ac125ffffffff,2.0,0.0,0.0,0.0
84ac8a9ffffffff,6.0,0.0,0.0,6.0
84acb35ffffffff,2.0,0.0,0.0,0.0
84ad321ffffffff,2.0,0.0,0.0,0.0
84b20b3ffffffff,3.0,0.0,0.0,0.0
84b2191ffffffff,2.0,0.0,0.0,0.0
84b248bffffffff,2.0,0.0,0.0,0.0
84b2491ffffffff,1.0,0.0,0.0,0.0
84b2493ffffffff,3.0,0.0,0.0,0.0
84b2495ffffffff,1.0,0.0,0.0,0.0
84b2499ffffffff,9.0,0.0,0.0,0.0
84b249dffffffff,2.0,0.0,0.0,0.0
84b24d1ffffffff,21.0,0.0,0.0,0.0
84b24d3ffffffff,153.0,0.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0,0.0
84b24dbffffffff,53.0,0.0,0.0,0.0
84b25e7ffffffff,2.0,0.0,0.0,0.0
84b2681ffffffff,2.0,0.0,0.0,0.0
84b2687ffffffff,6.0,0.0,0.0,0.0
84b268bffffffff,7.0,0.0,0.0,0.0
84b2691ffffffff,2.0,0.0,0.0,0.0
84b2693ffffffff,22.0,0.0,0.0,0.0
84b2697ffffffff,2.0,0.0,0.0,0.0
84b269bffffffff,5.0,0.0,0.0,0.0
84b269dffffffff,1.0,0.0,0.0,0.0
84b26b1ffffffff,3.0,0.0,0.0,0.0
84b26b3ffffffff,4.0,0.0,0.0,0.0
84b26b9ffffffff,6.0,0.0,0.0,0.0
84b26bdffffffff,15.0,0.0,0.0,0.0
84b26d1ffffffff,5.0,0.0,0.0,0.0
84b26d7ffffffff,31.0,0.0,0.0,0.0
84b26ddffffffff,15.0,0.0,0.0,0.0
84b2c8bffffffff,3.0,0.0,0.0,0.0
84b2e65ffffffff,8.0,0.0,0.0,0.0
84b2ec5ffffffff,3.0,3.0,0.0,0.0
84b3043ffffffff,1.0,0.0,0.0,0.0
84b340dffffffff,5.0,0.0,0.0,0.0
84b3421ffffffff,3.0,0.0,0.0,0.0
84b342bffffffff,1.0,0.0,0.0,0.0
84b3445ffffffff,8.0,0.0,0.0,0.0
84b34dbffffffff,8.0,0.0,0.0,0.0
84b3511ffffffff,1.0,0.0,0.0,0.0
84b3513ffffffff,2.0,0.0,0.0,0.0
84b35adffffffff,5.0,0.0,0.0,0.0
84b35b5ffffffff,2.0,0.0,0.0,0.0
84b35e1ffffffff,6.0,0.0,0.0,0.0
84b366dffffffff,1.0,1.0,0.0,0.0
84b3699ffffffff,2.0,0.0,0.0,0.0
84b36b3ffffffff,2.0,0.0,0.0,0.0
84b36dbffffffff,1.0,0.0,0.0,0.0
84bc455ffffffff,1.0,0.0,0.0,0.0
84bcd29ffffffff,3.0,0.0,0.0,1.0
84bcd63ffffffff,2.0,0.0,0.0,1.0
84bcd67ffffffff,1.0,0.0,0.0,1.0
84bcdc1ffffffff,3.0,0.0,0.0,3.0
84bcdebffffffff,2.0,0.0,0.0,0.0
84be085ffffffff,3.0,0.0,0.0,0.0
84be089ffffffff,6.0,0.0,0.0,0.0
84be0c3ffffffff,1.0,0.0,0.0,0.0
84be0e3ffffffff,3.0,0.0,0.0,0.0
84be0e7ffffffff,2.0,0.0,0.0,0.0
84be8d1ffffffff,2.0,0.0,0.0,2.0
84be8d7ffffffff,4.0,0.0,0.0,2.0
84be8d9ffffffff,2.0,0.0,0.0,0.0
84be8ddffffffff,2.0,0.0,0.0,0.0
84bef2dffffffff,5.0,0.0,0.0,0.0
84bef65ffffffff,2.0,0.0,0.0,0.0
84c2c29ffffffff,1.0,0.0,0.0,0.0
84c2c53ffffffff,3.0,1.0,0.0,0.0
84c2c5bffffffff,5.0,3.0,0.0,0.0
84c2c91ffffffff,23.0,0.0,0.0,0.0
84c2c93ffffffff,5.0,0.0,0.0,0.0
84c2c95ffffffff,2.0,0.0,0.0,0.0
84c2c97ffffffff,41.0,0.0,0.0,0.0
84c2c99ffffffff,57.0,0.0,0.0,0.0
84c2c9bffffffff,3.0,0.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0,0.0
84c2cd3ffffffff,91.0,0.0,0.0,0.0
84c2cd7ffffffff,2.0,0.0,0.0,0.0
84c2cd9ffffffff,1.0,0.0,0.0,0.0
84c2cdbffffffff,5.0,0.0,0.0,0.0
84c2d93ffffffff,3.0,0.0,0.0,0.0
84c2e31ffffffff,5.0,1.0,0.0,0.0
84c2e99ffffffff,2.0,0.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0,0.0
84c2ebbffffffff,9.0,0.0,0.0,0.0
84c2f11ffffffff,3.0,0.0,0.0,0.0
84c2f15ffffffff,1.0,0.0,0.0,0.0
84c2f3dffffffff,2.0,0.0,0.0,0.0
84c34b7ffffffff,2.0,0.0,0.0,0.0
84c34bdffffffff,4.0,0.0,0.0,0.0
84ce937ffffffff,21.0,3.0,0.0,0.0
