cell_id,Dicrurus leucophaeus,Dicrurus leucophaeus [longicaudatus Group],Dicrurus leucophaeus [leucophaeus Group],Dicrurus leucophaeus leucogenis,Dicrurus leucophaeus salangensis,Dicrurus leucophaeus innexus,Dicrurus leucophaeus [periophthalmicus Group],Dicrurus leucophaeus stigmatops,Dicrurus leucophaeus [longicaudatus Group/leucophaeus Group],Dicrurus leucophaeus innexus/leucogenis/salangensis
843c0a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a3ffffffff,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,681.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a7ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0adffffffff,261.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0b5ffffffff,294.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0b7ffffffff,188.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0bdffffffff,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0e7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c135ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c137ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c139ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c151ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c159ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c191ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c199ffffffff,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c19bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c19dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1b5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,259.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1dbffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c303ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c315ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c317ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c329ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c333ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c335ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c33bffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c341ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c345ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c367ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c369ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c423ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c437ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c43dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c521ffffffff,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c525ffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c527ffffffff,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c529ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c52dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c533ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c537ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c567ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c583ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c585ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c587ffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c589ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c58dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c595ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a9ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5abffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5adffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b7ffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5b9ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5bbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5c5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5c7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5cbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e3ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5ebffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c807ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c839ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c83bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c885ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c899ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8cbffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8edffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c909ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c90bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c921ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c927ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c929ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92dffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c931ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c941ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c943ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c945ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c947ffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c959ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c963ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c965ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c967ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9d9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca45ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca8bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca93ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca95ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca97ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cac3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cacbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843caddffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb09ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb0bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb13ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb1dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb39ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb4bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb4dffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb51ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb59ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb5dffffffff,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb61ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb65ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb69ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb6bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb6dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc01ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc03ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0bffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc11ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc15ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc1dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc27ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc29ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc31ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc39ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc41ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc43ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc45ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc47ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc55ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc5dffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc6bffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc83ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cca1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccb5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccb7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccc9ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ccd3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cce7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd13ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd8bffffffff,147.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd91ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd93ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd99ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd9dffffffff,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdb1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdbbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdbdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdc5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdcdffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdd5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cddbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce09ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce0bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce11ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce15ffffffff,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce19ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce1bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce1dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce29ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce2bffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce31ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce3bffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce41ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce43ffffffff,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce45ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce47ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce49ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce4bffffffff,167.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce4dffffffff,176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce51ffffffff,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce53ffffffff,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce55ffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce57ffffffff,167.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce59ffffffff,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce5bffffffff,168.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce5dffffffff,184.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce63ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce81ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce83ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce85ffffffff,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce87ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce8bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce8dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce95ffffffff,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843cea1ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
