cell_id,Copsychus malabaricus,Copsychus malabaricus [malabaricus Group],Copsychus malabaricus ngae,Copsychus malabaricus [melanurus Group]
833cecfffffffff,692.0,0.0,0.0,0.0
833cedfffffffff,43.0,0.0,0.0,0.0
833ceefffffffff,6.0,0.0,0.0,0.0
833cf1fffffffff,3.0,0.0,0.0,0.0
833cf3fffffffff,6.0,0.0,0.0,0.0
833d10fffffffff,192.0,0.0,0.0,0.0
833d13fffffffff,233.0,0.0,0.0,0.0
833d99fffffffff,59.0,0.0,0.0,0.0
833d9afffffffff,5.0,0.0,0.0,0.0
833d9bfffffffff,729.0,0.0,0.0,0.0
833da9fffffffff,78.0,0.0,0.0,0.0
833dacfffffffff,4.0,0.0,0.0,0.0
833dadfffffffff,241.0,0.0,0.0,0.0
834049fffffffff,27.0,0.0,0.0,0.0
83404bfffffffff,4.0,0.0,0.0,0.0
83404cfffffffff,2.0,0.0,0.0,0.0
83404dfffffffff,67.0,0.0,0.0,0.0
834061fffffffff,17.0,0.0,0.0,0.0
834065fffffffff,92.0,0.0,0.0,0.0
834069fffffffff,1.0,0.0,0.0,0.0
83406bfffffffff,3.0,0.0,0.0,0.0
83406dfffffffff,2.0,0.0,0.0,0.0
83411cfffffffff,34.0,2.0,0.0,0.0
834148fffffffff,3.0,0.0,0.0,0.0
834149fffffffff,7.0,0.0,0.0,0.0
83414bfffffffff,4.0,0.0,0.0,0.0
83414cfffffffff,3.0,0.0,0.0,0.0
83414dfffffffff,10.0,2.0,0.0,0.0
83414efffffffff,2.0,0.0,0.0,0.0
83415efffffffff,72.0,1.0,0.0,0.0
834165fffffffff,4.0,0.0,0.0,0.0
834168fffffffff,4.0,0.0,0.0,0.0
834169fffffffff,7.0,0.0,0.0,0.0
83416afffffffff,23.0,0.0,0.0,0.0
83416bfffffffff,13.0,0.0,0.0,0.0
83416cfffffffff,12.0,0.0,0.0,0.0
83416dfffffffff,30.0,0.0,0.0,0.0
834170fffffffff,1.0,0.0,0.0,0.0
834171fffffffff,18.0,1.0,0.0,0.0
834175fffffffff,1.0,0.0,0.0,0.0
8342d9fffffffff,113.0,0.0,0.0,0.0
8342dbfffffffff,44.0,0.0,0.0,0.0
834648fffffffff,1166.0,67.0,0.0,0.0
834649fffffffff,1401.0,109.0,0.0,0.0
83464bfffffffff,482.0,15.0,0.0,0.0
83464efffffffff,4303.0,525.0,0.0,0.0
834b84fffffffff,5.0,0.0,0.0,0.0
834b86fffffffff,1.0,0.0,0.0,0.0
834ba0fffffffff,678.0,0.0,0.0,0.0
834ba1fffffffff,11.0,0.0,0.0,0.0
834ba2fffffffff,6484.0,0.0,0.0,0.0
834ba3fffffffff,183.0,0.0,0.0,0.0
834ba5fffffffff,20.0,0.0,0.0,0.0
834bb1fffffffff,2234.0,0.0,0.0,0.0
834bb5fffffffff,54.0,0.0,0.0,0.0
835d14fffffffff,13.0,0.0,0.0,0.0
835d16fffffffff,5.0,0.0,0.0,0.0
836002fffffffff,2.0,0.0,0.0,0.0
836006fffffffff,22.0,0.0,0.0,0.0
836011fffffffff,77.0,0.0,0.0,0.0
836013fffffffff,91.0,0.0,0.0,0.0
836014fffffffff,76.0,0.0,0.0,0.0
836015fffffffff,310.0,0.0,0.0,0.0
83601efffffffff,53.0,0.0,0.0,0.0
836022fffffffff,7.0,0.0,0.0,0.0
836026fffffffff,33.0,0.0,0.0,0.0
836030fffffffff,20.0,0.0,0.0,0.0
836031fffffffff,246.0,0.0,0.0,0.0
836032fffffffff,517.0,0.0,0.0,0.0
836033fffffffff,354.0,0.0,0.0,0.0
836034fffffffff,13.0,0.0,0.0,0.0
836035fffffffff,16.0,0.0,0.0,0.0
836036fffffffff,65.0,0.0,0.0,0.0
836088fffffffff,127.0,0.0,0.0,0.0
836089fffffffff,2.0,0.0,0.0,0.0
83608afffffffff,65.0,0.0,0.0,0.0
83608bfffffffff,1470.0,0.0,0.0,0.0
83608dfffffffff,64.0,0.0,0.0,0.0
836094fffffffff,2.0,0.0,0.0,0.0
836096fffffffff,14.0,0.0,0.0,0.0
836099fffffffff,2.0,0.0,0.0,0.0
8360a4fffffffff,9.0,0.0,0.0,0.0
8360a6fffffffff,95.0,0.0,0.0,0.0
8360a8fffffffff,44.0,0.0,0.0,0.0
8360a9fffffffff,1034.0,0.0,0.0,0.0
8360abfffffffff,19.0,0.0,0.0,0.0
8360adfffffffff,590.0,0.0,0.0,0.0
8360b4fffffffff,4.0,0.0,0.0,0.0
8360f6fffffffff,6.0,0.0,0.0,0.0
836188fffffffff,373.0,0.0,0.0,0.0
836189fffffffff,5.0,0.0,0.0,0.0
83618afffffffff,6.0,0.0,0.0,0.0
83618bfffffffff,14.0,0.0,0.0,0.0
83618dfffffffff,121.0,0.0,0.0,0.0
83619afffffffff,73.0,0.0,0.0,0.0
83619bfffffffff,30.0,0.0,0.0,0.0
836412fffffffff,6.0,0.0,0.0,0.0
836416fffffffff,2333.0,816.0,0.0,0.0
836422fffffffff,2.0,0.0,0.0,0.0
836426fffffffff,2.0,2.0,0.0,0.0
836430fffffffff,11.0,2.0,0.0,0.0
836431fffffffff,249.0,110.0,0.0,0.0
836432fffffffff,61.0,48.0,0.0,0.0
836433fffffffff,22.0,15.0,0.0,0.0
836434fffffffff,214.0,112.0,0.0,0.0
836435fffffffff,13.0,8.0,0.0,0.0
836436fffffffff,2.0,0.0,0.0,0.0
836480fffffffff,118.0,62.0,0.0,0.0
836481fffffffff,1.0,0.0,0.0,0.0
836482fffffffff,578.0,237.0,0.0,0.0
836483fffffffff,57.0,0.0,0.0,0.0
836484fffffffff,47.0,27.0,0.0,0.0
836485fffffffff,9.0,1.0,0.0,0.0
836486fffffffff,24.0,0.0,0.0,0.0
836488fffffffff,2.0,2.0,0.0,0.0
83648afffffffff,2.0,2.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0,0.0
83648cfffffffff,60.0,17.0,0.0,0.0
83648efffffffff,4.0,0.0,0.0,0.0
836490fffffffff,81.0,19.0,0.0,0.0
836491fffffffff,111.0,44.0,0.0,0.0
836492fffffffff,4.0,0.0,0.0,0.0
836494fffffffff,16.0,6.0,0.0,0.0
836495fffffffff,216.0,212.0,0.0,0.0
836498fffffffff,11.0,5.0,0.0,0.0
836499fffffffff,2.0,0.0,0.0,0.0
83649afffffffff,2.0,2.0,0.0,0.0
83649bfffffffff,2.0,0.0,0.0,0.0
83649cfffffffff,15.0,15.0,0.0,0.0
83649dfffffffff,2.0,0.0,0.0,0.0
83649efffffffff,3.0,0.0,0.0,0.0
8364a0fffffffff,32.0,13.0,0.0,0.0
8364a1fffffffff,63.0,30.0,0.0,0.0
8364a2fffffffff,3.0,1.0,0.0,0.0
8364a3fffffffff,163.0,77.0,0.0,0.0
8364a4fffffffff,187.0,58.0,0.0,0.0
8364a5fffffffff,442.0,36.0,0.0,0.0
8364a6fffffffff,15.0,4.0,0.0,0.0
8364b0fffffffff,17.0,4.0,0.0,0.0
8364b1fffffffff,54.0,34.0,0.0,0.0
8364b2fffffffff,57.0,22.0,0.0,0.0
8364b3fffffffff,44.0,10.0,0.0,0.0
8364b4fffffffff,39.0,4.0,0.0,0.0
8364b5fffffffff,209.0,89.0,0.0,0.0
8364b6fffffffff,50.0,7.0,0.0,0.0
836518fffffffff,31.0,12.0,0.0,0.0
836519fffffffff,1.0,0.0,0.0,0.0
83651bfffffffff,18.0,5.0,0.0,0.0
83651cfffffffff,219.0,146.0,0.0,0.0
836520fffffffff,13.0,0.0,0.0,0.0
836526fffffffff,332.0,0.0,0.0,0.0
836580fffffffff,17.0,5.0,0.0,0.0
836581fffffffff,39.0,11.0,0.0,0.0
836582fffffffff,9.0,0.0,0.0,0.0
836583fffffffff,6.0,0.0,0.0,0.0
836584fffffffff,177.0,38.0,0.0,0.0
836585fffffffff,42.0,10.0,0.0,0.0
836586fffffffff,8.0,2.0,0.0,0.0
836588fffffffff,55.0,29.0,0.0,0.0
836589fffffffff,29.0,8.0,0.0,0.0
83658afffffffff,208.0,80.0,0.0,0.0
83658bfffffffff,44.0,28.0,0.0,0.0
83658efffffffff,48.0,30.0,0.0,0.0
836590fffffffff,12.0,0.0,0.0,0.0
836591fffffffff,383.0,84.0,0.0,0.0
836592fffffffff,4.0,0.0,0.0,0.0
836593fffffffff,4.0,0.0,0.0,0.0
836594fffffffff,3.0,2.0,0.0,0.0
836595fffffffff,29.0,3.0,0.0,0.0
836596fffffffff,20.0,0.0,0.0,0.0
836598fffffffff,9.0,9.0,0.0,0.0
836599fffffffff,1224.0,430.0,0.0,0.0
83659afffffffff,5.0,0.0,0.0,0.0
83659cfffffffff,208.0,44.0,0.0,0.0
83659dfffffffff,10.0,4.0,0.0,0.0
83659efffffffff,17.0,2.0,0.0,0.0
8365aafffffffff,4.0,0.0,0.0,0.0
8365b2fffffffff,78.0,17.0,0.0,0.0
8365b3fffffffff,107.0,24.0,0.0,0.0
836812fffffffff,6.0,0.0,0.0,0.0
8368a5fffffffff,1.0,0.0,0.0,0.0
