cell_id,Treron phoenicopterus,Treron phoenicopterus chlorigaster/phillipsi,Treron phoenicopterus [phoenicopterus Group]
843cf2dffffffff,31.0,0.0,0.0
843cf47ffffffff,5.0,0.0,0.0
843cf61ffffffff,5.0,0.0,0.0
843cf65ffffffff,2.0,0.0,0.0
843cf69ffffffff,3.0,0.0,0.0
843d04dffffffff,2.0,0.0,0.0
843d137ffffffff,3.0,0.0,0.0
843d139ffffffff,3.0,0.0,0.0
843d149ffffffff,2.0,0.0,0.0
843d363ffffffff,2.0,0.0,0.0
843d845ffffffff,2.0,0.0,0.0
843d8b1ffffffff,16.0,0.0,0.0
843d8d1ffffffff,1.0,0.0,0.0
843d9e5ffffffff,3.0,0.0,0.0
843da11ffffffff,2.0,0.0,0.0
843da81ffffffff,2.0,0.0,0.0
843dac9ffffffff,4.0,0.0,0.0
843dad1ffffffff,7.0,0.0,0.0
84404cbffffffff,1.0,0.0,0.0
8442c05ffffffff,2.0,0.0,0.0
8442c07ffffffff,2.0,0.0,0.0
8442c13ffffffff,1.0,0.0,0.0
8442c27ffffffff,1.0,0.0,0.0
8442cabffffffff,2.0,0.0,0.0
8442cc5ffffffff,2.0,0.0,0.0
8442cc7ffffffff,5.0,0.0,0.0
8442cc9ffffffff,2.0,0.0,0.0
8442ce3ffffffff,4.0,0.0,0.0
8442db3ffffffff,13.0,0.0,0.0
8460025ffffffff,14.0,0.0,0.0
8460027ffffffff,73.0,0.0,0.0
8460069ffffffff,32.0,0.0,0.0
846006dffffffff,19.0,0.0,0.0
846011bffffffff,10.0,0.0,0.0
8460143ffffffff,3.0,0.0,0.0
8460145ffffffff,2.0,0.0,0.0
8460149ffffffff,2.0,0.0,0.0
846014dffffffff,164.0,0.0,0.0
8460151ffffffff,10.0,0.0,0.0
8460159ffffffff,4.0,0.0,0.0
846015dffffffff,12.0,0.0,0.0
8460169ffffffff,11.0,0.0,0.0
84601cdffffffff,4.0,0.0,0.0
84601edffffffff,2.0,0.0,0.0
8460229ffffffff,1.0,0.0,0.0
846030bffffffff,2.0,0.0,0.0
8460311ffffffff,7.0,0.0,0.0
8460313ffffffff,18.0,0.0,0.0
8460315ffffffff,3.0,0.0,0.0
8460317ffffffff,3.0,0.0,0.0
846031bffffffff,15.0,0.0,0.0
846031dffffffff,8.0,0.0,0.0
8460323ffffffff,8.0,0.0,0.0
8460331ffffffff,68.0,0.0,0.0
8460333ffffffff,261.0,0.0,0.0
8460335ffffffff,35.0,0.0,0.0
846033bffffffff,405.0,0.0,0.0
846033dffffffff,17.0,0.0,0.0
8460351ffffffff,17.0,0.0,0.0
8460805ffffffff,2.0,0.0,0.0
8460825ffffffff,5.0,0.0,0.0
8460849ffffffff,3.0,0.0,0.0
846084bffffffff,5.0,0.0,0.0
846084dffffffff,5.0,0.0,0.0
846086dffffffff,2.0,0.0,0.0
8460881ffffffff,3.0,0.0,0.0
8460885ffffffff,9.0,0.0,0.0
846088bffffffff,2.0,0.0,0.0
846088dffffffff,3.0,0.0,0.0
84608a3ffffffff,5.0,0.0,0.0
84608e5ffffffff,2.0,0.0,0.0
8460901ffffffff,2.0,0.0,0.0
8460985ffffffff,2.0,0.0,0.0
84609e1ffffffff,19.0,0.0,0.0
84609e3ffffffff,3.0,0.0,0.0
84609e9ffffffff,1.0,0.0,0.0
84609ebffffffff,8.0,0.0,0.0
8460a13ffffffff,1.0,0.0,0.0
8460a27ffffffff,68.0,0.0,0.0
8460a45ffffffff,2.0,0.0,0.0
8460a49ffffffff,2.0,0.0,0.0
8460a61ffffffff,25.0,0.0,0.0
8460a89ffffffff,3.0,0.0,0.0
8460a97ffffffff,2.0,0.0,0.0
8460a99ffffffff,4.0,0.0,0.0
8460a9dffffffff,2.0,0.0,0.0
8460ab5ffffffff,2.0,0.0,0.0
8460ad7ffffffff,3.0,0.0,0.0
8460b19ffffffff,2.0,0.0,0.0
8460b3dffffffff,8.0,0.0,0.0
8460b47ffffffff,12.0,0.0,0.0
8461119ffffffff,33.0,0.0,0.0
8461885ffffffff,6.0,0.0,0.0
8461893ffffffff,1.0,0.0,0.0
84618abffffffff,3.0,0.0,0.0
84618b3ffffffff,1.0,0.0,0.0
84618c5ffffffff,5.0,0.0,0.0
8461abbffffffff,2.0,0.0,0.0
846480dffffffff,6.0,0.0,0.0
846482dffffffff,2.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464a3dffffffff,11.0,0.0,0.0
