cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
8419465ffffffff,13.0,0.0,0.0
8419467ffffffff,9.0,0.0,0.0
841946bffffffff,13.0,0.0,0.0
8419481ffffffff,1.0,0.0,0.0
8419485ffffffff,52.0,0.0,0.0
841948bffffffff,9.0,2.0,0.0
841948dffffffff,44.0,0.0,0.0
84194a1ffffffff,2.0,0.0,0.0
84194a5ffffffff,78.0,2.0,0.0
84194a9ffffffff,12.0,0.0,0.0
84194abffffffff,30.0,0.0,0.0
84194adffffffff,43.0,0.0,0.0
84194b9ffffffff,61.0,2.0,0.0
84194bbffffffff,14.0,0.0,0.0
84194c5ffffffff,108.0,2.0,0.0
84194d1ffffffff,4.0,0.0,0.0
84194d5ffffffff,9.0,1.0,0.0
84194d7ffffffff,19.0,0.0,0.0
84194d9ffffffff,30.0,0.0,0.0
84194dbffffffff,19.0,0.0,0.0
84194ddffffffff,12.0,0.0,0.0
84194e1ffffffff,18.0,0.0,0.0
84194e3ffffffff,47.0,0.0,0.0
84194e5ffffffff,17.0,0.0,0.0
84194e7ffffffff,84.0,3.0,0.0
84194e9ffffffff,16.0,0.0,0.0
84194ebffffffff,25.0,0.0,0.0
84194edffffffff,31.0,0.0,0.0
8419511ffffffff,17.0,0.0,0.0
8419513ffffffff,10.0,0.0,0.0
8419517ffffffff,2.0,0.0,0.0
8419519ffffffff,15.0,0.0,0.0
841951bffffffff,43.0,0.0,0.0
841953bffffffff,2.0,0.0,0.0
8419557ffffffff,5.0,0.0,0.0
841955bffffffff,11.0,2.0,0.0
8419581ffffffff,81.0,5.0,0.0
8419583ffffffff,2.0,0.0,0.0
8419585ffffffff,2.0,0.0,0.0
8419587ffffffff,13.0,0.0,0.0
8419589ffffffff,34.0,0.0,0.0
841958bffffffff,14.0,0.0,0.0
8419591ffffffff,66.0,0.0,0.0
8419597ffffffff,28.0,0.0,0.0
841959bffffffff,81.0,2.0,0.0
841959dffffffff,1.0,0.0,0.0
84195a1ffffffff,3.0,0.0,0.0
84195b1ffffffff,2.0,0.0,0.0
84195b5ffffffff,2.0,2.0,0.0
84195b9ffffffff,2.0,0.0,0.0
84195bbffffffff,7.0,0.0,0.0
84195bdffffffff,12.0,0.0,0.0
84195c1ffffffff,27.0,2.0,0.0
84195c3ffffffff,2.0,0.0,0.0
84195c5ffffffff,6.0,2.0,0.0
84195c7ffffffff,61.0,0.0,0.0
84195c9ffffffff,125.0,2.0,0.0
84195cbffffffff,34.0,0.0,0.0
84195cdffffffff,6.0,0.0,0.0
84195d1ffffffff,14.0,0.0,0.0
84195d3ffffffff,46.0,7.0,0.0
84195d5ffffffff,10.0,0.0,0.0
84195d7ffffffff,8.0,0.0,0.0
84195d9ffffffff,89.0,0.0,0.0
84195dbffffffff,8.0,0.0,0.0
84195ddffffffff,2.0,0.0,0.0
84195ebffffffff,2.0,0.0,0.0
8419681ffffffff,3.0,0.0,0.0
8419683ffffffff,36.0,0.0,0.0
8419689ffffffff,81.0,0.0,0.0
841968bffffffff,18.0,2.0,0.0
8419691ffffffff,35.0,0.0,0.0
8419693ffffffff,86.0,0.0,0.0
8419695ffffffff,46.0,0.0,0.0
8419697ffffffff,64.0,0.0,0.0
8419699ffffffff,28.0,0.0,0.0
841969bffffffff,20.0,0.0,0.0
841969dffffffff,64.0,0.0,0.0
84196b3ffffffff,18.0,0.0,0.0
84196b7ffffffff,11.0,0.0,0.0
84196b9ffffffff,19.0,0.0,0.0
84196bbffffffff,24.0,0.0,0.0
84196d1ffffffff,4.0,0.0,0.0
84196d3ffffffff,7.0,0.0,0.0
84196d5ffffffff,14.0,0.0,0.0
84196d7ffffffff,4.0,0.0,0.0
84196d9ffffffff,15.0,0.0,0.0
84196dbffffffff,24.0,1.0,0.0
84196ddffffffff,47.0,0.0,0.0
8419721ffffffff,3.0,0.0,0.0
8419723ffffffff,21.0,2.0,0.0
841972bffffffff,1.0,0.0,0.0
8419731ffffffff,2.0,0.0,0.0
8419733ffffffff,19.0,0.0,0.0
8419737ffffffff,4.0,0.0,0.0
8419739ffffffff,7.0,0.0,0.0
841973bffffffff,169.0,0.0,0.0
841e007ffffffff,2.0,0.0,0.0
841e013ffffffff,2.0,0.0,0.0
841e019ffffffff,18.0,0.0,0.0
841e01dffffffff,4.0,0.0,0.0
841e021ffffffff,4.0,0.0,0.0
841e023ffffffff,42.0,0.0,0.0
841e025ffffffff,45.0,5.0,0.0
841e029ffffffff,29.0,1.0,0.0
841e02bffffffff,6.0,0.0,0.0
841e02dffffffff,266.0,16.0,0.0
841e035ffffffff,2.0,0.0,0.0
841e037ffffffff,19.0,0.0,0.0
841e039ffffffff,4.0,0.0,0.0
841e03bffffffff,2.0,0.0,0.0
841e03dffffffff,2.0,0.0,0.0
841e041ffffffff,150.0,4.0,0.0
841e043ffffffff,37.0,1.0,0.0
841e045ffffffff,33.0,0.0,0.0
841e047ffffffff,107.0,1.0,0.0
841e04bffffffff,35.0,1.0,0.0
841e04dffffffff,1.0,0.0,0.0
841e051ffffffff,9.0,0.0,0.0
841e053ffffffff,6.0,0.0,0.0
841e059ffffffff,42.0,0.0,0.0
841e05bffffffff,141.0,0.0,0.0
841e05dffffffff,10.0,0.0,0.0
841e061ffffffff,222.0,14.0,0.0
841e063ffffffff,28.0,0.0,0.0
841e067ffffffff,61.0,0.0,0.0
841e069ffffffff,20.0,0.0,0.0
841e06bffffffff,85.0,0.0,0.0
841e06dffffffff,15.0,0.0,0.0
841e085ffffffff,44.0,0.0,0.0
841e08dffffffff,17.0,0.0,0.0
841e0a7ffffffff,2.0,2.0,0.0
841e0a9ffffffff,271.0,0.0,0.0
841e0adffffffff,4.0,0.0,0.0
841e0b3ffffffff,9.0,0.0,0.0
841e0b7ffffffff,1.0,0.0,0.0
841e0bdffffffff,3.0,0.0,0.0
841e0c3ffffffff,43.0,0.0,0.0
841e0c7ffffffff,6.0,0.0,0.0
841e0e1ffffffff,6.0,2.0,0.0
841e0e3ffffffff,23.0,0.0,0.0
841e0e7ffffffff,96.0,2.0,0.0
841e0e9ffffffff,12.0,0.0,0.0
841e0ebffffffff,13.0,0.0,0.0
841e105ffffffff,1.0,0.0,0.0
841e10bffffffff,13.0,0.0,0.0
841e115ffffffff,2.0,0.0,0.0
841e117ffffffff,9.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0
841e11dffffffff,14.0,0.0,0.0
841e121ffffffff,17.0,0.0,0.0
841e123ffffffff,64.0,0.0,0.0
841e125ffffffff,48.0,0.0,0.0
841e129ffffffff,13.0,0.0,0.0
841e12bffffffff,3.0,0.0,0.0
841e131ffffffff,21.0,0.0,0.0
841e133ffffffff,2.0,0.0,0.0
841e135ffffffff,7.0,0.0,0.0
841e137ffffffff,6.0,0.0,0.0
841e139ffffffff,11.0,0.0,0.0
841e13bffffffff,20.0,0.0,0.0
841e13dffffffff,16.0,0.0,0.0
841e149ffffffff,2.0,0.0,0.0
841e14bffffffff,1.0,0.0,0.0
841e153ffffffff,7.0,1.0,0.0
841e19dffffffff,29.0,0.0,0.0
841e1b1ffffffff,6.0,0.0,0.0
841e1b3ffffffff,77.0,0.0,0.0
841e1b5ffffffff,6.0,0.0,0.0
841e1b9ffffffff,11.0,0.0,0.0
841e1bbffffffff,40.0,0.0,0.0
841e1c1ffffffff,5.0,0.0,0.0
841e1c3ffffffff,5.0,0.0,0.0
841e1cbffffffff,70.0,0.0,0.0
841e1cdffffffff,2.0,0.0,0.0
841e1d1ffffffff,4.0,0.0,0.0
841e1d5ffffffff,2.0,0.0,0.0
841e1d7ffffffff,14.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0
841e1ddffffffff,31.0,1.0,0.0
841e1edffffffff,4.0,0.0,0.0
841e201ffffffff,6.0,0.0,0.0
841e20bffffffff,1.0,0.0,0.0
841e20dffffffff,17.0,0.0,0.0
841e217ffffffff,2.0,0.0,0.0
841e219ffffffff,1.0,0.0,0.0
841e221ffffffff,5.0,0.0,0.0
841e223ffffffff,2.0,0.0,0.0
841e225ffffffff,174.0,2.0,0.0
841e227ffffffff,2.0,0.0,0.0
841e229ffffffff,12.0,0.0,0.0
841e22bffffffff,1.0,0.0,0.0
841e22dffffffff,2.0,0.0,0.0
841e233ffffffff,6.0,0.0,0.0
841e235ffffffff,4.0,0.0,0.0
841e237ffffffff,2.0,0.0,0.0
841e239ffffffff,2.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0
841e241ffffffff,8.0,0.0,0.0
841e243ffffffff,8.0,0.0,0.0
841e245ffffffff,2.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0
841e249ffffffff,9.0,0.0,0.0
841e24bffffffff,22.0,0.0,0.0
841e257ffffffff,22.0,0.0,0.0
841e259ffffffff,2.0,0.0,0.0
841e261ffffffff,2.0,0.0,0.0
841e263ffffffff,17.0,0.0,0.0
841e269ffffffff,15.0,0.0,0.0
841e281ffffffff,11.0,0.0,0.0
841e285ffffffff,5.0,0.0,0.0
841e287ffffffff,7.0,0.0,0.0
841e289ffffffff,1.0,0.0,0.0
841e28dffffffff,2.0,0.0,0.0
841e291ffffffff,4.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0
841e295ffffffff,3.0,0.0,0.0
841e299ffffffff,2.0,0.0,0.0
841e29dffffffff,1.0,0.0,0.0
841e2a1ffffffff,3.0,0.0,0.0
841e2a9ffffffff,15.0,0.0,0.0
841e2abffffffff,8.0,0.0,0.0
841e2adffffffff,3.0,0.0,0.0
841e2b9ffffffff,1.0,0.0,0.0
841e2bbffffffff,9.0,0.0,0.0
841e2bdffffffff,11.0,0.0,0.0
841e2c1ffffffff,6.0,0.0,0.0
841e2c7ffffffff,3.0,0.0,0.0
841e2d1ffffffff,5.0,0.0,0.0
841e2d3ffffffff,5.0,0.0,0.0
841e2d9ffffffff,2.0,0.0,0.0
841e2dbffffffff,2.0,0.0,0.0
841e2ddffffffff,7.0,0.0,0.0
841e2e1ffffffff,2.0,0.0,0.0
841e2e3ffffffff,22.0,0.0,0.0
841e2e5ffffffff,6.0,0.0,0.0
841e2e7ffffffff,15.0,0.0,0.0
841e301ffffffff,11.0,0.0,0.0
841e303ffffffff,2.0,0.0,0.0
841e305ffffffff,2.0,0.0,0.0
841e307ffffffff,247.0,0.0,0.0
841e309ffffffff,5.0,4.0,0.0
841e30bffffffff,72.0,0.0,0.0
841e30dffffffff,50.0,0.0,0.0
841e311ffffffff,8.0,0.0,0.0
841e317ffffffff,10.0,0.0,0.0
841e319ffffffff,32.0,0.0,0.0
841e31bffffffff,12.0,2.0,0.0
841e321ffffffff,2.0,0.0,0.0
841e325ffffffff,4.0,0.0,0.0
841e327ffffffff,17.0,2.0,0.0
841e329ffffffff,5.0,1.0,0.0
841e32dffffffff,3.0,1.0,0.0
841e339ffffffff,47.0,0.0,0.0
841e33bffffffff,2.0,0.0,0.0
841e341ffffffff,44.0,0.0,0.0
841e343ffffffff,27.0,0.0,0.0
841e345ffffffff,6.0,0.0,0.0
841e34bffffffff,31.0,2.0,0.0
841e351ffffffff,106.0,0.0,0.0
841e353ffffffff,47.0,0.0,0.0
841e355ffffffff,92.0,0.0,0.0
841e357ffffffff,80.0,0.0,0.0
841e359ffffffff,21.0,0.0,0.0
841e35dffffffff,5.0,0.0,0.0
841e365ffffffff,2.0,2.0,0.0
841e367ffffffff,17.0,2.0,0.0
841e36bffffffff,44.0,0.0,0.0
841e427ffffffff,8.0,0.0,0.0
841e429ffffffff,2.0,0.0,0.0
841e42dffffffff,2.0,0.0,0.0
841e4a3ffffffff,4.0,0.0,0.0
841e4b1ffffffff,2.0,0.0,0.0
841e4bbffffffff,4.0,0.0,0.0
841e513ffffffff,30.0,0.0,0.0
841e517ffffffff,2.0,0.0,0.0
841e519ffffffff,2.0,0.0,0.0
841e521ffffffff,12.0,0.0,0.0
841e529ffffffff,2.0,1.0,0.0
841e547ffffffff,3.0,0.0,0.0
841e553ffffffff,6.0,0.0,0.0
841e565ffffffff,7.0,0.0,0.0
841e56dffffffff,2.0,0.0,0.0
841e58dffffffff,2.0,0.0,0.0
841e593ffffffff,1.0,0.0,0.0
841e5a5ffffffff,27.0,3.0,0.0
841e5a9ffffffff,13.0,0.0,0.0
841e5adffffffff,2.0,0.0,0.0
841e5c1ffffffff,2.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5cdffffffff,15.0,0.0,0.0
841e5d3ffffffff,2.0,0.0,0.0
841e5d9ffffffff,33.0,0.0,0.0
841e5dbffffffff,10.0,0.0,0.0
841e5ddffffffff,3.0,0.0,0.0
841e5e5ffffffff,13.0,0.0,0.0
841e5e7ffffffff,2.0,0.0,0.0
841e5e9ffffffff,75.0,0.0,0.0
841e5edffffffff,6.0,0.0,0.0
841e607ffffffff,4.0,0.0,0.0
841e615ffffffff,2.0,0.0,0.0
841e631ffffffff,8.0,0.0,0.0
841e63bffffffff,12.0,0.0,0.0
841e649ffffffff,1.0,0.0,0.0
841e64dffffffff,1.0,0.0,0.0
841e659ffffffff,8.0,0.0,0.0
841e697ffffffff,1.0,0.0,0.0
841e6b1ffffffff,3.0,0.0,0.0
841e6d9ffffffff,2.0,0.0,0.0
841e6e7ffffffff,2.0,0.0,0.0
841e759ffffffff,7.0,0.0,0.0
841e75dffffffff,8.0,0.0,0.0
841e76dffffffff,7.0,0.0,0.0
841e805ffffffff,14.0,0.0,0.0
841e813ffffffff,3.0,0.0,0.0
841e82bffffffff,11.0,0.0,0.0
841e831ffffffff,10.0,0.0,0.0
841e833ffffffff,25.0,0.0,0.0
841e837ffffffff,3.0,0.0,0.0
841e83dffffffff,38.0,0.0,0.0
841e849ffffffff,1.0,0.0,0.0
841e859ffffffff,4.0,0.0,0.0
841e863ffffffff,28.0,0.0,0.0
841e869ffffffff,1.0,0.0,0.0
841e86bffffffff,3.0,0.0,0.0
841e88dffffffff,1.0,0.0,0.0
841e8b1ffffffff,2.0,0.0,0.0
841e8ebffffffff,2.0,0.0,0.0
841e945ffffffff,2.0,0.0,0.0
841e94dffffffff,2.0,0.0,0.0
841e961ffffffff,1.0,0.0,0.0
841ea01ffffffff,11.0,0.0,0.0
841ea05ffffffff,2.0,0.0,0.0
841ea07ffffffff,2.0,0.0,0.0
841ea0bffffffff,7.0,0.0,0.0
841ea0dffffffff,2.0,0.0,0.0
841ea13ffffffff,2.0,0.0,0.0
841ea19ffffffff,65.0,0.0,0.0
841ea21ffffffff,2.0,0.0,0.0
841ea2dffffffff,2.0,0.0,0.0
841ea33ffffffff,2.0,0.0,0.0
841ea43ffffffff,1.0,0.0,0.0
841ea53ffffffff,24.0,0.0,0.0
841ea55ffffffff,1.0,0.0,0.0
841ea63ffffffff,4.0,0.0,0.0
841ea85ffffffff,3.0,0.0,0.0
841ea87ffffffff,7.0,0.0,0.0
841ea8dffffffff,24.0,0.0,0.0
841ea93ffffffff,3.0,0.0,0.0
841ea95ffffffff,2.0,0.0,0.0
841ea97ffffffff,2.0,0.0,0.0
841eab3ffffffff,20.0,0.0,0.0
841eaebffffffff,7.0,0.0,0.0
841eb03ffffffff,2.0,0.0,0.0
841eb05ffffffff,1.0,1.0,0.0
841eb07ffffffff,10.0,0.0,0.0
841eb0bffffffff,2.0,1.0,0.0
841eb13ffffffff,2.0,0.0,0.0
841eb2bffffffff,1.0,0.0,0.0
841eb3dffffffff,3.0,2.0,0.0
841eb49ffffffff,5.0,0.0,0.0
841eb4dffffffff,69.0,0.0,0.0
841ec03ffffffff,16.0,0.0,0.0
841ec05ffffffff,12.0,0.0,0.0
841ec07ffffffff,2.0,0.0,0.0
841ec09ffffffff,48.0,0.0,0.0
841ec11ffffffff,10.0,0.0,0.0
841ec13ffffffff,5.0,0.0,0.0
841ec15ffffffff,2.0,0.0,0.0
841ec19ffffffff,4.0,0.0,0.0
841ec1dffffffff,161.0,0.0,0.0
841ec21ffffffff,31.0,0.0,0.0
841ec23ffffffff,17.0,0.0,0.0
841ec25ffffffff,3.0,0.0,0.0
841ec27ffffffff,31.0,0.0,0.0
841ec2bffffffff,14.0,0.0,0.0
841ec33ffffffff,31.0,4.0,0.0
841ec35ffffffff,3.0,0.0,0.0
841ec37ffffffff,3.0,0.0,0.0
841ec3dffffffff,2.0,0.0,0.0
841ec47ffffffff,77.0,0.0,0.0
841ec4bffffffff,1.0,0.0,0.0
841ec4dffffffff,5.0,0.0,0.0
841ec53ffffffff,2.0,0.0,0.0
841ec63ffffffff,4.0,0.0,0.0
841ec65ffffffff,1.0,0.0,0.0
841ec67ffffffff,3.0,0.0,0.0
841ec83ffffffff,2.0,0.0,0.0
841ec89ffffffff,1.0,0.0,0.0
841ec8dffffffff,2.0,0.0,0.0
841ec93ffffffff,68.0,0.0,0.0
841ec99ffffffff,63.0,0.0,0.0
841ec9bffffffff,10.0,0.0,0.0
841ec9dffffffff,89.0,2.0,0.0
841eca1ffffffff,56.0,0.0,0.0
841eca3ffffffff,3.0,0.0,0.0
841eca5ffffffff,36.0,0.0,0.0
841eca9ffffffff,85.0,0.0,0.0
841ecadffffffff,9.0,0.0,0.0
841ecb1ffffffff,4.0,0.0,0.0
841ecb3ffffffff,2.0,0.0,0.0
841ecb5ffffffff,2.0,0.0,0.0
841ecb9ffffffff,2.0,0.0,0.0
841ecbbffffffff,25.0,0.0,0.0
841ecc5ffffffff,6.0,0.0,0.0
841eccbffffffff,42.0,0.0,0.0
841ecd5ffffffff,22.0,0.0,0.0
841ecd7ffffffff,9.0,0.0,0.0
841ecddffffffff,14.0,0.0,0.0
841ece1ffffffff,21.0,0.0,0.0
841ece5ffffffff,10.0,5.0,0.0
841ece7ffffffff,47.0,4.0,0.0
841ece9ffffffff,32.0,0.0,0.0
841ecebffffffff,2.0,0.0,0.0
841ed05ffffffff,1.0,0.0,0.0
841ed09ffffffff,2.0,0.0,0.0
841ed0bffffffff,5.0,0.0,0.0
841ed0dffffffff,3.0,0.0,0.0
841ed13ffffffff,7.0,0.0,0.0
841ed15ffffffff,1.0,0.0,0.0
841ed1bffffffff,42.0,0.0,0.0
841ed21ffffffff,1.0,0.0,0.0
841ed2bffffffff,3.0,0.0,0.0
841ed35ffffffff,11.0,0.0,0.0
841ed39ffffffff,2.0,0.0,0.0
841ed3bffffffff,4.0,2.0,0.0
841ed41ffffffff,4.0,0.0,0.0
841ed45ffffffff,2.0,0.0,0.0
841ed49ffffffff,4.0,0.0,0.0
841ed4dffffffff,10.0,0.0,0.0
841ed55ffffffff,2.0,0.0,0.0
841ed5bffffffff,1.0,0.0,0.0
841ed63ffffffff,2.0,0.0,0.0
841ed6bffffffff,17.0,0.0,0.0
841ed91ffffffff,27.0,0.0,0.0
841ed93ffffffff,202.0,8.0,0.0
841ed9bffffffff,33.0,3.0,0.0
841eda1ffffffff,29.0,0.0,0.0
