cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
8408985ffffffff,45.0,0.0,0.0,0.0
8408987ffffffff,2.0,0.0,0.0,0.0
840898bffffffff,47.0,0.0,0.0,0.0
8408991ffffffff,20.0,5.0,0.0,0.0
8408995ffffffff,37.0,7.0,0.0,0.0
8408997ffffffff,348.0,77.0,0.0,0.0
8408999ffffffff,13.0,2.0,0.0,0.0
840899dffffffff,8.0,0.0,0.0,0.0
84089a1ffffffff,10.0,0.0,0.0,0.0
84089a5ffffffff,46.0,1.0,0.0,0.0
84089a9ffffffff,252.0,0.0,0.0,0.0
84089abffffffff,5.0,0.0,0.0,0.0
84089adffffffff,43.0,0.0,0.0,0.0
84089b1ffffffff,26.0,0.0,0.0,0.0
84089b5ffffffff,2.0,0.0,0.0,0.0
84089b7ffffffff,8.0,0.0,0.0,0.0
84089bbffffffff,50.0,4.0,0.0,0.0
84089bdffffffff,6.0,0.0,0.0,0.0
84089c3ffffffff,2.0,0.0,0.0,0.0
84089cbffffffff,3.0,0.0,0.0,0.0
84089d1ffffffff,45.0,1.0,0.0,0.0
84089d3ffffffff,91.0,2.0,0.0,0.0
84089d7ffffffff,3.0,0.0,0.0,0.0
84089d9ffffffff,2.0,0.0,0.0,0.0
84089dbffffffff,28.0,0.0,0.0,0.0
84089ddffffffff,4.0,0.0,0.0,0.0
84089e1ffffffff,3.0,0.0,0.0,0.0
84089e3ffffffff,91.0,0.0,0.0,0.0
84089e5ffffffff,16.0,0.0,0.0,0.0
84089e7ffffffff,27.0,0.0,0.0,0.0
84089ebffffffff,16.0,0.0,0.0,0.0
84089edffffffff,4.0,0.0,0.0,0.0
8408a09ffffffff,2.0,0.0,0.0,0.0
8408a27ffffffff,2.0,0.0,0.0,0.0
8408a31ffffffff,1.0,0.0,0.0,0.0
8408a39ffffffff,1.0,0.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0,0.0
8408a45ffffffff,3.0,1.0,0.0,0.0
8408a65ffffffff,2.0,0.0,0.0,0.0
8408a69ffffffff,2.0,0.0,0.0,0.0
8408a6dffffffff,17.0,5.0,0.0,0.0
8408ad9ffffffff,1.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0
8408b05ffffffff,8.0,0.0,0.0,0.0
8408b09ffffffff,3.0,0.0,0.0,0.0
8408b0dffffffff,20.0,0.0,0.0,0.0
8408b11ffffffff,52.0,0.0,0.0,0.0
8408b13ffffffff,4.0,0.0,0.0,0.0
8408b15ffffffff,47.0,0.0,0.0,0.0
8408b17ffffffff,18.0,0.0,0.0,0.0
8408b29ffffffff,4.0,0.0,0.0,0.0
8408b31ffffffff,2.0,0.0,0.0,0.0
8408b33ffffffff,16.0,0.0,0.0,0.0
8408b37ffffffff,11.0,0.0,0.0,0.0
8408b3bffffffff,4.0,0.0,0.0,0.0
8408b3dffffffff,20.0,0.0,0.0,0.0
8408b41ffffffff,10.0,0.0,0.0,0.0
8408b47ffffffff,6.0,0.0,0.0,0.0
8408b4dffffffff,10.0,1.0,0.0,0.0
8408b51ffffffff,2.0,0.0,0.0,0.0
8408b57ffffffff,2.0,0.0,0.0,0.0
8408b5bffffffff,7.0,0.0,0.0,0.0
8408b61ffffffff,3.0,0.0,0.0,0.0
8408b65ffffffff,12.0,0.0,0.0,0.0
8408b67ffffffff,2.0,0.0,0.0,0.0
8408b6dffffffff,1.0,0.0,0.0,0.0
8408c19ffffffff,1.0,0.0,0.0,0.0
8408c21ffffffff,2.0,0.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0,0.0
8408d19ffffffff,8.0,2.0,0.0,0.0
8408d1bffffffff,1.0,0.0,0.0,0.0
8408d45ffffffff,2.0,0.0,0.0,0.0
8408d55ffffffff,2.0,0.0,0.0,0.0
8408d57ffffffff,1.0,1.0,0.0,0.0
8408e59ffffffff,2.0,0.0,0.0,0.0
8408e93ffffffff,4.0,0.0,0.0,0.0
8408e9bffffffff,1.0,0.0,0.0,0.0
8408ec9ffffffff,4.0,0.0,0.0,0.0
8408ed1ffffffff,2.0,0.0,0.0,0.0
8408ed3ffffffff,76.0,0.0,0.0,0.0
8408ed9ffffffff,2.0,0.0,0.0,0.0
8408edbffffffff,23.0,0.0,0.0,0.0
8408f25ffffffff,2.0,2.0,0.0,0.0
8408f2dffffffff,2.0,2.0,0.0,0.0
84094b5ffffffff,6.0,0.0,0.0,0.0
84094b7ffffffff,4.0,0.0,0.0,0.0
8409583ffffffff,3.0,0.0,0.0,0.0
8409585ffffffff,15.0,0.0,0.0,0.0
8409587ffffffff,13.0,0.0,0.0,0.0
8409591ffffffff,3.0,0.0,0.0,0.0
8409595ffffffff,3.0,0.0,0.0,0.0
8409599ffffffff,7.0,0.0,0.0,0.0
840959dffffffff,3.0,0.0,0.0,0.0
84095a7ffffffff,2.0,0.0,0.0,0.0
84095a9ffffffff,15.0,0.0,0.0,0.0
84095abffffffff,5.0,0.0,0.0,0.0
84095adffffffff,4.0,0.0,0.0,0.0
84095b9ffffffff,3.0,0.0,0.0,0.0
84095bbffffffff,7.0,0.0,0.0,0.0
8409803ffffffff,3.0,0.0,0.0,0.0
8409805ffffffff,61.0,0.0,0.0,0.0
8409807ffffffff,2.0,0.0,0.0,0.0
8409811ffffffff,12.0,0.0,0.0,0.0
8409817ffffffff,2.0,0.0,0.0,0.0
8409819ffffffff,10.0,0.0,0.0,0.0
840981bffffffff,5.0,0.0,0.0,0.0
840981dffffffff,2.0,0.0,0.0,0.0
8409821ffffffff,44.0,0.0,0.0,0.0
8409823ffffffff,2.0,2.0,0.0,0.0
8409825ffffffff,9.0,1.0,0.0,0.0
8409827ffffffff,1.0,0.0,0.0,0.0
840982bffffffff,49.0,1.0,0.0,0.0
840982dffffffff,14.0,0.0,0.0,0.0
840983bffffffff,2.0,0.0,0.0,0.0
840983dffffffff,1.0,0.0,0.0,0.0
8409883ffffffff,3.0,0.0,0.0,0.0
8409887ffffffff,2.0,0.0,0.0,0.0
8409891ffffffff,3.0,0.0,0.0,0.0
8409893ffffffff,10.0,1.0,0.0,0.0
8409899ffffffff,6.0,0.0,0.0,0.0
84098a3ffffffff,1.0,0.0,0.0,0.0
84098a9ffffffff,2.0,0.0,0.0,0.0
84098b3ffffffff,2.0,0.0,0.0,0.0
84098bbffffffff,2.0,0.0,0.0,0.0
84098c1ffffffff,8.0,0.0,0.0,0.0
84098c3ffffffff,3.0,0.0,0.0,0.0
84098cbffffffff,1.0,0.0,0.0,0.0
84098d5ffffffff,1.0,0.0,0.0,0.0
84098dbffffffff,7.0,0.0,0.0,0.0
84098ddffffffff,4.0,0.0,0.0,0.0
84098e9ffffffff,1.0,0.0,0.0,0.0
84098edffffffff,1.0,0.0,0.0,0.0
8409911ffffffff,76.0,2.0,0.0,0.0
8409913ffffffff,6.0,0.0,0.0,0.0
8409917ffffffff,24.0,0.0,0.0,0.0
840991bffffffff,251.0,0.0,0.0,0.0
8409963ffffffff,1.0,0.0,0.0,0.0
8409981ffffffff,14.0,0.0,0.0,0.0
8409983ffffffff,13.0,2.0,0.0,0.0
8409987ffffffff,8.0,0.0,0.0,0.0
8409991ffffffff,32.0,7.0,0.0,0.0
8409993ffffffff,106.0,24.0,0.0,0.0
8409995ffffffff,7.0,0.0,0.0,0.0
8409997ffffffff,20.0,6.0,0.0,0.0
8409999ffffffff,3.0,0.0,0.0,0.0
840999bffffffff,8.0,0.0,0.0,0.0
84099a5ffffffff,1.0,0.0,0.0,0.0
84099a7ffffffff,4.0,0.0,0.0,0.0
84099b1ffffffff,5.0,2.0,0.0,0.0
84099b5ffffffff,1.0,0.0,0.0,0.0
84099b9ffffffff,91.0,2.0,0.0,0.0
84099bbffffffff,2.0,0.0,0.0,0.0
84099bdffffffff,21.0,0.0,0.0,0.0
84099e9ffffffff,23.0,0.0,0.0,0.0
84099ebffffffff,9.0,0.0,0.0,0.0
8409a09ffffffff,47.0,2.0,0.0,0.0
8409a41ffffffff,2.0,0.0,0.0,0.0
8409a43ffffffff,10.0,2.0,0.0,0.0
8409a45ffffffff,30.0,4.0,0.0,0.0
8409a47ffffffff,85.0,15.0,0.0,0.0
8409a4dffffffff,4.0,0.0,0.0,0.0
8409a55ffffffff,4.0,0.0,0.0,0.0
8409a69ffffffff,23.0,3.0,0.0,0.0
8409a6bffffffff,29.0,2.0,0.0,0.0
8409aa3ffffffff,1.0,0.0,0.0,0.0
8409aa5ffffffff,1.0,0.0,0.0,0.0
8409ab1ffffffff,9.0,0.0,0.0,0.0
8409ab7ffffffff,3.0,0.0,0.0,0.0
8409b1bffffffff,2.0,0.0,0.0,0.0
840a337ffffffff,2.0,0.0,0.0,0.0
840b931ffffffff,2.0,0.0,0.0,0.0
840b935ffffffff,2.0,0.0,0.0,0.0
840bb01ffffffff,4.0,0.0,0.0,0.0
840bb03ffffffff,2.0,0.0,0.0,0.0
8410167ffffffff,13.0,0.0,0.0,0.0
8410895ffffffff,1.0,0.0,0.0,0.0
8410897ffffffff,2.0,0.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0,0.0
8410969ffffffff,3.0,0.0,0.0,0.0
84109c7ffffffff,1.0,0.0,0.0,0.0
8410a19ffffffff,11.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0
8410c05ffffffff,8.0,0.0,0.0,0.0
8410c23ffffffff,37.0,0.0,0.0,0.0
8410c27ffffffff,3.0,0.0,0.0,0.0
8410c2bffffffff,1.0,0.0,0.0,0.0
8410c35ffffffff,15.0,0.0,0.0,0.0
8410c3dffffffff,1.0,0.0,0.0,0.0
8410d03ffffffff,1.0,0.0,0.0,0.0
8410d21ffffffff,7.0,0.0,0.0,0.0
8410dc1ffffffff,5.0,0.0,0.0,0.0
8410dc9ffffffff,41.0,0.0,0.0,0.0
8410dcdffffffff,9.0,0.0,0.0,0.0
8410de1ffffffff,1.0,0.0,0.0,0.0
8410de5ffffffff,3.0,0.0,0.0,0.0
8410f01ffffffff,3.0,0.0,0.0,0.0
8410f0dffffffff,1.0,0.0,0.0,0.0
8410f29ffffffff,3.0,0.0,0.0,0.0
8410f2bffffffff,3.0,0.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0,0.0
8411015ffffffff,1.0,0.0,0.0,0.0
8411031ffffffff,4.0,0.0,0.0,0.0
8411033ffffffff,2.0,0.0,0.0,0.0
8411037ffffffff,2.0,0.0,0.0,0.0
8411059ffffffff,4.0,0.0,0.0,0.0
8411061ffffffff,28.0,0.0,0.0,0.0
8411069ffffffff,84.0,0.0,0.0,0.0
841106bffffffff,30.0,0.0,0.0,0.0
8411139ffffffff,2.0,0.0,0.0,0.0
8411155ffffffff,2.0,0.0,0.0,0.0
8411169ffffffff,2.0,0.0,0.0,0.0
8411199ffffffff,2.0,0.0,0.0,0.0
8411221ffffffff,19.0,2.0,0.0,0.0
8411223ffffffff,2.0,0.0,0.0,0.0
8411229ffffffff,2.0,0.0,0.0,0.0
841123dffffffff,1.0,0.0,0.0,0.0
8411241ffffffff,1.0,0.0,0.0,0.0
8411249ffffffff,3.0,0.0,0.0,0.0
8411251ffffffff,4.0,0.0,0.0,0.0
8411261ffffffff,13.0,0.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0,0.0
8411267ffffffff,1.0,0.0,0.0,0.0
8411269ffffffff,12.0,0.0,0.0,0.0
841126dffffffff,298.0,89.0,0.0,0.0
8411301ffffffff,2.0,0.0,0.0,0.0
8411309ffffffff,1.0,0.0,0.0,0.0
841130dffffffff,1.0,0.0,0.0,0.0
8411313ffffffff,5.0,0.0,0.0,0.0
8411345ffffffff,8.0,0.0,0.0,0.0
8411347ffffffff,4.0,0.0,0.0,0.0
8411359ffffffff,6.0,0.0,0.0,0.0
841135dffffffff,8.0,0.0,0.0,0.0
8411363ffffffff,4.0,0.0,0.0,0.0
8411369ffffffff,8.0,0.0,0.0,0.0
841136bffffffff,10.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0
8411811ffffffff,11.0,1.0,0.0,0.0
8411813ffffffff,104.0,3.0,0.0,0.0
8411817ffffffff,2.0,0.0,0.0,0.0
8411819ffffffff,3.0,0.0,0.0,0.0
841181bffffffff,16.0,3.0,0.0,0.0
841181dffffffff,24.0,0.0,0.0,0.0
8411823ffffffff,2.0,0.0,0.0,0.0
841183bffffffff,4.0,0.0,0.0,0.0
8411853ffffffff,32.0,0.0,0.0,0.0
841185bffffffff,1.0,0.0,0.0,0.0
841185dffffffff,3.0,0.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0,0.0
8411895ffffffff,4.0,0.0,0.0,0.0
84118adffffffff,33.0,0.0,0.0,0.0
84118c1ffffffff,1.0,0.0,0.0,0.0
84118c5ffffffff,12.0,2.0,0.0,0.0
84118c7ffffffff,1.0,0.0,0.0,0.0
84118c9ffffffff,8.0,0.0,0.0,0.0
84118cdffffffff,186.0,17.0,0.0,0.0
84118e1ffffffff,32.0,0.0,0.0,0.0
84118e9ffffffff,66.0,7.0,0.0,0.0
8411913ffffffff,12.0,0.0,0.0,0.0
84119d1ffffffff,2.0,0.0,0.0,0.0
84119ebffffffff,6.0,0.0,0.0,0.0
84119edffffffff,4.0,0.0,0.0,0.0
8411a0dffffffff,2.0,0.0,0.0,0.0
8411a43ffffffff,2.0,0.0,0.0,0.0
8411a6bffffffff,2.0,0.0,0.0,0.0
8411aa1ffffffff,12.0,0.0,0.0,0.0
8411aa3ffffffff,5.0,0.0,0.0,0.0
8411aa5ffffffff,22.0,2.0,0.0,0.0
8411aa7ffffffff,62.0,0.0,0.0,0.0
8411aa9ffffffff,6.0,0.0,0.0,0.0
8411aabffffffff,49.0,3.0,0.0,0.0
8411aadffffffff,34.0,0.0,0.0,0.0
8411ab5ffffffff,16.0,1.0,0.0,0.0
8411abdffffffff,6.0,0.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0
8411ae1ffffffff,8.0,0.0,0.0,0.0
8411ae3ffffffff,320.0,65.0,0.0,0.0
8411ae7ffffffff,32.0,8.0,0.0,0.0
8411b01ffffffff,2.0,0.0,0.0,0.0
8411b03ffffffff,1.0,0.0,0.0,0.0
8411b07ffffffff,2.0,0.0,0.0,0.0
8411b39ffffffff,2.0,0.0,0.0,0.0
8411b49ffffffff,2.0,0.0,0.0,0.0
8411b4dffffffff,18.0,0.0,0.0,0.0
8414859ffffffff,2.0,0.0,0.0,0.0
8414a8dffffffff,2.0,0.0,0.0,0.0
8414ae1ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,203.0,0.0,0.0,0.0
8414ae9ffffffff,2.0,0.0,0.0,0.0
8414aedffffffff,4.0,0.0,0.0,0.0
8414b27ffffffff,3.0,0.0,0.0,0.0
8414b29ffffffff,2.0,0.0,0.0,0.0
8414c87ffffffff,2.0,0.0,0.0,0.0
8414d65ffffffff,2.0,0.0,0.0,0.0
84155dbffffffff,3.0,0.0,0.0,0.0
8415861ffffffff,2.0,0.0,0.0,0.0
8415869ffffffff,3.0,0.0,0.0,0.0
8415901ffffffff,6.0,0.0,0.0,0.0
8415903ffffffff,4.0,0.0,0.0,0.0
8415909ffffffff,4.0,4.0,0.0,0.0
8415913ffffffff,7.0,0.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0,0.0
8415917ffffffff,2.0,0.0,0.0,0.0
8415923ffffffff,5.0,0.0,0.0,0.0
8415927ffffffff,19.0,0.0,0.0,0.0
8415929ffffffff,30.0,0.0,0.0,0.0
841592bffffffff,29.0,0.0,0.0,0.0
841594dffffffff,4.0,0.0,0.0,0.0
8415953ffffffff,7.0,0.0,0.0,0.0
841598bffffffff,12.0,10.0,0.0,0.0
84159c5ffffffff,2.0,0.0,0.0,0.0
8415b05ffffffff,1.0,0.0,0.0,0.0
8415b07ffffffff,41.0,0.0,0.0,0.0
8415b31ffffffff,3.0,0.0,0.0,0.0
8415b39ffffffff,2.0,0.0,0.0,0.0
8415b69ffffffff,2.0,0.0,0.0,0.0
8415b6bffffffff,4.0,0.0,0.0,0.0
8418011ffffffff,18.0,0.0,0.0,0.0
8418013ffffffff,12.0,2.0,0.0,0.0
8418019ffffffff,70.0,4.0,0.0,0.0
841801bffffffff,38.0,0.0,0.0,0.0
841801dffffffff,18.0,2.0,0.0,0.0
841804bffffffff,14.0,0.0,0.0,0.0
8418053ffffffff,52.0,13.0,0.0,0.0
8418059ffffffff,65.0,5.0,0.0,0.0
841805bffffffff,27.0,2.0,0.0,0.0
841805dffffffff,4.0,0.0,0.0,0.0
84180c9ffffffff,3.0,1.0,0.0,0.0
84180cdffffffff,48.0,2.0,0.0,0.0
8418203ffffffff,13.0,0.0,0.0,0.0
8418209ffffffff,4.0,1.0,0.0,0.0
841820bffffffff,10.0,4.0,0.0,0.0
8418213ffffffff,4.0,0.0,0.0,0.0
8418215ffffffff,5.0,0.0,0.0,0.0
8418217ffffffff,2.0,0.0,0.0,0.0
841821dffffffff,4.0,2.0,0.0,0.0
8418231ffffffff,7.0,0.0,0.0,0.0
8418233ffffffff,75.0,30.0,0.0,0.0
8418235ffffffff,70.0,6.0,0.0,0.0
8418237ffffffff,52.0,0.0,0.0,0.0
8418239ffffffff,4.0,0.0,0.0,0.0
841823dffffffff,24.0,15.0,0.0,0.0
8418251ffffffff,26.0,9.0,0.0,0.0
8418253ffffffff,2.0,0.0,0.0,0.0
8418255ffffffff,9.0,0.0,0.0,0.0
8418259ffffffff,23.0,1.0,0.0,0.0
841825bffffffff,8.0,0.0,0.0,0.0
841825dffffffff,2.0,0.0,0.0,0.0
8418281ffffffff,22.0,0.0,0.0,0.0
8418285ffffffff,13.0,2.0,0.0,0.0
8418287ffffffff,11.0,0.0,0.0,0.0
8418289ffffffff,16.0,0.0,0.0,0.0
841828bffffffff,410.0,14.0,0.0,0.0
841828dffffffff,12.0,0.0,0.0,0.0
8418299ffffffff,15.0,0.0,0.0,0.0
84182a1ffffffff,20.0,0.0,0.0,0.0
84182a3ffffffff,119.0,8.0,0.0,0.0
84182a5ffffffff,32.0,5.0,0.0,0.0
84182a7ffffffff,52.0,2.0,0.0,0.0
84182abffffffff,30.0,0.0,0.0,0.0
84182adffffffff,13.0,2.0,0.0,0.0
84182c1ffffffff,515.0,10.0,0.0,0.0
84182c3ffffffff,112.0,3.0,0.0,0.0
84182c5ffffffff,2.0,0.0,0.0,0.0
84182c7ffffffff,2.0,0.0,0.0,0.0
84182c9ffffffff,283.0,4.0,0.0,0.0
84182cbffffffff,468.0,5.0,0.0,0.0
84182cdffffffff,4.0,0.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0,0.0
84182d5ffffffff,17.0,1.0,0.0,0.0
84182d9ffffffff,1.0,0.0,0.0,0.0
84182e1ffffffff,6.0,2.0,0.0,0.0
84182e3ffffffff,4.0,0.0,0.0,0.0
84182e5ffffffff,420.0,143.0,0.0,0.0
84182e7ffffffff,16.0,0.0,0.0,0.0
84182e9ffffffff,33.0,5.0,0.0,0.0
84182edffffffff,8.0,4.0,0.0,0.0
8418411ffffffff,2.0,0.0,0.0,0.0
841843bffffffff,1.0,0.0,0.0,0.0
841843dffffffff,2.0,0.0,0.0,0.0
8418443ffffffff,118.0,13.0,0.0,0.0
8418447ffffffff,16.0,8.0,0.0,0.0
841844dffffffff,2.0,0.0,0.0,0.0
8418451ffffffff,47.0,0.0,0.0,0.0
8418453ffffffff,4.0,0.0,0.0,0.0
8418455ffffffff,14.0,0.0,0.0,0.0
8418457ffffffff,4.0,0.0,0.0,0.0
8418459ffffffff,33.0,0.0,0.0,0.0
841845bffffffff,25.0,0.0,0.0,0.0
841845dffffffff,59.0,5.0,0.0,0.0
8418461ffffffff,23.0,8.0,0.0,0.0
8418469ffffffff,16.0,2.0,0.0,0.0
841846bffffffff,15.0,2.0,0.0,0.0
841846dffffffff,121.0,2.0,0.0,0.0
8418491ffffffff,153.0,0.0,0.0,0.0
8418493ffffffff,78.0,0.0,0.0,0.0
8418495ffffffff,3273.0,0.0,0.0,0.0
8418497ffffffff,116.0,0.0,0.0,0.0
8418499ffffffff,1.0,0.0,0.0,0.0
841849bffffffff,6.0,0.0,0.0,0.0
841849dffffffff,272.0,0.0,0.0,0.0
84184a3ffffffff,8.0,0.0,0.0,0.0
84184b1ffffffff,962.0,10.0,0.0,0.0
84184b3ffffffff,159.0,0.0,0.0,0.0
84184b5ffffffff,162.0,5.0,0.0,0.0
84184b7ffffffff,304.0,0.0,0.0,0.0
84184b9ffffffff,75.0,0.0,0.0,0.0
84184bbffffffff,359.0,0.0,0.0,0.0
84184bdffffffff,266.0,0.0,0.0,0.0
84184c3ffffffff,14.0,6.0,0.0,0.0
84184c9ffffffff,2.0,0.0,0.0,0.0
84184cbffffffff,1.0,0.0,0.0,0.0
84184d5ffffffff,18.0,1.0,0.0,0.0
84184d9ffffffff,10.0,0.0,0.0,0.0
84184ddffffffff,158.0,3.0,0.0,0.0
84184edffffffff,1.0,1.0,0.0,0.0
8418593ffffffff,41.0,0.0,0.0,0.0
8418597ffffffff,213.0,0.0,0.0,0.0
84185b1ffffffff,18.0,0.0,0.0,0.0
84185b3ffffffff,22.0,0.0,0.0,0.0
84185b5ffffffff,541.0,0.0,0.0,0.0
84185b7ffffffff,3.0,0.0,0.0,0.0
84185bbffffffff,440.0,0.0,0.0,0.0
84185d9ffffffff,1.0,0.0,0.0,0.0
8418605ffffffff,4.0,2.0,0.0,0.0
8418607ffffffff,17.0,0.0,0.0,0.0
8418609ffffffff,5.0,0.0,0.0,0.0
841860bffffffff,4.0,0.0,0.0,0.0
841860dffffffff,19.0,2.0,0.0,0.0
8418611ffffffff,1.0,0.0,0.0,0.0
