cell_id,Alcedo atthis,Alcedo atthis [atthis Group],Alcedo atthis [hispidoides Group]
843915bffffffff,2.0,0.0,0.0
84391d1ffffffff,3.0,0.0,0.0
8439221ffffffff,7.0,0.0,0.0
8439227ffffffff,20.0,7.0,0.0
8439239ffffffff,10.0,0.0,0.0
8439281ffffffff,2.0,0.0,0.0
8439285ffffffff,2.0,0.0,0.0
8439287ffffffff,1.0,0.0,0.0
84392a9ffffffff,6.0,0.0,0.0
84392ddffffffff,2.0,2.0,0.0
8439311ffffffff,2.0,0.0,0.0
8439313ffffffff,3.0,0.0,0.0
8439337ffffffff,6.0,0.0,0.0
843933bffffffff,2.0,0.0,0.0
8439433ffffffff,2.0,0.0,0.0
8439435ffffffff,7.0,2.0,0.0
843946dffffffff,11.0,9.0,0.0
8439541ffffffff,2.0,0.0,0.0
8439547ffffffff,1.0,0.0,0.0
84396ebffffffff,1.0,0.0,0.0
843971bffffffff,4.0,0.0,0.0
8439721ffffffff,16.0,0.0,0.0
8439723ffffffff,1.0,0.0,0.0
8439729ffffffff,2.0,0.0,0.0
8439739ffffffff,12.0,0.0,0.0
843974dffffffff,3.0,3.0,0.0
843c029ffffffff,1.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0
843c065ffffffff,4.0,4.0,0.0
843c0a5ffffffff,6.0,0.0,0.0
843c0adffffffff,1.0,0.0,0.0
843c159ffffffff,9.0,9.0,0.0
843c199ffffffff,15.0,2.0,0.0
843c19bffffffff,5.0,0.0,0.0
843c1b5ffffffff,16.0,3.0,0.0
843c1b9ffffffff,2.0,0.0,0.0
843c1d3ffffffff,6.0,0.0,0.0
843c33dffffffff,3.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0
843c89bffffffff,1.0,0.0,0.0
843c8edffffffff,3.0,0.0,0.0
843ca93ffffffff,4.0,0.0,0.0
843ca97ffffffff,2.0,0.0,0.0
843cab1ffffffff,3.0,0.0,0.0
843cab9ffffffff,2.0,0.0,0.0
843cd1bffffffff,3.0,0.0,0.0
843cec1ffffffff,2.0,2.0,0.0
843cec9ffffffff,3.0,3.0,0.0
843cf05ffffffff,5.0,0.0,0.0
843cf0dffffffff,9.0,0.0,0.0
843cf29ffffffff,2.0,0.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,8.0,0.0,0.0
843cf49ffffffff,6.0,0.0,0.0
843cf69ffffffff,7.0,0.0,0.0
843d93bffffffff,1.0,0.0,0.0
843da37ffffffff,8.0,0.0,0.0
843daddffffffff,7.0,7.0,0.0
843db35ffffffff,2.0,0.0,0.0
843e605ffffffff,5.0,5.0,0.0
843e629ffffffff,7.0,0.0,0.0
843e665ffffffff,1.0,1.0,0.0
843e689ffffffff,4.0,0.0,0.0
843e68dffffffff,9.0,2.0,0.0
843e6a3ffffffff,2.0,0.0,0.0
843e719ffffffff,2.0,0.0,0.0
843f4d9ffffffff,1.0,1.0,0.0
843f631ffffffff,3.0,3.0,0.0
843f6e5ffffffff,2.0,0.0,0.0
8440403ffffffff,2.0,2.0,0.0
8440413ffffffff,3.0,3.0,0.0
8440447ffffffff,4.0,4.0,0.0
8440457ffffffff,2.0,2.0,0.0
84404c1ffffffff,10.0,10.0,0.0
84404c5ffffffff,3.0,3.0,0.0
84404cbffffffff,22.0,22.0,0.0
84404cdffffffff,2.0,2.0,0.0
84404ddffffffff,19.0,19.0,0.0
8440651ffffffff,4.0,4.0,0.0
84406b7ffffffff,1.0,1.0,0.0
8440711ffffffff,2.0,2.0,0.0
8440b53ffffffff,1.0,1.0,0.0
8441037ffffffff,2.0,2.0,0.0
84411cbffffffff,6.0,6.0,0.0
84416b7ffffffff,2.0,0.0,0.0
8441911ffffffff,2.0,2.0,0.0
8441a55ffffffff,2.0,0.0,0.0
8441b43ffffffff,2.0,0.0,0.0
8442c01ffffffff,2.0,2.0,0.0
8442c13ffffffff,3.0,3.0,0.0
8442c2dffffffff,7.0,0.0,0.0
8442c47ffffffff,1.0,1.0,0.0
8442ce9ffffffff,2.0,2.0,0.0
8442e45ffffffff,2.0,2.0,0.0
8442eb1ffffffff,4.0,0.0,0.0
8442eb3ffffffff,9.0,0.0,0.0
8442ebbffffffff,3.0,0.0,0.0
84438c3ffffffff,4.0,4.0,0.0
8443983ffffffff,1.0,1.0,0.0
844398dffffffff,5.0,5.0,0.0
8443a33ffffffff,1.0,0.0,0.0
8443a8dffffffff,3.0,0.0,0.0
8443ad3ffffffff,5.0,0.0,0.0
8443ae3ffffffff,1.0,1.0,0.0
844b26dffffffff,44.0,2.0,0.0
844b621ffffffff,2.0,0.0,0.0
844b845ffffffff,5.0,0.0,0.0
844b84dffffffff,2.0,0.0,0.0
844b86dffffffff,3.0,0.0,0.0
844ba03ffffffff,3.0,0.0,0.0
844ba05ffffffff,4.0,0.0,0.0
844ba0bffffffff,11.0,2.0,0.0
844ba25ffffffff,7.0,0.0,0.0
844ba29ffffffff,5.0,0.0,0.0
844ba2bffffffff,8.0,0.0,0.0
844ba2dffffffff,6.0,0.0,0.0
844ba35ffffffff,2.0,2.0,0.0
844ba57ffffffff,12.0,4.0,0.0
844ba67ffffffff,3.0,0.0,0.0
844bb11ffffffff,4.0,0.0,0.0
844bb17ffffffff,2.0,0.0,0.0
844bb19ffffffff,20.0,0.0,0.0
844bb53ffffffff,66.0,0.0,0.0
8453a43ffffffff,10.0,10.0,0.0
8453a4bffffffff,1.0,1.0,0.0
8460025ffffffff,2.0,0.0,0.0
846004dffffffff,20.0,0.0,0.0
8460061ffffffff,4.0,0.0,0.0
8460067ffffffff,4.0,0.0,0.0
8460069ffffffff,21.0,0.0,0.0
8460151ffffffff,4.0,0.0,0.0
846015dffffffff,2.0,0.0,0.0
8460169ffffffff,3.0,0.0,0.0
84601e7ffffffff,3.0,0.0,0.0
84601edffffffff,2.0,0.0,0.0
8460221ffffffff,24.0,0.0,0.0
8460227ffffffff,30.0,0.0,0.0
8460229ffffffff,1.0,0.0,0.0
846022dffffffff,7.0,0.0,0.0
8460261ffffffff,3.0,0.0,0.0
8460263ffffffff,31.0,0.0,0.0
8460311ffffffff,6.0,0.0,0.0
8460313ffffffff,23.0,0.0,0.0
8460315ffffffff,2.0,0.0,0.0
8460317ffffffff,13.0,0.0,0.0
8460319ffffffff,3.0,0.0,0.0
846031bffffffff,10.0,0.0,0.0
846031dffffffff,15.0,0.0,0.0
8460329ffffffff,1.0,0.0,0.0
8460331ffffffff,3.0,0.0,0.0
8460335ffffffff,1.0,0.0,0.0
8460339ffffffff,2.0,2.0,0.0
846033bffffffff,2.0,0.0,0.0
8460351ffffffff,4.0,0.0,0.0
8460353ffffffff,9.0,0.0,0.0
8460357ffffffff,2.0,2.0,0.0
846035bffffffff,5.0,0.0,0.0
8460885ffffffff,2.0,0.0,0.0
84608a7ffffffff,1.0,0.0,0.0
84608b9ffffffff,1.0,0.0,0.0
84608bdffffffff,4.0,0.0,0.0
84608e9ffffffff,3.0,0.0,0.0
8460939ffffffff,2.0,0.0,0.0
84609e1ffffffff,7.0,0.0,0.0
8460a25ffffffff,2.0,0.0,0.0
8460a89ffffffff,1.0,0.0,0.0
8460a91ffffffff,118.0,3.0,0.0
8460a95ffffffff,3.0,3.0,0.0
8460a97ffffffff,3.0,1.0,0.0
8460a99ffffffff,3.0,0.0,0.0
8460a9dffffffff,1.0,0.0,0.0
8460ab1ffffffff,3.0,0.0,0.0
8460ad3ffffffff,6.0,0.0,0.0
8460b1bffffffff,3.0,0.0,0.0
8461885ffffffff,1.0,0.0,0.0
8461891ffffffff,2.0,2.0,0.0
8461893ffffffff,19.0,0.0,0.0
84618d7ffffffff,2.0,0.0,0.0
846332dffffffff,3.0,3.0,0.0
846428bffffffff,22.0,22.0,0.0
8464825ffffffff,2.0,2.0,0.0
8464a29ffffffff,5.0,3.0,0.0
8464b61ffffffff,2.0,0.0,0.0
8464e49ffffffff,13.0,13.0,0.0
8465005ffffffff,7.0,0.0,0.0
8465015ffffffff,6.0,0.0,0.0
8465033ffffffff,11.0,0.0,0.0
8465039ffffffff,6.0,0.0,0.0
8465059ffffffff,1.0,0.0,0.0
84650e5ffffffff,3.0,0.0,0.0
8465183ffffffff,1.0,0.0,0.0
8465189ffffffff,5.0,0.0,0.0
846518bffffffff,5.0,0.0,0.0
8465191ffffffff,2.0,0.0,0.0
846519dffffffff,3.0,0.0,0.0
84651c3ffffffff,7.0,0.0,0.0
84651d1ffffffff,10.0,0.0,0.0
84651d7ffffffff,1.0,0.0,0.0
84651d9ffffffff,15.0,0.0,0.0
84651dbffffffff,20.0,0.0,0.0
846520dffffffff,94.0,0.0,0.0
8465227ffffffff,8.0,0.0,0.0
8465263ffffffff,19.0,0.0,0.0
846526bffffffff,3.0,0.0,0.0
8465313ffffffff,4.0,0.0,0.0
8465835ffffffff,2.0,0.0,0.0
8465851ffffffff,2.0,0.0,0.0
84658b3ffffffff,4.0,4.0,0.0
8465995ffffffff,3.0,0.0,0.0
84659c3ffffffff,2.0,0.0,0.0
8468025ffffffff,2.0,2.0,0.0
8468621ffffffff,4.0,0.0,0.0
84686e9ffffffff,2.0,0.0,0.0
8469417ffffffff,1.0,0.0,0.0
84694edffffffff,3.0,0.0,0.0
847683bffffffff,2.0,0.0,0.0
847699dffffffff,2.0,0.0,0.0
8477913ffffffff,2.0,0.0,0.0
847795bffffffff,1.0,0.0,0.0
8477981ffffffff,2.0,0.0,0.0
84779b9ffffffff,2.0,0.0,0.0
84779c5ffffffff,2.0,0.0,0.0
848c107ffffffff,2.0,0.0,0.0
848c6adffffffff,3.0,0.0,0.0
848db53ffffffff,1.0,0.0,0.0
849500bffffffff,2.0,0.0,0.0
8495613ffffffff,10.0,0.0,0.0
8495617ffffffff,3.0,0.0,0.0
849c85bffffffff,1.0,0.0,0.0
849c901ffffffff,4.0,0.0,0.0
