cell_id,Egretta gularis,Egretta gularis gularis,Egretta gularis schistacea
8454b07ffffffff,2.0,0.0,0.0
8454c51ffffffff,4.0,4.0,0.0
8454ea5ffffffff,1.0,0.0,0.0
8454f57ffffffff,2.0,0.0,0.0
8455121ffffffff,3.0,0.0,0.0
845e5d9ffffffff,1.0,0.0,0.0
845f095ffffffff,2.0,0.0,0.0
845f5bdffffffff,2.0,0.0,0.0
8460021ffffffff,1.0,0.0,0.0
846002dffffffff,21.0,0.0,0.0
846004dffffffff,1.0,0.0,0.0
8460061ffffffff,4.0,0.0,0.0
8460069ffffffff,2.0,0.0,0.0
8460113ffffffff,8.0,0.0,0.0
8460139ffffffff,3.0,0.0,0.0
8460143ffffffff,7.0,0.0,0.0
8460145ffffffff,9.0,0.0,0.0
846014bffffffff,12.0,0.0,0.0
8460151ffffffff,2.0,0.0,0.0
8460153ffffffff,4.0,0.0,0.0
8460155ffffffff,6.0,0.0,0.0
8460157ffffffff,2.0,0.0,0.0
8460159ffffffff,1.0,0.0,0.0
846015dffffffff,16.0,0.0,0.0
8460169ffffffff,22.0,0.0,0.0
846016dffffffff,3.0,0.0,0.0
84601a5ffffffff,4.0,0.0,0.0
84601e1ffffffff,4.0,0.0,0.0
84601e7ffffffff,3.0,0.0,0.0
84601e9ffffffff,1.0,0.0,0.0
8460221ffffffff,17.0,0.0,0.0
8460227ffffffff,15.0,0.0,0.0
8460229ffffffff,3.0,0.0,0.0
8460263ffffffff,2.0,0.0,0.0
846026bffffffff,1.0,0.0,0.0
8460307ffffffff,8.0,0.0,0.0
846030bffffffff,2.0,0.0,0.0
8460311ffffffff,1.0,0.0,1.0
8460315ffffffff,8.0,0.0,0.0
846031dffffffff,11.0,0.0,0.0
8460321ffffffff,6.0,0.0,0.0
8460329ffffffff,19.0,0.0,0.0
8460331ffffffff,9.0,0.0,0.0
8460335ffffffff,4.0,0.0,0.0
8460337ffffffff,2.0,0.0,0.0
8460339ffffffff,20.0,0.0,0.0
8460351ffffffff,17.0,0.0,0.0
846035bffffffff,1.0,0.0,0.0
8460369ffffffff,3.0,0.0,0.0
846036bffffffff,5.0,0.0,1.0
84608b1ffffffff,5.0,0.0,0.0
84608b5ffffffff,2.0,0.0,0.0
84608e9ffffffff,1.0,0.0,0.0
8460901ffffffff,1.0,0.0,0.0
8460987ffffffff,1.0,0.0,0.0
84609e1ffffffff,11.0,0.0,0.0
84609e3ffffffff,4.0,0.0,0.0
8460a89ffffffff,8.0,0.0,0.0
8460a8bffffffff,1.0,0.0,0.0
8460a91ffffffff,18.0,0.0,3.0
8460a99ffffffff,4.0,0.0,0.0
8460aadffffffff,2.0,0.0,0.0
8460acdffffffff,3.0,0.0,0.0
8460ad3ffffffff,5.0,0.0,0.0
8460ad7ffffffff,7.0,0.0,0.0
8460b1bffffffff,29.0,0.0,0.0
84611a1ffffffff,2.0,0.0,0.0
84611b5ffffffff,3.0,0.0,0.0
84611bbffffffff,2.0,0.0,0.0
8461885ffffffff,4.0,0.0,0.0
8461887ffffffff,3.0,0.0,0.0
8461893ffffffff,29.0,0.0,0.0
84618c7ffffffff,4.0,0.0,0.0
84618cbffffffff,2.0,0.0,0.0
84618e1ffffffff,11.0,0.0,0.0
84619e5ffffffff,2.0,0.0,0.0
8461a9dffffffff,7.0,0.0,0.0
847a413ffffffff,3.0,0.0,0.0
847a6adffffffff,1.0,0.0,1.0
847ad99ffffffff,1.0,0.0,0.0
8482c0dffffffff,1.0,0.0,0.0
848c453ffffffff,2.0,0.0,0.0
848c45bffffffff,10.0,0.0,0.0
848c6adffffffff,16.0,0.0,0.0
