cell_id,Caprimulgus affinis,Caprimulgus affinis [monticolus Group],Caprimulgus affinis [affinis Group]
8442d91ffffffff,1.0,0.0,0.0
8442dddffffffff,2.0,0.0,0.0
844b845ffffffff,1.0,0.0,0.0
844b861ffffffff,2.0,0.0,0.0
844b86dffffffff,4.0,0.0,0.0
844ba03ffffffff,1.0,0.0,0.0
844ba0bffffffff,3.0,0.0,0.0
844ba25ffffffff,5.0,0.0,0.0
844ba27ffffffff,1.0,0.0,0.0
844ba2bffffffff,3.0,0.0,0.0
844ba39ffffffff,2.0,0.0,0.0
844ba3dffffffff,1.0,0.0,0.0
844bb11ffffffff,4.0,0.0,0.0
844bb17ffffffff,3.0,0.0,0.0
844bb19ffffffff,5.0,0.0,0.0
8460025ffffffff,2.0,0.0,0.0
8460065ffffffff,17.0,0.0,0.0
8460105ffffffff,1.0,0.0,0.0
8460139ffffffff,1.0,0.0,0.0
8460147ffffffff,3.0,0.0,0.0
8460149ffffffff,2.0,0.0,0.0
846014dffffffff,45.0,0.0,0.0
846015bffffffff,1.0,0.0,0.0
8460161ffffffff,6.0,0.0,0.0
8460169ffffffff,11.0,0.0,0.0
846016dffffffff,2.0,0.0,0.0
8460311ffffffff,1.0,0.0,0.0
8460313ffffffff,34.0,0.0,0.0
8460317ffffffff,6.0,0.0,0.0
8460319ffffffff,7.0,0.0,0.0
846031dffffffff,5.0,0.0,0.0
8460321ffffffff,4.0,0.0,0.0
8460327ffffffff,1.0,0.0,0.0
8460331ffffffff,13.0,0.0,0.0
8460333ffffffff,29.0,0.0,0.0
8460337ffffffff,2.0,0.0,0.0
846033bffffffff,8.0,0.0,0.0
8460353ffffffff,11.0,0.0,0.0
846035bffffffff,2.0,0.0,0.0
8460845ffffffff,5.0,0.0,0.0
8460881ffffffff,11.0,0.0,0.0
8460885ffffffff,5.0,0.0,0.0
8460901ffffffff,4.0,0.0,0.0
8460927ffffffff,7.0,0.0,0.0
8460961ffffffff,2.0,0.0,0.0
8460965ffffffff,3.0,0.0,0.0
846096bffffffff,1.0,0.0,0.0
846098dffffffff,2.0,0.0,0.0
84609a9ffffffff,1.0,0.0,0.0
84609d7ffffffff,2.0,0.0,0.0
84609e1ffffffff,15.0,0.0,0.0
8460a13ffffffff,1.0,0.0,0.0
8460a25ffffffff,6.0,0.0,0.0
8460a27ffffffff,105.0,0.0,0.0
8460a49ffffffff,2.0,0.0,0.0
8460a61ffffffff,22.0,0.0,0.0
8460a63ffffffff,4.0,0.0,0.0
8460a91ffffffff,14.0,0.0,0.0
8460a9dffffffff,2.0,0.0,0.0
8460ad3ffffffff,7.0,0.0,0.0
8460ad5ffffffff,1.0,0.0,0.0
8460b11ffffffff,2.0,0.0,0.0
8460b19ffffffff,12.0,0.0,0.0
8461885ffffffff,13.0,0.0,0.0
8461893ffffffff,2.0,0.0,0.0
8464a59ffffffff,6.0,0.0,0.0
8465015ffffffff,2.0,0.0,0.0
8465033ffffffff,12.0,0.0,0.0
8465113ffffffff,1.0,0.0,0.0
8465187ffffffff,10.0,0.0,0.0
8465189ffffffff,1.0,0.0,0.0
846518bffffffff,1.0,0.0,0.0
846519dffffffff,2.0,0.0,0.0
84651bdffffffff,4.0,0.0,0.0
84651d9ffffffff,8.0,0.0,0.0
846520dffffffff,6.0,0.0,0.0
8465227ffffffff,3.0,0.0,0.0
8465231ffffffff,5.0,0.0,0.0
8465263ffffffff,2.0,0.0,0.0
846526bffffffff,1.0,0.0,0.0
8468d29ffffffff,2.0,0.0,0.0
848caddffffffff,2.0,0.0,0.0
848d8cbffffffff,2.0,0.0,0.0
