cell_id,Chondrohierax uncinatus,Chondrohierax uncinatus uncinatus,Chondrohierax uncinatus mirus
8445767ffffffff,3.0,0.0,0.0
8445769ffffffff,2.0,0.0,0.0
844832bffffffff,3.0,0.0,0.0
8448333ffffffff,2.0,0.0,0.0
8448337ffffffff,10.0,0.0,0.0
844833bffffffff,3.0,0.0,0.0
8448361ffffffff,47.0,0.0,0.0
8448363ffffffff,126.0,0.0,0.0
8448367ffffffff,3.0,0.0,0.0
8448369ffffffff,27.0,0.0,0.0
844836dffffffff,4.0,0.0,0.0
8448a21ffffffff,12.0,0.0,0.0
8448a27ffffffff,9.0,0.0,0.0
8448b13ffffffff,15.0,1.0,0.0
8448b1dffffffff,2.0,0.0,0.0
8448b5bffffffff,11.0,0.0,0.0
8449809ffffffff,1.0,0.0,0.0
844980bffffffff,5.0,0.0,0.0
8449815ffffffff,4.0,0.0,0.0
8449855ffffffff,7.0,0.0,0.0
8449865ffffffff,4.0,0.0,0.0
84498d9ffffffff,1.0,0.0,0.0
8449907ffffffff,2.0,0.0,0.0
8449917ffffffff,2.0,0.0,0.0
844993bffffffff,1.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0
8449951ffffffff,1.0,0.0,0.0
8449953ffffffff,2.0,0.0,0.0
8449959ffffffff,177.0,5.0,0.0
844995bffffffff,40.0,0.0,0.0
8449961ffffffff,72.0,17.0,0.0
8449963ffffffff,178.0,42.0,0.0
8449965ffffffff,942.0,21.0,0.0
8449967ffffffff,83.0,4.0,0.0
8449969ffffffff,25.0,2.0,0.0
844996bffffffff,4.0,2.0,0.0
844996dffffffff,4.0,0.0,0.0
8449981ffffffff,2.0,0.0,0.0
8449987ffffffff,4.0,0.0,0.0
8449a21ffffffff,1.0,0.0,0.0
8449a2bffffffff,9.0,0.0,0.0
8449a3dffffffff,3.0,0.0,0.0
8449a81ffffffff,2.0,0.0,0.0
8449a83ffffffff,11.0,0.0,0.0
8449a85ffffffff,13.0,0.0,0.0
8449a89ffffffff,12.0,0.0,0.0
8449a8bffffffff,3.0,0.0,0.0
8449a91ffffffff,21.0,6.0,0.0
8449a93ffffffff,18.0,0.0,0.0
8449a97ffffffff,6.0,0.0,0.0
8449a9bffffffff,6.0,2.0,0.0
8449aa7ffffffff,6.0,0.0,0.0
8449aabffffffff,1.0,0.0,0.0
8449ab5ffffffff,7.0,0.0,0.0
8449b31ffffffff,1.0,0.0,0.0
8449b33ffffffff,19.0,0.0,0.0
8449b39ffffffff,5.0,0.0,0.0
8449b3bffffffff,4.0,0.0,0.0
8449b47ffffffff,1.0,0.0,0.0
8449b57ffffffff,2.0,0.0,0.0
845e667ffffffff,132.0,0.0,89.0
845f03dffffffff,12.0,0.0,0.0
845f095ffffffff,1.0,0.0,0.0
845f12bffffffff,2.0,0.0,0.0
845f143ffffffff,2.0,0.0,0.0
845f1c3ffffffff,11.0,0.0,0.0
845f295ffffffff,6.0,0.0,0.0
845f299ffffffff,1.0,0.0,0.0
845f2b1ffffffff,11.0,0.0,0.0
845f2b3ffffffff,9.0,0.0,0.0
845f2bbffffffff,2.0,0.0,0.0
845f415ffffffff,1.0,0.0,0.0
845f445ffffffff,3.0,0.0,0.0
845f4a3ffffffff,2.0,0.0,0.0
845f4abffffffff,2.0,0.0,0.0
845f4bdffffffff,4.0,0.0,0.0
845f4e1ffffffff,1.0,0.0,0.0
845f68bffffffff,3.0,0.0,0.0
845f755ffffffff,1.0,0.0,0.0
845f759ffffffff,17.0,0.0,0.0
8466021ffffffff,12.0,0.0,0.0
8466045ffffffff,8.0,0.0,0.0
8466047ffffffff,2.0,0.0,0.0
8466055ffffffff,6.0,0.0,0.0
8466059ffffffff,2.0,0.0,0.0
8466067ffffffff,2.0,0.0,0.0
8466083ffffffff,5.0,0.0,0.0
8466089ffffffff,18.0,0.0,0.0
846608bffffffff,1.0,0.0,0.0
846608dffffffff,23.0,0.0,0.0
84660a7ffffffff,4.0,0.0,0.0
84660bdffffffff,1.0,0.0,0.0
84660cbffffffff,8.0,0.0,0.0
8466105ffffffff,1.0,0.0,0.0
8466107ffffffff,2.0,0.0,0.0
8466113ffffffff,4.0,0.0,0.0
8466119ffffffff,2.0,0.0,0.0
8466125ffffffff,4.0,0.0,0.0
8466139ffffffff,8.0,0.0,0.0
846613bffffffff,8.0,0.0,0.0
8466153ffffffff,15.0,0.0,0.0
8466163ffffffff,1.0,0.0,0.0
8466165ffffffff,2.0,0.0,0.0
8466167ffffffff,5.0,0.0,0.0
8466181ffffffff,2.0,0.0,0.0
8466183ffffffff,29.0,0.0,0.0
8466189ffffffff,11.0,0.0,0.0
846618bffffffff,36.0,0.0,0.0
8466193ffffffff,10.0,0.0,0.0
8466195ffffffff,37.0,0.0,0.0
8466197ffffffff,9.0,0.0,0.0
846619bffffffff,17.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0
84661a5ffffffff,9.0,0.0,0.0
84661b1ffffffff,5.0,0.0,0.0
84661b3ffffffff,43.0,0.0,0.0
84661b7ffffffff,4.0,0.0,0.0
84661b9ffffffff,127.0,1.0,0.0
84661bbffffffff,70.0,0.0,0.0
84661bdffffffff,1.0,0.0,0.0
84661c1ffffffff,1.0,0.0,0.0
84661c3ffffffff,1.0,0.0,0.0
84661d1ffffffff,4.0,0.0,0.0
84661d3ffffffff,1.0,0.0,0.0
84661d5ffffffff,1.0,0.0,0.0
84661ddffffffff,2.0,0.0,0.0
84661ebffffffff,4.0,0.0,0.0
8466201ffffffff,11.0,0.0,0.0
8466203ffffffff,2.0,0.0,0.0
8466205ffffffff,13.0,0.0,0.0
8466207ffffffff,1.0,0.0,0.0
846620bffffffff,11.0,0.0,0.0
8466211ffffffff,2.0,0.0,0.0
8466217ffffffff,12.0,0.0,0.0
8466219ffffffff,5.0,0.0,0.0
8466221ffffffff,6.0,2.0,0.0
8466225ffffffff,5.0,0.0,0.0
8466227ffffffff,8.0,0.0,0.0
846622bffffffff,97.0,0.0,0.0
846623bffffffff,6.0,0.0,0.0
846623dffffffff,4.0,0.0,0.0
8466291ffffffff,6.0,0.0,0.0
8466299ffffffff,6.0,0.0,0.0
846629dffffffff,19.0,3.0,0.0
84662b5ffffffff,9.0,0.0,0.0
84662b7ffffffff,3.0,0.0,0.0
84662e1ffffffff,2.0,0.0,0.0
84662e5ffffffff,3.0,0.0,0.0
8466311ffffffff,8.0,0.0,0.0
8466313ffffffff,79.0,0.0,0.0
846631bffffffff,5.0,0.0,0.0
8466415ffffffff,9.0,0.0,0.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,1.0,0.0,0.0
8466441ffffffff,2.0,0.0,0.0
846645dffffffff,2.0,0.0,0.0
8466543ffffffff,2.0,0.0,0.0
846654bffffffff,2.0,0.0,0.0
8466561ffffffff,3.0,0.0,0.0
846656dffffffff,6.0,0.0,0.0
84665abffffffff,6.0,0.0,0.0
8466631ffffffff,3.0,0.0,0.0
8466637ffffffff,3.0,0.0,0.0
8466639ffffffff,3.0,0.0,0.0
84666e3ffffffff,4.0,0.0,0.0
8466727ffffffff,2.0,0.0,0.0
8466737ffffffff,1.0,0.0,0.0
8466a01ffffffff,1.0,0.0,0.0
8466a05ffffffff,5.0,0.0,0.0
8466a0bffffffff,17.0,0.0,0.0
8466a25ffffffff,3.0,0.0,0.0
8466a51ffffffff,243.0,0.0,0.0
8466a55ffffffff,38.0,0.0,0.0
8466a57ffffffff,2.0,0.0,0.0
8466a5bffffffff,10.0,0.0,0.0
8466a5dffffffff,12.0,0.0,0.0
8466a65ffffffff,8.0,0.0,0.0
8466b01ffffffff,2.0,0.0,0.0
8466b09ffffffff,17.0,0.0,0.0
8466b0bffffffff,19.0,0.0,0.0
8466b1dffffffff,13.0,0.0,0.0
8466b41ffffffff,26.0,0.0,0.0
8466b43ffffffff,6.0,0.0,0.0
8466b45ffffffff,6.0,0.0,0.0
8466b47ffffffff,5.0,0.0,0.0
8466b49ffffffff,90.0,0.0,0.0
8466b4dffffffff,403.0,0.0,0.0
8466b51ffffffff,12.0,0.0,0.0
8466b53ffffffff,7.0,0.0,0.0
8466b55ffffffff,15.0,0.0,0.0
8466b59ffffffff,29.0,0.0,0.0
8466b5bffffffff,32.0,0.0,0.0
8466b5dffffffff,6.0,0.0,0.0
8466b69ffffffff,1.0,0.0,0.0
8466c01ffffffff,39.0,0.0,0.0
8466c09ffffffff,6.0,0.0,0.0
8466c0dffffffff,4.0,0.0,0.0
8466c19ffffffff,3.0,0.0,0.0
8466c21ffffffff,45.0,0.0,0.0
8466c23ffffffff,46.0,0.0,0.0
8466c27ffffffff,10.0,0.0,0.0
8466c37ffffffff,2.0,0.0,0.0
8466c47ffffffff,42.0,0.0,0.0
8466c49ffffffff,8.0,0.0,0.0
8466c4dffffffff,2.0,0.0,0.0
8466c57ffffffff,4.0,0.0,0.0
8466c5dffffffff,2.0,0.0,0.0
8466c63ffffffff,6.0,0.0,0.0
8466cc5ffffffff,3.0,0.0,0.0
8466cdbffffffff,3.0,0.0,0.0
8466ce1ffffffff,7.0,0.0,0.0
8466ce9ffffffff,2.0,0.0,0.0
8466cedffffffff,3.0,0.0,0.0
8466d01ffffffff,34.0,0.0,0.0
8466d03ffffffff,17.0,0.0,0.0
8466d05ffffffff,135.0,8.0,0.0
8466d07ffffffff,34.0,6.0,0.0
8466d0bffffffff,25.0,0.0,0.0
8466d0dffffffff,369.0,0.0,0.0
8466d15ffffffff,2.0,0.0,0.0
8466d21ffffffff,17.0,2.0,0.0
8466d23ffffffff,50.0,0.0,0.0
8466d25ffffffff,43.0,0.0,0.0
8466d27ffffffff,18.0,2.0,0.0
8466d29ffffffff,11.0,0.0,0.0
8466d31ffffffff,1165.0,142.0,0.0
8466d35ffffffff,1113.0,151.0,0.0
8466d37ffffffff,42.0,0.0,0.0
8466d39ffffffff,4.0,0.0,0.0
8466d3dffffffff,3.0,1.0,0.0
8466d47ffffffff,23.0,0.0,0.0
8466d81ffffffff,8.0,0.0,0.0
8466d8dffffffff,4.0,0.0,0.0
8466da9ffffffff,2.0,0.0,0.0
8466dadffffffff,9.0,2.0,0.0
8466dc1ffffffff,1.0,0.0,0.0
8466dc3ffffffff,293.0,60.0,0.0
8466dc7ffffffff,40.0,0.0,0.0
8466dc9ffffffff,54.0,0.0,0.0
8466dcbffffffff,4.0,0.0,0.0
8466dcdffffffff,4.0,0.0,0.0
8466dddffffffff,4.0,0.0,0.0
8466de1ffffffff,13.0,4.0,0.0
8466de3ffffffff,14.0,1.0,0.0
8466de7ffffffff,5.0,2.0,0.0
8466debffffffff,11.0,1.0,0.0
8466e03ffffffff,12.0,0.0,0.0
8466e05ffffffff,1.0,0.0,0.0
8466e09ffffffff,31.0,10.0,0.0
8466e0bffffffff,7.0,0.0,0.0
8466e0dffffffff,65.0,0.0,0.0
8466e23ffffffff,12.0,0.0,0.0
8466e43ffffffff,24.0,0.0,0.0
8466e45ffffffff,19.0,0.0,0.0
8466e47ffffffff,39.0,1.0,0.0
8466e49ffffffff,1.0,0.0,0.0
8466e4dffffffff,1.0,0.0,0.0
8466e51ffffffff,5.0,0.0,0.0
8466e57ffffffff,72.0,0.0,0.0
8466e59ffffffff,6.0,0.0,0.0
8466e61ffffffff,2.0,0.0,0.0
8466e63ffffffff,25.0,0.0,0.0
8466e65ffffffff,99.0,0.0,0.0
8466e67ffffffff,22.0,0.0,0.0
8466e69ffffffff,58.0,0.0,0.0
8466e6bffffffff,100.0,0.0,0.0
8466e6dffffffff,139.0,0.0,0.0
8466eadffffffff,2.0,0.0,0.0
8466ec1ffffffff,2.0,0.0,0.0
8466ec7ffffffff,3.0,0.0,0.0
8466ecbffffffff,1.0,0.0,0.0
8466ee5ffffffff,22.0,0.0,0.0
8466f01ffffffff,10.0,0.0,0.0
8466f03ffffffff,27.0,0.0,0.0
8466f0bffffffff,40.0,0.0,0.0
8466f11ffffffff,2.0,0.0,0.0
8466f15ffffffff,4.0,0.0,0.0
8466f19ffffffff,20.0,0.0,0.0
8466f1dffffffff,44.0,3.0,0.0
8466f35ffffffff,7.0,0.0,0.0
8466f57ffffffff,10.0,0.0,0.0
8466f59ffffffff,12.0,0.0,0.0
8466f5bffffffff,43.0,0.0,0.0
8467413ffffffff,25.0,0.0,0.0
8467417ffffffff,1.0,0.0,0.0
8467425ffffffff,2.0,2.0,0.0
8467429ffffffff,1.0,0.0,0.0
846742dffffffff,4.0,0.0,0.0
8467435ffffffff,3.0,0.0,0.0
8467437ffffffff,2.0,0.0,0.0
846743bffffffff,10.0,0.0,0.0
846743dffffffff,5.0,0.0,0.0
84674a7ffffffff,3.0,1.0,0.0
84674c5ffffffff,128.0,7.0,0.0
84674c7ffffffff,1.0,0.0,0.0
84674c9ffffffff,5.0,0.0,0.0
84674cbffffffff,1.0,0.0,0.0
84674cdffffffff,25.0,0.0,0.0
84674e5ffffffff,4.0,0.0,0.0
84674e9ffffffff,12.0,0.0,0.0
84674edffffffff,7.0,0.0,0.0
8467519ffffffff,1.0,0.0,0.0
8467599ffffffff,8.0,0.0,0.0
846759bffffffff,2.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0
84675cbffffffff,12.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675ebffffffff,6.0,0.0,0.0
846793bffffffff,4.0,0.0,0.0
8467961ffffffff,9.0,0.0,0.0
8467969ffffffff,3.0,0.0,0.0
84679a1ffffffff,11.0,0.0,0.0
84679a3ffffffff,4.0,0.0,0.0
84679a5ffffffff,276.0,0.0,0.0
84679a7ffffffff,13.0,0.0,0.0
84679b5ffffffff,18.0,0.0,0.0
84679b7ffffffff,69.0,0.0,0.0
846d041ffffffff,2.0,0.0,0.0
846d049ffffffff,7.0,2.0,0.0
846d04bffffffff,23.0,3.0,0.0
846d04dffffffff,2.0,0.0,0.0
846d053ffffffff,2.0,0.0,0.0
846d05bffffffff,25.0,0.0,0.0
846d05dffffffff,6.0,0.0,0.0
846d06dffffffff,1.0,0.0,0.0
846d159ffffffff,52.0,0.0,0.0
846d219ffffffff,2.0,0.0,0.0
846d21bffffffff,3.0,0.0,0.0
846d21dffffffff,10.0,0.0,0.0
846d231ffffffff,4.0,2.0,0.0
846d239ffffffff,10.0,0.0,0.0
846d23bffffffff,10.0,2.0,0.0
846d23dffffffff,4.0,0.0,0.0
846d24bffffffff,5.0,0.0,0.0
846d253ffffffff,3.0,0.0,0.0
846d257ffffffff,3.0,0.0,0.0
846d287ffffffff,11.0,0.0,0.0
846d291ffffffff,3.0,0.0,0.0
846d295ffffffff,35.0,0.0,0.0
846d2a9ffffffff,11.0,0.0,0.0
846d2b9ffffffff,26.0,0.0,0.0
846d2c1ffffffff,6.0,0.0,0.0
846d2c9ffffffff,34.0,8.0,0.0
846d2d1ffffffff,7.0,0.0,0.0
846d2d3ffffffff,13.0,0.0,0.0
846d2d5ffffffff,2.0,0.0,0.0
846d2d7ffffffff,57.0,0.0,0.0
846d2d9ffffffff,6.0,0.0,0.0
846d2e3ffffffff,3.0,0.0,0.0
846d305ffffffff,4.0,1.0,0.0
846d30dffffffff,10.0,0.0,0.0
846d311ffffffff,2.0,0.0,0.0
846d313ffffffff,42.0,0.0,0.0
846d317ffffffff,6.0,0.0,0.0
846d319ffffffff,13.0,0.0,0.0
846d31bffffffff,1.0,0.0,0.0
846d32bffffffff,16.0,0.0,0.0
846d333ffffffff,3.0,2.0,0.0
846d335ffffffff,4.0,0.0,0.0
846d337ffffffff,9.0,0.0,0.0
846d33dffffffff,6.0,0.0,0.0
846d341ffffffff,1.0,0.0,0.0
846d34bffffffff,1.0,0.0,0.0
846d34dffffffff,18.0,0.0,0.0
846d35dffffffff,10.0,0.0,0.0
846d603ffffffff,2.0,0.0,0.0
846d605ffffffff,9.0,0.0,0.0
846d609ffffffff,14.0,0.0,0.0
846d60dffffffff,2.0,0.0,0.0
846d617ffffffff,2.0,0.0,0.0
846d643ffffffff,1.0,0.0,0.0
846d651ffffffff,114.0,0.0,0.0
846d653ffffffff,17.0,0.0,0.0
846d655ffffffff,3.0,0.0,0.0
846d65dffffffff,2.0,0.0,0.0
846d661ffffffff,2.0,0.0,0.0
846d663ffffffff,1.0,0.0,0.0
846d667ffffffff,4.0,0.0,0.0
846d66dffffffff,1.0,0.0,0.0
846d681ffffffff,17.0,0.0,0.0
846d683ffffffff,78.0,0.0,0.0
846d685ffffffff,4.0,0.0,0.0
846d687ffffffff,7.0,0.0,0.0
846d689ffffffff,16.0,0.0,0.0
846d68bffffffff,50.0,0.0,0.0
846d68dffffffff,12.0,0.0,0.0
846d691ffffffff,101.0,0.0,0.0
846d693ffffffff,34.0,0.0,0.0
846d695ffffffff,202.0,0.0,0.0
846d697ffffffff,134.0,0.0,0.0
846d699ffffffff,38.0,0.0,0.0
846d69bffffffff,71.0,0.0,0.0
846d69dffffffff,145.0,0.0,0.0
846d6abffffffff,2.0,0.0,0.0
846d6b9ffffffff,28.0,0.0,0.0
846d6bbffffffff,1.0,0.0,0.0
846d6bdffffffff,1.0,0.0,0.0
846d6c3ffffffff,3.0,0.0,0.0
846d6d1ffffffff,2.0,0.0,0.0
846d6d3ffffffff,8.0,0.0,0.0
846d6d5ffffffff,10.0,0.0,0.0
846d6dbffffffff,5.0,0.0,0.0
846d6ebffffffff,3.0,0.0,0.0
846d6edffffffff,2.0,0.0,0.0
846d741ffffffff,5.0,0.0,0.0
846d743ffffffff,8.0,0.0,0.0
846d745ffffffff,8.0,0.0,0.0
846d749ffffffff,3.0,0.0,0.0
846d74bffffffff,13.0,0.0,0.0
846d75dffffffff,7.0,0.0,0.0
8480055ffffffff,2.0,0.0,0.0
8480105ffffffff,4.0,0.0,0.0
8480107ffffffff,8.0,0.0,0.0
8480109ffffffff,4.0,0.0,0.0
848011bffffffff,1.0,0.0,0.0
8480309ffffffff,6.0,0.0,0.0
8480363ffffffff,2.0,0.0,0.0
8480445ffffffff,8.0,0.0,0.0
848044dffffffff,4.0,0.0,0.0
8480469ffffffff,4.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
8480713ffffffff,4.0,0.0,0.0
8481149ffffffff,1.0,0.0,0.0
8481161ffffffff,2.0,0.0,0.0
8481167ffffffff,3.0,0.0,0.0
848116bffffffff,2.0,0.0,0.0
848124bffffffff,2.0,0.0,0.0
848124dffffffff,4.0,0.0,0.0
8481321ffffffff,4.0,0.0,0.0
8481323ffffffff,2.0,0.0,0.0
8481327ffffffff,4.0,0.0,0.0
8481339ffffffff,2.0,0.0,0.0
848145dffffffff,4.0,4.0,0.0
848146bffffffff,3.0,0.0,0.0
84814a9ffffffff,6.0,0.0,0.0
84814d5ffffffff,1.0,0.0,0.0
84814e5ffffffff,2.0,0.0,0.0
84814e7ffffffff,1.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0
84815abffffffff,1.0,0.0,0.0
84815d7ffffffff,1.0,0.0,0.0
8481635ffffffff,3.0,0.0,0.0
8481637ffffffff,3.0,0.0,0.0
8481713ffffffff,8.0,0.0,0.0
8481819ffffffff,2.0,0.0,0.0
848181dffffffff,5.0,0.0,0.0
8481853ffffffff,2.0,0.0,0.0
8481857ffffffff,11.0,1.0,0.0
848185dffffffff,3.0,0.0,0.0
84818b3ffffffff,1.0,0.0,0.0
84818e1ffffffff,13.0,0.0,0.0
84819d3ffffffff,2.0,0.0,0.0
84819d9ffffffff,9.0,0.0,0.0
8481a17ffffffff,2.0,2.0,0.0
8481ad1ffffffff,2.0,0.0,0.0
848a059ffffffff,1.0,1.0,0.0
848a05bffffffff,1.0,0.0,0.0
848a249ffffffff,1.0,1.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a35dffffffff,3.0,0.0,0.0
848a451ffffffff,1.0,0.0,0.0
848a459ffffffff,7.0,0.0,0.0
848a45bffffffff,18.0,0.0,0.0
848a45dffffffff,5.0,0.0,0.0
848a499ffffffff,3.0,0.0,0.0
848a699ffffffff,21.0,0.0,0.0
848a6d3ffffffff,3.0,0.0,0.0
848a6d7ffffffff,15.0,0.0,0.0
848a6d9ffffffff,7.0,0.0,0.0
848a6dbffffffff,3.0,0.0,0.0
848a703ffffffff,1.0,0.0,0.0
848aab5ffffffff,10.0,0.0,0.0
848adc5ffffffff,1.0,0.0,0.0
848adcdffffffff,8.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0
848af09ffffffff,3.0,0.0,0.0
848af29ffffffff,13.0,0.0,0.0
848af45ffffffff,4.0,0.0,0.0
848af47ffffffff,1.0,0.0,0.0
848af61ffffffff,12.0,0.0,0.0
848af63ffffffff,7.0,0.0,0.0
848af67ffffffff,2.0,0.0,0.0
848af69ffffffff,14.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b0c1ffffffff,2.0,0.0,0.0
848b0c9ffffffff,5.0,0.0,0.0
848b207ffffffff,1.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0
848b223ffffffff,2.0,0.0,0.0
848b229ffffffff,3.0,0.0,0.0
848b22dffffffff,7.0,0.0,0.0
848b261ffffffff,2.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2cdffffffff,1.0,0.0,0.0
848b315ffffffff,4.0,0.0,0.0
848b345ffffffff,2.0,0.0,0.0
848b445ffffffff,3.0,0.0,0.0
848b44dffffffff,3.0,0.0,0.0
848b459ffffffff,8.0,0.0,0.0
848b529ffffffff,1.0,0.0,0.0
848b52dffffffff,2.0,0.0,0.0
848b563ffffffff,3.0,0.0,0.0
848b617ffffffff,16.0,0.0,0.0
848b633ffffffff,4.0,0.0,0.0
848b635ffffffff,1.0,0.0,0.0
848b637ffffffff,10.0,0.0,0.0
848b63bffffffff,2.0,0.0,0.0
848b6c1ffffffff,13.0,0.0,0.0
848b6c5ffffffff,5.0,0.0,0.0
848b6cdffffffff,39.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0
848b6e7ffffffff,1.0,0.0,0.0
848b6edffffffff,8.0,0.0,0.0
848b713ffffffff,9.0,0.0,0.0
848b71bffffffff,4.0,0.0,0.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,2.0,0.0,0.0
848b75dffffffff,7.0,0.0,0.0
848b849ffffffff,2.0,0.0,0.0
848b881ffffffff,3.0,0.0,0.0
848b98bffffffff,3.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0
848b99dffffffff,3.0,0.0,0.0
848b9d1ffffffff,20.0,0.0,0.0
848b9d5ffffffff,106.0,0.0,0.0
848ba63ffffffff,4.0,0.0,0.0
848ba65ffffffff,3.0,0.0,0.0
848ba6dffffffff,1.0,0.0,0.0
848bb43ffffffff,2.0,0.0,0.0
848bb59ffffffff,6.0,0.0,0.0
848e641ffffffff,6.0,0.0,0.0
848e643ffffffff,2.0,0.0,0.0
848e649ffffffff,29.0,0.0,0.0
848e64bffffffff,37.0,0.0,0.0
848e651ffffffff,5.0,0.0,0.0
848e659ffffffff,1.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0
848e65dffffffff,6.0,0.0,0.0
848f099ffffffff,1.0,0.0,0.0
848f0d1ffffffff,21.0,0.0,0.0
848f0d3ffffffff,19.0,2.0,0.0
848f0d7ffffffff,3.0,0.0,0.0
848f0d9ffffffff,4.0,0.0,0.0
848f0dbffffffff,52.0,0.0,0.0
848f0ddffffffff,5.0,0.0,0.0
848f213ffffffff,3.0,0.0,0.0
848f285ffffffff,2.0,0.0,0.0
848f28dffffffff,6.0,0.0,0.0
848f291ffffffff,8.0,0.0,0.0
848f295ffffffff,70.0,0.0,0.0
