cell_id,Cisticola juncidis,Cisticola juncidis [juncidis Group],Cisticola juncidis terrestris/uropygialis,Cisticola juncidis [tinnabulans Group],Cisticola juncidis brunniceps
8430833ffffffff,49.0,0.0,0.0,12.0,0.0
843083bffffffff,2.0,0.0,0.0,0.0,0.0
843084bffffffff,2.0,0.0,0.0,0.0,0.0
8430905ffffffff,1.0,0.0,0.0,0.0,0.0
8430929ffffffff,1.0,0.0,0.0,0.0,0.0
8430963ffffffff,2.0,0.0,0.0,0.0,0.0
8430981ffffffff,1.0,0.0,0.0,0.0,0.0
8430985ffffffff,7.0,0.0,0.0,0.0,0.0
8430987ffffffff,8.0,0.0,0.0,4.0,0.0
8430991ffffffff,29.0,0.0,0.0,1.0,0.0
8430995ffffffff,2.0,0.0,0.0,1.0,0.0
8430997ffffffff,12.0,0.0,0.0,0.0,0.0
84309a1ffffffff,4.0,0.0,0.0,2.0,0.0
84309a3ffffffff,1.0,0.0,0.0,0.0,0.0
84309a5ffffffff,9.0,0.0,0.0,6.0,0.0
84309a7ffffffff,6.0,0.0,0.0,0.0,0.0
84309adffffffff,6.0,0.0,0.0,6.0,0.0
84309b1ffffffff,3.0,0.0,0.0,0.0,0.0
84309b3ffffffff,24.0,0.0,0.0,0.0,0.0
84309b5ffffffff,11.0,0.0,0.0,3.0,0.0
84309bbffffffff,5.0,0.0,0.0,0.0,0.0
84309bdffffffff,4.0,0.0,0.0,4.0,0.0
84309d1ffffffff,5.0,0.0,0.0,3.0,0.0
84309d3ffffffff,15.0,0.0,0.0,1.0,0.0
84309d5ffffffff,5.0,0.0,0.0,0.0,0.0
84309d9ffffffff,83.0,0.0,0.0,39.0,0.0
84309dbffffffff,2.0,0.0,0.0,0.0,0.0
84309e3ffffffff,2.0,0.0,0.0,0.0,0.0
84309e7ffffffff,2.0,0.0,0.0,0.0,0.0
8430c15ffffffff,1.0,0.0,0.0,0.0,0.0
8430c29ffffffff,1.0,0.0,0.0,0.0,0.0
8430c4dffffffff,18.0,0.0,0.0,0.0,0.0
8430c65ffffffff,2.0,0.0,0.0,0.0,0.0
8430d03ffffffff,10.0,0.0,0.0,0.0,0.0
8430d11ffffffff,1.0,0.0,0.0,0.0,0.0
8430d39ffffffff,1.0,0.0,0.0,0.0,0.0
8430d5bffffffff,2.0,0.0,0.0,0.0,0.0
8430d87ffffffff,3.0,0.0,0.0,0.0,0.0
8430d97ffffffff,22.0,0.0,0.0,0.0,4.0
8430d9bffffffff,1.0,0.0,0.0,0.0,0.0
8430e01ffffffff,7.0,0.0,0.0,0.0,0.0
8430e03ffffffff,1.0,0.0,0.0,0.0,0.0
8430e07ffffffff,27.0,0.0,0.0,0.0,0.0
8430e09ffffffff,5.0,0.0,0.0,0.0,0.0
8430e0bffffffff,19.0,0.0,0.0,0.0,0.0
8430e15ffffffff,2.0,0.0,0.0,0.0,0.0
8430e2bffffffff,6.0,0.0,0.0,0.0,0.0
8430f31ffffffff,1.0,0.0,0.0,0.0,0.0
8431819ffffffff,28.0,0.0,0.0,0.0,0.0
843181dffffffff,2.0,0.0,0.0,0.0,0.0
8431851ffffffff,32.0,0.0,0.0,7.0,0.0
8431853ffffffff,2.0,0.0,0.0,0.0,0.0
8431857ffffffff,5.0,0.0,0.0,0.0,0.0
8431859ffffffff,2.0,0.0,0.0,0.0,0.0
843185bffffffff,168.0,0.0,0.0,3.0,0.0
8431889ffffffff,11.0,0.0,0.0,0.0,0.0
84318c3ffffffff,1.0,0.0,0.0,0.0,0.0
84318d1ffffffff,69.0,0.0,0.0,1.0,0.0
84318d3ffffffff,21.0,0.0,0.0,0.0,0.0
84318d7ffffffff,274.0,0.0,0.0,3.0,0.0
8431927ffffffff,2.0,0.0,0.0,0.0,0.0
8431997ffffffff,2.0,0.0,0.0,0.0,0.0
84319ddffffffff,4.0,0.0,0.0,0.0,0.0
8431a85ffffffff,49.0,0.0,0.0,6.0,0.0
8431aa1ffffffff,34.0,0.0,0.0,0.0,0.0
8431aa3ffffffff,2.0,0.0,0.0,0.0,0.0
8431aa5ffffffff,29.0,0.0,0.0,1.0,0.0
8431aa7ffffffff,10.0,0.0,0.0,0.0,0.0
8431aa9ffffffff,11.0,0.0,0.0,0.0,0.0
8431aabffffffff,23.0,0.0,0.0,6.0,0.0
8431aadffffffff,55.0,0.0,0.0,2.0,0.0
8431abdffffffff,9.0,0.0,0.0,0.0,0.0
843820dffffffff,1.0,0.0,0.0,0.0,0.0
8438243ffffffff,1.0,0.0,0.0,0.0,0.0
8438247ffffffff,179.0,2.0,0.0,0.0,0.0
8438249ffffffff,2.0,0.0,0.0,0.0,0.0
843824dffffffff,2.0,0.0,0.0,0.0,0.0
8438251ffffffff,26.0,2.0,0.0,0.0,0.0
8438253ffffffff,2.0,0.0,0.0,0.0,0.0
8438255ffffffff,27.0,0.0,0.0,0.0,0.0
8438259ffffffff,124.0,4.0,0.0,0.0,0.0
843825bffffffff,534.0,4.0,0.0,0.0,0.0
8438269ffffffff,15.0,0.0,0.0,0.0,0.0
843826bffffffff,144.0,3.0,0.0,0.0,0.0
843834dffffffff,5.0,0.0,0.0,0.0,0.0
8438353ffffffff,5.0,0.0,0.0,0.0,0.0
8438361ffffffff,5.0,0.0,0.0,0.0,0.0
8438365ffffffff,2.0,2.0,0.0,0.0,0.0
8438369ffffffff,3.0,0.0,0.0,0.0,0.0
843836dffffffff,9.0,0.0,0.0,0.0,0.0
8438421ffffffff,1.0,0.0,0.0,0.0,0.0
8438435ffffffff,13.0,0.0,0.0,0.0,0.0
8438459ffffffff,1.0,0.0,0.0,0.0,0.0
84384e5ffffffff,6.0,0.0,0.0,0.0,0.0
84385cbffffffff,1.0,0.0,0.0,0.0,0.0
8438625ffffffff,9.0,0.0,0.0,0.0,0.0
8438633ffffffff,3.0,0.0,0.0,0.0,0.0
8438681ffffffff,5.0,0.0,0.0,0.0,0.0
8438685ffffffff,29.0,0.0,0.0,0.0,0.0
8438687ffffffff,1.0,0.0,0.0,0.0,0.0
8438695ffffffff,19.0,2.0,0.0,0.0,0.0
8438699ffffffff,2.0,0.0,0.0,0.0,0.0
843869bffffffff,2.0,0.0,0.0,0.0,0.0
84386a1ffffffff,8.0,0.0,0.0,0.0,0.0
84386a3ffffffff,2.0,0.0,0.0,0.0,0.0
84386a7ffffffff,1.0,0.0,0.0,0.0,0.0
84386a9ffffffff,8.0,0.0,0.0,0.0,0.0
84386abffffffff,4.0,0.0,0.0,0.0,0.0
84386d3ffffffff,8.0,0.0,0.0,0.0,0.0
84386e1ffffffff,8.0,0.0,0.0,0.0,0.0
84386e3ffffffff,26.0,0.0,0.0,0.0,0.0
84386e5ffffffff,1.0,0.0,0.0,0.0,0.0
84386e9ffffffff,7.0,0.0,0.0,0.0,0.0
843871bffffffff,1.0,0.0,0.0,0.0,0.0
8438759ffffffff,2.0,0.0,0.0,0.0,0.0
843875bffffffff,5.0,0.0,0.0,0.0,0.0
8438a49ffffffff,1.0,0.0,0.0,0.0,0.0
8439001ffffffff,96.0,0.0,0.0,0.0,0.0
8439003ffffffff,667.0,0.0,0.0,0.0,0.0
8439005ffffffff,76.0,0.0,0.0,0.0,0.0
8439007ffffffff,229.0,0.0,0.0,0.0,0.0
8439009ffffffff,252.0,0.0,0.0,0.0,0.0
843900bffffffff,587.0,0.0,0.0,0.0,0.0
843900dffffffff,223.0,1.0,0.0,0.0,0.0
8439011ffffffff,151.0,0.0,0.0,0.0,0.0
8439013ffffffff,21.0,0.0,0.0,0.0,0.0
8439015ffffffff,236.0,0.0,0.0,0.0,0.0
8439017ffffffff,4.0,0.0,0.0,0.0,0.0
8439019ffffffff,13.0,0.0,0.0,0.0,0.0
843901bffffffff,53.0,0.0,0.0,0.0,0.0
843901dffffffff,1249.0,0.0,0.0,0.0,0.0
8439021ffffffff,61.0,0.0,0.0,0.0,0.0
8439023ffffffff,22.0,0.0,0.0,0.0,0.0
8439025ffffffff,204.0,0.0,0.0,0.0,0.0
8439027ffffffff,21.0,0.0,0.0,0.0,0.0
8439029ffffffff,356.0,2.0,0.0,0.0,0.0
843902bffffffff,278.0,0.0,0.0,0.0,0.0
843902dffffffff,422.0,0.0,0.0,0.0,0.0
8439031ffffffff,57.0,0.0,0.0,0.0,0.0
8439033ffffffff,157.0,0.0,0.0,0.0,0.0
8439035ffffffff,148.0,0.0,0.0,0.0,0.0
8439037ffffffff,7.0,0.0,0.0,0.0,0.0
8439039ffffffff,354.0,0.0,0.0,0.0,0.0
843903bffffffff,214.0,0.0,0.0,0.0,0.0
843903dffffffff,390.0,0.0,0.0,0.0,0.0
8439041ffffffff,353.0,0.0,0.0,0.0,0.0
8439043ffffffff,56.0,0.0,0.0,0.0,0.0
8439045ffffffff,26.0,0.0,0.0,0.0,0.0
8439047ffffffff,620.0,0.0,0.0,0.0,0.0
8439049ffffffff,73.0,0.0,0.0,0.0,0.0
843904bffffffff,205.0,0.0,0.0,0.0,0.0
843904dffffffff,48.0,0.0,0.0,0.0,0.0
8439051ffffffff,7.0,0.0,0.0,0.0,0.0
8439053ffffffff,2.0,0.0,0.0,0.0,0.0
8439055ffffffff,14.0,0.0,0.0,0.0,0.0
8439057ffffffff,129.0,0.0,0.0,0.0,0.0
8439059ffffffff,2.0,0.0,0.0,0.0,0.0
843905bffffffff,23.0,0.0,0.0,0.0,0.0
843905dffffffff,49.0,0.0,0.0,0.0,0.0
8439061ffffffff,265.0,0.0,0.0,0.0,0.0
8439063ffffffff,312.0,0.0,0.0,0.0,0.0
8439065ffffffff,199.0,0.0,0.0,0.0,0.0
8439067ffffffff,280.0,4.0,0.0,0.0,0.0
8439069ffffffff,225.0,0.0,0.0,0.0,0.0
843906bffffffff,212.0,0.0,0.0,0.0,0.0
843906dffffffff,527.0,0.0,0.0,0.0,0.0
8439081ffffffff,17.0,0.0,0.0,0.0,0.0
8439085ffffffff,3.0,0.0,0.0,0.0,0.0
8439087ffffffff,17.0,0.0,0.0,0.0,0.0
8439089ffffffff,318.0,0.0,0.0,0.0,0.0
843908bffffffff,68.0,0.0,0.0,0.0,0.0
843908dffffffff,410.0,0.0,0.0,0.0,0.0
8439093ffffffff,1.0,0.0,0.0,0.0,0.0
8439095ffffffff,2.0,0.0,0.0,0.0,0.0
8439097ffffffff,51.0,0.0,0.0,0.0,0.0
8439099ffffffff,2.0,0.0,0.0,0.0,0.0
84390a1ffffffff,14.0,0.0,0.0,0.0,0.0
84390a5ffffffff,24.0,0.0,0.0,0.0,0.0
84390adffffffff,1.0,0.0,0.0,0.0,0.0
84390b3ffffffff,13.0,0.0,0.0,0.0,0.0
84390b7ffffffff,2.0,0.0,0.0,0.0,0.0
84390bbffffffff,1.0,0.0,0.0,0.0,0.0
84390bdffffffff,5.0,0.0,0.0,0.0,0.0
84390c1ffffffff,68.0,0.0,0.0,0.0,0.0
84390c3ffffffff,123.0,0.0,0.0,0.0,0.0
84390c5ffffffff,24.0,0.0,0.0,0.0,0.0
