cell_id,Tachyspiza badia,Tachyspiza badia sphenura/polyzonoides,Tachyspiza badia [badia Group]
833cf4fffffffff,77.0,0.0,2.0
833cf5fffffffff,1.0,0.0,0.0
833cf6fffffffff,356.0,0.0,1.0
833d10fffffffff,886.0,0.0,0.0
833d11fffffffff,6.0,0.0,0.0
833d12fffffffff,22.0,0.0,0.0
833d13fffffffff,1211.0,0.0,0.0
833d14fffffffff,289.0,0.0,0.0
833d15fffffffff,10.0,0.0,0.0
833d16fffffffff,85.0,0.0,0.0
833d1afffffffff,6.0,0.0,0.0
833d1efffffffff,69.0,0.0,0.0
833d30fffffffff,41.0,0.0,0.0
833d32fffffffff,108.0,0.0,0.0
833d33fffffffff,41.0,0.0,0.0
833d34fffffffff,23.0,0.0,0.0
833d36fffffffff,200.0,0.0,0.0
833d80fffffffff,24.0,0.0,0.0
833d81fffffffff,14.0,0.0,0.0
833d83fffffffff,9.0,0.0,0.0
833d84fffffffff,342.0,0.0,0.0
833d85fffffffff,390.0,0.0,0.0
833d86fffffffff,36.0,0.0,0.0
833d88fffffffff,10.0,0.0,0.0
833d89fffffffff,16.0,0.0,0.0
833d8afffffffff,6.0,0.0,0.0
833d8bfffffffff,137.0,0.0,0.0
833d8cfffffffff,68.0,0.0,0.0
833d8dfffffffff,426.0,0.0,0.0
833d8efffffffff,2.0,0.0,0.0
833d90fffffffff,5.0,0.0,0.0
833d91fffffffff,151.0,0.0,0.0
833d92fffffffff,263.0,0.0,0.0
833d93fffffffff,147.0,0.0,0.0
833d94fffffffff,4.0,0.0,0.0
833d96fffffffff,518.0,0.0,0.0
833d98fffffffff,263.0,0.0,0.0
833d99fffffffff,151.0,0.0,0.0
833d9afffffffff,99.0,0.0,0.0
833d9bfffffffff,568.0,0.0,0.0
833d9dfffffffff,338.0,0.0,0.0
833d9efffffffff,525.0,0.0,0.0
833da0fffffffff,33.0,0.0,0.0
833da1fffffffff,4050.0,0.0,0.0
833da2fffffffff,307.0,0.0,0.0
833da3fffffffff,1115.0,0.0,0.0
833da4fffffffff,2.0,0.0,0.0
833da5fffffffff,105.0,0.0,0.0
833da6fffffffff,283.0,0.0,0.0
833da8fffffffff,56.0,0.0,0.0
833da9fffffffff,82.0,0.0,0.0
833daafffffffff,15.0,0.0,0.0
833dabfffffffff,15.0,0.0,0.0
833dacfffffffff,436.0,0.0,0.0
833dadfffffffff,905.0,0.0,0.0
833daefffffffff,57.0,0.0,0.0
833db0fffffffff,33.0,0.0,0.0
833db1fffffffff,55.0,0.0,0.0
833db2fffffffff,145.0,0.0,0.0
833db3fffffffff,229.0,0.0,0.0
833db4fffffffff,19.0,0.0,0.0
833db5fffffffff,96.0,0.0,0.0
833db6fffffffff,311.0,0.0,0.0
834020fffffffff,3.0,0.0,0.0
834026fffffffff,2.0,0.0,0.0
834049fffffffff,3.0,0.0,0.0
83404cfffffffff,4.0,0.0,0.0
83404dfffffffff,34.0,0.0,0.0
83406bfffffffff,4.0,0.0,0.0
834143fffffffff,2.0,0.0,0.0
834149fffffffff,4.0,0.0,0.0
83414cfffffffff,5.0,0.0,0.0
83414dfffffffff,4.0,0.0,0.0
834154fffffffff,6.0,0.0,0.0
834169fffffffff,2.0,0.0,0.0
83416afffffffff,2.0,0.0,0.0
83416bfffffffff,7.0,0.0,0.0
83416cfffffffff,6.0,0.0,0.0
83416dfffffffff,15.0,0.0,0.0
834170fffffffff,7.0,0.0,0.0
834171fffffffff,35.0,0.0,1.0
834172fffffffff,2.0,0.0,0.0
834173fffffffff,25.0,0.0,0.0
834175fffffffff,3.0,0.0,0.0
834206fffffffff,1.0,0.0,0.0
834221fffffffff,2.0,0.0,0.0
834225fffffffff,5.0,0.0,0.0
834230fffffffff,3.0,0.0,0.0
834231fffffffff,6.0,0.0,0.0
834233fffffffff,17.0,0.0,0.0
834234fffffffff,1.0,0.0,0.0
834235fffffffff,5.0,0.0,0.0
834243fffffffff,1.0,0.0,0.0
834248fffffffff,9.0,0.0,0.0
834249fffffffff,408.0,0.0,0.0
83424bfffffffff,5.0,0.0,0.0
83424dfffffffff,1.0,0.0,0.0
834251fffffffff,28.0,0.0,0.0
834253fffffffff,204.0,0.0,0.0
834258fffffffff,43.0,0.0,0.0
834259fffffffff,103.0,0.0,0.0
83425afffffffff,106.0,0.0,0.0
83425bfffffffff,2.0,0.0,0.0
83425dfffffffff,22.0,0.0,0.0
83425efffffffff,13.0,0.0,0.0
834269fffffffff,168.0,0.0,0.0
8342c0fffffffff,326.0,0.0,0.0
8342c1fffffffff,472.0,0.0,0.0
8342c2fffffffff,314.0,0.0,0.0
8342c3fffffffff,209.0,0.0,0.0
8342c4fffffffff,414.0,0.0,0.0
8342c5fffffffff,199.0,0.0,0.0
8342c6fffffffff,171.0,0.0,0.0
8342c8fffffffff,104.0,0.0,0.0
8342c9fffffffff,18.0,0.0,0.0
8342cafffffffff,341.0,0.0,0.0
8342cbfffffffff,101.0,0.0,0.0
8342ccfffffffff,1222.0,0.0,0.0
8342cdfffffffff,172.0,0.0,0.0
8342cefffffffff,1628.0,0.0,0.0
8342d1fffffffff,26.0,0.0,0.0
8342d9fffffffff,354.0,0.0,0.0
8342dbfffffffff,751.0,0.0,0.0
8342dcfffffffff,285.0,0.0,0.0
8342ddfffffffff,423.0,0.0,0.0
8342e0fffffffff,9.0,0.0,0.0
8342e2fffffffff,96.0,0.0,0.0
8342e3fffffffff,20.0,0.0,0.0
8342e4fffffffff,14.0,0.0,0.0
8342e9fffffffff,26.0,0.0,0.0
8342eafffffffff,41.0,0.0,0.0
8342ebfffffffff,204.0,0.0,0.0
83430efffffffff,2.0,0.0,0.0
834310fffffffff,6.0,0.0,0.0
834313fffffffff,39.0,0.0,0.0
834318fffffffff,4.0,0.0,0.0
83431afffffffff,26.0,0.0,0.0
83431dfffffffff,2.0,0.0,0.0
83431efffffffff,188.0,0.0,0.0
834331fffffffff,6.0,0.0,0.0
834334fffffffff,3.0,0.0,0.0
834335fffffffff,2.0,0.0,0.0
834350fffffffff,3.0,0.0,0.0
834354fffffffff,3.0,0.0,0.0
834360fffffffff,38.0,0.0,0.0
834361fffffffff,11.0,0.0,0.0
834362fffffffff,3.0,0.0,0.0
834364fffffffff,5.0,0.0,0.0
834365fffffffff,15.0,0.0,0.0
834370fffffffff,2.0,0.0,0.0
834391fffffffff,1.0,0.0,0.0
8343a0fffffffff,208.0,0.0,0.0
8343a1fffffffff,168.0,0.0,0.0
8343a3fffffffff,6.0,0.0,0.0
8343a9fffffffff,26.0,0.0,0.0
8343acfffffffff,135.0,0.0,0.0
8343adfffffffff,27.0,0.0,0.0
8343aefffffffff,305.0,0.0,0.0
835202fffffffff,20.0,0.0,0.0
835206fffffffff,17.0,8.0,0.0
835211fffffffff,3.0,0.0,0.0
835215fffffffff,3.0,0.0,0.0
83521cfffffffff,3.0,0.0,0.0
835230fffffffff,8.0,3.0,0.0
835293fffffffff,3.0,0.0,0.0
83529bfffffffff,7.0,0.0,0.0
8352b1fffffffff,2.0,0.0,0.0
8352d4fffffffff,5.0,0.0,0.0
8352d6fffffffff,2.0,0.0,0.0
83534dfffffffff,10.0,0.0,0.0
835408fffffffff,7.0,0.0,0.0
83540bfffffffff,4.0,0.0,0.0
835410fffffffff,3.0,0.0,0.0
835418fffffffff,4.0,0.0,0.0
835419fffffffff,21.0,3.0,0.0
83541afffffffff,154.0,19.0,0.0
83541bfffffffff,169.0,21.0,0.0
835440fffffffff,25.0,0.0,0.0
835444fffffffff,8.0,0.0,0.0
8354a9fffffffff,406.0,40.0,0.0
8354acfffffffff,3.0,0.0,0.0
8354adfffffffff,9.0,2.0,0.0
8354c4fffffffff,6.0,0.0,0.0
8354c5fffffffff,5.0,0.0,0.0
8354ccfffffffff,1.0,0.0,0.0
8354e2fffffffff,1.0,0.0,0.0
8354e4fffffffff,182.0,40.0,0.0
8354e5fffffffff,46.0,12.0,0.0
8354e8fffffffff,3.0,0.0,0.0
8354eafffffffff,14.0,0.0,0.0
8354f0fffffffff,3.0,0.0,0.0
8354f4fffffffff,72.0,16.0,0.0
8354f5fffffffff,15.0,0.0,0.0
8354f6fffffffff,5.0,0.0,0.0
83580bfffffffff,2.0,0.0,0.0
835858fffffffff,2.0,0.0,0.0
835883fffffffff,2.0,0.0,0.0
83588dfffffffff,2.0,0.0,0.0
835890fffffffff,17.0,0.0,0.0
835891fffffffff,5.0,0.0,0.0
835894fffffffff,3.0,0.0,0.0
835896fffffffff,19.0,1.0,0.0
83589cfffffffff,2.0,0.0,0.0
8358a4fffffffff,2.0,0.0,0.0
8358a6fffffffff,4.0,0.0,0.0
8358b3fffffffff,1.0,0.0,0.0
8358b5fffffffff,4.0,0.0,0.0
8358c8fffffffff,1.0,0.0,0.0
8358d1fffffffff,1.0,0.0,0.0
8358e2fffffffff,19.0,0.0,0.0
8358e3fffffffff,1.0,0.0,0.0
8358e4fffffffff,8.0,0.0,0.0
8358e6fffffffff,3.0,0.0,0.0
8358f4fffffffff,3.0,0.0,0.0
8358f5fffffffff,3.0,0.0,0.0
835982fffffffff,8.0,0.0,0.0
835998fffffffff,12.0,0.0,0.0
83599afffffffff,2.0,0.0,0.0
83599bfffffffff,1.0,0.0,0.0
83599efffffffff,16.0,1.0,0.0
836002fffffffff,1350.0,0.0,0.0
836004fffffffff,130.0,0.0,0.0
836006fffffffff,1564.0,0.0,0.0
836010fffffffff,90.0,0.0,0.0
836011fffffffff,1007.0,0.0,0.0
836012fffffffff,39.0,0.0,0.0
836013fffffffff,108.0,0.0,0.0
836014fffffffff,6520.0,0.0,0.0
836015fffffffff,2648.0,0.0,0.0
836016fffffffff,4630.0,0.0,0.0
83601afffffffff,2.0,0.0,0.0
83601efffffffff,944.0,0.0,0.0
836022fffffffff,1513.0,0.0,0.0
836026fffffffff,1408.0,0.0,0.0
836030fffffffff,651.0,0.0,0.0
836031fffffffff,5505.0,0.0,0.0
836032fffffffff,3773.0,0.0,0.0
836033fffffffff,4976.0,0.0,0.0
836034fffffffff,522.0,0.0,0.0
836035fffffffff,581.0,0.0,0.0
836036fffffffff,1343.0,0.0,0.0
836080fffffffff,69.0,0.0,0.0
836081fffffffff,41.0,0.0,0.0
836082fffffffff,8.0,0.0,0.0
836084fffffffff,187.0,0.0,0.0
836085fffffffff,15.0,0.0,0.0
836086fffffffff,8.0,0.0,0.0
836088fffffffff,2032.0,0.0,0.0
836089fffffffff,27.0,0.0,0.0
83608afffffffff,230.0,0.0,0.0
83608bfffffffff,3672.0,0.0,0.0
83608cfffffffff,36.0,0.0,0.0
83608dfffffffff,136.0,0.0,0.0
83608efffffffff,576.0,0.0,0.0
836090fffffffff,227.0,0.0,0.0
836091fffffffff,140.0,0.0,0.0
836092fffffffff,408.0,0.0,0.0
836093fffffffff,150.0,0.0,0.0
836094fffffffff,169.0,0.0,0.0
836095fffffffff,31.0,0.0,0.0
836096fffffffff,865.0,0.0,0.0
836098fffffffff,76.0,0.0,0.0
836099fffffffff,170.0,0.0,0.0
83609afffffffff,61.0,0.0,0.0
83609bfffffffff,53.0,0.0,0.0
83609cfffffffff,50.0,0.0,0.0
83609dfffffffff,67.0,0.0,0.0
83609efffffffff,1053.0,0.0,0.0
8360a0fffffffff,171.0,0.0,0.0
8360a1fffffffff,241.0,0.0,0.0
8360a2fffffffff,1516.0,0.0,0.0
8360a3fffffffff,58.0,0.0,0.0
8360a4fffffffff,19.0,0.0,0.0
8360a5fffffffff,68.0,0.0,0.0
8360a6fffffffff,405.0,0.0,0.0
8360a8fffffffff,217.0,0.0,0.0
8360a9fffffffff,1485.0,0.0,0.0
8360aafffffffff,58.0,0.0,0.0
8360abfffffffff,60.0,0.0,0.0
8360acfffffffff,44.0,0.0,0.0
8360adfffffffff,218.0,0.0,0.0
8360aefffffffff,46.0,0.0,0.0
8360b0fffffffff,32.0,0.0,0.0
8360b1fffffffff,1073.0,0.0,0.0
8360b2fffffffff,73.0,0.0,0.0
8360b3fffffffff,53.0,0.0,0.0
8360b4fffffffff,77.0,0.0,0.0
8360b5fffffffff,143.0,0.0,0.0
8360b6fffffffff,11.0,0.0,0.0
8360f6fffffffff,12.0,0.0,0.0
836100fffffffff,170.0,0.0,4.0
836102fffffffff,451.0,0.0,15.0
836103fffffffff,87.0,0.0,2.0
836106fffffffff,195.0,0.0,9.0
836110fffffffff,5.0,0.0,0.0
836111fffffffff,161.0,0.0,0.0
836113fffffffff,7.0,0.0,2.0
836115fffffffff,32.0,0.0,0.0
836119fffffffff,3.0,0.0,0.0
83611afffffffff,88.0,0.0,1.0
83611bfffffffff,111.0,0.0,0.0
83611cfffffffff,725.0,0.0,4.0
83611efffffffff,129.0,0.0,7.0
836188fffffffff,1357.0,0.0,0.0
836189fffffffff,3201.0,0.0,0.0
83618afffffffff,38.0,0.0,0.0
83618bfffffffff,322.0,0.0,0.0
83618cfffffffff,2903.0,0.0,0.0
83618dfffffffff,445.0,0.0,0.0
83618efffffffff,406.0,0.0,0.0
836198fffffffff,25.0,0.0,0.0
836199fffffffff,18.0,0.0,0.0
83619afffffffff,169.0,0.0,0.0
83619bfffffffff,62.0,0.0,0.0
83619efffffffff,33.0,0.0,0.0
8361a9fffffffff,153.0,0.0,0.0
8361abfffffffff,910.0,0.0,0.0
8361adfffffffff,4.0,0.0,0.0
836332fffffffff,3.0,0.0,0.0
836412fffffffff,5.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0
836416fffffffff,319.0,0.0,84.0
836422fffffffff,2.0,0.0,0.0
836426fffffffff,12.0,0.0,10.0
836430fffffffff,3.0,0.0,2.0
836431fffffffff,21.0,0.0,4.0
836432fffffffff,474.0,0.0,226.0
836433fffffffff,16.0,0.0,9.0
836434fffffffff,41.0,0.0,9.0
836435fffffffff,26.0,0.0,4.0
836436fffffffff,9.0,0.0,0.0
836480fffffffff,81.0,0.0,27.0
836481fffffffff,2.0,0.0,0.0
836482fffffffff,434.0,0.0,139.0
836483fffffffff,24.0,0.0,0.0
836484fffffffff,38.0,0.0,20.0
836485fffffffff,4.0,0.0,0.0
836486fffffffff,12.0,0.0,5.0
836488fffffffff,3.0,0.0,0.0
83648afffffffff,2.0,0.0,0.0
83648bfffffffff,6.0,0.0,0.0
83648cfffffffff,27.0,0.0,0.0
83648dfffffffff,3.0,0.0,0.0
83648efffffffff,5.0,0.0,0.0
836490fffffffff,25.0,0.0,12.0
836491fffffffff,144.0,0.0,22.0
836494fffffffff,4.0,0.0,0.0
836495fffffffff,57.0,0.0,55.0
836496fffffffff,1.0,0.0,0.0
836498fffffffff,58.0,0.0,0.0
836499fffffffff,3.0,0.0,0.0
83649bfffffffff,2.0,0.0,0.0
83649cfffffffff,4.0,0.0,4.0
83649dfffffffff,2.0,0.0,0.0
83649efffffffff,1.0,0.0,0.0
8364a0fffffffff,28.0,0.0,18.0
8364a1fffffffff,17.0,0.0,4.0
8364a2fffffffff,66.0,0.0,44.0
8364a3fffffffff,78.0,0.0,16.0
8364a4fffffffff,220.0,0.0,46.0
8364a5fffffffff,260.0,0.0,13.0
8364a6fffffffff,26.0,0.0,10.0
8364b0fffffffff,1.0,0.0,1.0
8364b1fffffffff,33.0,0.0,15.0
8364b2fffffffff,26.0,0.0,8.0
8364b3fffffffff,18.0,0.0,2.0
8364b4fffffffff,73.0,0.0,27.0
8364b5fffffffff,74.0,0.0,28.0
8364b6fffffffff,70.0,0.0,0.0
836519fffffffff,2.0,0.0,2.0
83651bfffffffff,14.0,0.0,1.0
83652bfffffffff,2.0,0.0,0.0
836550fffffffff,2.0,0.0,0.0
836554fffffffff,2.0,0.0,0.0
836580fffffffff,25.0,0.0,0.0
836581fffffffff,19.0,0.0,0.0
836582fffffffff,39.0,0.0,0.0
836583fffffffff,46.0,0.0,0.0
836584fffffffff,58.0,0.0,0.0
836585fffffffff,35.0,0.0,0.0
836586fffffffff,3.0,0.0,0.0
836588fffffffff,98.0,0.0,15.0
836589fffffffff,65.0,0.0,23.0
83658afffffffff,172.0,0.0,64.0
83658bfffffffff,164.0,0.0,51.0
83658efffffffff,57.0,0.0,28.0
836590fffffffff,14.0,0.0,0.0
836591fffffffff,543.0,0.0,0.0
836592fffffffff,5.0,0.0,0.0
836593fffffffff,2.0,0.0,0.0
836594fffffffff,3.0,0.0,0.0
836595fffffffff,19.0,0.0,0.0
836598fffffffff,37.0,0.0,16.0
836599fffffffff,433.0,0.0,91.0
83659afffffffff,6.0,0.0,1.0
83659bfffffffff,6.0,0.0,0.0
83659cfffffffff,436.0,0.0,0.0
83659dfffffffff,9.0,0.0,5.0
83659efffffffff,12.0,0.0,0.0
8365a2fffffffff,2.0,0.0,0.0
8365a3fffffffff,2.0,0.0,0.0
8365b0fffffffff,97.0,0.0,0.0
8365b2fffffffff,96.0,0.0,5.0
8365b3fffffffff,53.0,0.0,0.0
8365b4fffffffff,6.0,0.0,0.0
8365b5fffffffff,22.0,0.0,0.0
8365b6fffffffff,22.0,0.0,0.0
836934fffffffff,3.0,0.0,0.0
836a45fffffffff,4.0,0.0,0.0
836a4afffffffff,1.0,0.0,0.0
836a4bfffffffff,4.0,0.0,0.0
836a58fffffffff,27.0,0.0,0.0
836a5afffffffff,17.0,0.0,0.0
836a5bfffffffff,4.0,0.0,0.0
836a69fffffffff,4.0,0.0,0.0
836ac0fffffffff,15.0,0.0,0.0
836ac1fffffffff,26.0,0.0,0.0
836ac3fffffffff,36.0,0.0,0.0
836ac8fffffffff,230.0,3.0,0.0
836ac9fffffffff,3.0,0.0,0.0
836acafffffffff,4.0,0.0,0.0
836accfffffffff,7.0,1.0,0.0
836acdfffffffff,39.0,3.0,0.0
836acefffffffff,33.0,0.0,0.0
836ad8fffffffff,2.0,0.0,0.0
836adcfffffffff,32.0,0.0,0.0
836addfffffffff,4.0,0.0,0.0
836adefffffffff,4.0,0.0,0.0
836ae0fffffffff,4.0,1.0,0.0
836ae1fffffffff,3.0,0.0,0.0
836ae8fffffffff,51.0,0.0,0.0
836aeafffffffff,50.0,0.0,0.0
836aebfffffffff,6.0,0.0,0.0
836aeefffffffff,17.0,0.0,0.0
836b12fffffffff,2.0,0.0,0.0
836b33fffffffff,1.0,0.0,0.0
837508fffffffff,2.0,0.0,0.0
837509fffffffff,4.0,0.0,0.0
83750dfffffffff,44.0,2.0,0.0
837518fffffffff,1.0,0.0,0.0
837520fffffffff,161.0,14.0,0.0
837521fffffffff,1.0,0.0,0.0
837522fffffffff,2.0,0.0,0.0
837523fffffffff,2.0,0.0,0.0
837525fffffffff,4.0,0.0,0.0
837529fffffffff,131.0,6.0,0.0
83752afffffffff,15.0,1.0,0.0
83752dfffffffff,2.0,0.0,0.0
83752efffffffff,2.0,0.0,0.0
837530fffffffff,5.0,0.0,0.0
837531fffffffff,1.0,0.0,0.0
837536fffffffff,10.0,0.0,0.0
837574fffffffff,65.0,2.0,0.0
837576fffffffff,63.0,3.0,0.0
837580fffffffff,2.0,0.0,0.0
837586fffffffff,2.0,0.0,0.0
837a40fffffffff,26.0,0.0,0.0
837a41fffffffff,77.0,0.0,0.0
837a44fffffffff,4.0,0.0,0.0
837a45fffffffff,3.0,0.0,0.0
837a48fffffffff,18.0,0.0,0.0
837a49fffffffff,7.0,0.0,0.0
837a4bfffffffff,1.0,0.0,0.0
837a4cfffffffff,33.0,0.0,0.0
837a4dfffffffff,19.0,0.0,0.0
837a59fffffffff,7.0,0.0,0.0
837a5efffffffff,2.0,0.0,0.0
837a60fffffffff,36.0,0.0,0.0
837a61fffffffff,2.0,0.0,0.0
837a63fffffffff,2.0,0.0,0.0
837a64fffffffff,6.0,0.0,0.0
837a65fffffffff,13.0,0.0,0.0
837a68fffffffff,13.0,0.0,0.0
837a6afffffffff,3.0,0.0,0.0
837a6bfffffffff,30.0,0.0,0.0
837a6dfffffffff,7.0,0.0,0.0
837a6efffffffff,1.0,0.0,0.0
837a73fffffffff,3.0,0.0,0.0
837ac1fffffffff,2.0,0.0,0.0
837ac8fffffffff,10.0,0.0,0.0
837accfffffffff,5.0,0.0,0.0
837acdfffffffff,2.0,0.0,0.0
837ad9fffffffff,45.0,0.0,0.0
837ae8fffffffff,12.0,0.0,0.0
837ae9fffffffff,6.0,0.0,0.0
837aeafffffffff,13.0,0.0,0.0
837aedfffffffff,1.0,0.0,0.0
837b4cfffffffff,2.0,0.0,0.0
837b59fffffffff,1.0,0.0,0.0
837b6bfffffffff,3.0,0.0,0.0
8382d2fffffffff,3.0,0.0,0.0
8382d8fffffffff,2.0,0.0,0.0
838310fffffffff,1.0,0.0,0.0
83831efffffffff,2.0,0.0,0.0
838320fffffffff,2.0,0.0,0.0
838330fffffffff,1.0,0.0,0.0
838332fffffffff,2.0,0.0,0.0
838333fffffffff,1.0,0.0,0.0
