cell_id,Sturnia malabarica,Sturnia malabarica malabarica,Sturnia malabarica nemoricola
843cf17ffffffff,1.0,0.0,0.0
843cf21ffffffff,1.0,0.0,0.0
843cf29ffffffff,12.0,0.0,0.0
843cf2dffffffff,22.0,0.0,0.0
843cf41ffffffff,4.0,0.0,0.0
843cf47ffffffff,2.0,0.0,0.0
843cf67ffffffff,4.0,0.0,0.0
843cf69ffffffff,4.0,0.0,0.0
843d107ffffffff,8.0,0.0,0.0
843d137ffffffff,2.0,0.0,0.0
843d323ffffffff,4.0,0.0,0.0
843d845ffffffff,4.0,0.0,0.0
843d853ffffffff,2.0,0.0,0.0
843d8b1ffffffff,12.0,0.0,0.0
843d8c3ffffffff,3.0,0.0,0.0
843d8d5ffffffff,13.0,0.0,0.0
843d8ddffffffff,2.0,0.0,0.0
843da11ffffffff,8.0,0.0,0.0
843da57ffffffff,4.0,0.0,0.0
843da81ffffffff,2.0,0.0,0.0
843da95ffffffff,2.0,0.0,0.0
843da97ffffffff,2.0,0.0,0.0
843dac3ffffffff,1.0,0.0,0.0
843dac9ffffffff,6.0,0.0,0.0
843dad9ffffffff,1.0,0.0,0.0
843daddffffffff,2.0,0.0,0.0
843db13ffffffff,13.0,0.0,0.0
843db2dffffffff,5.0,0.0,0.0
843db61ffffffff,2.0,0.0,0.0
84404ddffffffff,2.0,0.0,0.0
84411cbffffffff,5.0,0.0,0.0
8441b43ffffffff,1.0,0.0,0.0
844206dffffffff,1.0,0.0,0.0
844259dffffffff,2.0,0.0,0.0
84425a7ffffffff,5.0,0.0,0.0
8442cabffffffff,5.0,0.0,0.0
8442cbdffffffff,1.0,0.0,0.0
8442cd1ffffffff,2.0,0.0,0.0
8442cd7ffffffff,2.0,0.0,0.0
8442cdbffffffff,5.0,0.0,0.0
8442dcdffffffff,7.0,0.0,0.0
8442dd1ffffffff,3.0,0.0,0.0
8443107ffffffff,2.0,0.0,0.0
844ba0bffffffff,2.0,0.0,0.0
844ba25ffffffff,2.0,0.0,0.0
844bb11ffffffff,9.0,0.0,0.0
844bb13ffffffff,1.0,0.0,0.0
844bb19ffffffff,7.0,0.0,0.0
844bb1bffffffff,2.0,0.0,0.0
844bb53ffffffff,7.0,0.0,0.0
8460025ffffffff,27.0,0.0,0.0
8460027ffffffff,1.0,0.0,0.0
846002dffffffff,18.0,0.0,0.0
846004dffffffff,4.0,0.0,0.0
8460061ffffffff,12.0,0.0,0.0
8460065ffffffff,2.0,0.0,0.0
8460067ffffffff,2.0,0.0,0.0
8460069ffffffff,14.0,0.0,0.0
846006dffffffff,6.0,0.0,0.0
846011bffffffff,18.0,0.0,0.0
8460143ffffffff,3.0,0.0,0.0
8460145ffffffff,17.0,0.0,0.0
8460147ffffffff,9.0,0.0,0.0
846014bffffffff,2.0,0.0,0.0
8460153ffffffff,5.0,0.0,0.0
8460157ffffffff,4.0,0.0,0.0
8460159ffffffff,3.0,0.0,0.0
846015bffffffff,8.0,0.0,0.0
846015dffffffff,8.0,0.0,0.0
8460169ffffffff,14.0,0.0,0.0
84601e9ffffffff,26.0,0.0,0.0
84601edffffffff,3.0,0.0,0.0
8460221ffffffff,7.0,0.0,0.0
8460227ffffffff,1.0,0.0,0.0
8460229ffffffff,3.0,0.0,0.0
846022dffffffff,2.0,0.0,0.0
8460261ffffffff,3.0,0.0,0.0
8460263ffffffff,1.0,0.0,0.0
8460267ffffffff,9.0,0.0,0.0
8460311ffffffff,6.0,0.0,0.0
8460313ffffffff,44.0,0.0,0.0
8460315ffffffff,5.0,0.0,0.0
8460317ffffffff,17.0,0.0,0.0
8460319ffffffff,3.0,0.0,0.0
846031bffffffff,11.0,0.0,0.0
846032dffffffff,1.0,0.0,0.0
8460331ffffffff,2.0,0.0,0.0
8460333ffffffff,11.0,0.0,0.0
8460335ffffffff,2.0,0.0,0.0
8460337ffffffff,1.0,0.0,0.0
846033bffffffff,6.0,0.0,0.0
8460353ffffffff,1.0,0.0,0.0
8460885ffffffff,33.0,0.0,0.0
846088dffffffff,2.0,0.0,0.0
84608e5ffffffff,3.0,0.0,0.0
8460931ffffffff,2.0,0.0,0.0
846093bffffffff,1.0,0.0,0.0
8460961ffffffff,8.0,0.0,0.0
8460965ffffffff,6.0,0.0,0.0
84609b7ffffffff,3.0,0.0,0.0
84609e3ffffffff,2.0,0.0,0.0
84609e7ffffffff,2.0,0.0,0.0
84609ebffffffff,12.0,0.0,0.0
8460a25ffffffff,1.0,0.0,0.0
8460a27ffffffff,5.0,0.0,0.0
8460a61ffffffff,7.0,0.0,0.0
8460a6bffffffff,3.0,0.0,0.0
8460a83ffffffff,4.0,0.0,0.0
8460a89ffffffff,2.0,0.0,0.0
8460a8bffffffff,1.0,0.0,0.0
8460a91ffffffff,63.0,0.0,0.0
8460a99ffffffff,3.0,0.0,0.0
8460a9dffffffff,1.0,0.0,0.0
8460aa3ffffffff,10.0,0.0,0.0
8460ab5ffffffff,4.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
8460ad7ffffffff,2.0,0.0,0.0
8460b11ffffffff,1.0,0.0,0.0
8460b1bffffffff,2.0,0.0,0.0
8460b29ffffffff,3.0,0.0,0.0
8461021ffffffff,8.0,0.0,0.0
8461067ffffffff,4.0,0.0,0.0
8461887ffffffff,3.0,0.0,0.0
8461893ffffffff,3.0,0.0,0.0
84618b3ffffffff,1.0,0.0,0.0
84618c7ffffffff,7.0,0.0,0.0
84619a5ffffffff,22.0,0.0,0.0
84619a9ffffffff,1.0,0.0,0.0
84619abffffffff,4.0,0.0,0.0
84619bdffffffff,8.0,0.0,0.0
846416dffffffff,12.0,0.0,0.0
8464829ffffffff,5.0,0.0,0.0
84648c1ffffffff,2.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464981ffffffff,2.0,0.0,0.0
8464b61ffffffff,4.0,0.0,0.0
8464b67ffffffff,10.0,0.0,0.0
8465053ffffffff,2.0,0.0,0.0
84659c9ffffffff,2.0,0.0,0.0
