cell_id,Psarocolius angustifrons,Psarocolius angustifrons [angustifrons Group],Psarocolius angustifrons oleagineus
8466c1dffffffff,5.0,0.0,0.0
8466c21ffffffff,1793.0,20.0,0.0
8466c23ffffffff,642.0,0.0,0.0
8466c25ffffffff,7.0,0.0,0.0
8466c27ffffffff,277.0,0.0,0.0
8466c29ffffffff,628.0,6.0,0.0
8466c2bffffffff,94.0,0.0,0.0
8466c2dffffffff,415.0,5.0,0.0
8466c33ffffffff,6.0,0.0,0.0
8466c35ffffffff,28.0,0.0,0.0
8466c37ffffffff,25.0,1.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,1.0,0.0,0.0
8466c47ffffffff,99.0,0.0,0.0
8466c49ffffffff,67.0,0.0,0.0
8466c4bffffffff,22.0,0.0,0.0
8466c4dffffffff,21.0,0.0,0.0
8466c57ffffffff,26.0,0.0,0.0
8466c5bffffffff,11.0,0.0,0.0
8466c5dffffffff,90.0,0.0,0.0
8466c61ffffffff,32.0,0.0,0.0
8466c63ffffffff,387.0,0.0,0.0
8466c67ffffffff,254.0,2.0,0.0
8466c69ffffffff,2.0,0.0,0.0
8466c6dffffffff,15.0,0.0,0.0
8466c85ffffffff,2.0,0.0,0.0
8466c95ffffffff,4.0,0.0,0.0
8466cc5ffffffff,7.0,0.0,0.0
8466cdbffffffff,6.0,0.0,0.0
8466ce1ffffffff,102.0,0.0,0.0
8466ce5ffffffff,3.0,0.0,0.0
8466ce9ffffffff,130.0,0.0,0.0
8466cedffffffff,43.0,0.0,0.0
8466d07ffffffff,7.0,0.0,0.0
8466d0bffffffff,3.0,0.0,0.0
8466d11ffffffff,6.0,0.0,0.0
8466d13ffffffff,40.0,4.0,0.0
8466d19ffffffff,10.0,0.0,0.0
8466d1bffffffff,765.0,36.0,0.0
8466d23ffffffff,3.0,0.0,0.0
8466d27ffffffff,4.0,0.0,0.0
8466d31ffffffff,145.0,16.0,0.0
8466d37ffffffff,13.0,0.0,0.0
8466d53ffffffff,2.0,0.0,0.0
8466d59ffffffff,1.0,0.0,0.0
8466d81ffffffff,134.0,10.0,0.0
8466d89ffffffff,14.0,0.0,0.0
8466d8bffffffff,2.0,0.0,0.0
8466d8dffffffff,99.0,4.0,0.0
8466da1ffffffff,49.0,0.0,0.0
8466da3ffffffff,3.0,0.0,0.0
8466da7ffffffff,64.0,3.0,0.0
8466da9ffffffff,44.0,0.0,0.0
8466dadffffffff,694.0,122.0,0.0
8466db1ffffffff,44.0,6.0,0.0
8466db5ffffffff,7.0,0.0,0.0
8466dc1ffffffff,25.0,7.0,0.0
8466dc3ffffffff,3455.0,297.0,0.0
8466dc5ffffffff,2.0,0.0,0.0
8466dc7ffffffff,472.0,14.0,0.0
8466dc9ffffffff,294.0,9.0,0.0
8466dcbffffffff,222.0,0.0,0.0
8466dcdffffffff,35.0,0.0,0.0
8466dd1ffffffff,21.0,0.0,0.0
8466dd3ffffffff,13.0,2.0,0.0
8466dd5ffffffff,122.0,5.0,0.0
8466dd7ffffffff,21.0,0.0,0.0
8466dd9ffffffff,7.0,0.0,0.0
8466ddbffffffff,39.0,10.0,0.0
8466dddffffffff,138.0,14.0,0.0
8466de1ffffffff,6008.0,644.0,0.0
8466de3ffffffff,719.0,94.0,0.0
8466de7ffffffff,300.0,18.0,0.0
8466de9ffffffff,64.0,2.0,0.0
8466debffffffff,458.0,84.0,0.0
8466dedffffffff,133.0,8.0,0.0
8466e03ffffffff,268.0,0.0,0.0
8466e07ffffffff,13.0,0.0,0.0
8466e0bffffffff,743.0,5.0,0.0
8466e0dffffffff,3.0,0.0,0.0
8466e11ffffffff,13.0,0.0,0.0
8466e13ffffffff,18.0,0.0,0.0
8466e15ffffffff,163.0,2.0,0.0
8466e17ffffffff,67.0,0.0,0.0
8466e19ffffffff,10.0,0.0,0.0
8466e1dffffffff,80.0,0.0,0.0
8466e27ffffffff,8.0,0.0,0.0
8466e2dffffffff,19.0,0.0,0.0
8466e31ffffffff,7.0,0.0,0.0
8466e37ffffffff,13.0,0.0,0.0
8466e39ffffffff,176.0,0.0,0.0
8466e3bffffffff,113.0,0.0,0.0
8466e3dffffffff,22.0,0.0,0.0
8466e41ffffffff,2.0,0.0,0.0
8466e43ffffffff,5.0,0.0,0.0
8466e51ffffffff,218.0,0.0,0.0
8466e53ffffffff,28.0,0.0,0.0
8466e55ffffffff,72.0,0.0,0.0
8466e57ffffffff,1409.0,2.0,0.0
8466e59ffffffff,854.0,36.0,0.0
8466e5bffffffff,8.0,0.0,0.0
8466e5dffffffff,74.0,0.0,0.0
8466e65ffffffff,1.0,0.0,0.0
8466e67ffffffff,1.0,0.0,0.0
8466e69ffffffff,30.0,0.0,0.0
8466e6dffffffff,26.0,0.0,0.0
8466e8dffffffff,2.0,0.0,0.0
8466e9dffffffff,5.0,0.0,0.0
8466ec1ffffffff,23.0,0.0,0.0
8466ec5ffffffff,40.0,0.0,0.0
8466ec7ffffffff,305.0,0.0,0.0
8466ec9ffffffff,24.0,0.0,0.0
8466ecbffffffff,558.0,0.0,0.0
8466ee1ffffffff,2.0,0.0,0.0
8466ee5ffffffff,564.0,0.0,0.0
8466ee7ffffffff,17.0,0.0,0.0
8466eebffffffff,2.0,0.0,0.0
8466eedffffffff,22.0,0.0,0.0
8466f03ffffffff,30.0,0.0,0.0
8466f0bffffffff,19.0,0.0,0.0
8466f15ffffffff,2.0,0.0,0.0
8466f1dffffffff,160.0,0.0,0.0
8466f33ffffffff,2.0,0.0,0.0
8466f3bffffffff,3.0,0.0,0.0
8466f59ffffffff,4.0,0.0,0.0
8467413ffffffff,25.0,0.0,0.0
8467417ffffffff,22.0,0.0,0.0
8467433ffffffff,26.0,0.0,0.0
8467437ffffffff,213.0,0.0,2.0
846743bffffffff,10.0,0.0,0.0
84674c5ffffffff,2.0,0.0,0.0
84674cdffffffff,6.0,0.0,0.0
84674e9ffffffff,1.0,0.0,0.0
84674ebffffffff,3.0,0.0,0.0
84674edffffffff,178.0,0.0,2.0
846758dffffffff,2.0,0.0,0.0
84675a5ffffffff,46.0,0.0,0.0
84675abffffffff,2.0,0.0,0.0
84675adffffffff,21.0,0.0,0.0
84675c1ffffffff,26.0,0.0,0.0
84675c9ffffffff,17.0,0.0,0.0
84675cbffffffff,52.0,0.0,0.0
84675ddffffffff,3.0,0.0,0.0
84675e3ffffffff,18.0,0.0,0.0
84675e7ffffffff,9.0,0.0,0.0
84675ebffffffff,52.0,0.0,0.0
848a41dffffffff,12.0,0.0,0.0
848a451ffffffff,236.0,0.0,0.0
848a457ffffffff,4.0,0.0,0.0
848a459ffffffff,293.0,8.0,0.0
848a45bffffffff,327.0,8.0,0.0
848a45dffffffff,982.0,3.0,0.0
848a4e5ffffffff,2.0,0.0,0.0
848a525ffffffff,2.0,0.0,0.0
848a637ffffffff,18.0,2.0,0.0
848a681ffffffff,1.0,0.0,0.0
848a68bffffffff,48.0,0.0,0.0
848a699ffffffff,910.0,0.0,0.0
848a69bffffffff,2.0,0.0,0.0
848a69dffffffff,16.0,0.0,0.0
848a6d1ffffffff,6.0,0.0,0.0
848a6d3ffffffff,547.0,0.0,0.0
848a6d7ffffffff,448.0,0.0,0.0
848a6d9ffffffff,277.0,0.0,0.0
848a6dbffffffff,385.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0
848a703ffffffff,8.0,0.0,0.0
848a707ffffffff,11.0,0.0,0.0
848a70bffffffff,17.0,0.0,0.0
848a73dffffffff,10.0,0.0,0.0
848a755ffffffff,4.0,0.0,0.0
848aa9dffffffff,3.0,0.0,0.0
848ae53ffffffff,1.0,0.0,0.0
848ae5bffffffff,30.0,0.0,0.0
848af0bffffffff,2.0,2.0,0.0
848af1dffffffff,3.0,0.0,0.0
848af29ffffffff,7.0,0.0,0.0
848af45ffffffff,109.0,13.0,0.0
848af63ffffffff,1.0,0.0,0.0
848af69ffffffff,45.0,2.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b205ffffffff,1.0,0.0,0.0
848b211ffffffff,12.0,0.0,0.0
848b213ffffffff,39.0,0.0,0.0
848b217ffffffff,6.0,0.0,0.0
848b223ffffffff,88.0,0.0,0.0
848b227ffffffff,1.0,0.0,0.0
848b229ffffffff,22.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0
848b231ffffffff,2.0,0.0,0.0
848b239ffffffff,2.0,0.0,0.0
848b23bffffffff,14.0,0.0,0.0
848b23dffffffff,9.0,0.0,0.0
848b28bffffffff,2.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2c1ffffffff,10.0,0.0,0.0
848b2c5ffffffff,46.0,0.0,0.0
848b2c9ffffffff,1.0,0.0,0.0
848b2cdffffffff,15.0,0.0,0.0
848b2d7ffffffff,1.0,0.0,0.0
848b2dbffffffff,1.0,0.0,0.0
848b2e9ffffffff,56.0,0.0,0.0
848b2ebffffffff,4.0,0.0,0.0
848b2edffffffff,2.0,0.0,0.0
848b401ffffffff,13.0,1.0,0.0
848b40bffffffff,4.0,0.0,0.0
848b40dffffffff,39.0,1.0,0.0
848b429ffffffff,16.0,0.0,0.0
848b445ffffffff,28.0,0.0,0.0
848b447ffffffff,16.0,0.0,0.0
848b449ffffffff,39.0,0.0,0.0
848b44bffffffff,255.0,1.0,0.0
848b44dffffffff,462.0,5.0,0.0
848b459ffffffff,131.0,0.0,0.0
848b461ffffffff,1.0,0.0,0.0
848b469ffffffff,22.0,0.0,0.0
848b481ffffffff,1.0,1.0,0.0
848b483ffffffff,12.0,0.0,0.0
848b4d5ffffffff,1.0,0.0,0.0
848b4e5ffffffff,26.0,4.0,0.0
848b4e9ffffffff,3.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848b5d1ffffffff,5.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0
848b613ffffffff,5.0,0.0,0.0
848b617ffffffff,2449.0,207.0,0.0
848b61bffffffff,1.0,0.0,0.0
848b623ffffffff,18.0,3.0,0.0
848b627ffffffff,178.0,7.0,0.0
848b62bffffffff,13.0,0.0,0.0
848b631ffffffff,20.0,1.0,0.0
848b633ffffffff,90.0,0.0,0.0
848b635ffffffff,18.0,0.0,0.0
848b637ffffffff,764.0,0.0,0.0
848b639ffffffff,20.0,1.0,0.0
848b63bffffffff,880.0,35.0,0.0
848b63dffffffff,21.0,1.0,0.0
848b683ffffffff,15.0,0.0,0.0
848b68bffffffff,3.0,0.0,0.0
848b691ffffffff,18.0,0.0,0.0
848b693ffffffff,35.0,0.0,0.0
848b695ffffffff,10.0,0.0,0.0
848b697ffffffff,3.0,0.0,0.0
848b699ffffffff,12.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0
848b69dffffffff,1.0,0.0,0.0
848b6bbffffffff,5.0,0.0,0.0
848b6c1ffffffff,40.0,1.0,0.0
848b6c3ffffffff,19.0,0.0,0.0
848b6c5ffffffff,13.0,0.0,0.0
848b6cbffffffff,15.0,0.0,0.0
848b6cdffffffff,159.0,14.0,0.0
848b6e1ffffffff,5.0,0.0,0.0
848b6e5ffffffff,91.0,0.0,0.0
848b6e7ffffffff,110.0,0.0,0.0
848b6edffffffff,281.0,7.0,0.0
848b709ffffffff,27.0,0.0,0.0
848b70bffffffff,2.0,0.0,0.0
848b711ffffffff,3.0,0.0,0.0
848b713ffffffff,1092.0,6.0,0.0
848b717ffffffff,36.0,2.0,0.0
848b71bffffffff,40.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,33.0,0.0,0.0
848b747ffffffff,44.0,0.0,0.0
848b74bffffffff,4.0,0.0,0.0
848b751ffffffff,51.0,0.0,0.0
848b755ffffffff,6.0,0.0,0.0
848b757ffffffff,13.0,0.0,0.0
848b759ffffffff,2.0,0.0,0.0
848b75bffffffff,25.0,0.0,0.0
848b75dffffffff,17.0,0.0,0.0
848b761ffffffff,5.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848e641ffffffff,28.0,0.0,0.0
848e643ffffffff,108.0,0.0,0.0
848e649ffffffff,82.0,0.0,0.0
848e64bffffffff,174.0,0.0,0.0
848e651ffffffff,98.0,0.0,0.0
848e659ffffffff,6.0,0.0,0.0
848e65bffffffff,8.0,0.0,0.0
848e65dffffffff,1.0,0.0,0.0
848e6c9ffffffff,7.0,0.0,0.0
848e6cbffffffff,3.0,0.0,0.0
848f0d3ffffffff,25.0,0.0,0.0
848f293ffffffff,8.0,0.0,0.0
848f29bffffffff,6.0,0.0,0.0
848f29dffffffff,2.0,0.0,0.0
848f2d3ffffffff,34.0,0.0,0.0
848f2d7ffffffff,3.0,0.0,0.0
848f401ffffffff,300.0,9.0,0.0
848f407ffffffff,5.0,2.0,0.0
848f409ffffffff,11.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,6.0,0.0,0.0
848f421ffffffff,11.0,0.0,0.0
848f425ffffffff,9.0,0.0,0.0
848f429ffffffff,8.0,0.0,0.0
848f42dffffffff,1.0,0.0,0.0
848f435ffffffff,1.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,20.0,0.0,0.0
848f44bffffffff,14.0,0.0,0.0
848f455ffffffff,8.0,0.0,0.0
848f461ffffffff,43.0,0.0,0.0
848f463ffffffff,513.0,11.0,0.0
848f465ffffffff,105.0,2.0,0.0
848f467ffffffff,35.0,0.0,0.0
848f46bffffffff,10.0,0.0,0.0
848f481ffffffff,1.0,0.0,0.0
848f483ffffffff,2.0,0.0,0.0
848f485ffffffff,12.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f489ffffffff,29.0,0.0,0.0
848f48dffffffff,5.0,0.0,0.0
848f495ffffffff,3.0,0.0,0.0
848f4a1ffffffff,6.0,0.0,0.0
848f4a5ffffffff,58.0,0.0,0.0
848f4a7ffffffff,17.0,0.0,0.0
848f4abffffffff,5.0,0.0,0.0
848f4adffffffff,102.0,0.0,0.0
848f4b3ffffffff,4.0,0.0,0.0
848f4b5ffffffff,13.0,0.0,0.0
848f4c1ffffffff,3.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,55.0,0.0,0.0
848f4e5ffffffff,2.0,0.0,0.0
848f4e7ffffffff,7.0,0.0,0.0
848f541ffffffff,3.0,0.0,0.0
848f549ffffffff,23.0,0.0,0.0
848f551ffffffff,1.0,0.0,0.0
848f559ffffffff,19.0,0.0,0.0
848f55dffffffff,5.0,0.0,0.0
848f5d3ffffffff,82.0,0.0,0.0
848f5d7ffffffff,12.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0
848f5ddffffffff,59.0,0.0,0.0
848f611ffffffff,46.0,0.0,0.0
848f613ffffffff,154.0,0.0,0.0
848f617ffffffff,2.0,0.0,0.0
848f61bffffffff,371.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f657ffffffff,3.0,0.0,0.0
848f6b1ffffffff,2.0,0.0,0.0
848f6bbffffffff,2.0,0.0,0.0
848f6c9ffffffff,25.0,0.0,0.0
848f6cdffffffff,6.0,0.0,0.0
848f6e1ffffffff,8.0,0.0,0.0
848f6e9ffffffff,99.0,0.0,0.0
848f6ebffffffff,3.0,0.0,0.0
848f6edffffffff,29.0,0.0,0.0
848f705ffffffff,142.0,25.0,0.0
848f70dffffffff,16.0,0.0,0.0
848f71bffffffff,17.0,0.0,0.0
848f721ffffffff,89.0,19.0,0.0
848f727ffffffff,4.0,0.0,0.0
848f729ffffffff,738.0,83.0,0.0
848f72bffffffff,221.0,36.0,0.0
848f72dffffffff,2.0,0.0,0.0
848f733ffffffff,246.0,2.0,0.0
848f737ffffffff,53.0,0.0,0.0
848f741ffffffff,5.0,0.0,0.0
848f745ffffffff,124.0,3.0,0.0
848f749ffffffff,1.0,0.0,0.0
848f74bffffffff,26.0,0.0,0.0
848f74dffffffff,61.0,3.0,0.0
848f757ffffffff,3.0,0.0,0.0
848f763ffffffff,108.0,17.0,0.0
848f76bffffffff,217.0,2.0,0.0
84b3219ffffffff,1.0,0.0,0.0
84b3241ffffffff,2.0,0.0,0.0
84b324bffffffff,11.0,0.0,0.0
84b3253ffffffff,68.0,0.0,0.0
84b3257ffffffff,1.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,6.0,0.0,0.0
