cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
8429845ffffffff,1.0,0.0,0.0,0.0
8429855ffffffff,1.0,0.0,0.0,0.0
8429857ffffffff,2.0,0.0,0.0,0.0
8429863ffffffff,2.0,0.0,0.0,0.0
8429865ffffffff,2.0,0.0,0.0,0.0
84298cdffffffff,7.0,0.0,0.0,0.0
84298e9ffffffff,2.0,0.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0,0.0
8429a01ffffffff,8.0,0.0,0.0,0.0
8429a0bffffffff,110.0,0.0,0.0,0.0
8429a19ffffffff,6.0,0.0,0.0,0.0
8429a1bffffffff,2.0,0.0,0.0,0.0
8429a1dffffffff,170.0,0.0,0.0,0.0
8429a31ffffffff,2.0,0.0,0.0,0.0
8429a3bffffffff,1.0,0.0,0.0,0.0
8429a41ffffffff,201.0,0.0,0.0,0.0
8429a43ffffffff,11.0,0.0,0.0,0.0
8429a4dffffffff,170.0,0.0,0.0,0.0
8429a55ffffffff,71.0,0.0,0.0,0.0
8429a57ffffffff,569.0,0.0,0.0,0.0
8429a59ffffffff,10.0,0.0,0.0,0.0
8429a6dffffffff,4.0,0.0,0.0,0.0
8429a81ffffffff,6.0,0.0,0.0,0.0
8429a85ffffffff,37.0,0.0,0.0,0.0
8429ab9ffffffff,11.0,0.0,0.0,0.0
8429ac9ffffffff,259.0,0.0,0.0,0.0
8429ad1ffffffff,37.0,0.0,0.0,0.0
8429ad3ffffffff,4.0,0.0,0.0,0.0
8429ad9ffffffff,13.0,0.0,0.0,0.0
8429addffffffff,208.0,0.0,0.0,0.0
8429ae1ffffffff,2.0,0.0,0.0,0.0
8429b0bffffffff,1.0,0.0,0.0,0.0
8429b1dffffffff,13.0,0.0,0.0,0.0
8429b55ffffffff,35.0,0.0,0.0,0.0
8429b61ffffffff,9.0,0.0,0.0,0.0
8429b6bffffffff,344.0,0.0,0.0,0.0
8429b6dffffffff,15.0,0.0,0.0,0.0
842a101ffffffff,13.0,0.0,0.0,0.0
842a107ffffffff,18.0,0.0,0.0,0.0
842a127ffffffff,12.0,0.0,0.0,0.0
842a135ffffffff,3.0,0.0,0.0,0.0
842a1a5ffffffff,4.0,0.0,0.0,0.0
842a301ffffffff,8.0,0.0,0.0,0.0
842a303ffffffff,1.0,0.0,0.0,0.0
842a307ffffffff,45.0,0.0,0.0,0.0
842a30dffffffff,32.0,0.0,0.0,0.0
842a311ffffffff,27.0,0.0,0.0,0.0
842a315ffffffff,52.0,0.0,0.0,0.0
842a317ffffffff,3.0,0.0,0.0,0.0
842a31dffffffff,9.0,0.0,0.0,0.0
842a347ffffffff,7.0,0.0,0.0,0.0
842aa91ffffffff,11.0,0.0,0.0,0.0
842aa9dffffffff,127.0,0.0,0.0,0.0
842aac3ffffffff,4.0,0.0,0.0,0.0
842aac7ffffffff,31.0,0.0,0.0,0.0
842aad1ffffffff,27.0,0.0,0.0,0.0
842aad3ffffffff,3.0,0.0,0.0,0.0
842ab03ffffffff,58.0,0.0,0.0,0.0
842ab05ffffffff,6.0,0.0,0.0,0.0
842ab27ffffffff,30.0,0.0,0.0,0.0
842ab2dffffffff,104.0,0.0,0.0,0.0
842ab55ffffffff,1.0,0.0,0.0,0.0
842ad37ffffffff,5.0,0.0,0.0,0.0
842ad59ffffffff,3.0,0.0,0.0,0.0
842ad5bffffffff,2.0,0.0,0.0,0.0
842af05ffffffff,10.0,0.0,0.0,0.0
842af0dffffffff,7.0,0.0,0.0,0.0
842af6bffffffff,25.0,0.0,0.0,0.0
842b0a1ffffffff,2.0,0.0,0.0,0.0
842b0a5ffffffff,2.0,0.0,0.0,0.0
842b161ffffffff,1.0,0.0,0.0,0.0
842b1c9ffffffff,8.0,0.0,0.0,0.0
842b303ffffffff,56.0,0.0,0.0,0.0
842b315ffffffff,1.0,0.0,0.0,0.0
842b945ffffffff,1.0,0.0,0.0,0.0
842bac5ffffffff,4.0,0.0,0.0,0.0
842bacdffffffff,11.0,0.0,0.0,0.0
8444125ffffffff,1.0,0.0,0.0,0.0
8444127ffffffff,2.0,0.0,0.0,0.0
844412dffffffff,1.0,0.0,0.0,0.0
8444133ffffffff,1.0,0.0,0.0,0.0
84441e3ffffffff,6.0,0.0,0.0,0.0
84441e7ffffffff,284.0,0.0,0.0,0.0
844440dffffffff,37.0,0.0,0.0,0.0
844445dffffffff,2.0,0.0,0.0,0.0
8444465ffffffff,83.0,0.0,0.0,0.0
8444467ffffffff,15.0,0.0,0.0,0.0
84444ddffffffff,12.0,0.0,0.0,0.0
8444509ffffffff,23.0,0.0,0.0,0.0
8444551ffffffff,20.0,0.0,0.0,0.0
8444555ffffffff,30.0,0.0,0.0,0.0
8444633ffffffff,3.0,0.0,0.0,0.0
8444637ffffffff,1.0,0.0,0.0,0.0
84446c1ffffffff,6.0,0.0,0.0,0.0
84446c5ffffffff,6.0,0.0,0.0,0.0
84446cdffffffff,40.0,0.0,0.0,0.0
84446e5ffffffff,2.0,0.0,0.0,0.0
84446e9ffffffff,23.0,0.0,0.0,0.0
84446edffffffff,3.0,0.0,0.0,0.0
8444733ffffffff,3.0,0.0,0.0,0.0
844473bffffffff,2.0,0.0,0.0,0.0
8444a11ffffffff,1.0,0.0,0.0,0.0
8444a13ffffffff,9.0,0.0,0.0,0.0
8444a19ffffffff,14.0,0.0,0.0,0.0
8444a1bffffffff,29.0,0.0,0.0,0.0
8444a53ffffffff,528.0,0.0,0.0,0.0
8444a5bffffffff,1.0,0.0,0.0,0.0
8444a81ffffffff,28.0,0.0,0.0,0.0
8444a83ffffffff,18.0,0.0,0.0,0.0
8444a93ffffffff,1.0,0.0,0.0,0.0
8444a9bffffffff,3.0,0.0,0.0,0.0
8444ac1ffffffff,269.0,0.0,0.0,0.0
8444ac3ffffffff,1.0,0.0,0.0,0.0
8444ac5ffffffff,19.0,0.0,0.0,0.0
8444ac7ffffffff,37.0,0.0,0.0,0.0
8444ac9ffffffff,115.0,0.0,0.0,0.0
8444acdffffffff,151.0,0.0,0.0,0.0
8444ae9ffffffff,5.0,0.0,0.0,0.0
8444c3bffffffff,5.0,0.0,0.0,0.0
8444d07ffffffff,2.0,0.0,0.0,0.0
8444e47ffffffff,5.0,0.0,0.0,0.0
8444e63ffffffff,43.0,0.0,0.0,0.0
8444f05ffffffff,4.0,0.0,0.0,0.0
8444f07ffffffff,4.0,0.0,0.0,0.0
8444f43ffffffff,4.0,0.0,0.0,0.0
8445053ffffffff,4.0,0.0,0.0,0.0
84450a9ffffffff,2.0,0.0,0.0,0.0
84450b1ffffffff,1.0,0.0,0.0,0.0
8445201ffffffff,4.0,0.0,0.0,0.0
844520dffffffff,5.0,0.0,0.0,0.0
8445215ffffffff,5.0,0.0,0.0,0.0
84452adffffffff,4.0,0.0,0.0,0.0
84452c7ffffffff,4.0,0.0,0.0,0.0
84452e1ffffffff,1.0,0.0,0.0,0.0
8445727ffffffff,1.0,0.0,0.0,0.0
8448233ffffffff,26.0,0.0,0.0,0.0
844823bffffffff,2.0,0.0,0.0,0.0
8448285ffffffff,3.0,0.0,0.0,0.0
84482adffffffff,79.0,0.0,0.0,0.0
84482b9ffffffff,4.0,0.0,0.0,0.0
8448331ffffffff,1.0,0.0,0.0,0.0
8448363ffffffff,30.0,0.0,0.0,0.0
8448427ffffffff,2.0,0.0,0.0,0.0
8448435ffffffff,8.0,0.0,0.0,0.0
8448437ffffffff,10.0,0.0,0.0,0.0
8448469ffffffff,26.0,0.0,0.0,0.0
84484a5ffffffff,46.0,0.0,0.0,0.0
84484a7ffffffff,12.0,0.0,0.0,0.0
8448553ffffffff,1.0,0.0,0.0,0.0
8448559ffffffff,3.0,0.0,0.0,0.0
844855bffffffff,2.0,0.0,0.0,0.0
8448597ffffffff,3.0,0.0,0.0,0.0
84485a7ffffffff,2.0,0.0,0.0,0.0
84485bbffffffff,7.0,0.0,0.0,0.0
84485d7ffffffff,5.0,0.0,0.0,0.0
8448715ffffffff,25.0,0.0,0.0,0.0
8448731ffffffff,3.0,0.0,0.0,0.0
8448733ffffffff,7.0,0.0,0.0,0.0
844873bffffffff,6.0,0.0,0.0,0.0
844880dffffffff,49.0,0.0,0.0,0.0
8448815ffffffff,5.0,0.0,0.0,0.0
8448831ffffffff,4.0,0.0,0.0,0.0
8448833ffffffff,4.0,0.0,0.0,0.0
8448869ffffffff,27.0,0.0,0.0,0.0
8448881ffffffff,27.0,0.0,0.0,0.0
8448899ffffffff,7.0,0.0,0.0,0.0
844889bffffffff,6.0,0.0,0.0,0.0
844889dffffffff,4.0,0.0,0.0,0.0
84488b9ffffffff,2.0,0.0,0.0,0.0
8448903ffffffff,2.0,0.0,0.0,0.0
844890bffffffff,32.0,0.0,0.0,0.0
844891dffffffff,2.0,0.0,0.0,0.0
8448923ffffffff,22.0,0.0,0.0,0.0
8448951ffffffff,20.0,0.0,0.0,0.0
8448955ffffffff,141.0,0.0,0.0,0.0
8448959ffffffff,21.0,0.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0,0.0
84489d3ffffffff,2.0,0.0,0.0,0.0
8448b13ffffffff,62.0,0.0,0.0,0.0
8448b23ffffffff,1.0,0.0,0.0,0.0
8448b39ffffffff,17.0,0.0,0.0,0.0
8448b3dffffffff,10.0,0.0,0.0,0.0
8448c05ffffffff,1.0,0.0,0.0,0.0
8448c19ffffffff,7.0,0.0,0.0,0.0
8448c61ffffffff,8.0,0.0,0.0,0.0
8448c69ffffffff,3.0,0.0,0.0,0.0
8448c6dffffffff,27.0,0.0,0.0,0.0
8448d43ffffffff,7.0,0.0,0.0,0.0
8448d69ffffffff,2.0,0.0,0.0,0.0
8448d8dffffffff,20.0,0.0,0.0,0.0
8448e33ffffffff,5.0,0.0,0.0,0.0
8448e81ffffffff,3.0,0.0,0.0,0.0
8448e83ffffffff,148.0,0.0,0.0,0.0
8448e85ffffffff,413.0,0.0,0.0,0.0
8448e87ffffffff,10.0,0.0,0.0,0.0
8448e89ffffffff,2.0,0.0,0.0,0.0
8448e8dffffffff,34.0,0.0,0.0,0.0
8448e97ffffffff,3.0,0.0,0.0,0.0
8448ea5ffffffff,1.0,0.0,0.0,0.0
8448ea7ffffffff,2.0,0.0,0.0,0.0
8448eabffffffff,21.0,0.0,0.0,0.0
8448eb7ffffffff,4.0,0.0,0.0,0.0
8448ebbffffffff,23.0,0.0,0.0,0.0
8448ebdffffffff,24.0,0.0,0.0,0.0
8448ec5ffffffff,8.0,0.0,0.0,0.0
8448ec7ffffffff,208.0,0.0,0.0,0.0
8448ee1ffffffff,58.0,0.0,0.0,0.0
8448ee3ffffffff,228.0,0.0,0.0,0.0
8448ee5ffffffff,5.0,0.0,0.0,0.0
8448ee7ffffffff,308.0,0.0,0.0,0.0
8448eebffffffff,7.0,0.0,0.0,0.0
8448f37ffffffff,2.0,0.0,0.0,0.0
8448f63ffffffff,3.0,0.0,0.0,0.0
8449815ffffffff,5.0,0.0,0.0,0.0
8449959ffffffff,16.0,0.0,0.0,0.0
8449961ffffffff,12.0,0.0,0.0,0.0
8449963ffffffff,5.0,0.0,0.0,0.0
8449965ffffffff,31.0,0.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0
844996bffffffff,4.0,0.0,0.0,0.0
844996dffffffff,2.0,0.0,0.0,0.0
84499b1ffffffff,1.0,0.0,0.0,0.0
84499cdffffffff,11.0,0.0,0.0,0.0
8449a91ffffffff,2.0,0.0,0.0,0.0
845f4b3ffffffff,11.0,0.0,0.0,0.0
845f581ffffffff,4.0,0.0,0.0,0.0
845f5b5ffffffff,11.0,0.0,0.0,0.0
845f5b9ffffffff,2.0,0.0,0.0,0.0
845f5bdffffffff,3.0,0.0,0.0,0.0
8466081ffffffff,3.0,0.0,0.0,0.0
8466089ffffffff,1.0,0.0,0.0,0.0
846608dffffffff,1.0,0.0,0.0,0.0
84660b1ffffffff,2.0,0.0,0.0,0.0
84660bbffffffff,5.0,0.0,0.0,0.0
84660bdffffffff,5.0,0.0,0.0,0.0
84660c7ffffffff,7.0,0.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0,0.0
8466163ffffffff,2.0,0.0,0.0,0.0
846618bffffffff,4.0,0.0,0.0,0.0
846620bffffffff,6.0,0.0,0.0,0.0
846652dffffffff,3.0,0.0,0.0,0.0
8466a03ffffffff,2.0,0.0,0.0,0.0
8466a5bffffffff,8.0,0.0,0.0,0.0
8466b0bffffffff,2.0,0.0,0.0,0.0
8466b19ffffffff,2.0,0.0,0.0,0.0
8466b1dffffffff,1.0,0.0,0.0,0.0
8466b41ffffffff,3.0,0.0,0.0,0.0
8466b45ffffffff,1.0,0.0,0.0,0.0
8466b47ffffffff,3.0,0.0,0.0,0.0
8466b49ffffffff,2.0,0.0,0.0,0.0
8466b4dffffffff,15.0,0.0,0.0,0.0
8466b55ffffffff,3.0,0.0,0.0,0.0
8466b57ffffffff,3.0,0.0,0.0,0.0
8466b59ffffffff,2.0,0.0,0.0,0.0
8466b69ffffffff,5.0,0.0,0.0,0.0
8466c21ffffffff,1.0,0.0,0.0,0.0
8466d23ffffffff,1.0,0.0,0.0,0.0
8466d31ffffffff,3.0,0.0,0.0,0.0
8466d33ffffffff,2.0,0.0,0.0,0.0
8466d35ffffffff,1.0,0.0,0.0,0.0
8466d37ffffffff,3.0,0.0,0.0,0.0
8466dc3ffffffff,1.0,0.0,0.0,0.0
8466dc7ffffffff,2.0,0.0,0.0,0.0
8466dcbffffffff,1.0,0.0,0.0,0.0
8466de1ffffffff,2.0,0.0,0.0,0.0
8466de3ffffffff,7.0,0.0,0.0,0.0
8466dedffffffff,10.0,0.0,0.0,0.0
8466e43ffffffff,1.0,0.0,0.0,0.0
8466e57ffffffff,9.0,0.0,0.0,0.0
8466e6dffffffff,2.0,0.0,0.0,0.0
8466f03ffffffff,2.0,0.0,0.0,0.0
8466f1dffffffff,3.0,0.0,0.0,0.0
8467413ffffffff,787.0,0.0,0.0,0.0
8467425ffffffff,29.0,0.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0,0.0
846742dffffffff,4.0,0.0,0.0,0.0
8467435ffffffff,2.0,0.0,0.0,0.0
846743dffffffff,22.0,0.0,0.0,0.0
8467447ffffffff,7.0,0.0,0.0,0.0
8467461ffffffff,104.0,0.0,0.0,0.0
8467463ffffffff,2.0,0.0,0.0,0.0
846746bffffffff,3.0,0.0,0.0,0.0
84674c5ffffffff,207.0,0.0,0.0,0.0
84674c7ffffffff,5.0,0.0,0.0,0.0
84674c9ffffffff,2.0,0.0,0.0,0.0
84674cbffffffff,5.0,0.0,0.0,0.0
84674cdffffffff,77.0,0.0,0.0,0.0
84674e9ffffffff,58.0,0.0,0.0,0.0
84674ebffffffff,2.0,0.0,0.0,0.0
8467503ffffffff,4.0,0.0,0.0,0.0
8467519ffffffff,16.0,0.0,0.0,0.0
8467531ffffffff,1.0,0.0,0.0,0.0
8467539ffffffff,2.0,0.0,0.0,0.0
8467551ffffffff,3.0,0.0,0.0,0.0
8467553ffffffff,101.0,0.0,0.0,0.0
8467559ffffffff,3.0,0.0,0.0,0.0
8467599ffffffff,1.0,0.0,0.0,0.0
84675c1ffffffff,3.0,0.0,0.0,0.0
84675cbffffffff,23.0,0.0,0.0,0.0
8467737ffffffff,35.0,0.0,0.0,0.0
8467805ffffffff,5.0,0.0,0.0,0.0
846783dffffffff,6.0,0.0,0.0,0.0
84679a1ffffffff,6.0,0.0,0.0,0.0
84679a5ffffffff,17.0,0.0,0.0,0.0
84679b7ffffffff,2.0,0.0,0.0,0.0
846d053ffffffff,1.0,0.0,0.0,0.0
846d05dffffffff,2.0,0.0,0.0,0.0
846d141ffffffff,4.0,0.0,0.0,0.0
846d143ffffffff,3.0,0.0,0.0,0.0
846d231ffffffff,2.0,0.0,0.0,0.0
846d239ffffffff,2.0,0.0,0.0,0.0
846d23dffffffff,3.0,0.0,0.0,0.0
846d253ffffffff,3.0,0.0,0.0,0.0
846d255ffffffff,3.0,0.0,0.0,0.0
846d257ffffffff,3.0,0.0,0.0,0.0
846d291ffffffff,2.0,0.0,0.0,0.0
846d295ffffffff,2.0,0.0,0.0,0.0
846d297ffffffff,3.0,0.0,0.0,0.0
846d2a3ffffffff,6.0,0.0,0.0,0.0
846d2b9ffffffff,7.0,0.0,0.0,0.0
846d30dffffffff,1.0,0.0,0.0,0.0
846d32bffffffff,8.0,0.0,0.0,0.0
846d337ffffffff,5.0,0.0,0.0,0.0
846d34dffffffff,2.0,0.0,0.0,0.0
846d35dffffffff,10.0,0.0,0.0,0.0
846d36dffffffff,1.0,0.0,0.0,0.0
846d639ffffffff,2.0,0.0,0.0,0.0
846d681ffffffff,4.0,0.0,0.0,0.0
846d683ffffffff,3.0,0.0,0.0,0.0
846d685ffffffff,5.0,0.0,0.0,0.0
846d687ffffffff,2.0,0.0,0.0,0.0
846d68dffffffff,1.0,0.0,0.0,0.0
846d695ffffffff,2.0,0.0,0.0,0.0
846d697ffffffff,8.0,0.0,0.0,0.0
846d69dffffffff,13.0,0.0,0.0,0.0
846d6abffffffff,1.0,0.0,0.0,0.0
846d6b9ffffffff,1.0,0.0,0.0,0.0
846d6d1ffffffff,1.0,0.0,0.0,0.0
846d6d3ffffffff,3.0,0.0,0.0,0.0
846d6d5ffffffff,1.0,0.0,0.0,0.0
846d75bffffffff,1.0,0.0,0.0,0.0
846d769ffffffff,2.0,0.0,0.0,0.0
848a2edffffffff,1.0,0.0,0.0,0.0
848a451ffffffff,2.0,0.0,0.0,0.0
848a459ffffffff,2.0,0.0,0.0,0.0
848a45dffffffff,3.0,0.0,0.0,0.0
848a699ffffffff,2.0,0.0,0.0,0.0
848a8cbffffffff,1.0,0.0,0.0,0.0
848af69ffffffff,2.0,0.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0,0.0
848b61dffffffff,14.0,0.0,0.0,0.0
848b691ffffffff,2.0,0.0,0.0,0.0
848b693ffffffff,2.0,0.0,0.0,0.0
848e459ffffffff,1.0,0.0,0.0,0.0
848e45dffffffff,3.0,0.0,0.0,0.0
848e629ffffffff,3.0,0.0,0.0,0.0
848e62dffffffff,3.0,0.0,0.0,0.0
848f401ffffffff,1.0,0.0,0.0,0.0
848f4b3ffffffff,8.0,0.0,0.0,0.0
848f763ffffffff,1.0,0.0,0.0,0.0
84a80c3ffffffff,1.0,0.0,0.0,0.0
84a8105ffffffff,1.0,0.0,0.0,0.0
84a8143ffffffff,3.0,0.0,0.0,0.0
84a8163ffffffff,1.0,0.0,0.0,0.0
84a8185ffffffff,4.0,0.0,0.0,0.0
84a818dffffffff,4.0,0.0,0.0,0.0
84a8195ffffffff,5.0,0.0,0.0,0.0
84a81abffffffff,5.0,0.0,0.0,0.0
84a81bbffffffff,4.0,0.0,0.0,0.0
84a81cdffffffff,7.0,0.0,0.0,0.0
84a81e3ffffffff,1.0,0.0,0.0,0.0
84a81e9ffffffff,1.0,0.0,0.0,0.0
84a81ebffffffff,2.0,0.0,0.0,0.0
84a81edffffffff,21.0,0.0,0.0,0.0
84a8265ffffffff,1.0,0.0,0.0,0.0
84a831dffffffff,2.0,0.0,0.0,0.0
84a8357ffffffff,2.0,0.0,0.0,0.0
84a835dffffffff,1.0,0.0,0.0,0.0
84a9017ffffffff,2.0,0.0,0.0,0.0
84a9181ffffffff,1.0,0.0,0.0,0.0
84a9187ffffffff,1.0,0.0,0.0,0.0
84a91b5ffffffff,4.0,0.0,0.0,0.0
84a91d1ffffffff,1.0,0.0,0.0,0.0
84a9213ffffffff,1.0,0.0,0.0,0.0
84a92cbffffffff,2.0,0.0,0.0,0.0
84a92e9ffffffff,1.0,0.0,0.0,0.0
84a9411ffffffff,4.0,0.0,0.0,0.0
84a9413ffffffff,1.0,0.0,0.0,0.0
84a941bffffffff,4.0,0.0,0.0,0.0
84a9441ffffffff,14.0,0.0,0.0,0.0
84a9445ffffffff,3.0,0.0,0.0,0.0
84a944bffffffff,5.0,0.0,0.0,0.0
84a9465ffffffff,5.0,0.0,0.0,0.0
84a9467ffffffff,5.0,0.0,0.0,0.0
84a94c7ffffffff,3.0,0.0,0.0,0.0
84a94e3ffffffff,2.0,0.0,0.0,0.0
84a94e5ffffffff,4.0,0.0,0.0,0.0
84a9509ffffffff,2.0,0.0,0.0,0.0
84a9531ffffffff,2.0,0.0,0.0,0.0
84a953bffffffff,7.0,0.0,0.0,0.0
84a95edffffffff,3.0,0.0,0.0,0.0
84a9605ffffffff,3.0,0.0,0.0,0.0
84a9611ffffffff,5.0,0.0,0.0,0.0
84a9613ffffffff,55.0,0.0,0.0,0.0
84a9617ffffffff,40.0,0.0,0.0,0.0
84a9619ffffffff,21.0,0.0,0.0,0.0
84a9627ffffffff,11.0,0.0,0.0,0.0
84a9645ffffffff,4.0,0.0,0.0,0.0
84a9653ffffffff,15.0,0.0,0.0,0.0
84a9663ffffffff,1.0,0.0,0.0,0.0
84a9685ffffffff,3.0,0.0,0.0,0.0
84a96a5ffffffff,4.0,0.0,0.0,0.0
84a96a7ffffffff,1.0,0.0,0.0,0.0
84a96adffffffff,7.0,0.0,0.0,0.0
84a96c1ffffffff,2.0,0.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0,0.0
84a96e7ffffffff,1.0,0.0,0.0,0.0
84a96e9ffffffff,4.0,0.0,0.0,0.0
84a975bffffffff,2.0,0.0,0.0,0.0
84b2191ffffffff,4.0,0.0,0.0,0.0
84b2427ffffffff,2.0,0.0,0.0,0.0
84b2463ffffffff,1.0,0.0,0.0,0.0
84b248bffffffff,2.0,0.0,0.0,0.0
84b2493ffffffff,5.0,0.0,0.0,0.0
84b2497ffffffff,1.0,0.0,0.0,0.0
84b2499ffffffff,23.0,0.0,0.0,0.0
84b249bffffffff,2.0,0.0,0.0,0.0
84b249dffffffff,12.0,0.0,0.0,0.0
84b24b3ffffffff,1.0,0.0,0.0,0.0
84b24d1ffffffff,48.0,0.0,0.0,0.0
84b24d3ffffffff,137.0,0.0,0.0,0.0
84b24d5ffffffff,3.0,0.0,0.0,0.0
84b24d7ffffffff,4.0,0.0,0.0,0.0
84b24d9ffffffff,8.0,0.0,0.0,0.0
84b24dbffffffff,75.0,0.0,0.0,0.0
84b25a1ffffffff,2.0,0.0,0.0,0.0
84b2613ffffffff,11.0,0.0,0.0,0.0
84b262dffffffff,1.0,0.0,0.0,0.0
84b2683ffffffff,4.0,0.0,0.0,0.0
84b2687ffffffff,3.0,0.0,0.0,0.0
84b2691ffffffff,8.0,0.0,0.0,0.0
84b2693ffffffff,13.0,0.0,0.0,0.0
