cell_id,Oriolus chinensis,Oriolus chinensis diffusus,Oriolus chinensis [maculatus Group],Oriolus chinensis [chinensis Group],Oriolus chinensis melanisticus,Oriolus chinensis [frontalis Group],Oriolus chinensis broderipi/boneratensis
8430c41ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c4dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c61ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c63ffffffff,22.0,2.0,0.0,0.0,0.0,0.0,0.0
8430c65ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c67ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8430c6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430cedffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8430d03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e03ffffffff,20.0,6.0,0.0,0.0,0.0,0.0,0.0
8430e07ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e09ffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
8430e0bffffffff,64.0,4.0,0.0,0.0,0.0,0.0,0.0
8430e0dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e11ffffffff,14.0,4.0,0.0,0.0,0.0,0.0,0.0
8430e15ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e1dffffffff,97.0,2.0,0.0,0.0,0.0,0.0,0.0
8430e25ffffffff,50.0,3.0,0.0,0.0,0.0,0.0,0.0
8430e29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e31ffffffff,184.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e37ffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0
8430e39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e53ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e55ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e57ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8430e85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430ecbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8430f31ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8431597ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84316c1ffffffff,4.0,3.0,0.0,0.0,0.0,0.0,0.0
84316c5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84316c9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84316cdffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84316e7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84316e9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8431819ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8431853ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843185bffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
8431889ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84318c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d1ffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d7ffffffff,60.0,1.0,0.0,0.0,0.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431923ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8431927ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8431a85ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa5ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aa9ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aabffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
8431aadffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8431ab5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431abdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8431ae3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8431ae7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c191ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c199ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c5e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c801ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c807ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843c80dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c839ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843c83bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c885ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c899ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8c7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8dbffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8e5ffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
843c8edffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
843c909ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
843c921ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c92dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
843c931ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c943ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
843c947ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
843c953ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843c957ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c9e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca91ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca93ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca97ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
843ca9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
843cabbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc09ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc0dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc27ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc29ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc43ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc47ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc51ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc55ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc5dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc6bffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
843cc83ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd8bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd91ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843cd9dffffffff,14.0,7.0,0.0,0.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdbbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843cdcdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cddbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce41ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce43ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce55ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cea7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
843cec9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf05ffffffff,62.0,1.0,0.0,0.0,0.0,0.0,0.0
843cf0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf11ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf17ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf21ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf27ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf29ffffffff,92.0,1.0,0.0,0.0,0.0,0.0,0.0
843cf2dffffffff,602.0,22.0,0.0,0.0,0.0,0.0,0.0
843cf35ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf61ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf67ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf69ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843cf6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84402d7ffffffff,20.0,6.0,0.0,0.0,0.0,0.0,0.0
844030dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440403ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8440413ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440457ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8440499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84404c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84404cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84404ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84405cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440619ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84406b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440825ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84408a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84408bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84408d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8440955ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844095dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8440a05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8440a45ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8440a69ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8440b51ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8440b53ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8440c19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440c27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8440c69ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8440c6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e13ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e17ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e37ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e3dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440e5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8440ec5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8440f13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8440f39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441035ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8441037ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
84411c9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84411cbffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
84411d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8441315ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
844142bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441433ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844143bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84414c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84414dbffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8441539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441547ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84415a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84415cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84415edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441609ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441655ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441699ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84416c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84416c3ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
84416cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84416d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84416e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441715ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441751ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844184bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8441855ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441891ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441911ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8441915ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844192dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8441949ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84419bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8441a09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8441a43ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8441a55ffffffff,90.0,2.0,0.0,0.0,0.0,0.0,0.0
8441b43ffffffff,141.0,16.0,0.0,0.0,0.0,0.0,0.0
8441b55ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8441b5dffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8441b65ffffffff,12.0,2.0,0.0,0.0,0.0,0.0,0.0
8442db7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844b26dffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0
844b30bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
844b339ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844b349ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844b35dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844b841ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844b845ffffffff,39.0,5.0,0.0,0.0,0.0,0.0,0.0
844b861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844b86dffffffff,94.0,11.0,0.0,0.0,0.0,0.0,0.0
844b933ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba03ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba05ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba0bffffffff,108.0,2.0,0.0,0.0,0.0,0.0,0.0
844ba15ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba1dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba25ffffffff,109.0,1.0,0.0,0.0,0.0,0.0,0.0
844ba29ffffffff,27.0,4.0,0.0,0.0,0.0,0.0,0.0
844ba2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba35ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba57ffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
844bb11ffffffff,275.0,9.0,0.0,0.0,0.0,0.0,0.0
844bb13ffffffff,559.0,57.0,0.0,0.0,0.0,0.0,0.0
844bb17ffffffff,23.0,2.0,0.0,0.0,0.0,0.0,0.0
844bb19ffffffff,70.0,2.0,0.0,0.0,0.0,0.0,0.0
844bb1bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
844bb51ffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
844bb59ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8460025ffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0
8460027ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
846002dffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
846004dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8460061ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
8460065ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0
8460067ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8460069ffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
846006dffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
8460111ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8460113ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8460115ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8460117ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8460119ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
846011bffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
846011dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8460143ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8460145ffffffff,243.0,0.0,0.0,0.0,0.0,0.0,0.0
8460149ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
846014bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
846014dffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
8460151ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8460153ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8460157ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8460159ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
846015bffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
846015dffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8460169ffffffff,417.0,0.0,0.0,0.0,0.0,0.0,0.0
84601e5ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84601e9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84601edffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8460221ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8460225ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
