cell_id,Lanius cristatus,Lanius cristatus cristatus/confusus,Lanius cristatus superciliosus,Lanius cristatus lucionensis
833c8efffffffff,5.0,0.0,0.0,0.0
833c94fffffffff,2.0,0.0,0.0,0.0
833c9dfffffffff,2.0,0.0,0.0,0.0
833ca8fffffffff,1.0,0.0,0.0,0.0
833ca9fffffffff,4.0,0.0,0.0,0.0
833cabfffffffff,4.0,0.0,0.0,0.0
833cadfffffffff,1.0,0.0,0.0,0.0
833cc2fffffffff,3.0,0.0,0.0,3.0
833cc4fffffffff,6.0,0.0,0.0,0.0
833cc5fffffffff,3.0,0.0,0.0,0.0
833cc6fffffffff,2.0,0.0,0.0,0.0
833cd1fffffffff,3.0,0.0,0.0,3.0
833ce1fffffffff,3.0,2.0,0.0,0.0
833ce4fffffffff,5.0,0.0,0.0,0.0
833ce8fffffffff,8.0,0.0,0.0,0.0
833ce9fffffffff,2.0,0.0,0.0,0.0
833ceafffffffff,3.0,0.0,0.0,0.0
833cecfffffffff,6.0,2.0,0.0,0.0
833cf0fffffffff,3.0,0.0,0.0,0.0
833cf1fffffffff,1.0,0.0,0.0,1.0
833cf2fffffffff,77.0,2.0,0.0,13.0
833cf3fffffffff,2.0,0.0,0.0,2.0
833cf4fffffffff,11.0,0.0,0.0,0.0
833cf6fffffffff,18.0,0.0,0.0,0.0
833d33fffffffff,2.0,0.0,0.0,0.0
833d36fffffffff,2.0,0.0,0.0,0.0
833d81fffffffff,2.0,0.0,0.0,0.0
833d84fffffffff,4.0,0.0,0.0,0.0
833d85fffffffff,1.0,0.0,0.0,0.0
833d89fffffffff,3.0,0.0,0.0,0.0
833d8dfffffffff,35.0,0.0,0.0,0.0
833da1fffffffff,51.0,2.0,0.0,0.0
833da3fffffffff,20.0,0.0,0.0,0.0
833da8fffffffff,3.0,0.0,0.0,0.0
833dacfffffffff,5.0,0.0,0.0,0.0
833dadfffffffff,5.0,4.0,0.0,0.0
833daefffffffff,2.0,0.0,0.0,0.0
833db2fffffffff,3.0,0.0,0.0,0.0
834065fffffffff,2.0,0.0,0.0,2.0
8340b5fffffffff,2.0,0.0,0.0,0.0
834119fffffffff,1.0,0.0,0.0,0.0
83411cfffffffff,4.0,2.0,0.0,0.0
834133fffffffff,5.0,0.0,0.0,0.0
8341a4fffffffff,1.0,0.0,0.0,0.0
8341a5fffffffff,3.0,0.0,0.0,1.0
8341b4fffffffff,5.0,3.0,0.0,0.0
8341b5fffffffff,27.0,0.0,0.0,1.0
8342c0fffffffff,9.0,0.0,0.0,0.0
8342c1fffffffff,10.0,0.0,0.0,0.0
8342c2fffffffff,21.0,1.0,0.0,0.0
8342c3fffffffff,2.0,0.0,0.0,0.0
8342c4fffffffff,37.0,0.0,0.0,0.0
8342c5fffffffff,7.0,0.0,0.0,0.0
8342c6fffffffff,10.0,0.0,0.0,0.0
8342cafffffffff,1.0,0.0,0.0,0.0
8342ccfffffffff,2.0,0.0,0.0,0.0
8342cefffffffff,25.0,0.0,0.0,0.0
8342dcfffffffff,2.0,0.0,0.0,0.0
8342ddfffffffff,11.0,0.0,0.0,0.0
8342e2fffffffff,4.0,0.0,0.0,0.0
8342e3fffffffff,5.0,0.0,0.0,0.0
8342eafffffffff,8.0,0.0,0.0,0.0
8342ebfffffffff,3.0,0.0,0.0,0.0
83431efffffffff,6.0,0.0,0.0,0.0
8343acfffffffff,10.0,9.0,0.0,0.0
8343aefffffffff,5.0,0.0,0.0,0.0
834b32fffffffff,3.0,0.0,0.0,0.0
834b84fffffffff,22.0,0.0,0.0,0.0
834b86fffffffff,11.0,0.0,0.0,0.0
834b91fffffffff,1.0,0.0,0.0,0.0
834ba0fffffffff,15.0,0.0,0.0,1.0
834ba1fffffffff,12.0,0.0,1.0,0.0
834ba2fffffffff,53.0,0.0,0.0,2.0
834ba3fffffffff,10.0,0.0,0.0,0.0
834ba5fffffffff,23.0,0.0,0.0,5.0
834ba6fffffffff,2.0,0.0,0.0,0.0
834bb1fffffffff,50.0,4.0,0.0,2.0
834bb5fffffffff,61.0,0.0,0.0,0.0
83524dfffffffff,2.0,0.0,0.0,0.0
836002fffffffff,2.0,0.0,0.0,2.0
836004fffffffff,2.0,0.0,0.0,2.0
836006fffffffff,13.0,1.0,0.0,6.0
836014fffffffff,41.0,0.0,0.0,21.0
836015fffffffff,24.0,2.0,0.0,6.0
836016fffffffff,57.0,11.0,0.0,5.0
83601efffffffff,4.0,0.0,0.0,2.0
836022fffffffff,63.0,0.0,0.0,24.0
836026fffffffff,16.0,0.0,0.0,3.0
836031fffffffff,127.0,5.0,0.0,34.0
836033fffffffff,33.0,20.0,0.0,4.0
836035fffffffff,25.0,2.0,0.0,3.0
836036fffffffff,4.0,0.0,0.0,2.0
836084fffffffff,2.0,0.0,0.0,0.0
836088fffffffff,19.0,0.0,0.0,0.0
83608bfffffffff,2.0,0.0,0.0,0.0
836090fffffffff,2.0,0.0,0.0,0.0
836091fffffffff,1.0,0.0,0.0,0.0
836099fffffffff,1.0,0.0,0.0,0.0
8360a2fffffffff,9.0,0.0,0.0,0.0
8360a6fffffffff,3.0,0.0,0.0,0.0
8360a8fffffffff,2.0,0.0,0.0,0.0
8360a9fffffffff,23.0,0.0,0.0,0.0
8360aafffffffff,2.0,0.0,0.0,0.0
8360abfffffffff,2.0,0.0,0.0,0.0
8360adfffffffff,2.0,0.0,0.0,0.0
8360b1fffffffff,2.0,0.0,0.0,2.0
8360b5fffffffff,4.0,2.0,0.0,0.0
836102fffffffff,7.0,2.0,0.0,5.0
836106fffffffff,3.0,0.0,0.0,3.0
836111fffffffff,3.0,0.0,0.0,3.0
83611afffffffff,5.0,0.0,0.0,5.0
83611bfffffffff,3.0,0.0,0.0,3.0
83611cfffffffff,3.0,0.0,0.0,3.0
836188fffffffff,4.0,0.0,0.0,0.0
836189fffffffff,22.0,0.0,0.0,5.0
83618bfffffffff,21.0,0.0,0.0,17.0
83618cfffffffff,16.0,0.0,0.0,8.0
83618efffffffff,3.0,0.0,0.0,3.0
83619afffffffff,1.0,0.0,0.0,0.0
8361a9fffffffff,4.0,0.0,0.0,2.0
836332fffffffff,6.0,6.0,0.0,0.0
83640afffffffff,5.0,0.0,0.0,5.0
836428fffffffff,1.0,0.0,0.0,1.0
836434fffffffff,3.0,3.0,0.0,0.0
836480fffffffff,2.0,2.0,0.0,0.0
836482fffffffff,13.0,2.0,0.0,0.0
836484fffffffff,6.0,0.0,0.0,0.0
836486fffffffff,2.0,0.0,0.0,0.0
83648cfffffffff,1.0,0.0,0.0,0.0
83648dfffffffff,2.0,0.0,0.0,0.0
836495fffffffff,1.0,1.0,0.0,0.0
8364a2fffffffff,3.0,3.0,0.0,0.0
8364a4fffffffff,2.0,0.0,0.0,0.0
8364a5fffffffff,7.0,0.0,0.0,0.0
8364b1fffffffff,8.0,0.0,0.0,0.0
8364b2fffffffff,2.0,0.0,0.0,0.0
8364b6fffffffff,6.0,0.0,0.0,0.0
8364e4fffffffff,27.0,11.0,3.0,13.0
836500fffffffff,32.0,0.0,0.0,0.0
836501fffffffff,33.0,0.0,0.0,0.0
836502fffffffff,25.0,1.0,0.0,0.0
836503fffffffff,125.0,4.0,0.0,0.0
836504fffffffff,1.0,0.0,0.0,0.0
836505fffffffff,30.0,0.0,0.0,0.0
83650efffffffff,9.0,0.0,0.0,0.0
836518fffffffff,145.0,6.0,0.0,0.0
836519fffffffff,12.0,0.0,0.0,0.0
83651cfffffffff,26.0,0.0,0.0,0.0
83651dfffffffff,337.0,7.0,0.0,0.0
836520fffffffff,57.0,0.0,0.0,0.0
836522fffffffff,10.0,0.0,0.0,0.0
836523fffffffff,9.0,1.0,0.0,0.0
836526fffffffff,48.0,2.0,0.0,0.0
836531fffffffff,8.0,0.0,0.0,0.0
836556fffffffff,3.0,3.0,0.0,0.0
836585fffffffff,2.0,0.0,0.0,0.0
836589fffffffff,2.0,0.0,0.0,0.0
83658bfffffffff,2.0,0.0,0.0,0.0
836599fffffffff,3.0,0.0,0.0,0.0
83659cfffffffff,2.0,2.0,0.0,0.0
836862fffffffff,1.0,0.0,0.0,0.0
836941fffffffff,4.0,0.0,0.0,4.0
836943fffffffff,1.0,0.0,0.0,0.0
83694efffffffff,10.0,0.0,0.0,0.0
836958fffffffff,1.0,1.0,0.0,0.0
837280fffffffff,2.0,0.0,0.0,0.0
837390fffffffff,5.0,0.0,0.0,0.0
838c23fffffffff,5.0,0.0,0.0,0.0
