cell_id,Pernis ptilorhynchus,Pernis ptilorhynchus orientalis,Pernis ptilorhynchus ruficollis/philippensis,Pernis ptilorhynchus [ptilorhynchus Group]
8431819ffffffff,1.0,0.0,0.0,0.0
8431851ffffffff,9.0,0.0,0.0,0.0
8431853ffffffff,26.0,0.0,0.0,0.0
843185bffffffff,27.0,5.0,0.0,0.0
8431889ffffffff,2.0,0.0,0.0,0.0
84318c3ffffffff,1.0,0.0,0.0,0.0
84318c7ffffffff,2.0,0.0,0.0,0.0
84318d1ffffffff,11.0,0.0,0.0,0.0
84318d7ffffffff,11.0,3.0,0.0,0.0
8431a85ffffffff,2.0,0.0,0.0,0.0
8431a87ffffffff,3.0,0.0,0.0,0.0
8431aa1ffffffff,11.0,0.0,0.0,0.0
8431aa5ffffffff,98.0,4.0,0.0,0.0
8431aa7ffffffff,2.0,0.0,0.0,0.0
8431aa9ffffffff,3.0,0.0,0.0,0.0
8431aabffffffff,2.0,0.0,0.0,0.0
8431aadffffffff,27.0,0.0,0.0,0.0
8431abdffffffff,4.0,0.0,0.0,0.0
843c00dffffffff,3.0,0.0,0.0,0.0
843c023ffffffff,2.0,0.0,0.0,0.0
843c027ffffffff,2.0,0.0,0.0,0.0
843c029ffffffff,55.0,0.0,4.0,0.0
843c02dffffffff,38.0,0.0,1.0,0.0
843c033ffffffff,5.0,0.0,0.0,0.0
843c063ffffffff,2.0,0.0,0.0,0.0
843c065ffffffff,10.0,0.0,0.0,0.0
843c067ffffffff,9.0,0.0,0.0,0.0
843c06dffffffff,2.0,0.0,0.0,0.0
843c0a1ffffffff,13.0,0.0,0.0,0.0
843c0a3ffffffff,10.0,0.0,0.0,0.0
843c0a5ffffffff,106.0,7.0,0.0,0.0
843c0a7ffffffff,1.0,0.0,0.0,0.0
843c0adffffffff,29.0,1.0,0.0,0.0
843c0b5ffffffff,12.0,0.0,0.0,0.0
843c0b7ffffffff,5.0,0.0,2.0,0.0
843c141ffffffff,2.0,0.0,0.0,0.0
843c155ffffffff,4.0,0.0,0.0,0.0
843c159ffffffff,185.0,0.0,2.0,0.0
843c165ffffffff,2.0,0.0,0.0,0.0
843c195ffffffff,1.0,0.0,0.0,0.0
843c199ffffffff,139.0,0.0,0.0,0.0
843c19bffffffff,17.0,0.0,0.0,0.0
843c19dffffffff,2.0,0.0,0.0,0.0
843c1a9ffffffff,4.0,0.0,0.0,0.0
843c1b3ffffffff,1.0,0.0,0.0,0.0
843c1b5ffffffff,30.0,0.0,0.0,0.0
843c1c3ffffffff,102.0,0.0,0.0,0.0
843c1cdffffffff,1.0,0.0,0.0,0.0
843c1d1ffffffff,19.0,0.0,0.0,0.0
843c1d3ffffffff,45.0,0.0,0.0,0.0
843c1d7ffffffff,34.0,0.0,0.0,0.0
843c1dbffffffff,5.0,2.0,0.0,0.0
843c1e1ffffffff,2.0,0.0,0.0,0.0
843c1e9ffffffff,4.0,0.0,0.0,0.0
843c315ffffffff,1.0,0.0,0.0,0.0
843c329ffffffff,2.0,0.0,0.0,0.0
843c333ffffffff,13.0,0.0,0.0,0.0
843c335ffffffff,11.0,0.0,0.0,0.0
843c337ffffffff,2.0,0.0,0.0,0.0
843c33bffffffff,39.0,0.0,0.0,0.0
843c33dffffffff,8.0,0.0,0.0,0.0
843c361ffffffff,2.0,0.0,0.0,0.0
843c363ffffffff,4.0,0.0,0.0,0.0
843c369ffffffff,28.0,0.0,0.0,0.0
843c36bffffffff,14.0,0.0,0.0,0.0
843c521ffffffff,8.0,0.0,0.0,0.0
843c525ffffffff,14.0,0.0,0.0,0.0
843c527ffffffff,63.0,0.0,0.0,0.0
843c529ffffffff,2.0,0.0,0.0,0.0
843c52dffffffff,1.0,0.0,0.0,0.0
843c537ffffffff,2.0,0.0,0.0,0.0
843c56dffffffff,2.0,0.0,0.0,0.0
843c581ffffffff,219.0,0.0,0.0,0.0
843c583ffffffff,3.0,0.0,0.0,0.0
843c585ffffffff,95.0,0.0,0.0,0.0
843c587ffffffff,23.0,0.0,0.0,0.0
843c58dffffffff,15.0,0.0,0.0,0.0
843c595ffffffff,13.0,0.0,0.0,0.0
843c5a1ffffffff,58.0,0.0,0.0,0.0
843c5a9ffffffff,73.0,0.0,0.0,0.0
843c5abffffffff,11.0,0.0,0.0,0.0
843c5adffffffff,8.0,0.0,0.0,0.0
843c5b3ffffffff,2.0,0.0,0.0,0.0
843c5b7ffffffff,16.0,0.0,0.0,0.0
843c5bbffffffff,2.0,0.0,0.0,0.0
843c5bdffffffff,48.0,0.0,0.0,0.0
843c5c5ffffffff,1.0,0.0,0.0,0.0
843c5c9ffffffff,2.0,0.0,0.0,0.0
843c5d5ffffffff,3.0,0.0,0.0,0.0
843c5e3ffffffff,18.0,0.0,0.0,0.0
843c5e5ffffffff,1.0,0.0,0.0,0.0
843c5e7ffffffff,3.0,0.0,0.0,0.0
843c5ebffffffff,14.0,0.0,0.0,0.0
843c683ffffffff,4.0,0.0,0.0,0.0
843c801ffffffff,9.0,0.0,0.0,0.0
843c805ffffffff,8.0,0.0,0.0,0.0
843c807ffffffff,6.0,0.0,0.0,0.0
843c80bffffffff,1.0,0.0,0.0,0.0
843c80dffffffff,9.0,0.0,0.0,0.0
843c823ffffffff,3.0,0.0,0.0,0.0
843c829ffffffff,2.0,0.0,0.0,0.0
843c831ffffffff,8.0,0.0,0.0,0.0
843c839ffffffff,7.0,0.0,0.0,0.0
843c843ffffffff,2.0,0.0,0.0,0.0
843c885ffffffff,13.0,0.0,0.0,0.0
843c889ffffffff,2.0,0.0,0.0,0.0
843c899ffffffff,14.0,0.0,0.0,0.0
843c89bffffffff,3.0,0.0,0.0,0.0
843c8c1ffffffff,17.0,0.0,0.0,0.0
843c8c3ffffffff,7.0,0.0,0.0,0.0
843c8c7ffffffff,31.0,0.0,0.0,0.0
843c8c9ffffffff,13.0,0.0,0.0,0.0
843c8cbffffffff,41.0,0.0,0.0,0.0
843c8d5ffffffff,3.0,0.0,0.0,0.0
843c8d7ffffffff,8.0,0.0,0.0,0.0
843c8d9ffffffff,30.0,0.0,0.0,0.0
843c8dbffffffff,57.0,0.0,1.0,0.0
843c8e5ffffffff,10.0,0.0,0.0,0.0
843c8edffffffff,33.0,0.0,0.0,0.0
843c903ffffffff,2.0,0.0,0.0,0.0
843c907ffffffff,5.0,0.0,0.0,0.0
843c909ffffffff,42.0,0.0,0.0,0.0
843c90bffffffff,1.0,0.0,0.0,0.0
843c923ffffffff,2.0,0.0,0.0,0.0
843c927ffffffff,4.0,0.0,0.0,0.0
843c929ffffffff,61.0,0.0,0.0,0.0
843c92bffffffff,4.0,0.0,0.0,0.0
843c92dffffffff,74.0,0.0,0.0,0.0
843c931ffffffff,9.0,0.0,0.0,0.0
843c93bffffffff,1.0,0.0,0.0,0.0
843c943ffffffff,49.0,0.0,0.0,0.0
843c945ffffffff,7.0,0.0,0.0,0.0
843c947ffffffff,10.0,0.0,0.0,0.0
843c953ffffffff,1.0,0.0,0.0,0.0
843c959ffffffff,2.0,0.0,0.0,0.0
843c967ffffffff,80.0,0.0,0.0,0.0
843c9c1ffffffff,9.0,0.0,0.0,0.0
843c9c3ffffffff,1.0,0.0,0.0,0.0
843c9cdffffffff,2.0,0.0,0.0,0.0
843c9ddffffffff,1.0,0.0,0.0,0.0
843c9edffffffff,4.0,0.0,0.0,0.0
843ca01ffffffff,4.0,0.0,0.0,0.0
843ca03ffffffff,4.0,0.0,0.0,0.0
843ca21ffffffff,2.0,0.0,0.0,0.0
843ca25ffffffff,25.0,0.0,0.0,0.0
843ca2dffffffff,3.0,0.0,0.0,0.0
843ca33ffffffff,3.0,0.0,0.0,0.0
843ca3bffffffff,2.0,0.0,0.0,0.0
843ca41ffffffff,18.0,0.0,0.0,0.0
843ca45ffffffff,25.0,0.0,0.0,0.0
843ca47ffffffff,15.0,0.0,0.0,0.0
843ca5dffffffff,1.0,0.0,0.0,0.0
843ca65ffffffff,2.0,0.0,0.0,0.0
843ca69ffffffff,1.0,0.0,0.0,0.0
843ca85ffffffff,3.0,0.0,0.0,0.0
843ca87ffffffff,12.0,0.0,0.0,0.0
843ca8bffffffff,3.0,0.0,0.0,0.0
843ca8dffffffff,1.0,0.0,0.0,0.0
843ca91ffffffff,4.0,0.0,0.0,0.0
843ca93ffffffff,15.0,0.0,0.0,0.0
843ca95ffffffff,2.0,0.0,0.0,0.0
843ca97ffffffff,72.0,0.0,0.0,0.0
843ca9dffffffff,12.0,0.0,0.0,0.0
843cab1ffffffff,34.0,0.0,0.0,0.0
843cab7ffffffff,8.0,0.0,0.0,0.0
843cab9ffffffff,27.0,0.0,0.0,0.0
843cabbffffffff,8.0,0.0,0.0,0.0
843cabdffffffff,2.0,0.0,0.0,0.0
843cac3ffffffff,5.0,0.0,0.0,0.0
843cad5ffffffff,3.0,0.0,0.0,0.0
843caddffffffff,2.0,0.0,0.0,0.0
843cae3ffffffff,2.0,0.0,0.0,0.0
843cb01ffffffff,2.0,0.0,0.0,0.0
843cb03ffffffff,8.0,0.0,0.0,0.0
843cb07ffffffff,2.0,0.0,0.0,0.0
843cb09ffffffff,1.0,0.0,0.0,0.0
843cb0bffffffff,9.0,0.0,0.0,0.0
843cb0dffffffff,3.0,0.0,0.0,0.0
843cb11ffffffff,45.0,0.0,0.0,0.0
843cb13ffffffff,26.0,0.0,0.0,0.0
843cb15ffffffff,15.0,0.0,0.0,0.0
843cb19ffffffff,10.0,0.0,0.0,0.0
843cb1dffffffff,59.0,0.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0,0.0
843cb39ffffffff,32.0,0.0,0.0,0.0
843cb3bffffffff,8.0,0.0,0.0,0.0
843cb3dffffffff,5.0,0.0,0.0,0.0
843cb41ffffffff,3.0,0.0,0.0,0.0
843cb45ffffffff,68.0,0.0,0.0,0.0
843cb47ffffffff,18.0,0.0,0.0,0.0
843cb4bffffffff,10.0,0.0,0.0,0.0
843cb4dffffffff,72.0,0.0,0.0,0.0
843cb51ffffffff,6.0,0.0,0.0,0.0
843cb57ffffffff,2.0,0.0,0.0,0.0
843cb59ffffffff,39.0,0.0,0.0,0.0
843cb5bffffffff,2.0,0.0,0.0,0.0
843cb5dffffffff,275.0,0.0,0.0,0.0
843cb63ffffffff,5.0,0.0,0.0,0.0
843cb65ffffffff,120.0,0.0,0.0,0.0
843cb67ffffffff,2.0,0.0,0.0,0.0
843cb69ffffffff,33.0,0.0,0.0,0.0
843cb6bffffffff,11.0,0.0,0.0,0.0
843cb6dffffffff,42.0,0.0,0.0,0.0
843cc01ffffffff,6.0,0.0,0.0,0.0
843cc03ffffffff,9.0,0.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0,0.0
843cc0bffffffff,11.0,0.0,0.0,0.0
843cc0dffffffff,13.0,0.0,0.0,0.0
843cc11ffffffff,6.0,0.0,0.0,0.0
843cc15ffffffff,1.0,0.0,0.0,0.0
843cc27ffffffff,8.0,0.0,0.0,0.0
843cc29ffffffff,11.0,0.0,0.0,0.0
843cc31ffffffff,21.0,0.0,0.0,0.0
843cc39ffffffff,1.0,0.0,0.0,0.0
843cc41ffffffff,11.0,0.0,0.0,0.0
843cc43ffffffff,18.0,0.0,0.0,0.0
843cc45ffffffff,21.0,0.0,0.0,0.0
843cc47ffffffff,28.0,0.0,0.0,0.0
843cc4bffffffff,4.0,0.0,0.0,0.0
843cc51ffffffff,2.0,0.0,0.0,0.0
843cc55ffffffff,15.0,0.0,0.0,0.0
843cc5bffffffff,8.0,0.0,0.0,0.0
843cc5dffffffff,14.0,0.0,0.0,0.0
843cc6bffffffff,33.0,0.0,0.0,0.0
843cc83ffffffff,3.0,0.0,0.0,0.0
843cca1ffffffff,4.0,0.0,0.0,0.0
843ccb5ffffffff,1.0,0.0,0.0,0.0
843ccb7ffffffff,4.0,0.0,0.0,0.0
843ccc9ffffffff,20.0,0.0,0.0,0.0
843cccdffffffff,4.0,0.0,0.0,0.0
843ccdbffffffff,2.0,0.0,0.0,0.0
843cce7ffffffff,2.0,0.0,0.0,0.0
843cd13ffffffff,3.0,0.0,0.0,0.0
843cd8bffffffff,45.0,9.0,0.0,0.0
843cd91ffffffff,45.0,4.0,0.0,0.0
843cd9dffffffff,20.0,6.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0
843cdbbffffffff,4.0,0.0,0.0,0.0
843cdbdffffffff,2.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0
843cdc9ffffffff,3.0,0.0,0.0,0.0
843cdcdffffffff,22.0,0.0,0.0,0.0
843cdd5ffffffff,7.0,0.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0,0.0
843ce03ffffffff,26.0,0.0,0.0,0.0
843ce07ffffffff,3.0,0.0,0.0,0.0
843ce0bffffffff,2.0,0.0,0.0,0.0
843ce11ffffffff,37.0,0.0,0.0,0.0
843ce13ffffffff,16.0,0.0,0.0,0.0
843ce15ffffffff,195.0,0.0,0.0,0.0
843ce19ffffffff,6.0,0.0,0.0,0.0
843ce1bffffffff,33.0,0.0,0.0,0.0
843ce1dffffffff,20.0,0.0,0.0,0.0
843ce29ffffffff,12.0,0.0,0.0,0.0
843ce2bffffffff,29.0,0.0,0.0,0.0
843ce2dffffffff,1.0,0.0,0.0,0.0
843ce31ffffffff,6.0,0.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0,0.0
843ce3bffffffff,6.0,0.0,0.0,0.0
843ce41ffffffff,3.0,0.0,0.0,0.0
843ce43ffffffff,27.0,0.0,0.0,0.0
843ce45ffffffff,5.0,0.0,0.0,0.0
843ce47ffffffff,17.0,0.0,0.0,0.0
843ce4bffffffff,10.0,2.0,0.0,0.0
843ce4dffffffff,69.0,0.0,0.0,0.0
843ce51ffffffff,9.0,0.0,0.0,0.0
843ce53ffffffff,16.0,0.0,0.0,0.0
843ce55ffffffff,131.0,0.0,0.0,0.0
843ce57ffffffff,156.0,0.0,0.0,0.0
843ce59ffffffff,2.0,0.0,0.0,0.0
843ce5bffffffff,49.0,0.0,0.0,0.0
843ce5dffffffff,27.0,0.0,0.0,0.0
843ce81ffffffff,3.0,0.0,0.0,0.0
843ce83ffffffff,21.0,0.0,0.0,0.0
843ce85ffffffff,20.0,0.0,0.0,0.0
843ce87ffffffff,16.0,0.0,0.0,0.0
843ce8bffffffff,22.0,0.0,0.0,0.0
843ce95ffffffff,10.0,0.0,0.0,0.0
843cea1ffffffff,20.0,0.0,0.0,0.0
843cea5ffffffff,10.0,0.0,0.0,0.0
843cea7ffffffff,35.0,0.0,0.0,0.0
843cea9ffffffff,4.0,0.0,0.0,0.0
843ceabffffffff,2.0,0.0,0.0,0.0
843cebbffffffff,6.0,0.0,0.0,0.0
843cebdffffffff,30.0,0.0,0.0,0.0
843cec1ffffffff,270.0,0.0,5.0,0.0
843cec3ffffffff,102.0,0.0,4.0,0.0
843cec5ffffffff,2.0,0.0,0.0,0.0
843cec9ffffffff,128.0,0.0,0.0,0.0
843cecdffffffff,11.0,0.0,0.0,0.0
843ced1ffffffff,4.0,0.0,0.0,0.0
843ced3ffffffff,2.0,0.0,0.0,0.0
843ced5ffffffff,6.0,0.0,0.0,0.0
843ced7ffffffff,5.0,0.0,0.0,0.0
843ced9ffffffff,6.0,0.0,0.0,0.0
843ceddffffffff,6.0,0.0,0.0,0.0
843ceebffffffff,1.0,0.0,0.0,0.0
843cf05ffffffff,103.0,0.0,0.0,0.0
843cf09ffffffff,2.0,0.0,0.0,0.0
843cf0bffffffff,8.0,0.0,0.0,0.0
843cf0dffffffff,25.0,0.0,0.0,0.0
843cf11ffffffff,54.0,0.0,0.0,0.0
843cf13ffffffff,10.0,0.0,0.0,0.0
843cf15ffffffff,4.0,0.0,0.0,0.0
843cf17ffffffff,10.0,0.0,0.0,0.0
843cf1bffffffff,2.0,0.0,0.0,0.0
843cf21ffffffff,5.0,0.0,0.0,0.0
843cf25ffffffff,3.0,0.0,0.0,0.0
843cf27ffffffff,89.0,0.0,3.0,0.0
843cf29ffffffff,150.0,0.0,0.0,0.0
843cf2dffffffff,98.0,0.0,4.0,0.0
843cf35ffffffff,11.0,0.0,0.0,0.0
843cf41ffffffff,3.0,0.0,0.0,0.0
843cf43ffffffff,15.0,0.0,0.0,0.0
843cf47ffffffff,13.0,0.0,0.0,0.0
843cf4bffffffff,10.0,0.0,0.0,0.0
843cf61ffffffff,29.0,0.0,1.0,0.0
843cf63ffffffff,6.0,0.0,0.0,0.0
843cf65ffffffff,23.0,0.0,0.0,0.0
843cf67ffffffff,9.0,0.0,0.0,0.0
843cf69ffffffff,35.0,0.0,0.0,0.0
843cf6bffffffff,10.0,0.0,0.0,0.0
843cf6dffffffff,4.0,0.0,0.0,0.0
843d041ffffffff,1.0,0.0,0.0,0.0
843d04dffffffff,4.0,0.0,0.0,0.0
843d101ffffffff,17.0,0.0,0.0,0.0
843d103ffffffff,18.0,0.0,0.0,0.0
843d105ffffffff,3.0,0.0,0.0,0.0
843d107ffffffff,216.0,0.0,0.0,0.0
843d109ffffffff,7.0,0.0,0.0,0.0
843d10dffffffff,26.0,0.0,0.0,0.0
843d111ffffffff,4.0,0.0,0.0,0.0
843d12bffffffff,1.0,0.0,0.0,0.0
843d12dffffffff,2.0,0.0,0.0,0.0
843d131ffffffff,18.0,0.0,0.0,0.0
843d135ffffffff,94.0,0.0,0.0,0.0
843d137ffffffff,186.0,0.0,0.0,0.0
843d139ffffffff,404.0,0.0,0.0,0.0
843d13dffffffff,122.0,0.0,0.0,0.0
843d141ffffffff,3.0,0.0,0.0,0.0
843d143ffffffff,3.0,0.0,0.0,0.0
843d145ffffffff,2.0,0.0,0.0,0.0
843d147ffffffff,58.0,0.0,0.0,0.0
843d149ffffffff,8.0,0.0,0.0,0.0
843d14dffffffff,2.0,0.0,0.0,0.0
843d167ffffffff,2.0,0.0,0.0,0.0
843d169ffffffff,2.0,0.0,0.0,0.0
843d16bffffffff,4.0,0.0,0.0,0.0
843d1adffffffff,2.0,0.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0,0.0
843d1e7ffffffff,7.0,0.0,0.0,0.0
843d1edffffffff,18.0,0.0,0.0,0.0
843d301ffffffff,11.0,0.0,0.0,0.0
843d305ffffffff,12.0,0.0,0.0,0.0
843d307ffffffff,1.0,0.0,0.0,0.0
843d30dffffffff,6.0,0.0,0.0,0.0
843d323ffffffff,4.0,0.0,0.0,0.0
843d325ffffffff,4.0,0.0,0.0,0.0
843d327ffffffff,1.0,0.0,0.0,0.0
843d32bffffffff,5.0,0.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0,0.0
843d33dffffffff,11.0,0.0,0.0,0.0
843d345ffffffff,6.0,0.0,0.0,0.0
843d34bffffffff,1.0,0.0,0.0,0.0
843d35dffffffff,9.0,0.0,0.0,0.0
843d361ffffffff,2.0,0.0,0.0,0.0
843d363ffffffff,18.0,0.0,0.0,0.0
843d36bffffffff,32.0,0.0,0.0,0.0
843d801ffffffff,1.0,0.0,0.0,0.0
843d805ffffffff,4.0,0.0,0.0,0.0
843d80dffffffff,12.0,0.0,0.0,0.0
843d817ffffffff,2.0,0.0,0.0,0.0
843d839ffffffff,2.0,0.0,0.0,0.0
843d845ffffffff,148.0,0.0,0.0,0.0
843d847ffffffff,5.0,0.0,0.0,0.0
843d84dffffffff,3.0,0.0,0.0,0.0
843d851ffffffff,7.0,0.0,0.0,0.0
843d853ffffffff,31.0,0.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0,0.0
843d859ffffffff,46.0,0.0,0.0,0.0
843d85bffffffff,3.0,0.0,0.0,0.0
843d85dffffffff,4.0,0.0,0.0,0.0
843d863ffffffff,8.0,0.0,0.0,0.0
843d86bffffffff,26.0,0.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0,0.0
843d8b1ffffffff,48.0,0.0,0.0,0.0
843d8b7ffffffff,3.0,0.0,0.0,0.0
843d8b9ffffffff,14.0,0.0,0.0,0.0
843d8bdffffffff,1.0,0.0,0.0,0.0
843d8c1ffffffff,13.0,0.0,0.0,0.0
843d8c3ffffffff,1.0,0.0,0.0,0.0
843d8c7ffffffff,4.0,0.0,0.0,0.0
843d8c9ffffffff,3.0,0.0,0.0,0.0
843d8d1ffffffff,2.0,0.0,0.0,0.0
843d8d5ffffffff,86.0,0.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0,0.0
843d8ddffffffff,63.0,0.0,0.0,0.0
843d907ffffffff,14.0,0.0,0.0,0.0
843d90dffffffff,2.0,0.0,0.0,0.0
843d915ffffffff,21.0,0.0,0.0,0.0
843d917ffffffff,1.0,0.0,0.0,0.0
843d929ffffffff,40.0,0.0,0.0,0.0
843d92dffffffff,9.0,0.0,0.0,0.0
843d931ffffffff,2.0,0.0,0.0,0.0
843d933ffffffff,4.0,0.0,0.0,0.0
843d939ffffffff,5.0,0.0,0.0,0.0
843d93bffffffff,21.0,0.0,0.0,0.0
843d93dffffffff,29.0,0.0,0.0,0.0
843d963ffffffff,26.0,0.0,0.0,0.0
843d967ffffffff,71.0,0.0,0.0,0.0
843d983ffffffff,23.0,0.0,0.0,0.0
843d987ffffffff,42.0,0.0,0.0,0.0
843d98bffffffff,3.0,0.0,0.0,0.0
843d98dffffffff,45.0,0.0,0.0,0.0
843d991ffffffff,2.0,0.0,0.0,0.0
843d993ffffffff,110.0,0.0,0.0,0.0
843d997ffffffff,11.0,0.0,0.0,0.0
843d9a3ffffffff,6.0,0.0,0.0,0.0
843d9a5ffffffff,5.0,0.0,0.0,0.0
843d9a7ffffffff,35.0,0.0,0.0,0.0
843d9abffffffff,11.0,0.0,0.0,0.0
843d9b1ffffffff,2.0,0.0,0.0,0.0
