cell_id,Chionomesa lactea,Chionomesa lactea lactea/zimmeri,Chionomesa lactea bartletti
848e64bffffffff,109.0,0.0,0.0
848e651ffffffff,32.0,0.0,0.0
848e659ffffffff,1.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0
848e65dffffffff,5.0,0.0,0.0
848e6c9ffffffff,5.0,0.0,0.0
848f401ffffffff,282.0,0.0,0.0
848f405ffffffff,4.0,0.0,0.0
848f407ffffffff,4.0,0.0,0.0
848f409ffffffff,5.0,0.0,0.0
848f40dffffffff,1.0,0.0,0.0
848f423ffffffff,1.0,0.0,0.0
848f439ffffffff,8.0,0.0,0.0
848f461ffffffff,84.0,0.0,1.0
848f463ffffffff,506.0,0.0,5.0
848f465ffffffff,281.0,0.0,9.0
848f467ffffffff,14.0,0.0,0.0
848f483ffffffff,1.0,0.0,0.0
848f489ffffffff,20.0,0.0,0.0
848f48dffffffff,9.0,0.0,0.0
848f4a1ffffffff,2.0,0.0,0.0
848f4a5ffffffff,7.0,0.0,0.0
848f4a7ffffffff,6.0,0.0,0.0
848f4abffffffff,4.0,0.0,0.0
848f4adffffffff,21.0,0.0,0.0
848f4b3ffffffff,8.0,0.0,0.0
848f4b5ffffffff,6.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,35.0,0.0,0.0
848f4e3ffffffff,1.0,0.0,0.0
848f4e7ffffffff,4.0,0.0,0.0
848f5d3ffffffff,29.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0
848f5ddffffffff,17.0,0.0,0.0
848f6b3ffffffff,1.0,0.0,0.0
848f731ffffffff,3.0,0.0,0.0
848f733ffffffff,98.0,0.0,5.0
848f737ffffffff,13.0,0.0,0.0
84a5969ffffffff,6.0,0.0,0.0
84a8001ffffffff,2.0,0.0,0.0
84a8019ffffffff,2.0,0.0,0.0
84a801bffffffff,25.0,0.0,0.0
84a8025ffffffff,8.0,0.0,0.0
84a802dffffffff,7.0,0.0,0.0
84a803dffffffff,4.0,0.0,0.0
84a804dffffffff,1.0,0.0,0.0
84a8061ffffffff,6.0,0.0,0.0
84a8065ffffffff,9.0,2.0,0.0
84a8067ffffffff,55.0,4.0,0.0
84a8069ffffffff,1.0,0.0,0.0
84a806bffffffff,1.0,0.0,0.0
84a80c9ffffffff,2.0,0.0,0.0
84a8101ffffffff,357.0,1.0,0.0
84a8103ffffffff,126.0,2.0,0.0
84a8105ffffffff,62.0,0.0,0.0
84a8107ffffffff,214.0,0.0,0.0
84a8109ffffffff,10.0,0.0,0.0
84a810bffffffff,33.0,1.0,0.0
84a810dffffffff,2.0,0.0,0.0
84a8111ffffffff,1.0,0.0,0.0
84a8113ffffffff,16.0,0.0,0.0
84a8115ffffffff,90.0,10.0,0.0
84a8117ffffffff,22.0,0.0,0.0
84a8119ffffffff,13.0,0.0,0.0
84a811bffffffff,6.0,0.0,0.0
84a811dffffffff,4.0,0.0,0.0
84a8121ffffffff,21.0,0.0,0.0
84a8123ffffffff,120.0,0.0,0.0
84a8125ffffffff,4.0,0.0,0.0
84a8127ffffffff,73.0,2.0,0.0
84a8129ffffffff,133.0,3.0,0.0
84a812bffffffff,118.0,0.0,0.0
84a812dffffffff,15.0,1.0,0.0
84a8131ffffffff,259.0,10.0,0.0
84a8133ffffffff,1.0,0.0,0.0
84a8137ffffffff,4.0,0.0,0.0
84a8139ffffffff,51.0,13.0,0.0
84a813bffffffff,34.0,0.0,0.0
84a813dffffffff,26.0,0.0,0.0
84a8143ffffffff,6.0,0.0,0.0
84a8151ffffffff,3.0,0.0,0.0
84a8153ffffffff,65.0,4.0,0.0
84a8155ffffffff,64.0,0.0,0.0
84a8157ffffffff,15.0,3.0,0.0
84a815bffffffff,60.0,1.0,0.0
84a8163ffffffff,1.0,0.0,0.0
84a8185ffffffff,4.0,0.0,0.0
84a8189ffffffff,1.0,0.0,0.0
84a818dffffffff,33.0,0.0,0.0
84a8191ffffffff,1.0,0.0,0.0
84a8195ffffffff,15.0,0.0,0.0
84a8199ffffffff,3.0,0.0,0.0
84a81a1ffffffff,15.0,0.0,0.0
84a81a5ffffffff,9.0,0.0,0.0
84a81a7ffffffff,6.0,0.0,0.0
84a81a9ffffffff,16.0,0.0,0.0
84a81abffffffff,9.0,0.0,0.0
84a81adffffffff,4.0,0.0,0.0
84a81b1ffffffff,4.0,0.0,0.0
84a81bbffffffff,20.0,0.0,0.0
84a81bdffffffff,1.0,0.0,0.0
84a81c3ffffffff,47.0,0.0,0.0
84a81c5ffffffff,5.0,0.0,0.0
84a81c7ffffffff,44.0,0.0,0.0
84a81cbffffffff,2.0,0.0,0.0
84a81cdffffffff,351.0,0.0,0.0
84a81d9ffffffff,12.0,0.0,0.0
84a81e1ffffffff,140.0,0.0,0.0
84a81e3ffffffff,11.0,0.0,0.0
84a81e5ffffffff,2.0,0.0,0.0
84a81e7ffffffff,42.0,0.0,0.0
84a81e9ffffffff,225.0,0.0,0.0
84a81ebffffffff,34.0,0.0,0.0
84a81edffffffff,1463.0,0.0,0.0
84a8287ffffffff,4.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0
84a82bdffffffff,3.0,0.0,0.0
84a82e7ffffffff,2.0,0.0,0.0
84a8313ffffffff,1.0,0.0,0.0
84a8333ffffffff,1.0,0.0,0.0
84a8805ffffffff,51.0,0.0,0.0
84a8807ffffffff,30.0,0.0,0.0
84a880dffffffff,3.0,0.0,0.0
84a8811ffffffff,168.0,0.0,0.0
84a8813ffffffff,4.0,0.0,0.0
84a8817ffffffff,8.0,0.0,0.0
84a8819ffffffff,12.0,0.0,0.0
84a881bffffffff,153.0,0.0,0.0
84a8821ffffffff,9.0,0.0,0.0
84a8825ffffffff,14.0,3.0,0.0
84a882bffffffff,5.0,0.0,0.0
84a882dffffffff,2.0,0.0,0.0
84a8831ffffffff,4.0,0.0,0.0
84a8839ffffffff,3.0,0.0,0.0
84a883bffffffff,22.0,2.0,0.0
84a883dffffffff,3.0,0.0,0.0
84a8849ffffffff,157.0,0.0,0.0
84a884bffffffff,7.0,0.0,0.0
84a884dffffffff,4.0,0.0,0.0
84a8853ffffffff,10.0,0.0,0.0
84a8857ffffffff,30.0,0.0,0.0
84a885bffffffff,4.0,0.0,0.0
84a885dffffffff,1.0,0.0,0.0
84a8863ffffffff,53.0,0.0,0.0
84a8867ffffffff,4.0,0.0,0.0
84a8889ffffffff,2.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88b5ffffffff,3.0,0.0,0.0
84a88c1ffffffff,7.0,0.0,0.0
84a88c5ffffffff,2.0,0.0,0.0
84a88c7ffffffff,2.0,0.0,0.0
84a88cbffffffff,2.0,0.0,0.0
84a88cdffffffff,35.0,0.0,0.0
84a88ddffffffff,6.0,0.0,0.0
84a88e3ffffffff,5.0,0.0,0.0
84a88e7ffffffff,2.0,0.0,0.0
84a88e9ffffffff,50.0,3.0,0.0
84a88ebffffffff,3.0,0.0,0.0
84a8911ffffffff,8.0,0.0,0.0
84a8915ffffffff,2.0,0.0,0.0
84a8917ffffffff,8.0,0.0,0.0
84a8919ffffffff,31.0,6.0,0.0
84a891bffffffff,6.0,0.0,0.0
84a891dffffffff,5.0,1.0,0.0
84a8951ffffffff,2.0,0.0,0.0
84a89b3ffffffff,8.0,0.0,0.0
84a89c5ffffffff,1.0,0.0,0.0
84a89cdffffffff,1.0,0.0,0.0
84a8a07ffffffff,5.0,0.0,0.0
84a8a11ffffffff,8.0,0.0,0.0
84a8a13ffffffff,127.0,0.0,0.0
84a8a15ffffffff,23.0,0.0,0.0
84a8a17ffffffff,36.0,0.0,0.0
84a8a19ffffffff,6.0,0.0,0.0
84a8a1bffffffff,6.0,0.0,0.0
84a8a1dffffffff,8.0,0.0,0.0
84a8a23ffffffff,19.0,0.0,0.0
84a8a27ffffffff,14.0,2.0,0.0
84a8a31ffffffff,16.0,0.0,0.0
84a8a35ffffffff,25.0,0.0,0.0
84a8a39ffffffff,4.0,0.0,0.0
84a8a3bffffffff,3.0,0.0,0.0
84a8a3dffffffff,38.0,0.0,0.0
84a8a53ffffffff,14.0,0.0,0.0
84a8a83ffffffff,1.0,0.0,0.0
84a8a85ffffffff,4.0,0.0,0.0
84a8a89ffffffff,6.0,0.0,0.0
84a8a8bffffffff,3.0,0.0,0.0
84a8a8dffffffff,3.0,0.0,0.0
84a8a91ffffffff,23.0,0.0,0.0
84a8a97ffffffff,39.0,5.0,0.0
84a8a99ffffffff,6.0,0.0,0.0
84a8aa5ffffffff,6.0,0.0,0.0
84a8aa7ffffffff,3.0,0.0,0.0
84a8aadffffffff,20.0,0.0,0.0
84a8ab1ffffffff,1.0,0.0,0.0
84a8ab9ffffffff,5.0,0.0,0.0
84a8ac1ffffffff,7.0,0.0,0.0
84a8ac5ffffffff,19.0,0.0,0.0
84a8ac9ffffffff,29.0,2.0,0.0
84a8acbffffffff,13.0,0.0,0.0
84a8acdffffffff,21.0,2.0,0.0
84a8ad1ffffffff,13.0,0.0,0.0
84a8ad3ffffffff,30.0,0.0,0.0
84a8ad5ffffffff,6.0,0.0,0.0
84a8ad9ffffffff,3.0,0.0,0.0
84a8adbffffffff,1.0,0.0,0.0
84a8ae1ffffffff,12.0,0.0,0.0
84a8ae3ffffffff,9.0,0.0,0.0
84a8ae5ffffffff,73.0,0.0,0.0
84a8aebffffffff,10.0,0.0,0.0
84a8aedffffffff,2.0,0.0,0.0
84a8d43ffffffff,2.0,0.0,0.0
84a8e6dffffffff,4.0,0.0,0.0
84a8f0bffffffff,1.0,0.0,0.0
84a8f41ffffffff,43.0,0.0,0.0
84a8f45ffffffff,2.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f4dffffffff,3.0,0.0,0.0
84a8f57ffffffff,1.0,0.0,0.0
84a8f59ffffffff,3.0,0.0,0.0
84a8f63ffffffff,5.0,0.0,0.0
84a9527ffffffff,2.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0
84b3253ffffffff,6.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,3.0,0.0,0.0
