cell_id,Acrocephalus scirpaceus,Acrocephalus scirpaceus scirpaceus,Acrocephalus scirpaceus fuscus,Acrocephalus scirpaceus avicenniae,Acrocephalus scirpaceus ammon,Acrocephalus scirpaceus [baeticatus Group]
831ea5fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831edcfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831edefffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831ee9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831f00fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f13fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831f1afffffffff,4.0,4.0,0.0,0.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f5cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f71fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831f72fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
831f88fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831f91fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831f98fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831fa3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831faafffffffff,16.0,0.0,0.0,0.0,0.0,0.0
831facfffffffff,5.0,5.0,0.0,0.0,0.0,0.0
831fb0fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
831fb4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c04fffffffff,33.0,0.0,4.0,0.0,0.0,0.0
832c0bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832c20fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832c2afffffffff,3.0,0.0,1.0,0.0,0.0,0.0
832c4cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832c5cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c83fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832c90fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,11.0,0.0,2.0,0.0,0.0,0.0
832cc6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832ce4fffffffff,3.0,0.0,2.0,0.0,0.0,0.0
832cf3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832d03fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832d0efffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832d10fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
832d14fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832d32fffffffff,4.0,2.0,2.0,0.0,0.0,0.0
832d33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832da8fffffffff,9.0,0.0,4.0,0.0,0.0,0.0
832db0fffffffff,15.0,0.0,1.0,0.0,0.0,0.0
832db1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832db2fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
832db6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833469fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83351bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
833816fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833842fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
833863fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
833869fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83386afffffffff,3.0,1.0,0.0,0.0,0.0,0.0
833871fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
833875fffffffff,8.0,0.0,0.0,0.0,0.0,7.0
833900fffffffff,7.0,3.0,0.0,0.0,0.0,0.0
833901fffffffff,51.0,29.0,0.0,0.0,0.0,0.0
833902fffffffff,49.0,4.0,0.0,0.0,0.0,5.0
833903fffffffff,13.0,8.0,0.0,0.0,0.0,0.0
833904fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
833905fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
833906fffffffff,9.0,0.0,0.0,0.0,0.0,2.0
833908fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83390cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83390efffffffff,27.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
833918fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
833919fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83391cfffffffff,113.0,1.0,0.0,0.0,0.0,0.0
83391dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83391efffffffff,112.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,80.0,6.0,0.0,0.0,0.0,0.0
833923fffffffff,20.0,1.0,0.0,0.0,0.0,0.0
833928fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
833929fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83392afffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83392efffffffff,13.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,32.0,0.0,0.0,0.0,0.0,1.0
833933fffffffff,36.0,2.0,0.0,0.0,0.0,0.0
833943fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
833946fffffffff,5.0,0.0,0.0,0.0,0.0,5.0
833954fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
833956fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83395cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
833970fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
833971fffffffff,11.0,1.0,0.0,0.0,0.0,4.0
833972fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
833974fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
833976fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
833983fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83398efffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8339a9fffffffff,6.0,0.0,0.0,0.0,0.0,6.0
8339abfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833e45fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
833e68fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
833e6cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833ee9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
833f2dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
833f34fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
833f36fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
833f4dfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
833f66fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
833f68fffffffff,3.0,0.0,1.0,0.0,0.0,0.0
833f6efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
834360fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8352d4fffffffff,15.0,0.0,0.0,0.0,0.0,15.0
8353a4fffffffff,8.0,0.0,0.0,8.0,0.0,0.0
835414fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8354c4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8354c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8354e8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
835974fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
836332fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
837a41fffffffff,5.0,0.0,0.0,0.0,0.0,3.0
837a45fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
837a61fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
837a64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
837a65fffffffff,13.0,0.0,0.0,0.0,0.0,1.0
837a6bfffffffff,1.0,0.0,0.0,0.0,0.0,1.0
837a6efffffffff,18.0,0.0,0.0,0.0,0.0,1.0
837acdfffffffff,5.0,0.0,0.0,0.0,0.0,5.0
837b4cfffffffff,25.0,0.0,0.0,0.0,0.0,17.0
837b59fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83972dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839751fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83aca6fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
83ad36fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
83bcc1fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bcc2fffffffff,19.0,0.0,0.0,0.0,0.0,7.0
83bcc3fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
83bcd2fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bcdcfffffffff,9.0,0.0,0.0,0.0,0.0,7.0
