cell_id,Cecropis daurica,Cecropis daurica [daurica Group],Cecropis daurica [striolata Group]
844ba15ffffffff,9.0,5.0,0.0
844ba19ffffffff,5.0,5.0,0.0
844ba1dffffffff,13.0,13.0,0.0
844ba21ffffffff,10.0,0.0,10.0
844ba25ffffffff,26.0,0.0,26.0
844ba2bffffffff,42.0,1.0,41.0
844ba3dffffffff,4.0,4.0,0.0
844ba57ffffffff,18.0,12.0,2.0
844ba67ffffffff,8.0,0.0,8.0
844bb11ffffffff,4.0,0.0,4.0
844bb13ffffffff,4.0,0.0,3.0
844bb19ffffffff,31.0,0.0,31.0
844bb1bffffffff,3.0,0.0,0.0
844bb51ffffffff,13.0,13.0,0.0
844bb53ffffffff,47.0,0.0,45.0
8460025ffffffff,12.0,12.0,0.0
8460027ffffffff,11.0,11.0,0.0
846002dffffffff,9.0,9.0,0.0
846004dffffffff,3.0,3.0,0.0
8460061ffffffff,5.0,5.0,0.0
8460065ffffffff,4.0,4.0,0.0
8460069ffffffff,15.0,15.0,0.0
846006dffffffff,2.0,2.0,0.0
8460113ffffffff,3.0,3.0,0.0
846011bffffffff,25.0,25.0,0.0
8460143ffffffff,3.0,3.0,0.0
8460145ffffffff,1.0,1.0,0.0
846014bffffffff,2.0,2.0,0.0
846014dffffffff,5.0,5.0,0.0
8460151ffffffff,8.0,8.0,0.0
8460153ffffffff,9.0,9.0,0.0
8460159ffffffff,4.0,4.0,0.0
846015bffffffff,5.0,5.0,0.0
846015dffffffff,2.0,2.0,0.0
8460169ffffffff,4.0,4.0,0.0
846016dffffffff,1.0,1.0,0.0
84601cdffffffff,3.0,3.0,0.0
84601e1ffffffff,1.0,1.0,0.0
8460221ffffffff,42.0,42.0,0.0
8460225ffffffff,3.0,3.0,0.0
8460227ffffffff,4.0,4.0,0.0
8460229ffffffff,2.0,2.0,0.0
846022dffffffff,5.0,5.0,0.0
8460261ffffffff,2.0,2.0,0.0
8460263ffffffff,3.0,3.0,0.0
8460267ffffffff,11.0,11.0,0.0
8460311ffffffff,12.0,12.0,0.0
8460313ffffffff,29.0,29.0,0.0
8460315ffffffff,26.0,26.0,0.0
8460317ffffffff,61.0,61.0,0.0
846031bffffffff,15.0,15.0,0.0
846031dffffffff,11.0,11.0,0.0
8460329ffffffff,2.0,2.0,0.0
8460331ffffffff,1.0,1.0,0.0
8460333ffffffff,2.0,2.0,0.0
8460335ffffffff,4.0,4.0,0.0
8460339ffffffff,18.0,18.0,0.0
846033bffffffff,102.0,102.0,0.0
8460351ffffffff,5.0,5.0,0.0
8460353ffffffff,37.0,37.0,0.0
8460357ffffffff,1.0,1.0,0.0
846035bffffffff,46.0,46.0,0.0
8460881ffffffff,7.0,7.0,0.0
8460885ffffffff,18.0,18.0,0.0
8460887ffffffff,4.0,4.0,0.0
84608a9ffffffff,5.0,5.0,0.0
84608b5ffffffff,2.0,2.0,0.0
84608e9ffffffff,2.0,2.0,0.0
84608ebffffffff,2.0,2.0,0.0
8460923ffffffff,1.0,1.0,0.0
8460925ffffffff,6.0,6.0,0.0
8460955ffffffff,1.0,1.0,0.0
8460965ffffffff,4.0,4.0,0.0
846099bffffffff,6.0,6.0,0.0
84609e1ffffffff,4.0,4.0,0.0
8460a25ffffffff,8.0,8.0,0.0
8460a91ffffffff,23.0,23.0,0.0
8460a97ffffffff,10.0,10.0,0.0
8460a99ffffffff,4.0,4.0,0.0
8460a9dffffffff,4.0,4.0,0.0
8460aa7ffffffff,5.0,5.0,0.0
8460ab1ffffffff,1.0,1.0,0.0
8460ab5ffffffff,2.0,2.0,0.0
8460ad3ffffffff,1.0,1.0,0.0
8460b19ffffffff,1.0,1.0,0.0
8460b1bffffffff,4.0,4.0,0.0
8460b53ffffffff,5.0,5.0,0.0
8461021ffffffff,2.0,2.0,0.0
8461027ffffffff,1.0,1.0,0.0
8461067ffffffff,2.0,2.0,0.0
846111bffffffff,1.0,1.0,0.0
8461197ffffffff,3.0,3.0,0.0
84611e1ffffffff,2.0,2.0,0.0
8461885ffffffff,5.0,5.0,0.0
8461891ffffffff,2.0,2.0,0.0
8461893ffffffff,6.0,6.0,0.0
8461895ffffffff,10.0,10.0,0.0
84618b1ffffffff,4.0,4.0,0.0
84618b9ffffffff,32.0,32.0,0.0
84618c7ffffffff,1.0,1.0,0.0
846416dffffffff,6.0,6.0,0.0
8464323ffffffff,7.0,7.0,0.0
84648c9ffffffff,1.0,1.0,0.0
846494bffffffff,2.0,2.0,0.0
8464a29ffffffff,4.0,4.0,0.0
8464a49ffffffff,2.0,2.0,0.0
8464a57ffffffff,10.0,10.0,0.0
8465005ffffffff,3.0,3.0,0.0
846500bffffffff,3.0,3.0,0.0
8465015ffffffff,13.0,13.0,0.0
8465037ffffffff,1.0,1.0,0.0
8465039ffffffff,1.0,1.0,0.0
846503bffffffff,2.0,2.0,0.0
846504bffffffff,1.0,1.0,0.0
8465183ffffffff,7.0,7.0,0.0
8465189ffffffff,8.0,8.0,0.0
846518bffffffff,46.0,44.0,0.0
846519dffffffff,2.0,2.0,0.0
84651c9ffffffff,2.0,2.0,0.0
84651cbffffffff,1.0,1.0,0.0
84651d1ffffffff,1.0,1.0,0.0
84651d5ffffffff,5.0,5.0,0.0
84651d7ffffffff,1.0,1.0,0.0
84651d9ffffffff,14.0,14.0,0.0
84651dbffffffff,2.0,2.0,0.0
846520dffffffff,226.0,226.0,0.0
8465231ffffffff,1.0,1.0,0.0
8465233ffffffff,1.0,1.0,0.0
846523dffffffff,3.0,3.0,0.0
8465263ffffffff,9.0,9.0,0.0
846526bffffffff,10.0,10.0,0.0
84658e7ffffffff,14.0,14.0,0.0
846590bffffffff,1.0,1.0,0.0
8465911ffffffff,9.0,4.0,5.0
846591dffffffff,2.0,2.0,0.0
8465991ffffffff,2.0,2.0,0.0
8465993ffffffff,1.0,1.0,0.0
846599dffffffff,2.0,2.0,0.0
84659dbffffffff,4.0,4.0,0.0
8465b6bffffffff,3.0,0.0,0.0
8468025ffffffff,2.0,2.0,0.0
8468029ffffffff,2.0,2.0,0.0
846934dffffffff,4.0,0.0,0.0
849451dffffffff,5.0,5.0,0.0
8494803ffffffff,7.0,7.0,0.0
849480bffffffff,2.0,2.0,0.0
849c05dffffffff,8.0,8.0,0.0
849c237ffffffff,2.0,2.0,0.0
849c239ffffffff,6.0,6.0,0.0
