cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
84391adffffffff,6.0,0.0,0.0
84391c1ffffffff,15.0,0.0,0.0
84391c3ffffffff,15.0,0.0,0.0
84391c5ffffffff,175.0,0.0,0.0
84391c7ffffffff,100.0,0.0,0.0
84391cbffffffff,2.0,0.0,0.0
84391d1ffffffff,5.0,0.0,0.0
84391d3ffffffff,1.0,0.0,0.0
84391d5ffffffff,26.0,0.0,0.0
84391d7ffffffff,4.0,0.0,0.0
84391d9ffffffff,2.0,0.0,0.0
84391ddffffffff,4.0,0.0,0.0
84391e1ffffffff,6.0,0.0,0.0
84391e3ffffffff,84.0,6.0,0.0
84391e7ffffffff,7.0,0.0,0.0
84391e9ffffffff,28.0,0.0,0.0
84391ebffffffff,288.0,0.0,0.0
8439205ffffffff,5.0,0.0,0.0
8439209ffffffff,1.0,0.0,0.0
843920dffffffff,3.0,0.0,0.0
8439213ffffffff,2.0,0.0,0.0
8439227ffffffff,644.0,0.0,0.0
8439233ffffffff,20.0,0.0,0.0
8439237ffffffff,9.0,0.0,0.0
8439239ffffffff,22.0,0.0,0.0
8439281ffffffff,3.0,0.0,0.0
843928bffffffff,4.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0
8439299ffffffff,8.0,0.0,0.0
843929bffffffff,2.0,0.0,0.0
843929dffffffff,15.0,0.0,0.0
84392adffffffff,14.0,0.0,0.0
84392b7ffffffff,11.0,0.0,0.0
84392c1ffffffff,2.0,0.0,0.0
84392c3ffffffff,2.0,0.0,0.0
84392c5ffffffff,20.0,0.0,0.0
84392c7ffffffff,22.0,0.0,0.0
84392d7ffffffff,1.0,0.0,0.0
84392e1ffffffff,27.0,0.0,0.0
84392e5ffffffff,38.0,0.0,0.0
84392e7ffffffff,6.0,0.0,0.0
84392e9ffffffff,16.0,0.0,0.0
84392ebffffffff,12.0,0.0,0.0
84392edffffffff,5.0,0.0,0.0
8439311ffffffff,8.0,0.0,0.0
8439313ffffffff,62.0,0.0,0.0
8439317ffffffff,199.0,0.0,0.0
843931bffffffff,173.0,0.0,0.0
8439331ffffffff,86.0,0.0,0.0
8439333ffffffff,1942.0,14.0,0.0
8439337ffffffff,183.0,0.0,0.0
843933bffffffff,74.0,0.0,0.0
8439565ffffffff,4.0,0.0,0.0
8439567ffffffff,5.0,0.0,0.0
8439569ffffffff,2.0,0.0,0.0
843956dffffffff,2.0,0.0,0.0
8439603ffffffff,4.0,0.0,0.0
8439607ffffffff,5.0,0.0,0.0
843960dffffffff,3.0,0.0,0.0
8439617ffffffff,2.0,0.0,0.0
8439629ffffffff,2.0,0.0,0.0
843963dffffffff,2.0,0.0,0.0
8439643ffffffff,2.0,0.0,0.0
8439645ffffffff,6.0,0.0,0.0
8439647ffffffff,4.0,0.0,0.0
8439649ffffffff,4.0,0.0,0.0
8439655ffffffff,2.0,0.0,0.0
8439663ffffffff,4.0,0.0,0.0
8439665ffffffff,4.0,0.0,0.0
8439667ffffffff,4.0,0.0,0.0
8439669ffffffff,1.0,0.0,0.0
843966bffffffff,2.0,0.0,0.0
843966dffffffff,5.0,0.0,0.0
84396c3ffffffff,2.0,0.0,0.0
84396c7ffffffff,7.0,0.0,0.0
843974dffffffff,2.0,0.0,0.0
8439815ffffffff,1.0,0.0,0.0
8439825ffffffff,2.0,0.0,0.0
8439827ffffffff,7.0,0.0,0.0
8439833ffffffff,5.0,0.0,0.0
8439835ffffffff,6.0,0.0,0.0
8439837ffffffff,12.0,0.0,0.0
8439839ffffffff,4.0,0.0,0.0
843983bffffffff,8.0,0.0,0.0
8439851ffffffff,7.0,0.0,0.0
8439855ffffffff,4.0,0.0,0.0
8439887ffffffff,4.0,0.0,0.0
84398a1ffffffff,4.0,0.0,0.0
84398c3ffffffff,2.0,0.0,0.0
84398e7ffffffff,13.0,0.0,0.0
84398e9ffffffff,3.0,0.0,0.0
84398edffffffff,5.0,0.0,0.0
843991bffffffff,85.0,0.0,0.0
843993bffffffff,3.0,0.0,0.0
84399c9ffffffff,10.0,0.0,0.0
84399cbffffffff,13.0,0.0,0.0
84399ddffffffff,4.0,0.0,0.0
8439a83ffffffff,7.0,0.0,0.0
8439a91ffffffff,2.0,0.0,0.0
8439a93ffffffff,16.0,0.0,0.0
8439a97ffffffff,2.0,0.0,0.0
8439a99ffffffff,53.0,0.0,0.0
8439a9dffffffff,4.0,0.0,0.0
8439aa1ffffffff,2.0,0.0,0.0
8439aa7ffffffff,1.0,0.0,0.0
8439aa9ffffffff,10.0,0.0,0.0
8439ab5ffffffff,2.0,0.0,0.0
8439ab9ffffffff,2.0,0.0,0.0
8439abbffffffff,5.0,2.0,0.0
8439abdffffffff,49.0,2.0,0.0
843c025ffffffff,3.0,0.0,0.0
843c027ffffffff,3.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0
843c063ffffffff,2.0,0.0,0.0
843c067ffffffff,1.0,0.0,0.0
843c0a5ffffffff,11.0,0.0,0.0
843c117ffffffff,6.0,0.0,0.0
843c121ffffffff,1.0,0.0,0.0
843c133ffffffff,3.0,0.0,0.0
843c137ffffffff,4.0,0.0,0.0
843c139ffffffff,1.0,0.0,0.0
843c143ffffffff,2.0,0.0,0.0
843c159ffffffff,39.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0
843c189ffffffff,18.0,0.0,0.0
843c191ffffffff,25.0,0.0,0.0
843c199ffffffff,72.0,0.0,0.0
843c19bffffffff,3.0,0.0,0.0
843c19dffffffff,1.0,0.0,0.0
843c1a1ffffffff,1.0,0.0,0.0
843c1a3ffffffff,2.0,0.0,0.0
843c1a9ffffffff,4.0,0.0,0.0
843c1b5ffffffff,52.0,0.0,0.0
843c1bdffffffff,2.0,0.0,0.0
843c1c3ffffffff,200.0,0.0,0.0
843c1c7ffffffff,18.0,0.0,0.0
843c1d3ffffffff,1.0,0.0,0.0
843c1d5ffffffff,2.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0
843c1e5ffffffff,2.0,0.0,0.0
843c1e9ffffffff,8.0,0.0,0.0
843c329ffffffff,3.0,0.0,0.0
843c333ffffffff,2.0,0.0,0.0
843c335ffffffff,33.0,0.0,0.0
843c337ffffffff,6.0,0.0,0.0
843c33bffffffff,2.0,0.0,0.0
843c33dffffffff,17.0,0.0,0.0
843c365ffffffff,2.0,0.0,0.0
843c369ffffffff,14.0,0.0,0.0
843c36bffffffff,6.0,0.0,0.0
843c527ffffffff,6.0,0.0,0.0
843c581ffffffff,19.0,0.0,0.0
843c585ffffffff,86.0,0.0,0.0
843c58dffffffff,5.0,0.0,0.0
843c5a1ffffffff,10.0,0.0,0.0
843c5a9ffffffff,239.0,0.0,0.0
843c5abffffffff,17.0,0.0,0.0
843c5bdffffffff,3.0,0.0,0.0
843c5e3ffffffff,7.0,0.0,0.0
843c5e7ffffffff,3.0,0.0,0.0
843c801ffffffff,32.0,0.0,0.0
843c805ffffffff,50.0,0.0,0.0
843c807ffffffff,10.0,0.0,0.0
843c809ffffffff,7.0,0.0,0.0
843c80dffffffff,23.0,0.0,0.0
843c813ffffffff,2.0,0.0,0.0
843c817ffffffff,2.0,0.0,0.0
843c829ffffffff,1.0,0.0,0.0
843c82dffffffff,3.0,0.0,0.0
843c831ffffffff,3.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0
843c839ffffffff,5.0,0.0,0.0
843c843ffffffff,3.0,0.0,0.0
843c845ffffffff,5.0,0.0,0.0
843c84dffffffff,7.0,0.0,0.0
843c855ffffffff,2.0,0.0,0.0
843c86dffffffff,2.0,0.0,0.0
843c885ffffffff,38.0,0.0,0.0
843c899ffffffff,33.0,0.0,0.0
843c8a9ffffffff,2.0,0.0,0.0
843c8c3ffffffff,9.0,0.0,0.0
843c8c5ffffffff,2.0,0.0,0.0
843c8c7ffffffff,2.0,0.0,0.0
843c8c9ffffffff,7.0,0.0,0.0
843c8cbffffffff,18.0,0.0,0.0
843c8cdffffffff,2.0,0.0,0.0
843c8d1ffffffff,2.0,0.0,0.0
843c8d3ffffffff,10.0,0.0,0.0
843c8d5ffffffff,13.0,0.0,0.0
843c8d9ffffffff,20.0,0.0,0.0
843c8dbffffffff,34.0,0.0,0.0
843c8ddffffffff,4.0,0.0,0.0
843c8e1ffffffff,3.0,0.0,0.0
843c8e5ffffffff,28.0,0.0,0.0
843c8e7ffffffff,6.0,0.0,0.0
843c8edffffffff,39.0,0.0,0.0
843c905ffffffff,5.0,0.0,0.0
843c909ffffffff,35.0,0.0,0.0
843c90bffffffff,5.0,0.0,0.0
843c915ffffffff,12.0,0.0,0.0
843c921ffffffff,1.0,0.0,0.0
843c923ffffffff,13.0,0.0,0.0
843c925ffffffff,18.0,0.0,0.0
843c927ffffffff,11.0,0.0,0.0
843c929ffffffff,12.0,0.0,0.0
843c92bffffffff,15.0,0.0,0.0
843c92dffffffff,20.0,0.0,0.0
843c931ffffffff,28.0,0.0,0.0
843c935ffffffff,2.0,0.0,0.0
843c93bffffffff,18.0,0.0,0.0
843c941ffffffff,2.0,0.0,0.0
843c943ffffffff,75.0,0.0,0.0
843c945ffffffff,2.0,0.0,0.0
843c947ffffffff,6.0,0.0,0.0
843c949ffffffff,4.0,0.0,0.0
843c94bffffffff,8.0,0.0,0.0
843c953ffffffff,3.0,0.0,0.0
843c955ffffffff,2.0,0.0,0.0
843c959ffffffff,23.0,0.0,0.0
843c95bffffffff,5.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0
843c967ffffffff,22.0,0.0,0.0
843c96dffffffff,2.0,0.0,0.0
843c9c3ffffffff,11.0,0.0,0.0
843c9cbffffffff,4.0,0.0,0.0
843c9d9ffffffff,17.0,0.0,0.0
843c9ddffffffff,5.0,0.0,0.0
843c9e9ffffffff,11.0,0.0,0.0
843ca01ffffffff,2.0,0.0,0.0
843ca05ffffffff,4.0,0.0,0.0
843ca21ffffffff,2.0,0.0,0.0
843ca25ffffffff,46.0,0.0,0.0
843ca2dffffffff,2.0,0.0,0.0
843ca33ffffffff,2.0,0.0,0.0
843ca3bffffffff,3.0,0.0,0.0
843ca45ffffffff,9.0,0.0,0.0
843ca47ffffffff,1.0,0.0,0.0
843ca4bffffffff,1.0,0.0,0.0
843ca4dffffffff,1.0,0.0,0.0
843ca59ffffffff,2.0,0.0,0.0
843ca61ffffffff,1.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0
843ca69ffffffff,2.0,0.0,0.0
843ca87ffffffff,52.0,0.0,0.0
843ca8bffffffff,2.0,0.0,0.0
843ca8dffffffff,20.0,0.0,0.0
843ca91ffffffff,2.0,0.0,0.0
843ca93ffffffff,8.0,0.0,0.0
843ca95ffffffff,1.0,0.0,0.0
843ca97ffffffff,123.0,0.0,9.0
843ca9dffffffff,3.0,0.0,0.0
843cab1ffffffff,43.0,0.0,0.0
843cab5ffffffff,4.0,0.0,0.0
843cab7ffffffff,7.0,0.0,0.0
843cab9ffffffff,104.0,0.0,0.0
843cabbffffffff,3.0,0.0,0.0
843cabdffffffff,2.0,0.0,0.0
843cac1ffffffff,2.0,0.0,0.0
843cac3ffffffff,1.0,0.0,0.0
843cacbffffffff,2.0,0.0,0.0
843cadbffffffff,3.0,0.0,0.0
843cae3ffffffff,8.0,0.0,0.0
843cae9ffffffff,1.0,0.0,0.0
843cb01ffffffff,9.0,0.0,0.0
843cb03ffffffff,42.0,0.0,0.0
843cb07ffffffff,2.0,0.0,0.0
843cb09ffffffff,9.0,0.0,0.0
843cb0bffffffff,27.0,0.0,0.0
843cb11ffffffff,182.0,0.0,0.0
843cb13ffffffff,44.0,0.0,0.0
843cb15ffffffff,259.0,0.0,0.0
843cb17ffffffff,21.0,0.0,0.0
843cb19ffffffff,60.0,0.0,0.0
843cb1dffffffff,1174.0,0.0,0.0
843cb23ffffffff,2.0,0.0,0.0
843cb29ffffffff,1.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0
843cb33ffffffff,4.0,0.0,0.0
843cb35ffffffff,4.0,0.0,0.0
843cb39ffffffff,58.0,0.0,0.0
843cb3bffffffff,11.0,0.0,0.0
843cb3dffffffff,2.0,0.0,0.0
843cb41ffffffff,14.0,0.0,0.0
843cb45ffffffff,21.0,0.0,0.0
843cb47ffffffff,39.0,0.0,0.0
843cb49ffffffff,1.0,0.0,0.0
843cb4bffffffff,32.0,0.0,0.0
843cb4dffffffff,16.0,0.0,0.0
843cb51ffffffff,31.0,0.0,0.0
843cb55ffffffff,10.0,0.0,0.0
843cb57ffffffff,3.0,0.0,0.0
843cb59ffffffff,37.0,0.0,0.0
843cb5dffffffff,300.0,0.0,0.0
843cb65ffffffff,80.0,0.0,0.0
843cb69ffffffff,31.0,0.0,0.0
843cb6bffffffff,39.0,0.0,0.0
843cb6dffffffff,49.0,0.0,0.0
843cc29ffffffff,2.0,0.0,0.0
843cc2dffffffff,2.0,0.0,0.0
843cc43ffffffff,5.0,0.0,0.0
843cc45ffffffff,6.0,0.0,0.0
843cc47ffffffff,2.0,0.0,0.0
843cc4bffffffff,2.0,0.0,0.0
843cc67ffffffff,8.0,0.0,0.0
843cc6dffffffff,1.0,0.0,0.0
843cc83ffffffff,1.0,0.0,0.0
843cc9dffffffff,2.0,0.0,0.0
843ccb5ffffffff,5.0,0.0,0.0
843ccd5ffffffff,2.0,0.0,0.0
843cd4bffffffff,1.0,0.0,0.0
843cd5dffffffff,1.0,0.0,0.0
843cd8bffffffff,5.0,0.0,0.0
843cd91ffffffff,26.0,0.0,8.0
843cd9bffffffff,2.0,0.0,0.0
843cd9dffffffff,2.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843ce03ffffffff,4.0,0.0,0.0
843ce09ffffffff,1.0,0.0,0.0
843ce0bffffffff,1.0,0.0,0.0
843ce11ffffffff,15.0,0.0,0.0
843ce13ffffffff,12.0,0.0,0.0
843ce15ffffffff,23.0,0.0,0.0
843ce1bffffffff,11.0,0.0,0.0
843ce1dffffffff,7.0,0.0,0.0
843ce2dffffffff,7.0,0.0,0.0
843ce3dffffffff,2.0,0.0,0.0
843ce41ffffffff,2.0,0.0,0.0
843ce43ffffffff,3.0,0.0,0.0
843ce47ffffffff,4.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0
843ce55ffffffff,33.0,0.0,0.0
843ce57ffffffff,106.0,0.0,0.0
843ce81ffffffff,2.0,0.0,0.0
843ce83ffffffff,4.0,0.0,0.0
843ce95ffffffff,4.0,0.0,0.0
843cea1ffffffff,44.0,0.0,0.0
843cea7ffffffff,5.0,0.0,0.0
843ceabffffffff,3.0,0.0,0.0
843cec1ffffffff,111.0,0.0,0.0
843cec3ffffffff,22.0,0.0,0.0
843cec5ffffffff,6.0,0.0,0.0
843cec9ffffffff,18.0,0.0,0.0
843cecdffffffff,19.0,0.0,0.0
843ced1ffffffff,5.0,0.0,0.0
843ced5ffffffff,5.0,0.0,0.0
843ced9ffffffff,1.0,0.0,0.0
843ceddffffffff,2.0,0.0,0.0
843cf01ffffffff,3.0,0.0,0.0
843cf05ffffffff,2.0,0.0,0.0
843cf0bffffffff,49.0,0.0,0.0
843cf0dffffffff,46.0,0.0,4.0
843cf11ffffffff,54.0,0.0,0.0
843cf13ffffffff,12.0,0.0,0.0
843cf15ffffffff,4.0,0.0,0.0
843cf17ffffffff,54.0,0.0,0.0
843cf21ffffffff,5.0,0.0,0.0
843cf27ffffffff,22.0,0.0,0.0
843cf29ffffffff,291.0,0.0,4.0
843cf2dffffffff,296.0,0.0,28.0
843cf33ffffffff,1.0,0.0,0.0
843cf3dffffffff,2.0,0.0,0.0
843cf41ffffffff,24.0,0.0,0.0
843cf43ffffffff,58.0,0.0,0.0
843cf47ffffffff,38.0,0.0,0.0
843cf4bffffffff,14.0,0.0,0.0
843cf4dffffffff,1.0,0.0,0.0
843cf51ffffffff,2.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0
843cf61ffffffff,55.0,0.0,0.0
843cf65ffffffff,35.0,0.0,0.0
843cf67ffffffff,71.0,0.0,1.0
843cf69ffffffff,18.0,0.0,0.0
843cf6bffffffff,2.0,0.0,0.0
843cf6dffffffff,8.0,0.0,0.0
843d101ffffffff,2.0,0.0,0.0
843d103ffffffff,2.0,0.0,0.0
843d105ffffffff,2.0,0.0,0.0
843d107ffffffff,38.0,0.0,0.0
843d109ffffffff,4.0,0.0,0.0
843d10dffffffff,17.0,0.0,0.0
843d123ffffffff,7.0,0.0,0.0
843d12dffffffff,4.0,0.0,0.0
843d131ffffffff,9.0,0.0,0.0
843d133ffffffff,6.0,0.0,0.0
843d135ffffffff,26.0,0.0,0.0
843d137ffffffff,283.0,0.0,0.0
843d139ffffffff,11.0,0.0,0.0
843d13bffffffff,1.0,0.0,0.0
843d13dffffffff,80.0,0.0,0.0
843d141ffffffff,20.0,0.0,0.0
843d143ffffffff,6.0,0.0,0.0
843d145ffffffff,4.0,0.0,0.0
843d147ffffffff,67.0,0.0,0.0
843d149ffffffff,16.0,0.0,0.0
843d14bffffffff,2.0,0.0,0.0
843d14dffffffff,3.0,0.0,0.0
843d163ffffffff,4.0,0.0,0.0
843d165ffffffff,6.0,0.0,0.0
843d167ffffffff,7.0,0.0,0.0
843d169ffffffff,2.0,0.0,0.0
843d16bffffffff,46.0,0.0,0.0
843d1edffffffff,2.0,0.0,0.0
843d305ffffffff,8.0,0.0,0.0
843d307ffffffff,2.0,0.0,0.0
843d30dffffffff,14.0,0.0,0.0
843d321ffffffff,4.0,0.0,0.0
843d323ffffffff,31.0,0.0,0.0
843d325ffffffff,28.0,0.0,0.0
843d327ffffffff,5.0,0.0,0.0
843d32bffffffff,13.0,0.0,0.0
843d32dffffffff,2.0,0.0,0.0
843d333ffffffff,2.0,0.0,0.0
843d335ffffffff,2.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0
843d33dffffffff,2.0,0.0,0.0
843d345ffffffff,4.0,0.0,0.0
843d363ffffffff,115.0,0.0,0.0
843d36bffffffff,49.0,0.0,0.0
843d805ffffffff,5.0,0.0,0.0
843d80bffffffff,2.0,0.0,0.0
843d80dffffffff,15.0,0.0,0.0
843d817ffffffff,10.0,0.0,0.0
843d81bffffffff,7.0,0.0,0.0
843d827ffffffff,2.0,0.0,0.0
843d82bffffffff,4.0,0.0,0.0
843d839ffffffff,3.0,0.0,0.0
843d83bffffffff,4.0,0.0,0.0
843d83dffffffff,3.0,0.0,0.0
843d843ffffffff,6.0,0.0,0.0
843d845ffffffff,174.0,0.0,0.0
843d847ffffffff,13.0,0.0,0.0
843d84bffffffff,5.0,0.0,0.0
843d84dffffffff,10.0,0.0,0.0
843d851ffffffff,57.0,0.0,0.0
843d853ffffffff,113.0,0.0,0.0
