cell_id,Vanellus indicus,Vanellus indicus [indicus Group],Vanellus indicus atronuchalis
8442ce3ffffffff,5.0,0.0,0.0
8442ce9ffffffff,6.0,0.0,0.0
8442db5ffffffff,5.0,0.0,0.0
8442dd9ffffffff,4.0,0.0,0.0
8443a17ffffffff,5.0,0.0,0.0
8443acbffffffff,1.0,0.0,0.0
8443ae5ffffffff,1.0,0.0,0.0
8443aedffffffff,1.0,0.0,0.0
84536a3ffffffff,5.0,0.0,0.0
846004dffffffff,30.0,0.0,0.0
8460061ffffffff,2.0,0.0,0.0
8460065ffffffff,2.0,0.0,0.0
8460067ffffffff,7.0,0.0,0.0
8460103ffffffff,2.0,0.0,0.0
8460145ffffffff,10.0,0.0,0.0
846014dffffffff,2.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460159ffffffff,5.0,0.0,0.0
846015dffffffff,6.0,0.0,0.0
8460169ffffffff,4.0,0.0,0.0
846016dffffffff,2.0,0.0,0.0
84601e9ffffffff,3.0,0.0,0.0
84601edffffffff,2.0,0.0,0.0
8460221ffffffff,30.0,0.0,0.0
8460227ffffffff,27.0,0.0,0.0
8460229ffffffff,10.0,0.0,0.0
846022dffffffff,4.0,0.0,0.0
8460263ffffffff,16.0,0.0,0.0
8460265ffffffff,3.0,0.0,0.0
8460313ffffffff,57.0,0.0,0.0
8460315ffffffff,5.0,0.0,0.0
8460317ffffffff,2.0,0.0,0.0
8460319ffffffff,3.0,0.0,0.0
846031bffffffff,35.0,0.0,0.0
8460329ffffffff,2.0,0.0,0.0
8460335ffffffff,5.0,0.0,0.0
8460339ffffffff,3.0,0.0,0.0
846033bffffffff,8.0,0.0,0.0
8460353ffffffff,7.0,0.0,0.0
8460367ffffffff,1.0,0.0,0.0
8460885ffffffff,8.0,0.0,0.0
84608b1ffffffff,2.0,0.0,0.0
84608b5ffffffff,10.0,0.0,0.0
84608e3ffffffff,6.0,0.0,0.0
84608e9ffffffff,4.0,0.0,0.0
84608ebffffffff,2.0,0.0,0.0
8460901ffffffff,17.0,0.0,0.0
8460903ffffffff,4.0,0.0,0.0
8460905ffffffff,4.0,0.0,0.0
8460911ffffffff,1.0,0.0,0.0
8460919ffffffff,3.0,0.0,0.0
8460961ffffffff,2.0,0.0,0.0
8460985ffffffff,4.0,0.0,0.0
8460987ffffffff,1.0,0.0,0.0
84609e1ffffffff,29.0,0.0,0.0
84609e9ffffffff,3.0,0.0,0.0
84609ebffffffff,2.0,0.0,0.0
8460a25ffffffff,12.0,0.0,0.0
8460a39ffffffff,3.0,0.0,0.0
8460a55ffffffff,2.0,0.0,0.0
8460a89ffffffff,1.0,0.0,0.0
8460a91ffffffff,27.0,0.0,0.0
8460a97ffffffff,3.0,0.0,0.0
8460a99ffffffff,12.0,0.0,0.0
8460acbffffffff,1.0,0.0,0.0
8460ad3ffffffff,5.0,0.0,0.0
8460ad9ffffffff,1.0,0.0,0.0
8460b19ffffffff,1.0,0.0,0.0
8460b1bffffffff,4.0,0.0,0.0
8461035ffffffff,2.0,0.0,0.0
84611cbffffffff,2.0,0.0,0.0
8461893ffffffff,2.0,0.0,0.0
84618b9ffffffff,5.0,0.0,0.0
84618c5ffffffff,4.0,0.0,0.0
84618cbffffffff,7.0,0.0,0.0
84619abffffffff,4.0,0.0,0.0
8461ab7ffffffff,8.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464b61ffffffff,7.0,0.0,0.0
8464b67ffffffff,2.0,0.0,0.0
8465009ffffffff,2.0,0.0,0.0
846500bffffffff,1.0,0.0,0.0
846500dffffffff,6.0,0.0,0.0
8465015ffffffff,56.0,0.0,0.0
8465033ffffffff,20.0,0.0,0.0
8465039ffffffff,6.0,0.0,0.0
846503bffffffff,5.0,0.0,0.0
8465057ffffffff,5.0,0.0,0.0
8465059ffffffff,2.0,0.0,0.0
8465189ffffffff,3.0,0.0,0.0
846518bffffffff,66.0,0.0,0.0
8465199ffffffff,17.0,0.0,0.0
846519dffffffff,11.0,0.0,0.0
84651c3ffffffff,2.0,0.0,0.0
84651d1ffffffff,17.0,0.0,0.0
84651d5ffffffff,2.0,0.0,0.0
84651d7ffffffff,2.0,0.0,0.0
84651d9ffffffff,91.0,0.0,0.0
84651dbffffffff,17.0,0.0,0.0
84651ddffffffff,10.0,0.0,0.0
846520dffffffff,149.0,0.0,0.0
8465225ffffffff,2.0,0.0,0.0
8465227ffffffff,7.0,0.0,0.0
8465231ffffffff,11.0,0.0,0.0
8465233ffffffff,9.0,0.0,0.0
846523dffffffff,6.0,0.0,0.0
8465263ffffffff,11.0,0.0,0.0
846526bffffffff,11.0,0.0,0.0
8465313ffffffff,12.0,0.0,0.0
