cell_id,Psarocolius angustifrons,Psarocolius angustifrons [angustifrons Group],Psarocolius angustifrons oleagineus
838b61fffffffff,3019.0,225.0,0.0
838b62fffffffff,182.0,10.0,0.0
838b63fffffffff,1538.0,25.0,0.0
838b68fffffffff,15.0,0.0,0.0
838b69fffffffff,85.0,0.0,0.0
838b6cfffffffff,244.0,15.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,270.0,2.0,0.0
838b70fffffffff,14.0,0.0,0.0
838b71fffffffff,1110.0,4.0,0.0
838b74fffffffff,94.0,0.0,0.0
838b75fffffffff,114.0,0.0,0.0
838b76fffffffff,9.0,0.0,0.0
838e64fffffffff,386.0,0.0,0.0
838e65fffffffff,113.0,0.0,0.0
838e6cfffffffff,8.0,0.0,0.0
838f0dfffffffff,25.0,0.0,0.0
838f29fffffffff,10.0,0.0,0.0
838f2dfffffffff,25.0,0.0,0.0
838f40fffffffff,331.0,11.0,0.0
838f42fffffffff,31.0,0.0,0.0
838f43fffffffff,23.0,0.0,0.0
838f44fffffffff,12.0,0.0,0.0
838f46fffffffff,931.0,15.0,0.0
838f48fffffffff,51.0,0.0,0.0
838f49fffffffff,3.0,0.0,0.0
838f4afffffffff,275.0,0.0,0.0
838f4bfffffffff,15.0,0.0,0.0
838f4cfffffffff,60.0,0.0,0.0
838f4efffffffff,9.0,0.0,0.0
838f54fffffffff,30.0,0.0,0.0
838f55fffffffff,23.0,0.0,0.0
838f5cfffffffff,4.0,0.0,0.0
838f5dfffffffff,74.0,0.0,0.0
838f61fffffffff,591.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0
838f65fffffffff,3.0,0.0,0.0
838f6bfffffffff,4.0,0.0,0.0
838f6cfffffffff,28.0,0.0,0.0
838f6efffffffff,123.0,0.0,0.0
838f70fffffffff,176.0,22.0,0.0
838f71fffffffff,17.0,0.0,0.0
838f72fffffffff,1056.0,141.0,0.0
838f73fffffffff,74.0,0.0,0.0
838f74fffffffff,219.0,4.0,0.0
838f75fffffffff,3.0,0.0,0.0
838f76fffffffff,321.0,21.0,0.0
83b321fffffffff,1.0,0.0,0.0
83b324fffffffff,13.0,0.0,0.0
83b325fffffffff,77.0,0.0,0.0
