cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
828b27fffffffff,154.0,0.0,0.0
828b2ffffffffff,195.0,0.0,0.0
828b37fffffffff,1.0,0.0,0.0
828b67fffffffff,32.0,0.0,0.0
828e47fffffffff,267.0,0.0,0.0
828e67fffffffff,2557.0,0.0,0.0
828e6ffffffffff,28.0,0.0,0.0
828e77fffffffff,124.0,0.0,0.0
828f0ffffffffff,530.0,3.0,0.0
828f27fffffffff,3.0,0.0,0.0
828f2ffffffffff,1179.0,43.0,0.0
828f57fffffffff,1033.0,0.0,0.0
828f5ffffffffff,202.0,0.0,0.0
828f77fffffffff,109.0,2.0,0.0
828fa7fffffffff,195.0,0.0,92.0
82a807fffffffff,1.0,0.0,0.0
82a80ffffffffff,6.0,0.0,0.0
82a817fffffffff,1092.0,13.0,0.0
82a81ffffffffff,87.0,4.0,0.0
82a837fffffffff,195.0,4.0,0.0
82a857fffffffff,5.0,0.0,0.0
82a877fffffffff,4.0,2.0,0.0
82a887fffffffff,6.0,0.0,0.0
82a88ffffffffff,6.0,0.0,0.0
82a897fffffffff,14.0,1.0,0.0
82a8a7fffffffff,675.0,3.0,0.0
82a8affffffffff,7.0,0.0,0.0
82a8b7fffffffff,25.0,0.0,0.0
82a907fffffffff,4.0,1.0,0.0
82a91ffffffffff,39.0,0.0,0.0
82a947fffffffff,24.0,0.0,0.0
82a94ffffffffff,10.0,0.0,0.0
82a957fffffffff,1.0,0.0,0.0
82a95ffffffffff,1.0,0.0,0.0
82a96ffffffffff,13.0,0.0,0.0
82b207fffffffff,2.0,0.0,0.0
82b21ffffffffff,229.0,0.0,0.0
82b247fffffffff,221.0,2.0,0.0
82b24ffffffffff,704.0,7.0,0.0
82b257fffffffff,15.0,0.0,0.0
82b25ffffffffff,445.0,3.0,0.0
82b267fffffffff,122.0,0.0,0.0
82b26ffffffffff,72.0,0.0,0.0
82b277fffffffff,48.0,0.0,0.0
82b2c7fffffffff,1987.0,29.0,0.0
82b2cffffffffff,10.0,0.0,0.0
82b2dffffffffff,306.0,0.0,0.0
82b2e7fffffffff,152.0,0.0,0.0
82b2effffffffff,343.0,0.0,0.0
82b307fffffffff,823.0,0.0,0.0
82b31ffffffffff,7.0,0.0,0.0
82b327fffffffff,19.0,0.0,0.0
82b32ffffffffff,54.0,0.0,0.0
82b337fffffffff,375.0,0.0,0.0
82b347fffffffff,22.0,0.0,0.0
82b357fffffffff,122.0,0.0,0.0
82b35ffffffffff,610.0,0.0,0.0
82b367fffffffff,78.0,0.0,0.0
82b36ffffffffff,184.0,0.0,0.0
82c207fffffffff,85.0,0.0,0.0
82c21ffffffffff,214.0,0.0,0.0
82c227fffffffff,54.0,0.0,0.0
82c22ffffffffff,298.0,0.0,0.0
82c2c7fffffffff,37.0,0.0,0.0
82c2cffffffffff,11.0,0.0,0.0
82c2e7fffffffff,160.0,0.0,0.0
82c2effffffffff,88.0,0.0,0.0
82c30ffffffffff,7.0,0.0,0.0
82c347fffffffff,248.0,0.0,0.0
82c34ffffffffff,378.0,0.0,0.0
82c357fffffffff,99.0,0.0,0.0
82c35ffffffffff,80.0,0.0,0.0
82c367fffffffff,2.0,0.0,0.0
82c36ffffffffff,15.0,0.0,0.0
82ce8ffffffffff,26.0,0.0,0.0
82ceaffffffffff,47.0,0.0,0.0
82cfa7fffffffff,66.0,0.0,0.0
82cfaffffffffff,6.0,0.0,0.0
82df47fffffffff,1.0,0.0,0.0
82df6ffffffffff,18.0,0.0,0.0
