cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
8439029ffffffff,11.0,0.0,0.0
843902bffffffff,1.0,0.0,0.0
843902dffffffff,2.0,0.0,0.0
8439031ffffffff,3.0,0.0,0.0
8439033ffffffff,1.0,0.0,0.0
8439035ffffffff,2.0,0.0,0.0
8439039ffffffff,1.0,0.0,0.0
843903dffffffff,3.0,2.0,0.0
8439041ffffffff,12.0,0.0,0.0
8439047ffffffff,1.0,0.0,0.0
8439051ffffffff,3.0,0.0,0.0
8439053ffffffff,4.0,0.0,0.0
843905dffffffff,9.0,0.0,0.0
843906dffffffff,10.0,0.0,0.0
843908bffffffff,3.0,0.0,0.0
843909dffffffff,2.0,0.0,0.0
84390a1ffffffff,6.0,0.0,0.0
84390a5ffffffff,6.0,0.0,0.0
84390a7ffffffff,8.0,0.0,0.0
84390adffffffff,5.0,0.0,0.0
8439101ffffffff,2.0,0.0,0.0
8439115ffffffff,4.0,0.0,0.0
8439151ffffffff,2.0,0.0,0.0
8439153ffffffff,1.0,0.0,0.0
8439159ffffffff,3.0,0.0,0.0
8439185ffffffff,2.0,0.0,0.0
843918bffffffff,10.0,0.0,0.0
8439191ffffffff,103.0,2.0,0.0
8439193ffffffff,6.0,0.0,0.0
843919bffffffff,2.0,0.0,0.0
84391d3ffffffff,2.0,0.0,0.0
84391d5ffffffff,1.0,0.0,0.0
84391ebffffffff,10.0,0.0,0.0
8439203ffffffff,19.0,0.0,0.0
8439207ffffffff,2.0,0.0,0.0
843920bffffffff,17.0,0.0,0.0
8439227ffffffff,12.0,0.0,0.0
8439239ffffffff,24.0,0.0,0.0
8439253ffffffff,3.0,0.0,0.0
843925bffffffff,7.0,0.0,0.0
8439281ffffffff,2.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0
8439295ffffffff,1.0,0.0,0.0
843929dffffffff,2.0,0.0,0.0
84392a1ffffffff,41.0,0.0,0.0
84392a3ffffffff,2.0,0.0,0.0
84392a5ffffffff,2.0,0.0,0.0
84392b9ffffffff,1.0,0.0,0.0
84392bbffffffff,2.0,0.0,0.0
84392bdffffffff,1.0,0.0,0.0
84392c5ffffffff,7.0,0.0,0.0
84392d9ffffffff,4.0,0.0,0.0
84392dbffffffff,16.0,0.0,0.0
8439313ffffffff,11.0,0.0,0.0
8439317ffffffff,3.0,0.0,0.0
843931bffffffff,7.0,0.0,0.0
8439331ffffffff,2.0,0.0,0.0
8439333ffffffff,6.0,0.0,0.0
8439337ffffffff,26.0,0.0,0.0
8439459ffffffff,2.0,0.0,0.0
843945dffffffff,3.0,0.0,0.0
8439541ffffffff,9.0,0.0,0.0
8439601ffffffff,2.0,0.0,0.0
8439705ffffffff,1.0,0.0,0.0
843970bffffffff,4.0,0.0,0.0
8439711ffffffff,54.0,0.0,0.0
8439713ffffffff,5.0,0.0,0.0
843971bffffffff,10.0,0.0,0.0
843971dffffffff,4.0,0.0,0.0
8439721ffffffff,6.0,0.0,0.0
8439729ffffffff,10.0,0.0,0.0
8439731ffffffff,5.0,0.0,0.0
8439741ffffffff,20.0,0.0,0.0
8439749ffffffff,5.0,0.0,0.0
843974dffffffff,6.0,0.0,0.0
8439751ffffffff,2.0,0.0,0.0
8439757ffffffff,13.0,0.0,0.0
8439769ffffffff,4.0,0.0,0.0
843976dffffffff,3.0,0.0,0.0
8439a83ffffffff,2.0,2.0,0.0
843c029ffffffff,2.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0
843c06dffffffff,1.0,0.0,0.0
843c117ffffffff,1.0,0.0,0.0
843c159ffffffff,3.0,0.0,3.0
843c183ffffffff,3.0,0.0,0.0
843c191ffffffff,2.0,0.0,0.0
843c199ffffffff,4.0,0.0,0.0
843c19dffffffff,1.0,0.0,1.0
843c1b5ffffffff,4.0,0.0,3.0
843c1b9ffffffff,3.0,0.0,0.0
843c1c3ffffffff,7.0,0.0,5.0
843c1c7ffffffff,1.0,0.0,1.0
843c1d7ffffffff,2.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0
843c585ffffffff,1.0,0.0,1.0
843c5a9ffffffff,3.0,0.0,3.0
843c843ffffffff,2.0,0.0,0.0
843c885ffffffff,1.0,0.0,0.0
843c8d3ffffffff,2.0,0.0,2.0
843c8d7ffffffff,4.0,0.0,0.0
843c8d9ffffffff,2.0,0.0,0.0
843c8dbffffffff,9.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0
843ca87ffffffff,3.0,0.0,0.0
843ca93ffffffff,1.0,0.0,0.0
843cab1ffffffff,3.0,0.0,0.0
843cab7ffffffff,1.0,0.0,1.0
843cab9ffffffff,4.0,0.0,2.0
843ce43ffffffff,6.0,0.0,0.0
843cea1ffffffff,4.0,0.0,0.0
843cea7ffffffff,2.0,0.0,0.0
843cf0dffffffff,2.0,0.0,0.0
843cf29ffffffff,12.0,0.0,8.0
843cf2dffffffff,4.0,0.0,0.0
843cf61ffffffff,1.0,0.0,0.0
843cf65ffffffff,2.0,0.0,0.0
843cf67ffffffff,2.0,0.0,0.0
843cf69ffffffff,2.0,0.0,0.0
843d103ffffffff,1.0,0.0,0.0
843d137ffffffff,6.0,0.0,6.0
843d323ffffffff,2.0,0.0,0.0
843d34bffffffff,1.0,0.0,0.0
843d36bffffffff,3.0,0.0,0.0
843d987ffffffff,3.0,0.0,0.0
843d9b9ffffffff,3.0,0.0,0.0
843da37ffffffff,4.0,0.0,2.0
843dad1ffffffff,2.0,0.0,0.0
843dad9ffffffff,2.0,0.0,0.0
843daddffffffff,1.0,0.0,1.0
843dae5ffffffff,3.0,0.0,0.0
843e689ffffffff,2.0,0.0,2.0
843e6c3ffffffff,2.0,0.0,0.0
843e6c9ffffffff,16.0,0.0,0.0
843e753ffffffff,2.0,0.0,0.0
843f4d3ffffffff,2.0,0.0,0.0
8441037ffffffff,11.0,0.0,0.0
84411cbffffffff,22.0,0.0,1.0
8441425ffffffff,2.0,0.0,0.0
84415e1ffffffff,3.0,0.0,3.0
8441721ffffffff,1.0,0.0,1.0
844206dffffffff,1.0,0.0,0.0
8442c17ffffffff,1.0,0.0,0.0
8442c1bffffffff,2.0,0.0,0.0
8442c33ffffffff,2.0,0.0,0.0
8442c41ffffffff,1.0,0.0,1.0
8442ce9ffffffff,2.0,0.0,2.0
8442ea9ffffffff,2.0,0.0,0.0
8442eb3ffffffff,1.0,0.0,1.0
8443067ffffffff,2.0,0.0,0.0
84431e3ffffffff,4.0,0.0,0.0
8443311ffffffff,2.0,0.0,0.0
84438c1ffffffff,15.0,0.0,0.0
84438c9ffffffff,2.0,0.0,0.0
8443a03ffffffff,6.0,0.0,0.0
8443a13ffffffff,22.0,0.0,0.0
8443a15ffffffff,1.0,0.0,0.0
8443a17ffffffff,5.0,0.0,2.0
8443a93ffffffff,4.0,0.0,0.0
8443ac1ffffffff,5.0,0.0,0.0
8443ac3ffffffff,20.0,0.0,4.0
8443ae5ffffffff,2.0,0.0,0.0
844b86dffffffff,2.0,0.0,0.0
844ba0bffffffff,2.0,0.0,0.0
844ba25ffffffff,10.0,0.0,0.0
844ba29ffffffff,8.0,0.0,0.0
844ba2dffffffff,2.0,0.0,0.0
844ba39ffffffff,6.0,0.0,0.0
844ba57ffffffff,2.0,0.0,0.0
844ba81ffffffff,7.0,0.0,0.0
844ba87ffffffff,7.0,0.0,1.0
844bb17ffffffff,2.0,0.0,0.0
844bb19ffffffff,22.0,0.0,0.0
844bb53ffffffff,39.0,0.0,0.0
84521c5ffffffff,2.0,0.0,0.0
8453369ffffffff,2.0,0.0,0.0
8453551ffffffff,5.0,0.0,0.0
845355dffffffff,1.0,0.0,0.0
8453631ffffffff,3.0,0.0,0.0
84536a3ffffffff,4.0,0.0,0.0
8454c51ffffffff,1.0,1.0,0.0
8454ea9ffffffff,1.0,1.0,0.0
8454eadffffffff,1.0,1.0,0.0
846006dffffffff,4.0,0.0,0.0
84600e3ffffffff,2.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
84601e9ffffffff,3.0,0.0,0.0
8460221ffffffff,13.0,0.0,0.0
8460227ffffffff,3.0,0.0,0.0
8460313ffffffff,4.0,0.0,0.0
846031dffffffff,10.0,0.0,0.0
8460335ffffffff,1.0,0.0,0.0
8460353ffffffff,4.0,0.0,0.0
846035bffffffff,2.0,0.0,0.0
846084dffffffff,2.0,0.0,0.0
8460887ffffffff,1.0,0.0,0.0
84608abffffffff,2.0,0.0,0.0
84608e9ffffffff,2.0,0.0,0.0
8460927ffffffff,3.0,0.0,0.0
8460a25ffffffff,7.0,0.0,0.0
8460a91ffffffff,13.0,0.0,1.0
8460a97ffffffff,2.0,0.0,0.0
8460a99ffffffff,2.0,0.0,0.0
8460b19ffffffff,1.0,0.0,0.0
8460b1bffffffff,5.0,0.0,0.0
8460b47ffffffff,3.0,0.0,0.0
8460b53ffffffff,3.0,0.0,0.0
8461891ffffffff,1.0,0.0,0.0
84618b9ffffffff,7.0,0.0,0.0
84618c1ffffffff,1.0,0.0,0.0
84619abffffffff,4.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464a41ffffffff,2.0,0.0,0.0
846500bffffffff,1.0,0.0,0.0
8465015ffffffff,22.0,0.0,0.0
8465017ffffffff,1.0,0.0,0.0
8465033ffffffff,2.0,0.0,0.0
8465059ffffffff,3.0,0.0,0.0
84650e5ffffffff,6.0,0.0,0.0
846518bffffffff,60.0,0.0,0.0
8465199ffffffff,1.0,0.0,0.0
84651d1ffffffff,6.0,0.0,0.0
84651d5ffffffff,4.0,0.0,0.0
84651d7ffffffff,2.0,0.0,0.0
84651d9ffffffff,30.0,0.0,0.0
84651dbffffffff,11.0,0.0,0.0
84651ddffffffff,4.0,0.0,0.0
846520dffffffff,47.0,0.0,0.0
8465225ffffffff,2.0,0.0,0.0
8465227ffffffff,12.0,0.0,1.0
8465231ffffffff,11.0,0.0,0.0
8465233ffffffff,11.0,0.0,0.0
846523dffffffff,6.0,0.0,0.0
8465263ffffffff,9.0,0.0,0.0
846526bffffffff,8.0,0.0,0.0
8465313ffffffff,8.0,0.0,0.0
8468025ffffffff,7.0,0.0,2.0
8468423ffffffff,1.0,0.0,1.0
8468435ffffffff,1.0,0.0,0.0
8469683ffffffff,3.0,0.0,1.0
8469687ffffffff,2.0,0.0,0.0
8472da3ffffffff,5.0,0.0,0.0
847a453ffffffff,2.0,0.0,0.0
847a457ffffffff,2.0,0.0,0.0
847a641ffffffff,2.0,2.0,0.0
847a681ffffffff,12.0,12.0,0.0
847a6a1ffffffff,1.0,0.0,0.0
847a6e5ffffffff,1.0,1.0,0.0
847a6e7ffffffff,4.0,4.0,0.0
847b48dffffffff,2.0,2.0,0.0
847b4c7ffffffff,28.0,17.0,0.0
847b4e7ffffffff,2.0,1.0,0.0
847b595ffffffff,2.0,2.0,0.0
847b597ffffffff,2.0,2.0,0.0
848db53ffffffff,3.0,0.0,0.0
849692bffffffff,2.0,2.0,0.0
8496b1bffffffff,5.0,5.0,0.0
849750bffffffff,2.0,2.0,0.0
8497517ffffffff,2.0,2.0,0.0
84ac801ffffffff,1.0,1.0,0.0
84aca6dffffffff,1.0,0.0,0.0
84acb11ffffffff,1.0,0.0,0.0
84ad821ffffffff,2.0,0.0,0.0
84bcc23ffffffff,1.0,1.0,0.0
84bcd29ffffffff,1.0,0.0,0.0
84bcdc1ffffffff,6.0,1.0,0.0
