cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
8439755ffffffff,2.0,0.0,0.0
8439761ffffffff,1.0,0.0,0.0
84399a7ffffffff,2.0,0.0,0.0
8439ab9ffffffff,9.0,0.0,0.0
843c029ffffffff,11.0,0.0,0.0
843c02dffffffff,4.0,0.0,0.0
843c0b5ffffffff,2.0,0.0,0.0
843c165ffffffff,2.0,0.0,0.0
843c193ffffffff,2.0,0.0,2.0
843c199ffffffff,31.0,0.0,7.0
843c19bffffffff,1.0,0.0,0.0
843c1a3ffffffff,2.0,0.0,0.0
843c1b1ffffffff,1.0,0.0,0.0
843c1b5ffffffff,28.0,0.0,0.0
843c1bdffffffff,1.0,0.0,0.0
843c33bffffffff,1.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c5a9ffffffff,1.0,0.0,0.0
843c5e5ffffffff,2.0,0.0,0.0
843c885ffffffff,2.0,0.0,0.0
843c899ffffffff,11.0,0.0,2.0
843c8d3ffffffff,2.0,0.0,0.0
843c8dbffffffff,3.0,0.0,0.0
843c8e5ffffffff,10.0,0.0,0.0
843c9d9ffffffff,14.0,0.0,0.0
843c9ddffffffff,1.0,0.0,0.0
843ca87ffffffff,2.0,0.0,0.0
843ca93ffffffff,2.0,0.0,0.0
843ca97ffffffff,5.0,0.0,0.0
843cab9ffffffff,2.0,0.0,2.0
843cc6bffffffff,6.0,0.0,0.0
843cca3ffffffff,2.0,0.0,0.0
843ccb5ffffffff,1.0,0.0,0.0
843ce0bffffffff,1.0,0.0,0.0
843ce15ffffffff,2.0,0.0,0.0
843ce8bffffffff,1.0,0.0,0.0
843cec9ffffffff,9.0,0.0,0.0
843cecdffffffff,2.0,0.0,0.0
843cf0dffffffff,2.0,0.0,0.0
843cf21ffffffff,1.0,0.0,0.0
843cf27ffffffff,3.0,0.0,0.0
843cf29ffffffff,57.0,0.0,0.0
843cf2dffffffff,8.0,0.0,0.0
843cf41ffffffff,5.0,0.0,0.0
843cf43ffffffff,3.0,0.0,0.0
843cf47ffffffff,4.0,0.0,0.0
843cf61ffffffff,8.0,0.0,0.0
843cf69ffffffff,4.0,0.0,0.0
843cf6bffffffff,3.0,0.0,2.0
843d049ffffffff,2.0,0.0,0.0
843d04dffffffff,4.0,0.0,0.0
843d06bffffffff,5.0,0.0,0.0
843d137ffffffff,4.0,0.0,4.0
843d223ffffffff,2.0,0.0,0.0
843d323ffffffff,3.0,0.0,0.0
843d335ffffffff,2.0,0.0,0.0
843d34bffffffff,7.0,0.0,0.0
843d851ffffffff,2.0,0.0,2.0
843d859ffffffff,1.0,0.0,0.0
843d8b1ffffffff,18.0,0.0,0.0
843d8d5ffffffff,7.0,0.0,0.0
843d987ffffffff,1.0,0.0,0.0
843d9e5ffffffff,5.0,0.0,0.0
843da37ffffffff,2.0,0.0,0.0
843dad9ffffffff,1.0,0.0,1.0
843daddffffffff,2.0,0.0,0.0
843db2dffffffff,2.0,0.0,0.0
843e665ffffffff,2.0,2.0,0.0
843e689ffffffff,16.0,2.0,0.0
843e6c3ffffffff,1.0,0.0,0.0
843f4d3ffffffff,4.0,4.0,0.0
843f613ffffffff,2.0,0.0,0.0
843f62bffffffff,3.0,0.0,0.0
84404cbffffffff,4.0,0.0,4.0
8440dc3ffffffff,2.0,0.0,0.0
84411cbffffffff,2.0,2.0,0.0
8441437ffffffff,2.0,0.0,0.0
84416ddffffffff,2.0,0.0,2.0
8441739ffffffff,5.0,0.0,0.0
8441a09ffffffff,2.0,0.0,0.0
8441a43ffffffff,2.0,0.0,0.0
8441a55ffffffff,6.0,0.0,0.0
8442515ffffffff,2.0,0.0,0.0
8442c25ffffffff,8.0,0.0,0.0
8442c2dffffffff,8.0,0.0,0.0
8442c45ffffffff,2.0,0.0,0.0
8442c47ffffffff,1.0,0.0,1.0
8442c4bffffffff,5.0,0.0,0.0
8442cc7ffffffff,9.0,0.0,0.0
8442cddffffffff,21.0,0.0,0.0
8442ce9ffffffff,9.0,0.0,0.0
8442db5ffffffff,9.0,0.0,0.0
8442db7ffffffff,1.0,0.0,1.0
8442dbdffffffff,2.0,0.0,0.0
8442e45ffffffff,1.0,0.0,1.0
8443acdffffffff,1.0,1.0,0.0
8443ae1ffffffff,1.0,1.0,0.0
844b26dffffffff,17.0,2.0,0.0
844b845ffffffff,7.0,0.0,0.0
844b849ffffffff,1.0,1.0,0.0
844ba05ffffffff,4.0,0.0,0.0
844ba0bffffffff,8.0,2.0,0.0
844ba15ffffffff,8.0,0.0,0.0
844ba21ffffffff,1.0,0.0,0.0
844ba25ffffffff,9.0,0.0,0.0
844ba29ffffffff,10.0,2.0,0.0
844ba2bffffffff,18.0,0.0,0.0
844ba2dffffffff,1.0,0.0,0.0
844ba39ffffffff,4.0,0.0,0.0
844ba3dffffffff,2.0,0.0,0.0
844ba57ffffffff,7.0,0.0,0.0
844ba63ffffffff,2.0,0.0,0.0
844ba67ffffffff,7.0,4.0,0.0
844bb11ffffffff,3.0,0.0,0.0
844bb17ffffffff,6.0,0.0,0.0
844bb19ffffffff,31.0,0.0,0.0
844bb53ffffffff,44.0,0.0,0.0
8454139ffffffff,2.0,2.0,0.0
8454153ffffffff,7.0,7.0,0.0
8454157ffffffff,2.0,2.0,0.0
8454949ffffffff,2.0,0.0,0.0
8454c43ffffffff,1.0,0.0,0.0
8454c51ffffffff,1.0,0.0,0.0
8454f53ffffffff,1.0,0.0,0.0
8459745ffffffff,2.0,0.0,0.0
845e5ddffffffff,1.0,0.0,0.0
8460025ffffffff,6.0,0.0,0.0
8460027ffffffff,2.0,0.0,0.0
846004dffffffff,5.0,0.0,0.0
8460061ffffffff,2.0,0.0,0.0
846011bffffffff,1.0,0.0,0.0
8460139ffffffff,3.0,0.0,0.0
8460141ffffffff,3.0,0.0,0.0
8460151ffffffff,4.0,0.0,0.0
8460155ffffffff,7.0,0.0,0.0
8460157ffffffff,4.0,0.0,0.0
8460159ffffffff,6.0,0.0,0.0
846015bffffffff,3.0,0.0,0.0
846015dffffffff,14.0,0.0,0.0
8460169ffffffff,8.0,0.0,0.0
84601e5ffffffff,1.0,0.0,0.0
8460221ffffffff,19.0,0.0,0.0
8460227ffffffff,11.0,0.0,0.0
8460263ffffffff,10.0,0.0,0.0
8460311ffffffff,2.0,0.0,0.0
8460313ffffffff,27.0,0.0,0.0
8460315ffffffff,19.0,0.0,0.0
8460317ffffffff,8.0,0.0,0.0
846031bffffffff,2.0,0.0,0.0
8460331ffffffff,2.0,0.0,0.0
8460339ffffffff,5.0,0.0,0.0
846033bffffffff,2.0,0.0,0.0
8460351ffffffff,3.0,0.0,0.0
8460887ffffffff,3.0,0.0,0.0
84608b1ffffffff,2.0,0.0,0.0
84608b5ffffffff,8.0,0.0,0.0
84608e9ffffffff,4.0,0.0,0.0
84608ebffffffff,2.0,0.0,0.0
8460901ffffffff,3.0,2.0,0.0
8460969ffffffff,1.0,0.0,0.0
8460987ffffffff,4.0,0.0,0.0
84609e1ffffffff,4.0,0.0,0.0
8460a25ffffffff,5.0,0.0,0.0
8460a39ffffffff,2.0,0.0,0.0
8460a8bffffffff,2.0,0.0,0.0
8460a91ffffffff,58.0,0.0,0.0
8460a99ffffffff,7.0,0.0,0.0
8460acdffffffff,5.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
84611cbffffffff,4.0,0.0,0.0
84611e7ffffffff,3.0,0.0,0.0
8461885ffffffff,4.0,0.0,0.0
8461893ffffffff,7.0,0.0,0.0
8461897ffffffff,2.0,0.0,0.0
846416dffffffff,2.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0
8464b1dffffffff,2.0,2.0,0.0
8464b29ffffffff,1.0,0.0,0.0
8464b61ffffffff,1.0,1.0,0.0
8464e49ffffffff,6.0,0.0,0.0
8465015ffffffff,20.0,0.0,0.0
8465033ffffffff,5.0,0.0,0.0
8465039ffffffff,5.0,0.0,0.0
8465057ffffffff,3.0,0.0,0.0
8465059ffffffff,1.0,0.0,0.0
846518bffffffff,3.0,0.0,0.0
8465199ffffffff,1.0,0.0,0.0
84651d1ffffffff,2.0,0.0,0.0
84651d9ffffffff,36.0,0.0,0.0
84651dbffffffff,4.0,0.0,0.0
846520dffffffff,70.0,0.0,0.0
8465227ffffffff,4.0,0.0,0.0
8465231ffffffff,10.0,0.0,0.0
8465263ffffffff,4.0,0.0,0.0
846526bffffffff,8.0,0.0,0.0
8465313ffffffff,3.0,0.0,0.0
84658b1ffffffff,1.0,0.0,0.0
84658b3ffffffff,1.0,0.0,0.0
8468025ffffffff,32.0,0.0,2.0
846811dffffffff,2.0,0.0,0.0
8468157ffffffff,4.0,0.0,2.0
84681d5ffffffff,2.0,0.0,0.0
8468d29ffffffff,1.0,0.0,0.0
8472d27ffffffff,2.0,0.0,0.0
847a401ffffffff,2.0,0.0,0.0
847a405ffffffff,2.0,0.0,0.0
847a407ffffffff,3.0,0.0,0.0
847a41bffffffff,1.0,0.0,0.0
847a41dffffffff,1.0,0.0,0.0
847a43bffffffff,1.0,0.0,0.0
847a459ffffffff,2.0,0.0,0.0
847a6adffffffff,3.0,0.0,0.0
847a6e5ffffffff,3.0,0.0,0.0
847b4c1ffffffff,1.0,0.0,0.0
8494235ffffffff,9.0,0.0,0.0
849451dffffffff,6.0,0.0,0.0
849480bffffffff,1.0,0.0,0.0
8494811ffffffff,6.0,0.0,0.0
849481dffffffff,6.0,0.0,0.0
84a631bffffffff,2.0,0.0,0.0
84bc697ffffffff,3.0,1.0,0.0
84c9931ffffffff,5.0,0.0,0.0
