cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
84396c7ffffffff,6.0,0.0,0.0
84396e9ffffffff,1.0,0.0,0.0
8439733ffffffff,5.0,0.0,0.0
8439a99ffffffff,6.0,0.0,0.0
843c029ffffffff,11.0,0.0,0.0
843c0a5ffffffff,3.0,0.0,0.0
843c0e3ffffffff,9.0,0.0,0.0
843c159ffffffff,6.0,6.0,0.0
843c199ffffffff,22.0,0.0,0.0
843c1b5ffffffff,23.0,0.0,0.0
843c1c3ffffffff,14.0,0.0,0.0
843c1e1ffffffff,2.0,0.0,0.0
843c33dffffffff,2.0,0.0,0.0
843c521ffffffff,2.0,0.0,0.0
843c581ffffffff,2.0,0.0,0.0
843c585ffffffff,9.0,0.0,0.0
843c589ffffffff,2.0,0.0,0.0
843c5a9ffffffff,36.0,0.0,4.0
843c5b7ffffffff,3.0,0.0,0.0
843c5bdffffffff,2.0,0.0,0.0
843c899ffffffff,1.0,0.0,0.0
843c8d3ffffffff,4.0,0.0,0.0
843c8d9ffffffff,2.0,0.0,0.0
843c8dbffffffff,16.0,0.0,0.0
843c8e5ffffffff,6.0,0.0,0.0
843c925ffffffff,3.0,0.0,0.0
843c931ffffffff,9.0,2.0,0.0
843c943ffffffff,3.0,0.0,0.0
843c9d9ffffffff,20.0,0.0,0.0
843ca97ffffffff,2.0,0.0,0.0
843cb09ffffffff,4.0,0.0,0.0
843cb11ffffffff,1.0,0.0,0.0
843cb15ffffffff,3.0,0.0,0.0
843ce01ffffffff,5.0,0.0,0.0
843ce03ffffffff,4.0,0.0,0.0
843ce15ffffffff,18.0,0.0,0.0
843ce45ffffffff,12.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0
843ce55ffffffff,2.0,0.0,0.0
843ce57ffffffff,3.0,0.0,0.0
843cea7ffffffff,6.0,0.0,0.0
843cec1ffffffff,18.0,0.0,6.0
843cec3ffffffff,10.0,4.0,4.0
843cecdffffffff,1.0,0.0,0.0
843ced3ffffffff,1.0,0.0,0.0
843cedbffffffff,1.0,0.0,0.0
843cf0dffffffff,4.0,0.0,0.0
843cf11ffffffff,42.0,7.0,0.0
843cf17ffffffff,3.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0
843cf29ffffffff,44.0,0.0,0.0
843cf2dffffffff,29.0,2.0,0.0
843cf41ffffffff,2.0,0.0,0.0
843cf43ffffffff,4.0,0.0,0.0
843cf49ffffffff,5.0,0.0,0.0
843cf69ffffffff,1.0,0.0,0.0
843d005ffffffff,3.0,0.0,0.0
843d049ffffffff,2.0,0.0,0.0
843d04dffffffff,7.0,0.0,1.0
843d135ffffffff,7.0,0.0,0.0
843d13dffffffff,2.0,0.0,0.0
843d147ffffffff,2.0,0.0,0.0
843d323ffffffff,2.0,0.0,0.0
843d34bffffffff,7.0,0.0,4.0
843d351ffffffff,2.0,0.0,2.0
843d353ffffffff,9.0,0.0,9.0
843d359ffffffff,13.0,0.0,13.0
843d35dffffffff,11.0,0.0,4.0
843d8d5ffffffff,5.0,0.0,0.0
843da11ffffffff,59.0,4.0,2.0
843da13ffffffff,5.0,0.0,0.0
843da1bffffffff,9.0,0.0,0.0
843da1dffffffff,28.0,3.0,3.0
843da2dffffffff,2.0,2.0,0.0
843da37ffffffff,8.0,4.0,0.0
843daa5ffffffff,2.0,0.0,0.0
843dad5ffffffff,10.0,0.0,0.0
843e451ffffffff,9.0,0.0,0.0
843e457ffffffff,21.0,0.0,0.0
843e689ffffffff,11.0,0.0,0.0
843e6a7ffffffff,6.0,0.0,0.0
843e6c3ffffffff,7.0,0.0,0.0
843e6c9ffffffff,2.0,0.0,0.0
843e6cbffffffff,2.0,0.0,0.0
843f441ffffffff,2.0,0.0,0.0
843f4d3ffffffff,6.0,0.0,0.0
843f62bffffffff,1.0,0.0,0.0
843f731ffffffff,2.0,0.0,0.0
843f755ffffffff,2.0,0.0,0.0
84402d7ffffffff,2.0,0.0,0.0
8440499ffffffff,2.0,0.0,0.0
84404ddffffffff,3.0,3.0,0.0
8440e39ffffffff,6.0,0.0,0.0
8440e5dffffffff,4.0,0.0,0.0
8441037ffffffff,2.0,0.0,0.0
84411cbffffffff,16.0,2.0,0.0
84414d9ffffffff,19.0,0.0,0.0
84416b7ffffffff,2.0,0.0,0.0
8441925ffffffff,2.0,2.0,0.0
844192dffffffff,6.0,2.0,0.0
8441a09ffffffff,2.0,0.0,0.0
8441a43ffffffff,1.0,0.0,0.0
8441b43ffffffff,11.0,0.0,0.0
8441b51ffffffff,2.0,0.0,0.0
8441b5dffffffff,5.0,4.0,0.0
8442499ffffffff,3.0,0.0,0.0
844249bffffffff,2.0,2.0,0.0
8442c07ffffffff,2.0,0.0,0.0
8442c13ffffffff,4.0,1.0,0.0
8442c27ffffffff,3.0,0.0,0.0
8442c2dffffffff,6.0,0.0,0.0
8442c39ffffffff,2.0,0.0,0.0
8442c43ffffffff,1.0,0.0,0.0
8442c4bffffffff,3.0,0.0,0.0
8442c5dffffffff,4.0,0.0,0.0
8442cabffffffff,4.0,0.0,0.0
8442ccdffffffff,1.0,1.0,0.0
8442cddffffffff,3.0,0.0,0.0
8442ce1ffffffff,1.0,0.0,0.0
8442ce3ffffffff,1.0,1.0,0.0
8442ce9ffffffff,6.0,0.0,1.0
8442db7ffffffff,2.0,0.0,0.0
8442dcdffffffff,2.0,0.0,0.0
8442eb1ffffffff,2.0,0.0,0.0
8442eb5ffffffff,3.0,0.0,0.0
84431e9ffffffff,5.0,0.0,0.0
8443603ffffffff,3.0,0.0,0.0
844360bffffffff,2.0,0.0,0.0
8443a33ffffffff,1.0,0.0,0.0
8443acdffffffff,1.0,0.0,0.0
8443ae5ffffffff,3.0,2.0,0.0
844b26dffffffff,26.0,2.0,0.0
844b30bffffffff,14.0,0.0,0.0
844b9cdffffffff,1.0,0.0,0.0
844ba05ffffffff,3.0,0.0,0.0
844ba1dffffffff,2.0,0.0,0.0
844bb11ffffffff,10.0,0.0,0.0
84529b5ffffffff,2.0,0.0,0.0
8453551ffffffff,2.0,0.0,0.0
8453553ffffffff,2.0,0.0,0.0
8460025ffffffff,4.0,0.0,0.0
846002dffffffff,1.0,0.0,0.0
8460113ffffffff,1.0,0.0,0.0
8460135ffffffff,3.0,0.0,0.0
8460141ffffffff,2.0,0.0,0.0
846014bffffffff,25.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460155ffffffff,3.0,0.0,0.0
8460159ffffffff,2.0,0.0,0.0
846015dffffffff,58.0,0.0,0.0
8460169ffffffff,6.0,0.0,0.0
8460221ffffffff,2.0,0.0,0.0
8460263ffffffff,3.0,0.0,0.0
8460301ffffffff,2.0,0.0,0.0
8460313ffffffff,22.0,0.0,0.0
8460315ffffffff,3.0,0.0,0.0
846031bffffffff,17.0,0.0,0.0
8460335ffffffff,2.0,0.0,0.0
8460339ffffffff,4.0,0.0,0.0
846033bffffffff,24.0,0.0,0.0
8460369ffffffff,8.0,0.0,0.0
8460841ffffffff,3.0,0.0,0.0
846084bffffffff,3.0,0.0,0.0
846088dffffffff,2.0,0.0,0.0
84608a1ffffffff,1.0,0.0,0.0
84608e9ffffffff,1.0,0.0,0.0
8460901ffffffff,2.0,0.0,0.0
8460961ffffffff,2.0,0.0,0.0
8460987ffffffff,2.0,0.0,0.0
8460999ffffffff,12.0,0.0,0.0
846099bffffffff,1.0,0.0,0.0
84609b7ffffffff,2.0,0.0,0.0
84609e1ffffffff,8.0,4.0,4.0
8460a13ffffffff,2.0,0.0,0.0
8460a15ffffffff,3.0,0.0,0.0
8460a1bffffffff,5.0,0.0,0.0
8460a25ffffffff,6.0,0.0,0.0
8460a47ffffffff,2.0,0.0,0.0
8460a61ffffffff,5.0,0.0,0.0
8460a91ffffffff,79.0,3.0,0.0
8460a97ffffffff,1.0,0.0,0.0
8460a99ffffffff,1.0,0.0,0.0
8460aadffffffff,2.0,0.0,0.0
8460ad3ffffffff,2.0,0.0,0.0
8460b1bffffffff,3.0,0.0,0.0
8461021ffffffff,1.0,0.0,0.0
8461067ffffffff,2.0,0.0,0.0
84611cbffffffff,53.0,0.0,0.0
8461885ffffffff,4.0,0.0,0.0
8461893ffffffff,9.0,0.0,0.0
84618c5ffffffff,161.0,0.0,0.0
84619bdffffffff,5.0,0.0,0.0
84640b9ffffffff,2.0,0.0,0.0
84641bdffffffff,2.0,0.0,0.0
8464847ffffffff,3.0,0.0,0.0
8464901ffffffff,1.0,1.0,0.0
846491dffffffff,1.0,0.0,0.0
8464a21ffffffff,1.0,0.0,0.0
8464a29ffffffff,2.0,2.0,0.0
8464b1bffffffff,2.0,2.0,0.0
8464b49ffffffff,1.0,0.0,0.0
8464e49ffffffff,4.0,0.0,0.0
846520dffffffff,1.0,0.0,0.0
847ac87ffffffff,4.0,0.0,0.0
8494803ffffffff,3.0,0.0,0.0
8494ed3ffffffff,10.0,10.0,0.0
84ad369ffffffff,5.0,0.0,0.0
84b9127ffffffff,12.0,0.0,0.0
84bcf21ffffffff,2.0,0.0,0.0
84bee4bffffffff,5.0,0.0,0.0
