cell_id,Rissa tridactyla,Rissa tridactyla tridactyla,Rissa tridactyla pollicaris
831f53fffffffff,4.0,0.0,0.0
831f71fffffffff,1.0,0.0,0.0
831f72fffffffff,12.0,0.0,0.0
831f83fffffffff,3.0,0.0,0.0
831f85fffffffff,6.0,0.0,0.0
831f88fffffffff,2.0,2.0,0.0
831f91fffffffff,2.0,0.0,0.0
831fa3fffffffff,1.0,0.0,0.0
831fabfffffffff,2.0,0.0,0.0
831fb0fffffffff,2.0,0.0,0.0
831fb2fffffffff,2.0,0.0,0.0
831fb6fffffffff,4.0,0.0,0.0
8322d0fffffffff,49.0,0.0,4.0
8322dbfffffffff,43.0,0.0,39.0
832431fffffffff,1.0,0.0,0.0
83248bfffffffff,2.0,0.0,0.0
832602fffffffff,1.0,0.0,0.0
832603fffffffff,15.0,0.0,0.0
83260dfffffffff,1.0,0.0,0.0
83262cfffffffff,7.0,0.0,0.0
832633fffffffff,12.0,0.0,0.0
832640fffffffff,3.0,0.0,0.0
832644fffffffff,11.0,0.0,0.0
832646fffffffff,8.0,0.0,0.0
832649fffffffff,25.0,0.0,0.0
83264bfffffffff,18.0,0.0,0.0
83264cfffffffff,4.0,0.0,0.0
83264efffffffff,13.0,0.0,0.0
832651fffffffff,2.0,0.0,0.0
832652fffffffff,2.0,0.0,0.0
832653fffffffff,2.0,0.0,0.0
832654fffffffff,4.0,0.0,0.0
832656fffffffff,3.0,0.0,0.0
83265afffffffff,4.0,0.0,0.0
83265bfffffffff,2.0,0.0,0.0
832662fffffffff,30.0,0.0,0.0
832664fffffffff,135.0,2.0,0.0
832666fffffffff,2.0,0.0,0.0
832668fffffffff,4.0,0.0,0.0
832669fffffffff,2.0,0.0,0.0
83266cfffffffff,2.0,0.0,0.0
83266dfffffffff,3.0,0.0,0.0
832673fffffffff,3.0,0.0,0.0
832674fffffffff,6.0,0.0,0.0
832675fffffffff,6.0,0.0,0.0
832676fffffffff,1.0,0.0,0.0
832688fffffffff,62.0,0.0,0.0
83268bfffffffff,2.0,0.0,0.0
83268cfffffffff,108.0,0.0,0.0
83268dfffffffff,3.0,0.0,0.0
83268efffffffff,8.0,0.0,0.0
832696fffffffff,4.0,0.0,0.0
83269cfffffffff,2.0,0.0,0.0
8326a8fffffffff,2.0,0.0,0.0
8326aafffffffff,141.0,0.0,0.0
8326acfffffffff,4.0,0.0,0.0
8326adfffffffff,1.0,0.0,0.0
8326b0fffffffff,3.0,0.0,0.0
8326c5fffffffff,5.0,0.0,0.0
8326c8fffffffff,22.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0
8326cbfffffffff,1.0,0.0,0.0
8326dbfffffffff,29.0,0.0,0.0
8326e1fffffffff,47.0,0.0,0.0
8326e2fffffffff,6.0,0.0,0.0
8326e5fffffffff,79.0,0.0,0.0
8326e6fffffffff,10.0,0.0,0.0
8326e8fffffffff,9.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0
83270afffffffff,2.0,0.0,0.0
832719fffffffff,2.0,0.0,0.0
832743fffffffff,12.0,0.0,0.0
832745fffffffff,6.0,0.0,0.0
832746fffffffff,2.0,0.0,0.0
832748fffffffff,2.0,0.0,0.0
83274afffffffff,111.0,0.0,0.0
83274dfffffffff,10.0,0.0,0.0
83274efffffffff,7.0,0.0,0.0
832754fffffffff,11.0,0.0,0.0
832756fffffffff,41.0,0.0,0.0
832758fffffffff,10.0,0.0,0.0
832759fffffffff,20.0,0.0,0.0
83275afffffffff,1.0,0.0,0.0
83275cfffffffff,4.0,0.0,0.0
83275dfffffffff,59.0,0.0,0.0
832763fffffffff,17.0,0.0,0.0
832769fffffffff,10.0,0.0,0.0
83276bfffffffff,1.0,0.0,0.0
83276dfffffffff,2.0,0.0,0.0
832771fffffffff,2.0,0.0,0.0
832772fffffffff,2.0,0.0,0.0
8327a6fffffffff,4.0,2.0,0.0
8327a9fffffffff,32.0,0.0,0.0
832800fffffffff,1.0,0.0,0.0
832802fffffffff,107.0,0.0,0.0
832803fffffffff,9.0,0.0,0.0
832806fffffffff,5.0,0.0,0.0
832819fffffffff,5.0,0.0,0.0
83281cfffffffff,1.0,0.0,0.0
83281dfffffffff,3.0,0.0,0.0
832830fffffffff,18.0,0.0,0.0
832831fffffffff,11.0,0.0,0.0
832832fffffffff,16.0,0.0,0.0
832833fffffffff,27.0,0.0,0.0
832834fffffffff,667.0,0.0,3.0
832835fffffffff,177.0,0.0,0.0
832888fffffffff,9.0,0.0,0.0
83288cfffffffff,1.0,0.0,0.0
83288dfffffffff,5.0,0.0,0.0
832890fffffffff,3.0,0.0,2.0
832892fffffffff,4.0,0.0,0.0
8328c2fffffffff,40.0,0.0,0.0
8328c6fffffffff,48.0,0.0,1.0
8328cafffffffff,3.0,0.0,0.0
8328cefffffffff,12.0,0.0,0.0
8328d1fffffffff,88.0,0.0,0.0
8328d5fffffffff,14.0,0.0,0.0
8328d8fffffffff,10.0,0.0,0.0
8328d9fffffffff,2.0,0.0,0.0
8328dcfffffffff,16.0,0.0,0.0
8328ddfffffffff,4.0,0.0,0.0
8328f0fffffffff,80.0,0.0,0.0
8328f1fffffffff,4.0,0.0,0.0
8328f3fffffffff,2.0,0.0,0.0
8328f5fffffffff,1.0,0.0,0.0
832912fffffffff,15.0,0.0,0.0
832913fffffffff,11.0,0.0,0.0
83291afffffffff,6.0,0.0,0.0
83291bfffffffff,30.0,0.0,0.0
832986fffffffff,50.0,0.0,0.0
832989fffffffff,6.0,0.0,0.0
83298cfffffffff,2.0,0.0,0.0
83298dfffffffff,7.0,0.0,0.0
832995fffffffff,1.0,0.0,0.0
8329a0fffffffff,5.0,0.0,0.0
8329a1fffffffff,10.0,0.0,0.0
8329a4fffffffff,170.0,0.0,0.0
8329a5fffffffff,95.0,0.0,0.0
8329a6fffffffff,6.0,0.0,0.0
8329a9fffffffff,1.0,0.0,0.0
8329acfffffffff,3.0,0.0,0.0
8329adfffffffff,34.0,0.0,0.0
8329b0fffffffff,17.0,0.0,0.0
8329b5fffffffff,35.0,0.0,0.0
8329b6fffffffff,29.0,0.0,0.0
832a02fffffffff,7.0,0.0,0.0
832a04fffffffff,2.0,0.0,0.0
832a06fffffffff,31.0,0.0,0.0
832a10fffffffff,153.0,0.0,0.0
832a11fffffffff,366.0,0.0,0.0
832a12fffffffff,2.0,0.0,0.0
832a13fffffffff,69.0,4.0,0.0
832a14fffffffff,8.0,0.0,0.0
832a15fffffffff,285.0,0.0,0.0
832a16fffffffff,6.0,0.0,0.0
832a1afffffffff,628.0,0.0,0.0
832a1cfffffffff,7.0,0.0,0.0
832a1efffffffff,142.0,0.0,0.0
832a30fffffffff,136.0,0.0,0.0
832a31fffffffff,324.0,3.0,0.0
832a32fffffffff,2.0,0.0,0.0
832a33fffffffff,24.0,0.0,0.0
832a34fffffffff,27.0,0.0,0.0
832a36fffffffff,9.0,0.0,0.0
832a4cfffffffff,3.0,0.0,0.0
832a81fffffffff,2.0,0.0,0.0
832a89fffffffff,4.0,0.0,0.0
832a92fffffffff,2.0,0.0,0.0
832a93fffffffff,29.0,0.0,0.0
832a94fffffffff,23.0,0.0,0.0
832a95fffffffff,116.0,3.0,0.0
832a99fffffffff,6.0,0.0,0.0
832aa1fffffffff,3.0,0.0,0.0
832aa3fffffffff,10.0,0.0,0.0
832aa4fffffffff,17.0,0.0,0.0
832aa6fffffffff,35.0,3.0,0.0
832aa8fffffffff,9.0,0.0,0.0
832aa9fffffffff,4.0,0.0,0.0
832aacfffffffff,7.0,0.0,0.0
832aadfffffffff,133.0,0.0,0.0
832aaefffffffff,6.0,0.0,0.0
832ab0fffffffff,17.0,0.0,0.0
832ab2fffffffff,61.0,0.0,0.0
832ab3fffffffff,70.0,0.0,0.0
832ab5fffffffff,13.0,0.0,0.0
832ab6fffffffff,45.0,0.0,0.0
832ac6fffffffff,20.0,0.0,0.0
832ad0fffffffff,44.0,1.0,0.0
832ad6fffffffff,4.0,0.0,0.0
832af0fffffffff,10.0,0.0,0.0
832af1fffffffff,17.0,0.0,0.0
832af4fffffffff,55.0,0.0,0.0
832af6fffffffff,35.0,0.0,0.0
832b00fffffffff,8.0,0.0,0.0
832b03fffffffff,7.0,0.0,0.0
832b05fffffffff,6.0,0.0,0.0
832b0afffffffff,32.0,0.0,0.0
832b0cfffffffff,16.0,0.0,0.0
832b0efffffffff,5.0,0.0,0.0
832b12fffffffff,41.0,0.0,0.0
832b14fffffffff,9.0,0.0,0.0
832b16fffffffff,101.0,0.0,0.0
832b18fffffffff,22.0,0.0,0.0
832b19fffffffff,25.0,0.0,0.0
832b1bfffffffff,15.0,0.0,0.0
832b1cfffffffff,16.0,0.0,0.0
832b1dfffffffff,30.0,0.0,0.0
832b21fffffffff,2.0,0.0,0.0
832b23fffffffff,10.0,0.0,0.0
832b25fffffffff,4.0,0.0,0.0
832b29fffffffff,4.0,0.0,0.0
832b2cfffffffff,7.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0
832b30fffffffff,7.0,0.0,0.0
832b31fffffffff,35.0,0.0,0.0
832b33fffffffff,6.0,0.0,0.0
832b80fffffffff,1.0,0.0,0.0
832b81fffffffff,5.0,0.0,0.0
832b83fffffffff,9.0,0.0,0.0
832b89fffffffff,6.0,0.0,0.0
832b8afffffffff,44.0,0.0,0.0
832b8cfffffffff,17.0,0.0,0.0
832b8dfffffffff,1.0,0.0,0.0
832b98fffffffff,4.0,0.0,0.0
832b99fffffffff,48.0,0.0,0.0
832b9afffffffff,13.0,0.0,0.0
832b9bfffffffff,544.0,4.0,0.0
832b9cfffffffff,4.0,0.0,0.0
832b9dfffffffff,2.0,0.0,0.0
832ba0fffffffff,2.0,0.0,0.0
832ba5fffffffff,8.0,0.0,0.0
832baafffffffff,101.0,0.0,0.0
832babfffffffff,2.0,0.0,0.0
832bacfffffffff,46.0,0.0,0.0
832baefffffffff,6.0,0.0,0.0
832c0bfffffffff,22.0,0.0,0.0
832c20fffffffff,2.0,0.0,0.0
832c24fffffffff,3.0,0.0,0.0
832c93fffffffff,2.0,0.0,0.0
832cc3fffffffff,4.0,0.0,0.0
832d0efffffffff,1.0,0.0,0.0
832da1fffffffff,11.0,0.0,0.0
832db0fffffffff,11.0,0.0,0.0
832db5fffffffff,2.0,2.0,0.0
832db6fffffffff,2.0,0.0,0.0
832e44fffffffff,3.0,0.0,0.0
8330d1fffffffff,1.0,0.0,0.0
83318dfffffffff,3.0,0.0,0.0
8331aafffffffff,7.0,0.0,0.0
833426fffffffff,15.0,0.0,0.0
833434fffffffff,29.0,0.0,0.0
83344cfffffffff,4.0,0.0,0.0
833466fffffffff,2.0,0.0,0.0
833469fffffffff,1.0,0.0,0.0
83346bfffffffff,5.0,0.0,0.0
83351bfffffffff,21.0,0.0,0.0
8335a8fffffffff,1.0,0.0,0.0
8335a9fffffffff,9.0,0.0,0.0
833820fffffffff,2.0,0.0,0.0
833824fffffffff,2.0,0.0,0.0
833901fffffffff,2.0,0.0,0.0
833903fffffffff,10.0,0.0,0.0
833906fffffffff,3.0,0.0,0.0
83390dfffffffff,6.0,0.0,0.0
833910fffffffff,46.0,0.0,0.0
833911fffffffff,16.0,0.0,0.0
833915fffffffff,19.0,0.0,0.0
833918fffffffff,2.0,0.0,0.0
833919fffffffff,9.0,0.0,0.0
83391afffffffff,5.0,0.0,0.0
83391bfffffffff,8.0,0.0,0.0
83391cfffffffff,10.0,0.0,0.0
83391efffffffff,10.0,0.0,0.0
833920fffffffff,1.0,0.0,0.0
833922fffffffff,52.0,0.0,0.0
833925fffffffff,38.0,0.0,0.0
833929fffffffff,4.0,0.0,0.0
83392bfffffffff,15.0,0.0,0.0
83392cfffffffff,2.0,0.0,0.0
83392dfffffffff,10.0,0.0,0.0
833931fffffffff,51.0,0.0,0.0
833933fffffffff,36.0,0.0,0.0
833944fffffffff,3.0,0.0,0.0
833945fffffffff,5.0,0.0,0.0
833946fffffffff,3.0,0.0,0.0
833950fffffffff,13.0,0.0,0.0
833954fffffffff,52.0,0.0,0.0
833955fffffffff,3.0,0.0,0.0
833956fffffffff,9.0,0.0,0.0
83395cfffffffff,3.0,0.0,0.0
833960fffffffff,4.0,0.0,0.0
833966fffffffff,4.0,0.0,0.0
833973fffffffff,1.0,0.0,0.0
833974fffffffff,2.0,0.0,0.0
833975fffffffff,10.0,0.0,0.0
833982fffffffff,2.0,2.0,0.0
833c89fffffffff,1.0,0.0,0.0
833e68fffffffff,4.0,0.0,0.0
833f64fffffffff,1.0,0.0,0.0
834071fffffffff,2.0,0.0,0.0
8340e2fffffffff,2.0,0.0,0.0
834103fffffffff,2.0,0.0,0.0
834109fffffffff,2.0,0.0,0.0
834233fffffffff,2.0,0.0,0.0
834414fffffffff,3.0,0.0,0.0
83441efffffffff,138.0,8.0,0.0
834441fffffffff,1.0,0.0,0.0
834445fffffffff,5.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0
834450fffffffff,2.0,0.0,0.0
83445afffffffff,2.0,0.0,0.0
83445cfffffffff,16.0,0.0,0.0
834463fffffffff,7.0,0.0,0.0
834468fffffffff,15.0,0.0,0.0
83446cfffffffff,42.0,0.0,0.0
83446efffffffff,20.0,0.0,0.0
834473fffffffff,15.0,0.0,0.0
8344a1fffffffff,2.0,0.0,0.0
8344a8fffffffff,5.0,0.0,0.0
8344abfffffffff,7.0,0.0,0.0
8344aefffffffff,37.0,0.0,0.0
8344b1fffffffff,1.0,0.0,0.0
8344c3fffffffff,12.0,0.0,0.0
8344cafffffffff,2.0,0.0,0.0
8344cdfffffffff,2.0,0.0,0.0
8344d4fffffffff,4.0,0.0,0.0
8344d5fffffffff,20.0,0.0,0.0
8344d9fffffffff,5.0,0.0,0.0
8344dbfffffffff,9.0,0.0,0.0
8344eafffffffff,21.0,2.0,0.0
8344ebfffffffff,4.0,0.0,0.0
8344f0fffffffff,8.0,0.0,0.0
8344f6fffffffff,13.0,0.0,0.0
8347a3fffffffff,2.0,0.0,0.0
834809fffffffff,2.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0
834836fffffffff,2.0,0.0,0.0
83485cfffffffff,2.0,0.0,0.0
83485efffffffff,4.0,0.0,0.0
834890fffffffff,13.0,0.0,0.0
834892fffffffff,2.0,0.0,0.0
834895fffffffff,16.0,0.0,0.0
83489afffffffff,15.0,0.0,0.0
83489cfffffffff,2.0,0.0,0.0
8348a0fffffffff,7.0,0.0,0.0
8348a2fffffffff,18.0,0.0,0.0
8348b2fffffffff,17.0,0.0,0.0
8348c0fffffffff,6.0,0.0,0.0
8348c6fffffffff,17.0,0.0,0.0
8348cafffffffff,1.0,0.0,0.0
8348cdfffffffff,10.0,0.0,0.0
8348d0fffffffff,1.0,0.0,0.0
8348defffffffff,14.0,0.0,0.0
8348e8fffffffff,16.0,0.0,0.0
8348e9fffffffff,6.0,0.0,0.0
8348ebfffffffff,5.0,0.0,0.0
8348f2fffffffff,27.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
834996fffffffff,2.0,0.0,0.0
834b75fffffffff,4.0,0.0,4.0
834ba1fffffffff,1.0,0.0,0.0
834ba6fffffffff,4.0,0.0,4.0
836006fffffffff,1.0,0.0,0.0
83608bfffffffff,4.0,0.0,0.0
8360a9fffffffff,1.0,0.0,0.0
83658bfffffffff,31.0,0.0,6.0
836752fffffffff,2.0,0.0,0.0
