cell_id,Psilopogon haemacephalus,Psilopogon haemacephalus indicus/delicus,Psilopogon haemacephalus roseus,Psilopogon haemacephalus [haemacephalus Group],Psilopogon haemacephalus [intermedius Group]
833c94fffffffff,417.0,0.0,0.0,0.0,0.0
833c95fffffffff,71.0,0.0,0.0,0.0,0.0
833c96fffffffff,46.0,0.0,0.0,0.0,0.0
833c9cfffffffff,4.0,0.0,0.0,0.0,0.0
833c9dfffffffff,49.0,0.0,0.0,0.0,0.0
833c9efffffffff,10.0,0.0,0.0,0.0,0.0
833ca0fffffffff,11.0,0.0,0.0,0.0,0.0
833ca1fffffffff,6.0,0.0,0.0,0.0,0.0
833ca2fffffffff,208.0,0.0,0.0,0.0,0.0
833ca3fffffffff,21.0,0.0,0.0,0.0,0.0
833ca4fffffffff,91.0,0.0,0.0,0.0,0.0
833ca5fffffffff,6.0,0.0,0.0,0.0,0.0
833ca6fffffffff,8.0,0.0,0.0,0.0,0.0
833ca8fffffffff,139.0,0.0,0.0,0.0,0.0
833ca9fffffffff,223.0,0.0,0.0,0.0,0.0
833caafffffffff,2.0,0.0,0.0,0.0,0.0
833cabfffffffff,120.0,0.0,0.0,0.0,0.0
833cacfffffffff,11.0,0.0,0.0,0.0,0.0
833cadfffffffff,31.0,0.0,0.0,0.0,0.0
833caefffffffff,33.0,0.0,0.0,0.0,0.0
833cb0fffffffff,166.0,0.0,0.0,0.0,0.0
833cb1fffffffff,3175.0,0.0,0.0,0.0,0.0
833cb2fffffffff,7.0,0.0,0.0,0.0,0.0
833cb3fffffffff,207.0,0.0,0.0,0.0,0.0
833cb4fffffffff,497.0,0.0,0.0,0.0,0.0
833cb5fffffffff,1576.0,0.0,0.0,0.0,0.0
833cb6fffffffff,255.0,0.0,0.0,0.0,0.0
833cc0fffffffff,10.0,0.0,0.0,0.0,0.0
833cc2fffffffff,28.0,0.0,0.0,0.0,0.0
833cc4fffffffff,201.0,0.0,0.0,0.0,0.0
833cc5fffffffff,68.0,0.0,0.0,0.0,0.0
833cc6fffffffff,35.0,0.0,0.0,0.0,0.0
833cc9fffffffff,1.0,0.0,0.0,0.0,0.0
833ccafffffffff,10.0,0.0,0.0,0.0,0.0
833ccbfffffffff,5.0,0.0,0.0,0.0,0.0
833cccfffffffff,13.0,0.0,0.0,0.0,0.0
833ccdfffffffff,16.0,0.0,0.0,0.0,0.0
833cd1fffffffff,27.0,0.0,0.0,0.0,0.0
833cd8fffffffff,18.0,0.0,0.0,0.0,0.0
833cd9fffffffff,52.0,0.0,0.0,0.0,0.0
833cdbfffffffff,5.0,0.0,0.0,0.0,0.0
833cdcfffffffff,7.0,0.0,0.0,0.0,0.0
833cddfffffffff,3.0,0.0,0.0,0.0,0.0
833cdefffffffff,2.0,0.0,0.0,0.0,0.0
833ce0fffffffff,31.0,0.0,0.0,0.0,0.0
833ce1fffffffff,1162.0,0.0,0.0,0.0,0.0
833ce2fffffffff,11.0,0.0,0.0,0.0,0.0
833ce3fffffffff,5.0,0.0,0.0,0.0,0.0
833ce4fffffffff,91.0,0.0,0.0,0.0,0.0
833ce5fffffffff,64.0,0.0,0.0,0.0,0.0
833ce8fffffffff,4.0,0.0,0.0,0.0,0.0
833ceafffffffff,16.0,0.0,0.0,0.0,0.0
833cebfffffffff,2.0,0.0,0.0,0.0,0.0
833cecfffffffff,704.0,0.0,0.0,0.0,0.0
833cedfffffffff,36.0,0.0,0.0,0.0,0.0
833ceefffffffff,7.0,0.0,0.0,0.0,0.0
833cf0fffffffff,144.0,0.0,0.0,0.0,0.0
833cf1fffffffff,789.0,0.0,0.0,0.0,0.0
833cf2fffffffff,4171.0,0.0,0.0,0.0,0.0
833cf3fffffffff,18.0,0.0,0.0,0.0,0.0
833cf4fffffffff,85.0,0.0,0.0,0.0,0.0
833cf5fffffffff,8.0,0.0,0.0,0.0,0.0
833cf6fffffffff,240.0,0.0,0.0,0.0,0.0
833d10fffffffff,803.0,0.0,0.0,0.0,0.0
833d12fffffffff,6.0,0.0,0.0,0.0,0.0
833d13fffffffff,1110.0,0.0,0.0,0.0,0.0
833d14fffffffff,109.0,0.0,0.0,0.0,0.0
833d16fffffffff,20.0,0.0,0.0,0.0,0.0
833d1afffffffff,1.0,0.0,0.0,0.0,0.0
833d30fffffffff,13.0,0.0,0.0,0.0,0.0
833d32fffffffff,9.0,0.0,0.0,0.0,0.0
833d33fffffffff,13.0,0.0,0.0,0.0,0.0
833d36fffffffff,99.0,0.0,0.0,0.0,0.0
833d80fffffffff,10.0,0.0,0.0,0.0,0.0
833d81fffffffff,2.0,0.0,0.0,0.0,0.0
833d83fffffffff,6.0,0.0,0.0,0.0,0.0
833d84fffffffff,489.0,0.0,0.0,0.0,0.0
833d85fffffffff,206.0,0.0,0.0,0.0,0.0
833d86fffffffff,27.0,0.0,0.0,0.0,0.0
833d88fffffffff,2.0,0.0,0.0,0.0,0.0
833d89fffffffff,6.0,0.0,0.0,0.0,0.0
833d8afffffffff,7.0,0.0,0.0,0.0,0.0
833d8bfffffffff,326.0,0.0,0.0,0.0,0.0
833d8cfffffffff,100.0,0.0,0.0,0.0,0.0
833d8dfffffffff,462.0,0.0,0.0,0.0,0.0
833d8efffffffff,3.0,0.0,0.0,0.0,0.0
833d91fffffffff,208.0,0.0,0.0,0.0,0.0
833d92fffffffff,280.0,0.0,0.0,0.0,0.0
833d93fffffffff,66.0,0.0,0.0,0.0,0.0
833d95fffffffff,2.0,0.0,0.0,0.0,0.0
833d96fffffffff,515.0,0.0,0.0,0.0,0.0
833d98fffffffff,198.0,0.0,0.0,0.0,0.0
833d99fffffffff,241.0,0.0,0.0,0.0,0.0
833d9afffffffff,200.0,0.0,0.0,0.0,0.0
833d9bfffffffff,2373.0,0.0,0.0,0.0,0.0
833d9dfffffffff,816.0,0.0,0.0,0.0,0.0
833d9efffffffff,1049.0,0.0,0.0,0.0,0.0
833da0fffffffff,19.0,0.0,0.0,0.0,0.0
833da1fffffffff,3215.0,0.0,0.0,0.0,0.0
833da2fffffffff,141.0,0.0,0.0,0.0,0.0
833da3fffffffff,754.0,0.0,0.0,0.0,0.0
833da4fffffffff,2.0,0.0,0.0,0.0,0.0
833da5fffffffff,13.0,0.0,0.0,0.0,0.0
833da6fffffffff,44.0,0.0,0.0,0.0,0.0
833da8fffffffff,32.0,0.0,0.0,0.0,0.0
833da9fffffffff,11.0,0.0,0.0,0.0,0.0
833daafffffffff,11.0,0.0,0.0,0.0,0.0
833dabfffffffff,6.0,0.0,0.0,0.0,0.0
833dacfffffffff,44.0,0.0,0.0,0.0,0.0
833dadfffffffff,497.0,0.0,0.0,0.0,0.0
833daefffffffff,8.0,0.0,0.0,0.0,0.0
833db0fffffffff,11.0,0.0,0.0,0.0,0.0
833db1fffffffff,62.0,0.0,0.0,0.0,0.0
833db2fffffffff,98.0,0.0,0.0,0.0,0.0
833db3fffffffff,249.0,0.0,0.0,0.0,0.0
833db4fffffffff,8.0,0.0,0.0,0.0,0.0
833db5fffffffff,31.0,0.0,0.0,0.0,0.0
833db6fffffffff,197.0,0.0,0.0,0.0,0.0
834049fffffffff,30.0,0.0,0.0,0.0,0.0
83404cfffffffff,47.0,0.0,0.0,0.0,0.0
83404dfffffffff,32.0,0.0,0.0,0.0,0.0
834061fffffffff,5.0,0.0,0.0,0.0,0.0
834065fffffffff,66.0,0.0,0.0,0.0,0.0
834069fffffffff,3.0,0.0,0.0,0.0,0.0
83406bfffffffff,18.0,0.0,0.0,0.0,0.0
834160fffffffff,4.0,0.0,0.0,0.0,0.0
834164fffffffff,4.0,0.0,0.0,0.0,0.0
834168fffffffff,4.0,0.0,0.0,0.0,0.0
834169fffffffff,9.0,0.0,0.0,0.0,0.0
83416bfffffffff,20.0,0.0,0.0,0.0,0.0
83416cfffffffff,27.0,0.0,0.0,0.0,0.0
83416dfffffffff,42.0,0.0,0.0,0.0,0.0
83416efffffffff,11.0,0.0,0.0,0.0,0.0
834249fffffffff,96.0,0.0,0.0,0.0,0.0
83424bfffffffff,1.0,0.0,0.0,0.0,0.0
834259fffffffff,11.0,0.0,0.0,0.0,0.0
83425afffffffff,74.0,0.0,0.0,0.0,0.0
834269fffffffff,246.0,0.0,0.0,0.0,0.0
8342c0fffffffff,280.0,0.0,0.0,0.0,0.0
8342c1fffffffff,21.0,0.0,0.0,0.0,0.0
8342c2fffffffff,224.0,0.0,0.0,0.0,0.0
8342c3fffffffff,229.0,0.0,0.0,0.0,0.0
8342c6fffffffff,52.0,0.0,0.0,0.0,0.0
8342c8fffffffff,135.0,0.0,0.0,0.0,0.0
8342c9fffffffff,17.0,0.0,0.0,0.0,0.0
8342cafffffffff,303.0,0.0,0.0,0.0,0.0
8342cbfffffffff,52.0,0.0,0.0,0.0,0.0
8342ccfffffffff,900.0,0.0,0.0,0.0,0.0
8342cdfffffffff,129.0,0.0,0.0,0.0,0.0
8342cefffffffff,528.0,0.0,0.0,0.0,0.0
8342d1fffffffff,14.0,0.0,0.0,0.0,0.0
8342d9fffffffff,406.0,0.0,0.0,0.0,0.0
8342dbfffffffff,502.0,0.0,0.0,0.0,0.0
8342dcfffffffff,269.0,0.0,0.0,0.0,0.0
8342ddfffffffff,244.0,0.0,0.0,0.0,0.0
8342e9fffffffff,12.0,0.0,0.0,0.0,0.0
8342ebfffffffff,197.0,0.0,0.0,0.0,0.0
836002fffffffff,697.0,0.0,0.0,0.0,0.0
836004fffffffff,22.0,0.0,0.0,0.0,0.0
836006fffffffff,562.0,0.0,0.0,0.0,0.0
836010fffffffff,160.0,0.0,0.0,0.0,0.0
836011fffffffff,780.0,0.0,0.0,0.0,0.0
836012fffffffff,72.0,0.0,0.0,0.0,0.0
836013fffffffff,20.0,0.0,0.0,0.0,0.0
836014fffffffff,9944.0,0.0,0.0,0.0,0.0
836015fffffffff,3703.0,0.0,0.0,0.0,0.0
836016fffffffff,9816.0,0.0,0.0,0.0,0.0
83601afffffffff,2.0,0.0,0.0,0.0,0.0
83601efffffffff,1742.0,0.0,0.0,0.0,0.0
836022fffffffff,270.0,0.0,0.0,0.0,0.0
836026fffffffff,745.0,0.0,0.0,0.0,0.0
836030fffffffff,479.0,0.0,0.0,0.0,0.0
836031fffffffff,8725.0,0.0,0.0,0.0,0.0
836032fffffffff,3413.0,0.0,0.0,0.0,0.0
836033fffffffff,7620.0,0.0,0.0,0.0,0.0
836034fffffffff,334.0,0.0,0.0,0.0,0.0
836035fffffffff,598.0,0.0,0.0,0.0,0.0
836036fffffffff,868.0,0.0,0.0,0.0,0.0
836080fffffffff,82.0,0.0,0.0,0.0,0.0
836081fffffffff,37.0,0.0,0.0,0.0,0.0
836082fffffffff,3.0,0.0,0.0,0.0,0.0
836084fffffffff,275.0,0.0,0.0,0.0,0.0
836085fffffffff,42.0,0.0,0.0,0.0,0.0
836086fffffffff,6.0,0.0,0.0,0.0,0.0
836088fffffffff,4380.0,0.0,0.0,0.0,0.0
836089fffffffff,30.0,0.0,0.0,0.0,0.0
83608afffffffff,155.0,0.0,0.0,0.0,0.0
83608bfffffffff,6064.0,0.0,0.0,0.0,0.0
83608cfffffffff,159.0,0.0,0.0,0.0,0.0
83608dfffffffff,195.0,0.0,0.0,0.0,0.0
83608efffffffff,1051.0,0.0,0.0,0.0,0.0
836090fffffffff,168.0,0.0,0.0,0.0,0.0
836091fffffffff,127.0,0.0,0.0,0.0,0.0
836092fffffffff,1147.0,0.0,0.0,0.0,0.0
836093fffffffff,119.0,0.0,0.0,0.0,0.0
836094fffffffff,138.0,0.0,0.0,0.0,0.0
836095fffffffff,13.0,0.0,0.0,0.0,0.0
836096fffffffff,989.0,0.0,0.0,0.0,0.0
836098fffffffff,57.0,0.0,0.0,0.0,0.0
836099fffffffff,250.0,0.0,0.0,0.0,0.0
83609afffffffff,56.0,0.0,0.0,0.0,0.0
83609bfffffffff,83.0,0.0,0.0,0.0,0.0
83609cfffffffff,31.0,0.0,0.0,0.0,0.0
83609dfffffffff,98.0,0.0,0.0,0.0,0.0
83609efffffffff,2366.0,0.0,0.0,0.0,0.0
8360a0fffffffff,90.0,0.0,0.0,0.0,0.0
8360a1fffffffff,271.0,0.0,0.0,0.0,0.0
8360a2fffffffff,1563.0,0.0,0.0,0.0,0.0
8360a3fffffffff,49.0,0.0,0.0,0.0,0.0
8360a4fffffffff,18.0,0.0,0.0,0.0,0.0
8360a5fffffffff,8.0,0.0,0.0,0.0,0.0
8360a6fffffffff,575.0,0.0,0.0,0.0,0.0
8360a8fffffffff,331.0,0.0,0.0,0.0,0.0
8360a9fffffffff,2200.0,0.0,0.0,0.0,0.0
8360aafffffffff,104.0,0.0,0.0,0.0,0.0
8360abfffffffff,253.0,0.0,0.0,0.0,0.0
8360acfffffffff,61.0,0.0,0.0,0.0,0.0
8360adfffffffff,52.0,0.0,0.0,0.0,0.0
8360aefffffffff,112.0,0.0,0.0,0.0,0.0
8360b0fffffffff,20.0,0.0,0.0,0.0,0.0
8360b1fffffffff,1039.0,0.0,0.0,0.0,0.0
8360b2fffffffff,60.0,0.0,0.0,0.0,0.0
8360b3fffffffff,67.0,0.0,0.0,0.0,0.0
8360b4fffffffff,110.0,0.0,0.0,0.0,0.0
8360b5fffffffff,159.0,0.0,0.0,0.0,0.0
8360b6fffffffff,35.0,0.0,0.0,0.0,0.0
8360f6fffffffff,12.0,0.0,0.0,0.0,0.0
836100fffffffff,23.0,0.0,0.0,0.0,0.0
836102fffffffff,530.0,1.0,0.0,0.0,0.0
836103fffffffff,33.0,0.0,0.0,0.0,0.0
836106fffffffff,208.0,0.0,0.0,0.0,0.0
836111fffffffff,353.0,0.0,0.0,0.0,0.0
836113fffffffff,17.0,4.0,0.0,0.0,0.0
836115fffffffff,83.0,0.0,0.0,0.0,0.0
83611afffffffff,50.0,0.0,0.0,0.0,0.0
83611bfffffffff,61.0,0.0,0.0,0.0,0.0
83611cfffffffff,119.0,0.0,0.0,0.0,0.0
83611efffffffff,176.0,0.0,0.0,0.0,0.0
836188fffffffff,976.0,0.0,0.0,0.0,0.0
836189fffffffff,3435.0,0.0,0.0,0.0,0.0
83618afffffffff,20.0,0.0,0.0,0.0,0.0
83618bfffffffff,543.0,0.0,0.0,0.0,0.0
83618cfffffffff,2989.0,0.0,0.0,0.0,0.0
83618dfffffffff,378.0,0.0,0.0,0.0,0.0
83618efffffffff,138.0,0.0,0.0,0.0,0.0
836198fffffffff,9.0,0.0,0.0,0.0,0.0
836199fffffffff,7.0,0.0,0.0,0.0,0.0
83619afffffffff,164.0,0.0,0.0,0.0,0.0
83619bfffffffff,37.0,0.0,0.0,0.0,0.0
83619efffffffff,8.0,0.0,0.0,0.0,0.0
8361a9fffffffff,125.0,0.0,0.0,0.0,0.0
8361abfffffffff,1126.0,0.0,0.0,0.0,0.0
8361adfffffffff,15.0,0.0,0.0,0.0,0.0
836412fffffffff,9.0,0.0,0.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0,0.0,0.0
836416fffffffff,1208.0,8.0,0.0,0.0,0.0
836422fffffffff,98.0,1.0,0.0,0.0,0.0
836426fffffffff,51.0,1.0,0.0,0.0,0.0
836430fffffffff,32.0,2.0,0.0,0.0,0.0
836431fffffffff,123.0,1.0,0.0,0.0,0.0
836432fffffffff,28.0,1.0,0.0,0.0,0.0
836433fffffffff,3.0,0.0,0.0,0.0,0.0
836434fffffffff,54.0,0.0,0.0,0.0,0.0
836435fffffffff,126.0,0.0,0.0,0.0,0.0
836436fffffffff,5.0,0.0,0.0,0.0,0.0
836480fffffffff,104.0,2.0,0.0,0.0,0.0
836481fffffffff,2.0,0.0,0.0,0.0,0.0
836482fffffffff,1278.0,3.0,0.0,0.0,0.0
836483fffffffff,97.0,0.0,0.0,0.0,0.0
836484fffffffff,49.0,0.0,0.0,0.0,0.0
836485fffffffff,19.0,0.0,0.0,0.0,0.0
836486fffffffff,15.0,0.0,0.0,0.0,0.0
836489fffffffff,2.0,0.0,0.0,0.0,0.0
83648afffffffff,1.0,0.0,0.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0,0.0,0.0
83648cfffffffff,105.0,0.0,0.0,0.0,0.0
83648dfffffffff,13.0,0.0,0.0,0.0,0.0
83648efffffffff,11.0,0.0,0.0,0.0,0.0
836490fffffffff,316.0,3.0,0.0,0.0,0.0
836491fffffffff,129.0,1.0,0.0,0.0,0.0
836494fffffffff,2.0,0.0,0.0,0.0,0.0
836495fffffffff,74.0,0.0,0.0,0.0,0.0
836496fffffffff,3.0,0.0,0.0,0.0,0.0
836498fffffffff,41.0,0.0,0.0,0.0,0.0
836499fffffffff,2.0,0.0,0.0,0.0,0.0
83649afffffffff,3.0,0.0,0.0,0.0,0.0
83649bfffffffff,13.0,0.0,0.0,0.0,0.0
83649cfffffffff,27.0,10.0,0.0,0.0,0.0
83649dfffffffff,4.0,0.0,0.0,0.0,0.0
83649efffffffff,4.0,0.0,0.0,0.0,0.0
8364a0fffffffff,129.0,2.0,0.0,0.0,0.0
8364a1fffffffff,29.0,2.0,0.0,0.0,0.0
8364a2fffffffff,269.0,0.0,0.0,0.0,0.0
8364a3fffffffff,142.0,0.0,0.0,0.0,0.0
8364a4fffffffff,3612.0,30.0,0.0,0.0,0.0
8364a5fffffffff,511.0,0.0,0.0,0.0,0.0
8364a6fffffffff,62.0,0.0,0.0,0.0,0.0
8364abfffffffff,2.0,0.0,0.0,0.0,0.0
8364b0fffffffff,2.0,0.0,0.0,0.0,0.0
8364b1fffffffff,68.0,0.0,0.0,0.0,0.0
8364b2fffffffff,4.0,0.0,0.0,0.0,0.0
8364b3fffffffff,18.0,0.0,0.0,0.0,0.0
8364b4fffffffff,148.0,0.0,0.0,0.0,0.0
8364b5fffffffff,100.0,1.0,0.0,0.0,0.0
8364b6fffffffff,53.0,0.0,0.0,0.0,0.0
836500fffffffff,28.0,0.0,0.0,0.0,0.0
836501fffffffff,26.0,0.0,0.0,0.0,0.0
836502fffffffff,1.0,0.0,0.0,0.0,0.0
836503fffffffff,61.0,0.0,0.0,0.0,0.0
836505fffffffff,368.0,0.0,0.0,0.0,0.0
83650dfffffffff,28.0,0.0,0.0,0.0,0.0
83650efffffffff,2.0,0.0,0.0,0.0,0.0
836511fffffffff,3.0,0.0,0.0,0.0,0.0
836518fffffffff,81.0,0.0,0.0,0.0,0.0
836519fffffffff,21.0,0.0,0.0,0.0,0.0
83651bfffffffff,56.0,0.0,0.0,0.0,0.0
83651cfffffffff,17.0,0.0,0.0,0.0,0.0
83651dfffffffff,58.0,0.0,0.0,0.0,0.0
83651efffffffff,7.0,0.0,0.0,0.0,0.0
836520fffffffff,368.0,0.0,0.0,0.0,0.0
836521fffffffff,2.0,0.0,0.0,0.0,0.0
836522fffffffff,18.0,0.0,0.0,0.0,0.0
836523fffffffff,11.0,0.0,0.0,0.0,0.0
836525fffffffff,2.0,0.0,0.0,0.0,0.0
836526fffffffff,340.0,0.0,0.0,0.0,0.0
836529fffffffff,2.0,0.0,0.0,0.0,0.0
83652cfffffffff,4.0,0.0,0.0,0.0,0.0
83652dfffffffff,1.0,0.0,0.0,0.0,0.0
836550fffffffff,2.0,0.0,0.0,0.0,0.0
836580fffffffff,38.0,0.0,0.0,0.0,0.0
836582fffffffff,19.0,0.0,0.0,0.0,0.0
836583fffffffff,6.0,0.0,0.0,0.0,0.0
836584fffffffff,685.0,0.0,0.0,0.0,0.0
836585fffffffff,32.0,0.0,0.0,0.0,0.0
836586fffffffff,9.0,0.0,0.0,0.0,0.0
836588fffffffff,59.0,6.0,0.0,0.0,0.0
836589fffffffff,77.0,0.0,0.0,0.0,0.0
83658afffffffff,305.0,2.0,0.0,0.0,0.0
83658bfffffffff,585.0,2.0,0.0,0.0,0.0
83658efffffffff,38.0,0.0,0.0,0.0,0.0
836590fffffffff,27.0,0.0,0.0,0.0,0.0
836591fffffffff,331.0,0.0,0.0,0.0,0.0
836592fffffffff,4.0,0.0,0.0,0.0,0.0
836593fffffffff,15.0,0.0,0.0,0.0,0.0
836595fffffffff,24.0,0.0,0.0,0.0,0.0
836598fffffffff,79.0,0.0,0.0,0.0,0.0
836599fffffffff,336.0,6.0,0.0,0.0,0.0
83659afffffffff,48.0,0.0,0.0,0.0,0.0
83659bfffffffff,20.0,1.0,0.0,0.0,0.0
83659cfffffffff,476.0,0.0,0.0,0.0,0.0
83659dfffffffff,24.0,0.0,0.0,0.0,0.0
83659efffffffff,23.0,0.0,0.0,0.0,0.0
8365a2fffffffff,3.0,0.0,0.0,0.0,0.0
8365a3fffffffff,3.0,0.0,0.0,0.0,0.0
8365b0fffffffff,243.0,0.0,0.0,0.0,0.0
8365b1fffffffff,5.0,0.0,0.0,0.0,0.0
8365b2fffffffff,109.0,0.0,0.0,0.0,0.0
8365b3fffffffff,64.0,0.0,0.0,0.0,0.0
8365b4fffffffff,4.0,0.0,0.0,0.0,0.0
8365b5fffffffff,136.0,0.0,0.0,0.0,0.0
8365b6fffffffff,11.0,0.0,0.0,0.0,0.0
836841fffffffff,8.0,0.0,0.0,0.0,0.0
836842fffffffff,7.0,0.0,0.0,0.0,0.0
836843fffffffff,89.0,0.0,0.0,0.0,0.0
836844fffffffff,26.0,0.0,0.0,0.0,0.0
836845fffffffff,2.0,0.0,0.0,0.0,0.0
836846fffffffff,66.0,0.0,0.0,0.0,0.0
83684efffffffff,212.0,0.0,0.0,0.0,0.0
836855fffffffff,2.0,0.0,0.0,0.0,0.0
836856fffffffff,50.0,0.0,0.0,0.0,0.0
836858fffffffff,55.0,0.0,0.0,0.0,0.0
83685cfffffffff,322.0,0.0,0.0,0.0,0.0
83685dfffffffff,90.0,0.0,0.0,1.0,0.0
83685efffffffff,256.0,0.0,0.0,0.0,0.0
836862fffffffff,12.0,0.0,0.0,0.0,0.0
836865fffffffff,18.0,0.0,0.0,0.0,0.0
836866fffffffff,16.0,0.0,0.0,0.0,0.0
83686efffffffff,10.0,0.0,0.0,0.0,0.0
836871fffffffff,4.0,0.0,0.0,0.0,0.0
836873fffffffff,1.0,0.0,0.0,0.0,0.0
836875fffffffff,2.0,0.0,0.0,0.0,0.0
836934fffffffff,2.0,0.0,0.0,0.0,0.0
836941fffffffff,31.0,0.0,0.0,0.0,0.0
836943fffffffff,457.0,0.0,0.0,1.0,0.0
836945fffffffff,15.0,0.0,0.0,0.0,0.0
83694afffffffff,7.0,0.0,0.0,0.0,0.0
83694bfffffffff,2.0,0.0,0.0,0.0,0.0
83694cfffffffff,7.0,0.0,0.0,0.0,0.0
83694efffffffff,1654.0,0.0,0.0,2.0,0.0
836958fffffffff,38.0,0.0,0.0,0.0,0.0
836959fffffffff,5.0,0.0,0.0,0.0,0.0
83695cfffffffff,8.0,0.0,0.0,0.0,0.0
83695dfffffffff,34.0,0.0,0.0,0.0,0.0
836968fffffffff,2.0,0.0,0.0,0.0,0.0
83696afffffffff,32.0,0.0,0.0,0.0,0.0
83696bfffffffff,2.0,0.0,0.0,0.0,0.0
83696cfffffffff,8.0,0.0,0.0,1.0,0.0
83696dfffffffff,28.0,0.0,0.0,0.0,0.0
838c10fffffffff,175.0,0.0,5.0,0.0,0.0
838c12fffffffff,1.0,0.0,0.0,0.0,0.0
838c13fffffffff,8.0,0.0,0.0,0.0,0.0
838c14fffffffff,10.0,0.0,0.0,0.0,0.0
838cd1fffffffff,6.0,0.0,0.0,0.0,0.0
838cd2fffffffff,11.0,0.0,0.0,0.0,0.0
838cd3fffffffff,2.0,0.0,0.0,0.0,0.0
838cd5fffffffff,1.0,0.0,0.0,0.0,0.0
838d84fffffffff,1.0,0.0,0.0,0.0,0.0
838d85fffffffff,3.0,0.0,0.0,0.0,0.0
838d8cfffffffff,23.0,0.0,0.0,0.0,0.0
838da2fffffffff,20.0,0.0,0.0,0.0,0.0
838da3fffffffff,1.0,0.0,0.0,0.0,0.0
838da6fffffffff,8.0,0.0,0.0,0.0,0.0
838db1fffffffff,4.0,0.0,0.0,0.0,0.0
838db5fffffffff,475.0,0.0,7.0,0.0,0.0
8395a4fffffffff,14.0,0.0,0.0,0.0,0.0
