cell_id,Pernis ptilorhynchus,Pernis ptilorhynchus orientalis,Pernis ptilorhynchus ruficollis/philippensis,Pernis ptilorhynchus [ptilorhynchus Group]
832c9cfffffffff,3.0,0.0,0.0,0.0
832e2bfffffffff,2.0,0.0,0.0,0.0
832e61fffffffff,3.0,0.0,0.0,0.0
832e68fffffffff,16.0,0.0,0.0,0.0
832e72fffffffff,2.0,0.0,0.0,0.0
832e75fffffffff,10.0,0.0,0.0,0.0
832ec2fffffffff,2.0,0.0,0.0,0.0
832ec3fffffffff,2.0,0.0,0.0,0.0
832ec9fffffffff,5.0,0.0,0.0,0.0
832ecbfffffffff,2.0,0.0,0.0,0.0
832ecdfffffffff,9.0,0.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0,0.0
832f5bfffffffff,2.0,0.0,0.0,0.0
833006fffffffff,32.0,2.0,0.0,0.0
833015fffffffff,2.0,0.0,0.0,0.0
833019fffffffff,31.0,2.0,0.0,0.0
83302bfffffffff,6.0,0.0,0.0,0.0
833030fffffffff,17.0,4.0,0.0,0.0
833032fffffffff,24.0,0.0,0.0,0.0
833036fffffffff,2.0,0.0,0.0,0.0
833083fffffffff,5.0,0.0,0.0,0.0
833091fffffffff,1.0,0.0,0.0,0.0
833092fffffffff,3.0,0.0,0.0,0.0
833098fffffffff,3.0,0.0,0.0,0.0
833099fffffffff,3.0,0.0,0.0,0.0
83309afffffffff,6.0,0.0,0.0,0.0
83309bfffffffff,26.0,0.0,0.0,0.0
83309dfffffffff,6.0,0.0,0.0,0.0
8330a3fffffffff,2.0,0.0,0.0,0.0
8330acfffffffff,2.0,0.0,0.0,0.0
8330c3fffffffff,3.0,0.0,0.0,0.0
8330c6fffffffff,2.0,0.0,0.0,0.0
8330cefffffffff,2.0,0.0,0.0,0.0
8330d4fffffffff,2.0,0.0,0.0,0.0
8330d9fffffffff,6.0,0.0,0.0,0.0
8330e0fffffffff,10.0,2.0,0.0,0.0
8330e1fffffffff,2.0,0.0,0.0,0.0
8330e2fffffffff,11.0,0.0,0.0,0.0
8330e3fffffffff,4.0,0.0,0.0,0.0
8330e5fffffffff,3.0,0.0,0.0,0.0
833142fffffffff,2.0,0.0,0.0,0.0
833163fffffffff,2.0,0.0,0.0,0.0
83316cfffffffff,25.0,0.0,0.0,0.0
83316dfffffffff,8.0,0.0,0.0,0.0
83316efffffffff,23.0,5.0,0.0,0.0
833181fffffffff,1.0,0.0,0.0,0.0
833185fffffffff,50.0,5.0,0.0,0.0
833188fffffffff,2.0,0.0,0.0,0.0
83318cfffffffff,3.0,0.0,0.0,0.0
83318dfffffffff,22.0,3.0,0.0,0.0
8331a8fffffffff,3.0,0.0,0.0,0.0
8331aafffffffff,159.0,4.0,0.0,0.0
8331abfffffffff,4.0,0.0,0.0,0.0
833c02fffffffff,104.0,0.0,5.0,0.0
833c03fffffffff,5.0,0.0,0.0,0.0
833c06fffffffff,10.0,0.0,0.0,0.0
833c0afffffffff,161.0,8.0,0.0,0.0
833c0bfffffffff,17.0,0.0,2.0,0.0
833c14fffffffff,2.0,0.0,0.0,0.0
833c15fffffffff,187.0,0.0,2.0,0.0
833c16fffffffff,2.0,0.0,0.0,0.0
833c18fffffffff,2.0,0.0,0.0,0.0
833c19fffffffff,151.0,0.0,0.0,0.0
833c1afffffffff,4.0,0.0,0.0,0.0
833c1bfffffffff,31.0,0.0,0.0,0.0
833c1cfffffffff,103.0,0.0,0.0,0.0
833c1dfffffffff,107.0,2.0,0.0,0.0
833c1efffffffff,6.0,0.0,0.0,0.0
833c31fffffffff,31.0,0.0,0.0,0.0
833c33fffffffff,54.0,0.0,0.0,0.0
833c36fffffffff,50.0,0.0,0.0,0.0
833c52fffffffff,87.0,0.0,0.0,0.0
833c53fffffffff,2.0,0.0,0.0,0.0
833c56fffffffff,2.0,0.0,0.0,0.0
833c58fffffffff,362.0,0.0,0.0,0.0
833c59fffffffff,13.0,0.0,0.0,0.0
833c5afffffffff,157.0,0.0,0.0,0.0
833c5bfffffffff,69.0,0.0,0.0,0.0
833c5cfffffffff,6.0,0.0,0.0,0.0
833c5efffffffff,21.0,0.0,0.0,0.0
833c68fffffffff,4.0,0.0,0.0,0.0
833c80fffffffff,33.0,0.0,0.0,0.0
833c82fffffffff,5.0,0.0,0.0,0.0
833c83fffffffff,15.0,0.0,0.0,0.0
833c84fffffffff,4.0,0.0,0.0,0.0
833c88fffffffff,15.0,0.0,0.0,0.0
833c89fffffffff,17.0,0.0,0.0,0.0
833c8cfffffffff,109.0,0.0,0.0,0.0
833c8dfffffffff,68.0,0.0,0.0,0.0
833c8efffffffff,42.0,0.0,0.0,0.0
833c90fffffffff,38.0,0.0,0.0,0.0
833c92fffffffff,183.0,0.0,0.0,0.0
833c93fffffffff,10.0,0.0,0.0,0.0
833c94fffffffff,78.0,0.0,0.0,0.0
833c95fffffffff,3.0,0.0,0.0,0.0
833c96fffffffff,44.0,0.0,0.0,0.0
833c9cfffffffff,13.0,0.0,0.0,0.0
833c9dfffffffff,1.0,0.0,0.0,0.0
833c9efffffffff,4.0,0.0,0.0,0.0
833ca0fffffffff,8.0,0.0,0.0,0.0
833ca2fffffffff,30.0,0.0,0.0,0.0
833ca3fffffffff,5.0,0.0,0.0,0.0
833ca4fffffffff,59.0,0.0,0.0,0.0
833ca5fffffffff,1.0,0.0,0.0,0.0
833ca6fffffffff,4.0,0.0,0.0,0.0
833ca8fffffffff,38.0,0.0,0.0,0.0
833ca9fffffffff,106.0,0.0,0.0,0.0
833cabfffffffff,61.0,0.0,0.0,0.0
833cacfffffffff,5.0,0.0,0.0,0.0
833cadfffffffff,5.0,0.0,0.0,0.0
833caefffffffff,2.0,0.0,0.0,0.0
833cb0fffffffff,23.0,0.0,0.0,0.0
833cb1fffffffff,157.0,0.0,0.0,0.0
833cb2fffffffff,2.0,0.0,0.0,0.0
833cb3fffffffff,45.0,0.0,0.0,0.0
833cb4fffffffff,207.0,0.0,0.0,0.0
833cb5fffffffff,357.0,0.0,0.0,0.0
833cb6fffffffff,236.0,0.0,0.0,0.0
833cc0fffffffff,35.0,0.0,0.0,0.0
833cc1fffffffff,7.0,0.0,0.0,0.0
833cc2fffffffff,19.0,0.0,0.0,0.0
833cc3fffffffff,22.0,0.0,0.0,0.0
833cc4fffffffff,82.0,0.0,0.0,0.0
833cc5fffffffff,32.0,0.0,0.0,0.0
833cc6fffffffff,39.0,0.0,0.0,0.0
833cc8fffffffff,3.0,0.0,0.0,0.0
833ccafffffffff,4.0,0.0,0.0,0.0
833ccbfffffffff,5.0,0.0,0.0,0.0
833cccfffffffff,24.0,0.0,0.0,0.0
833ccdfffffffff,2.0,0.0,0.0,0.0
833ccefffffffff,2.0,0.0,0.0,0.0
833cd1fffffffff,3.0,0.0,0.0,0.0
833cd8fffffffff,45.0,9.0,0.0,0.0
833cd9fffffffff,65.0,10.0,0.0,0.0
833cdbfffffffff,11.0,0.0,0.0,0.0
833cdcfffffffff,27.0,0.0,0.0,0.0
833cddfffffffff,8.0,0.0,0.0,0.0
833ce0fffffffff,29.0,0.0,0.0,0.0
833ce1fffffffff,314.0,0.0,0.0,0.0
833ce2fffffffff,42.0,0.0,0.0,0.0
833ce3fffffffff,10.0,0.0,0.0,0.0
833ce4fffffffff,127.0,2.0,0.0,0.0
833ce5fffffffff,390.0,0.0,0.0,0.0
833ce8fffffffff,80.0,0.0,0.0,0.0
833ce9fffffffff,12.0,0.0,0.0,0.0
833ceafffffffff,77.0,0.0,0.0,0.0
833cebfffffffff,30.0,0.0,0.0,0.0
833cecfffffffff,516.0,0.0,9.0,0.0
833cedfffffffff,29.0,0.0,0.0,0.0
833ceefffffffff,8.0,0.0,0.0,0.0
833cf0fffffffff,119.0,0.0,0.0,0.0
833cf1fffffffff,80.0,0.0,0.0,0.0
833cf2fffffffff,348.0,0.0,7.0,0.0
833cf3fffffffff,11.0,0.0,0.0,0.0
833cf4fffffffff,41.0,0.0,0.0,0.0
833cf6fffffffff,160.0,0.0,2.0,0.0
833d04fffffffff,5.0,0.0,0.0,0.0
833d10fffffffff,313.0,0.0,0.0,0.0
833d11fffffffff,4.0,0.0,0.0,0.0
833d12fffffffff,7.0,0.0,0.0,0.0
833d13fffffffff,799.0,0.0,0.0,0.0
833d14fffffffff,78.0,0.0,0.0,0.0
833d15fffffffff,2.0,0.0,0.0,0.0
833d16fffffffff,10.0,0.0,0.0,0.0
833d1afffffffff,2.0,0.0,0.0,0.0
833d1efffffffff,27.0,0.0,0.0,0.0
833d30fffffffff,28.0,0.0,0.0,0.0
833d32fffffffff,14.0,0.0,0.0,0.0
833d33fffffffff,13.0,0.0,0.0,0.0
833d34fffffffff,7.0,0.0,0.0,0.0
833d35fffffffff,9.0,0.0,0.0,0.0
833d36fffffffff,54.0,0.0,0.0,0.0
833d80fffffffff,11.0,0.0,0.0,0.0
833d81fffffffff,2.0,0.0,0.0,0.0
833d83fffffffff,2.0,0.0,0.0,0.0
833d84fffffffff,204.0,0.0,0.0,0.0
833d85fffffffff,86.0,0.0,0.0,0.0
833d86fffffffff,42.0,0.0,0.0,0.0
833d88fffffffff,3.0,0.0,0.0,0.0
833d8bfffffffff,66.0,0.0,0.0,0.0
833d8cfffffffff,20.0,0.0,0.0,0.0
833d8dfffffffff,151.0,0.0,0.0,0.0
833d90fffffffff,2.0,0.0,0.0,0.0
833d91fffffffff,25.0,0.0,0.0,0.0
833d92fffffffff,67.0,0.0,0.0,0.0
833d93fffffffff,72.0,0.0,0.0,0.0
833d96fffffffff,77.0,0.0,0.0,0.0
833d98fffffffff,121.0,0.0,0.0,0.0
833d99fffffffff,124.0,0.0,0.0,0.0
833d9afffffffff,82.0,0.0,0.0,0.0
833d9bfffffffff,622.0,0.0,0.0,0.0
833d9dfffffffff,165.0,0.0,0.0,0.0
833d9efffffffff,384.0,0.0,0.0,0.0
833da0fffffffff,2.0,0.0,0.0,0.0
833da1fffffffff,1051.0,0.0,0.0,0.0
833da2fffffffff,16.0,0.0,0.0,0.0
833da3fffffffff,462.0,0.0,0.0,0.0
833da5fffffffff,40.0,0.0,0.0,0.0
833da6fffffffff,16.0,0.0,0.0,0.0
833da9fffffffff,97.0,0.0,0.0,0.0
833daafffffffff,9.0,0.0,0.0,0.0
833dabfffffffff,3.0,0.0,0.0,0.0
833dacfffffffff,154.0,0.0,0.0,0.0
833dadfffffffff,475.0,0.0,0.0,0.0
833daefffffffff,25.0,0.0,0.0,0.0
833db0fffffffff,7.0,0.0,0.0,0.0
833db1fffffffff,16.0,0.0,0.0,0.0
833db2fffffffff,60.0,0.0,0.0,0.0
833db3fffffffff,129.0,0.0,0.0,0.0
833db4fffffffff,6.0,0.0,0.0,0.0
833db5fffffffff,7.0,0.0,0.0,0.0
833db6fffffffff,31.0,0.0,0.0,0.0
833e45fffffffff,1.0,0.0,0.0,0.0
833e63fffffffff,2.0,0.0,0.0,0.0
833e68fffffffff,901.0,35.0,0.0,0.0
833e6cfffffffff,2.0,0.0,0.0,0.0
834001fffffffff,2.0,2.0,0.0,0.0
834004fffffffff,2.0,0.0,0.0,0.0
834019fffffffff,5.0,0.0,0.0,0.0
83401dfffffffff,3.0,0.0,0.0,0.0
83402dfffffffff,10.0,0.0,0.0,0.0
834040fffffffff,2.0,0.0,0.0,0.0
834041fffffffff,5.0,0.0,0.0,0.0
834043fffffffff,6.0,4.0,0.0,0.0
834044fffffffff,4.0,0.0,0.0,0.0
834049fffffffff,20.0,0.0,0.0,0.0
83404cfffffffff,32.0,8.0,0.0,0.0
83404dfffffffff,169.0,15.0,0.0,0.0
83404efffffffff,2.0,0.0,0.0,0.0
834052fffffffff,3.0,0.0,0.0,0.0
834059fffffffff,4.0,0.0,0.0,0.0
83405cfffffffff,4.0,0.0,0.0,0.0
834061fffffffff,4.0,3.0,0.0,0.0
834065fffffffff,36.0,0.0,0.0,0.0
834066fffffffff,1.0,0.0,0.0,0.0
834069fffffffff,4.0,0.0,0.0,0.0
83406bfffffffff,35.0,4.0,0.0,0.0
83406cfffffffff,1.0,0.0,0.0,0.0
83406dfffffffff,1.0,0.0,0.0,0.0
834071fffffffff,4.0,0.0,0.0,0.0
83408afffffffff,2.0,0.0,0.0,0.0
83408bfffffffff,1.0,0.0,0.0,0.0
83408efffffffff,1.0,0.0,0.0,0.0
8340a8fffffffff,2.0,0.0,0.0,0.0
8340aefffffffff,3.0,0.0,0.0,0.0
8340c0fffffffff,2.0,0.0,0.0,0.0
8340c2fffffffff,8.0,0.0,0.0,0.0
8340c5fffffffff,10.0,0.0,0.0,0.0
8340c6fffffffff,14.0,2.0,0.0,0.0
8340dafffffffff,2.0,0.0,0.0,0.0
8340e1fffffffff,48.0,0.0,2.0,0.0
8340e3fffffffff,22.0,0.0,0.0,0.0
8340e5fffffffff,3.0,0.0,0.0,0.0
8340e6fffffffff,6.0,0.0,0.0,0.0
8340ecfffffffff,9.0,0.0,0.0,0.0
8340eefffffffff,4.0,0.0,0.0,0.0
834103fffffffff,28.0,0.0,0.0,0.0
83411cfffffffff,30.0,0.0,0.0,0.0
834143fffffffff,7.0,4.0,0.0,0.0
834148fffffffff,1.0,0.0,0.0,0.0
834149fffffffff,9.0,0.0,0.0,0.0
83414cfffffffff,10.0,0.0,0.0,0.0
83414dfffffffff,4.0,0.0,0.0,0.0
834150fffffffff,2.0,0.0,0.0,0.0
834154fffffffff,22.0,0.0,0.0,0.0
834159fffffffff,2.0,0.0,0.0,0.0
83415afffffffff,6.0,0.0,0.0,0.0
83415cfffffffff,6.0,0.0,1.0,0.0
83415dfffffffff,1.0,1.0,0.0,0.0
83415efffffffff,3.0,0.0,0.0,0.0
834160fffffffff,1.0,0.0,0.0,0.0
834161fffffffff,5.0,0.0,3.0,0.0
834164fffffffff,7.0,0.0,0.0,0.0
834165fffffffff,15.0,0.0,0.0,0.0
83416bfffffffff,5.0,0.0,0.0,0.0
83416dfffffffff,10.0,0.0,0.0,0.0
83416efffffffff,10.0,0.0,3.0,0.0
834170fffffffff,4.0,0.0,0.0,0.0
834171fffffffff,29.0,0.0,0.0,0.0
834172fffffffff,2.0,0.0,0.0,0.0
834173fffffffff,8.0,0.0,0.0,0.0
834185fffffffff,2.0,0.0,0.0,0.0
834189fffffffff,1.0,0.0,0.0,0.0
83418bfffffffff,2.0,0.0,0.0,0.0
83419bfffffffff,1.0,0.0,0.0,0.0
8341b4fffffffff,69.0,0.0,0.0,0.0
8341b5fffffffff,21.0,2.0,0.0,0.0
834206fffffffff,1.0,0.0,0.0,0.0
834222fffffffff,2.0,0.0,0.0,0.0
834225fffffffff,1.0,0.0,0.0,0.0
834231fffffffff,6.0,0.0,0.0,0.0
834234fffffffff,3.0,0.0,0.0,0.0
834243fffffffff,1.0,0.0,0.0,0.0
834248fffffffff,2.0,0.0,0.0,0.0
834249fffffffff,46.0,0.0,0.0,0.0
83424dfffffffff,3.0,0.0,0.0,0.0
834253fffffffff,13.0,0.0,0.0,0.0
834258fffffffff,21.0,0.0,0.0,0.0
834259fffffffff,5.0,0.0,0.0,0.0
83425afffffffff,2.0,0.0,0.0,0.0
83425dfffffffff,11.0,0.0,0.0,0.0
834269fffffffff,39.0,0.0,0.0,0.0
8342c0fffffffff,183.0,0.0,0.0,0.0
8342c1fffffffff,49.0,0.0,0.0,0.0
8342c2fffffffff,215.0,0.0,14.0,0.0
8342c3fffffffff,49.0,0.0,0.0,0.0
8342c4fffffffff,269.0,0.0,0.0,0.0
8342c5fffffffff,144.0,0.0,0.0,0.0
8342c6fffffffff,78.0,0.0,0.0,0.0
8342c8fffffffff,69.0,0.0,2.0,0.0
8342c9fffffffff,5.0,0.0,0.0,0.0
8342cafffffffff,135.0,0.0,0.0,0.0
8342cbfffffffff,29.0,0.0,0.0,0.0
8342ccfffffffff,703.0,0.0,6.0,0.0
8342cdfffffffff,58.0,0.0,2.0,0.0
8342cefffffffff,486.0,0.0,0.0,0.0
8342d1fffffffff,18.0,0.0,6.0,0.0
8342d9fffffffff,184.0,0.0,0.0,0.0
8342dbfffffffff,494.0,0.0,0.0,0.0
8342dcfffffffff,302.0,0.0,4.0,0.0
8342ddfffffffff,166.0,0.0,0.0,0.0
8342e0fffffffff,2.0,0.0,0.0,0.0
8342e2fffffffff,13.0,0.0,0.0,0.0
8342e3fffffffff,5.0,0.0,0.0,0.0
8342e4fffffffff,4.0,0.0,0.0,0.0
8342e9fffffffff,2.0,0.0,0.0,0.0
8342eafffffffff,3.0,0.0,0.0,0.0
8342ebfffffffff,108.0,0.0,2.0,0.0
834310fffffffff,24.0,0.0,0.0,0.0
834313fffffffff,14.0,0.0,0.0,0.0
834316fffffffff,34.0,0.0,0.0,0.0
83431afffffffff,10.0,0.0,0.0,0.0
83431dfffffffff,2.0,0.0,0.0,0.0
83431efffffffff,183.0,0.0,0.0,0.0
834330fffffffff,2.0,0.0,0.0,0.0
834385fffffffff,3.0,0.0,0.0,0.0
83438cfffffffff,12.0,0.0,0.0,0.0
834398fffffffff,3.0,0.0,0.0,0.0
8343a0fffffffff,112.0,35.0,0.0,0.0
8343a1fffffffff,41.0,26.0,0.0,0.0
8343a3fffffffff,13.0,3.0,0.0,0.0
8343a8fffffffff,2.0,0.0,0.0,0.0
8343a9fffffffff,22.0,0.0,0.0,0.0
8343aafffffffff,2.0,0.0,0.0,0.0
8343acfffffffff,53.0,22.0,0.0,0.0
8343aefffffffff,40.0,20.0,0.0,0.0
834b60fffffffff,1.0,0.0,0.0,0.0
834b84fffffffff,235.0,0.0,0.0,0.0
834b86fffffffff,1075.0,115.0,0.0,0.0
834b9cfffffffff,4.0,0.0,0.0,0.0
834ba0fffffffff,2124.0,218.0,0.0,0.0
834ba1fffffffff,511.0,19.0,0.0,0.0
834ba2fffffffff,2472.0,70.0,0.0,0.0
834ba3fffffffff,501.0,23.0,0.0,0.0
834ba5fffffffff,616.0,91.0,0.0,0.0
834ba6fffffffff,6.0,0.0,0.0,0.0
834bb1fffffffff,725.0,31.0,0.0,0.0
834bb5fffffffff,25.0,0.0,0.0,0.0
835202fffffffff,3.0,0.0,0.0,0.0
835211fffffffff,6.0,0.0,0.0,0.0
835215fffffffff,1.0,0.0,0.0,0.0
83521cfffffffff,4.0,0.0,0.0,0.0
83521efffffffff,3.0,0.0,0.0,0.0
835230fffffffff,1.0,0.0,0.0,0.0
83524dfffffffff,2.0,0.0,0.0,0.0
83534dfffffffff,33.0,7.0,0.0,0.0
835363fffffffff,1.0,0.0,0.0,0.0
83536efffffffff,55.0,0.0,0.0,0.0
8353a9fffffffff,1.0,0.0,0.0,0.0
8353adfffffffff,3.0,0.0,0.0,0.0
836002fffffffff,831.0,0.0,0.0,0.0
836004fffffffff,11.0,0.0,0.0,0.0
836006fffffffff,1245.0,0.0,4.0,0.0
836010fffffffff,62.0,0.0,0.0,0.0
836011fffffffff,864.0,0.0,0.0,0.0
836012fffffffff,15.0,0.0,0.0,0.0
836013fffffffff,90.0,0.0,0.0,0.0
836014fffffffff,4263.0,0.0,2.0,0.0
836015fffffffff,2205.0,0.0,0.0,0.0
836016fffffffff,2170.0,0.0,0.0,0.0
83601efffffffff,517.0,0.0,0.0,0.0
836022fffffffff,352.0,0.0,0.0,0.0
836026fffffffff,540.0,0.0,4.0,0.0
836030fffffffff,275.0,0.0,0.0,0.0
836031fffffffff,3575.0,0.0,31.0,0.0
836032fffffffff,475.0,0.0,0.0,0.0
836033fffffffff,2614.0,0.0,61.0,0.0
836034fffffffff,197.0,0.0,0.0,0.0
836035fffffffff,892.0,0.0,0.0,0.0
836036fffffffff,162.0,0.0,0.0,0.0
836081fffffffff,7.0,0.0,0.0,0.0
836084fffffffff,59.0,0.0,0.0,0.0
836085fffffffff,5.0,0.0,0.0,0.0
836088fffffffff,529.0,0.0,0.0,0.0
836089fffffffff,19.0,0.0,0.0,0.0
83608afffffffff,114.0,0.0,0.0,0.0
83608bfffffffff,1301.0,0.0,0.0,0.0
83608cfffffffff,7.0,0.0,0.0,0.0
83608dfffffffff,78.0,0.0,0.0,0.0
83608efffffffff,121.0,0.0,0.0,0.0
836090fffffffff,131.0,0.0,0.0,0.0
836091fffffffff,60.0,0.0,0.0,0.0
836092fffffffff,188.0,0.0,0.0,0.0
836093fffffffff,52.0,0.0,0.0,0.0
836094fffffffff,141.0,0.0,0.0,0.0
836095fffffffff,8.0,0.0,0.0,0.0
836096fffffffff,595.0,0.0,0.0,0.0
836098fffffffff,21.0,0.0,0.0,0.0
836099fffffffff,70.0,0.0,0.0,0.0
83609afffffffff,12.0,0.0,0.0,0.0
83609bfffffffff,29.0,0.0,0.0,0.0
83609cfffffffff,4.0,0.0,0.0,0.0
83609dfffffffff,17.0,0.0,0.0,0.0
83609efffffffff,210.0,0.0,0.0,0.0
8360a0fffffffff,43.0,0.0,0.0,0.0
8360a1fffffffff,76.0,0.0,0.0,0.0
8360a2fffffffff,357.0,0.0,0.0,0.0
8360a3fffffffff,22.0,0.0,0.0,0.0
8360a4fffffffff,8.0,0.0,0.0,0.0
8360a5fffffffff,22.0,0.0,0.0,0.0
8360a6fffffffff,155.0,0.0,0.0,0.0
8360a8fffffffff,152.0,0.0,0.0,0.0
8360a9fffffffff,951.0,0.0,0.0,0.0
8360aafffffffff,14.0,0.0,0.0,0.0
8360abfffffffff,35.0,0.0,0.0,0.0
8360acfffffffff,22.0,0.0,0.0,0.0
8360adfffffffff,403.0,0.0,0.0,0.0
8360aefffffffff,6.0,0.0,0.0,0.0
8360b0fffffffff,1.0,0.0,0.0,0.0
8360b1fffffffff,272.0,0.0,0.0,0.0
8360b2fffffffff,37.0,0.0,0.0,0.0
8360b3fffffffff,21.0,0.0,0.0,0.0
8360b4fffffffff,10.0,0.0,0.0,0.0
8360b5fffffffff,25.0,0.0,0.0,0.0
8360b6fffffffff,8.0,0.0,0.0,0.0
8360f6fffffffff,4.0,0.0,0.0,0.0
836100fffffffff,8.0,0.0,0.0,0.0
836102fffffffff,558.0,27.0,5.0,0.0
836103fffffffff,16.0,0.0,0.0,0.0
836106fffffffff,102.0,6.0,1.0,0.0
836110fffffffff,2.0,0.0,0.0,0.0
836111fffffffff,91.0,0.0,0.0,0.0
836113fffffffff,2.0,0.0,0.0,0.0
836115fffffffff,9.0,0.0,0.0,0.0
83611afffffffff,41.0,0.0,0.0,0.0
83611bfffffffff,111.0,0.0,0.0,0.0
83611cfffffffff,215.0,1.0,0.0,0.0
83611efffffffff,57.0,0.0,2.0,0.0
836188fffffffff,104.0,0.0,0.0,0.0
836189fffffffff,1131.0,0.0,2.0,0.0
83618afffffffff,17.0,0.0,0.0,0.0
83618bfffffffff,118.0,0.0,0.0,0.0
83618cfffffffff,402.0,0.0,8.0,0.0
83618dfffffffff,72.0,0.0,0.0,0.0
83618efffffffff,14.0,0.0,0.0,0.0
836198fffffffff,9.0,0.0,0.0,0.0
83619afffffffff,53.0,0.0,0.0,0.0
83619efffffffff,4.0,0.0,0.0,0.0
8361a9fffffffff,35.0,0.0,0.0,0.0
8361abfffffffff,32.0,0.0,1.0,0.0
8361adfffffffff,4.0,0.0,0.0,0.0
836330fffffffff,2.0,0.0,0.0,0.0
836332fffffffff,91.0,0.0,0.0,0.0
836412fffffffff,10.0,0.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0,0.0
836416fffffffff,695.0,33.0,0.0,0.0
836422fffffffff,28.0,1.0,0.0,0.0
836426fffffffff,24.0,3.0,0.0,0.0
836430fffffffff,15.0,2.0,0.0,0.0
836431fffffffff,138.0,3.0,0.0,15.0
836432fffffffff,506.0,217.0,0.0,4.0
836433fffffffff,14.0,0.0,0.0,0.0
836434fffffffff,123.0,21.0,0.0,17.0
836435fffffffff,71.0,10.0,0.0,7.0
836480fffffffff,68.0,3.0,0.0,0.0
836481fffffffff,2.0,0.0,0.0,0.0
836482fffffffff,659.0,9.0,4.0,0.0
836483fffffffff,2.0,0.0,0.0,0.0
836484fffffffff,24.0,7.0,0.0,0.0
836485fffffffff,2.0,0.0,0.0,0.0
836488fffffffff,3.0,0.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0,0.0
83648cfffffffff,60.0,2.0,0.0,0.0
83648dfffffffff,9.0,0.0,0.0,0.0
83648efffffffff,4.0,0.0,0.0,0.0
836490fffffffff,134.0,11.0,0.0,0.0
836491fffffffff,330.0,9.0,0.0,0.0
836492fffffffff,1.0,0.0,0.0,0.0
836494fffffffff,15.0,0.0,0.0,0.0
836495fffffffff,30.0,1.0,0.0,0.0
836496fffffffff,1.0,0.0,0.0,0.0
836498fffffffff,30.0,3.0,2.0,0.0
836499fffffffff,3.0,0.0,0.0,0.0
83649afffffffff,1.0,0.0,0.0,0.0
83649bfffffffff,4.0,0.0,0.0,0.0
83649cfffffffff,2.0,0.0,0.0,0.0
83649dfffffffff,2.0,0.0,0.0,0.0
83649efffffffff,3.0,0.0,0.0,0.0
8364a0fffffffff,10.0,0.0,0.0,0.0
8364a1fffffffff,16.0,0.0,0.0,0.0
8364a2fffffffff,28.0,2.0,0.0,0.0
8364a3fffffffff,72.0,14.0,6.0,0.0
8364a4fffffffff,81.0,16.0,0.0,0.0
8364a5fffffffff,148.0,2.0,0.0,0.0
8364a6fffffffff,7.0,3.0,0.0,0.0
